Date,Precipitation
19530101,9999
19530102,9999
19530103,5
19530104,0
19530105,330
19530106,0
19530107,180
19530108,5
19530109,3
19530110,0
19530111,79
19530112,61
19530113,0
19530114,9999
19530115,9999
19530116,9999
19530117,9999
19530118,9999
19530119,9999
19530120,5
19530121,3
19530122,0
19530123,9999
19530124,9999
19530125,9999
19530126,119
19530127,170
19530128,5
19530129,0
19530130,9999
19530131,9999
19530201,5
19530202,0
19530203,9999
19530204,5
19530205,5
19530206,5
19530207,5
19530208,0
19530209,9999
19530210,9999
19530211,5
19530212,0
19530213,239
19530214,5
19530215,20
19530216,10
19530217,10
19530218,5
19530219,0
19530220,5
19530221,191
19530222,0
19530223,5
19530224,0
19530225,180
19530226,79
19530227,0
19530228,51
19530301,109
19530302,10
19530303,30
19530304,20
19530305,61
19530306,0
19530307,239
19530308,5
19530309,5
19530310,0
19530311,20
19530312,20
19530313,79
19530314,0
19530315,51
19530316,99
19530317,3
19530318,0
19530319,5
19530320,51
19530321,0
19530322,5
19530323,51
19530324,5
19530325,71
19530326,30
19530327,0
19530328,269
19530329,79
19530330,0
19530331,41
19530401,10
19530402,79
19530403,119
19530404,140
19530405,3
19530406,10
19530407,5
19530408,0
19530409,9999
19530410,160
19530411,99
19530412,109
19530413,0
19530414,9999
19530415,130
19530416,61
19530417,5
19530418,0
19530419,5
19530420,109
19530421,20
19530422,61
19530423,51
19530424,0
19530425,10
19530426,0
19530427,9999
19530428,9999
19530429,9999
19530430,61
19530501,0
19530502,5
19530503,0
19530504,9999
19530505,9999
19530506,10
19530507,391
19530508,61
19530509,20
19530510,0
19530511,9999
19530512,89
19530513,61
19530514,20
19530515,0
19530516,9999
19530517,9999
19530518,109
19530519,41
19530520,0
19530521,9999
19530522,9999
19530523,310
19530524,30
19530525,0
19530526,9999
19530527,9999
19530528,79
19530529,119
19530530,0
19530531,180
19530601,150
19530602,89
19530603,5
19530604,3
19530605,71
19530606,20
19530607,249
19530608,150
19530609,0
19530610,5
19530611,5
19530612,3
19530613,0
19530614,5
19530615,3
19530616,0
19530617,9999
19530618,460
19530619,10
19530620,5
19530621,10
19530622,20
19530623,381
19530624,239
19530625,10
19530626,5
19530627,41
19530628,231
19530629,51
19530630,3
19530701,0
19530702,3
19530703,239
19530704,5
19530705,5
19530706,5
19530707,239
19530708,10
19530709,5
19530710,5
19530711,3
19530712,0
19530713,9999
19530714,9999
19530715,9999
19530716,9999
19530717,5
19530718,490
19530719,729
19530720,259
19530721,0
19530722,5
19530723,41
19530724,5
19530725,5
19530726,0
19530727,9999
19530728,9999
19530729,9999
19530730,89
19530731,5
19530801,41
19530802,51
19530803,5
19530804,140
19530805,51
19530806,10
19530807,119
19530808,0
19530809,160
19530810,3
19530811,5
19530812,0
19530813,3
19530814,450
19530815,20
19530816,5
19530817,5
19530818,5
19530819,5
19530820,5
19530821,0
19530822,79
19530823,41
19530824,10
19530825,249
19530826,201
19530827,391
19530828,119
19530829,150
19530830,729
19530831,0
19530901,20
19530902,5
19530903,5
19530904,5
19530905,180
19530906,3
19530907,20
19530908,5
19530909,0
19530910,191
19530911,51
19530912,10
19530913,79
19530914,5
19530915,130
19530916,20
19530917,0
19530918,119
19530919,320
19530920,0
19530921,9999
19530922,20
19530923,140
19530924,290
19530925,61
19530926,0
19530927,9999
19530928,61
19530929,160
19530930,5
19531001,310
19531002,61
19531003,0
19531004,9999
19531005,9999
19531006,9999
19531007,9999
19531008,10
19531009,170
19531010,5
19531011,5
19531012,201
19531013,10
19531014,0
19531015,5
19531016,0
19531017,10
19531018,10
19531019,5
19531020,0
19531021,5
19531022,0
19531023,150
19531024,71
19531025,0
19531026,9999
19531027,10
19531028,559
19531029,71
19531030,0
19531031,3
19531101,0
19531102,9999
19531103,9999
19531104,41
19531105,3
19531106,5
19531107,5
19531108,5
19531109,5
19531110,61
19531111,41
19531112,3
19531113,20
19531114,0
19531115,20
19531116,399
19531117,0
19531118,41
19531119,0
19531120,9999
19531121,9999
19531122,9999
19531123,9999
19531124,9999
19531125,9999
19531126,119
19531127,89
19531128,0
19531129,9999
19531130,9999
19531201,9999
19531202,20
19531203,231
19531204,51
19531205,0
19531206,10
19531207,5
19531208,0
19531209,201
19531210,71
19531211,0
19531212,9999
19531213,9999
19531214,9999
19531215,9999
19531216,5
19531217,5
19531218,41
19531219,5
19531220,5
19531221,41
19531222,61
19531223,5
19531224,5
19531225,99
19531226,0
19531227,71
19531228,71
19531229,5
19531230,0
19531231,9999
19610101,0
19610102,0
19610103,0
19610104,90
19610105,0
19610106,0
19610107,0
19610108,10
19610109,120
19610110,150
19610111,70
19610112,0
19610113,0
19610114,0
19610115,0
19610116,0
19610117,0
19610118,0
19610119,0
19610120,0
19610121,0
19610122,0
19610123,0
19610124,180
19610125,0
19610126,0
19610127,0
19610128,0
19610129,80
19610130,120
19610131,0
19610201,0
19610202,0
19610203,0
19610204,0
19610205,50
19610206,300
19610207,0
19610208,0
19610209,0
19610210,0
19610211,50
19610212,0
19610213,0
19610214,0
19610215,0
19610216,0
19610217,0
19610218,0
19610219,0
19610220,0
19610221,20
19610222,0
19610223,0
19610224,0
19610225,200
19610226,310
19610227,0
19610228,0
19610301,0
19610302,0
19610303,310
19610304,40
19610305,20
19610306,0
19610307,0
19610308,10
19610309,0
19610310,0
19610311,0
19610312,0
19610313,130
19610314,40
19610315,20
19610316,300
19610317,0
19610318,0
19610319,300
19610320,0
19610321,0
19610322,0
19610323,0
19610324,0
19610325,0
19610326,380
19610327,90
19610328,0
19610329,20
19610330,0
19610331,0
19610401,0
19610402,50
19610403,0
19610404,0
19610405,20
19610406,0
19610407,0
19610408,210
19610409,30
19610410,0
19610411,0
19610412,90
19610413,10
19610414,40
19610415,270
19610416,0
19610417,0
19610418,0
19610419,0
19610420,0
19610421,20
19610422,0
19610423,0
19610424,30
19610425,0
19610426,260
19610427,40
19610428,0
19610429,20
19610430,0
19610501,0
19610502,0
19610503,360
19610504,90
19610505,0
19610506,0
19610507,10
19610508,0
19610509,0
19610510,0
19610511,0
19610512,20
19610513,0
19610514,160
19610515,40
19610516,20
19610517,0
19610518,290
19610519,30
19610520,0
19610521,0
19610522,0
19610523,100
19610524,50
19610525,0
19610526,0
19610527,0
19610528,0
19610529,0
19610530,0
19610531,40
19610601,0
19610602,0
19610603,0
19610604,0
19610605,20
19610606,0
19610607,0
19610608,0
19610609,190
19610610,0
19610611,0
19610612,0
19610613,210
19610614,180
19610615,0
19610616,90
19610617,50
19610618,0
19610619,0
19610620,0
19610621,0
19610622,0
19610623,210
19610624,20
19610625,30
19610626,40
19610627,50
19610628,820
19610629,50
19610630,0
19610701,10
19610702,0
19610703,0
19610704,10
19610705,0
19610706,0
19610707,0
19610708,0
19610709,0
19610710,0
19610711,180
19610712,0
19610713,0
19610714,0
19610715,0
19610716,0
19610717,30
19610718,0
19610719,0
19610720,0
19610721,0
19610722,0
19610723,0
19610724,0
19610725,0
19610726,0
19610727,0
19610728,0
19610729,0
19610730,0
19610731,0
19610801,0
19610802,0
19610803,0
19610804,10
19610805,310
19610806,310
19610807,0
19610808,0
19610809,0
19610810,0
19610811,0
19610812,0
19610813,0
19610814,0
19610815,0
19610816,0
19610817,0
19610818,0
19610819,30
19610820,20
19610821,30
19610822,560
19610823,10
19610824,0
19610825,0
19610826,0
19610827,0
19610828,330
19610829,0
19610830,0
19610831,0
19610901,0
19610902,0
19610903,160
19610904,0
19610905,0
19610906,180
19610907,220
19610908,0
19610909,0
19610910,0
19610911,0
19610912,0
19610913,0
19610914,0
19610915,0
19610916,10
19610917,0
19610918,0
19610919,0
19610920,0
19610921,0
19610922,0
19610923,0
19610924,0
19610925,0
19610926,0
19610927,40
19610928,0
19610929,0
19610930,730
19611001,0
19611002,390
19611003,190
19611004,290
19611005,40
19611006,0
19611007,80
19611008,50
19611009,420
19611010,10
19611011,0
19611012,0
19611013,0
19611014,0
19611015,300
19611016,0
19611017,0
19611018,10
19611019,0
19611020,240
19611021,70
19611022,40
19611023,250
19611024,0
19611025,0
19611026,10
19611027,190
19611028,140
19611029,10
19611030,0
19611031,0
19611101,0
19611102,0
19611103,0
19611104,10
19611105,0
19611106,90
19611107,10
19611108,0
19611109,0
19611110,0
19611111,0
19611112,0
19611113,0
19611114,0
19611115,0
19611116,0
19611117,70
19611118,30
19611119,10
19611120,0
19611121,30
19611122,230
19611123,0
19611124,0
19611125,0
19611126,0
19611127,0
19611128,70
19611129,30
19611130,30
19611201,190
19611202,0
19611203,0
19611204,60
19611205,10
19611206,40
19611207,0
19611208,0
19611209,0
19611210,0
19611211,0
19611212,0
19611213,0
19611214,0
19611215,0
19611216,20
19611217,160
19611218,0
19611219,0
19611220,20
19611221,0
19611222,0
19611223,0
19611224,0
19611225,0
19611226,0
19611227,0
19611228,0
19611229,0
19611230,0
19611231,0
19620101,260
19620102,10
19620103,0
19620104,0
19620105,0
19620106,0
19620107,0
19620108,0
19620109,20
19620110,120
19620111,0
19620112,0
19620113,0
19620114,0
19620115,0
19620116,0
19620117,0
19620118,110
19620119,0
19620120,0
19620121,0
19620122,0
19620123,0
19620124,0
19620125,0
19620126,0
19620127,0
19620128,0
19620129,0
19620130,0
19620131,0
19620201,0
19620202,0
19620203,10
19620204,0
19620205,0
19620206,0
19620207,0
19620208,0
