Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Hokitika Southside,37939,F20795,-42.729,170.960,4,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
37939,19430801:2100,1.3,-,2.2,0.0,24,D
37939,19430802:2100,59.2,-,0.0,56.0,24,D
37939,19430803:2100,25.1,-,0.0,24.1,24,D
37939,19430804:2100,18.0,-,0.0,17.0,24,D
37939,19430805:2100,21.1,-,0.0,20.1,24,D
37939,19430806:2100,0.0,-,1.0,0.0,24,D
37939,19430807:2100,0.0,-,2.0,0.0,24,D
37939,19430808:2100,0.0,-,3.1,0.0,24,D
37939,19430809:2100,0.0,-,4.1,0.0,24,D
37939,19430810:2100,0.0,-,5.1,0.0,24,D
37939,19430811:2100,0.0,-,6.1,0.0,24,D
37939,19430812:2100,0.0,-,7.2,0.0,24,D
37939,19430813:2100,0.0,-,8.2,0.0,24,D
37939,19430814:2100,0.0,-,9.2,0.0,24,D
37939,19430815:2100,0.0,-,10.2,0.0,24,D
37939,19430816:2100,0.0,-,11.2,0.0,24,D
37939,19430817:2100,0.0,-,12.3,0.0,24,D
37939,19430818:2100,1.3,-,12.0,0.0,24,D
37939,19430819:2100,0.0,-,13.0,0.0,24,D
37939,19430820:2100,0.0,-,14.0,0.0,24,D
37939,19430821:2100,0.0,-,15.1,0.0,24,D
37939,19430822:2100,0.0,-,16.1,0.0,24,D
37939,19430823:2100,4.6,-,12.5,0.0,24,D
37939,19430824:2100,10.7,-,2.8,0.0,24,D
37939,19430825:2100,0.0,-,3.8,0.0,24,D
37939,19430826:2100,0.0,-,4.9,0.0,24,D
37939,19430827:2100,0.8,-,5.1,0.0,24,D
37939,19430828:2100,0.0,-,6.1,0.0,24,D
37939,19430829:2100,43.9,-,0.0,36.8,24,D
37939,19430830:2100,7.1,-,0.0,6.1,24,D
37939,19430831:2100,0.0,-,1.0,0.0,24,D
37939,19430901:2100,15.7,-,0.0,13.2,24,D
37939,19430902:2100,2.0,-,0.0,0.5,24,D
37939,19430903:2100,0.5,-,1.0,0.0,24,D
37939,19430904:2100,0.0,-,2.5,0.0,24,D
37939,19430905:2100,0.0,-,4.0,0.0,24,D
37939,19430906:2100,0.0,-,5.5,0.0,24,D
37939,19430907:2100,0.0,-,7.1,0.0,24,D
37939,19430908:2100,0.0,-,8.6,0.0,24,D
37939,19430909:2100,0.0,-,10.1,0.0,24,D
37939,19430910:2100,5.1,-,6.5,0.0,24,D
37939,19430911:2100,3.3,-,4.7,0.0,24,D
37939,19430912:2100,4.3,-,1.9,0.0,24,D
37939,19430913:2100,16.0,-,0.0,12.6,24,D
37939,19430914:2100,19.3,-,0.0,17.8,24,D
37939,19430915:2100,19.3,-,0.0,17.8,24,D
37939,19430916:2100,46.7,-,0.0,45.2,24,D
37939,19430917:2100,15.7,-,0.0,14.2,24,D
37939,19430918:2100,30.0,-,0.0,28.5,24,D
37939,19430919:2100,57.2,-,0.0,55.7,24,D
37939,19430920:2100,7.6,-,0.0,6.1,24,D
37939,19430921:2100,6.6,-,0.0,5.1,24,D
37939,19430922:2100,33.0,-,0.0,31.5,24,D
37939,19430923:2100,11.2,-,0.0,9.7,24,D
37939,19430924:2100,3.3,-,0.0,1.8,24,D
37939,19430925:2100,3.0,-,0.0,1.5,24,D
37939,19430926:2100,0.0,-,1.5,0.0,24,D
37939,19430927:2100,0.0,-,3.0,0.0,24,D
37939,19430928:2100,0.0,-,4.5,0.0,24,D
37939,19430929:2100,1.5,-,4.5,0.0,24,D
37939,19430930:2100,4.6,-,1.5,0.0,24,D
37939,19431001:2100,4.3,-,0.0,0.2,24,D
37939,19431002:2100,0.0,-,2.6,0.0,24,D
37939,19431003:2100,2.0,-,3.2,0.0,24,D
37939,19431004:2100,0.0,-,5.8,0.0,24,D
37939,19431005:2100,0.0,-,8.5,0.0,24,D
37939,19431006:2100,0.0,-,11.1,0.0,24,D
37939,19431007:2100,27.2,-,0.0,13.5,24,D
37939,19431008:2100,39.9,-,0.0,37.3,24,D
37939,19431009:2100,9.9,-,0.0,7.3,24,D
37939,19431010:2100,5.8,-,0.0,3.2,24,D
37939,19431011:2100,0.5,-,2.1,0.0,24,D
37939,19431012:2100,42.7,-,0.0,38.0,24,D
37939,19431013:2100,13.0,-,0.0,10.4,24,D
37939,19431014:2100,4.1,-,0.0,1.5,24,D
37939,19431015:2100,0.0,-,2.6,0.0,24,D
37939,19431016:2100,0.0,-,5.2,0.0,24,D
37939,19431017:2100,0.0,-,7.8,0.0,24,D
37939,19431018:2100,0.0,-,10.5,0.0,24,D
37939,19431019:2100,0.0,-,13.1,0.0,24,D
37939,19431020:2100,2.0,-,13.7,0.0,24,D
37939,19431021:2100,0.0,-,16.3,0.0,24,D
37939,19431022:2100,8.9,-,10.0,0.0,24,D
37939,19431023:2100,55.9,-,0.0,43.3,24,D
37939,19431024:2100,1.5,-,1.1,0.0,24,D
37939,19431025:2100,2.8,-,0.9,0.0,24,D
37939,19431026:2100,0.0,-,3.5,0.0,24,D
37939,19431027:2100,0.0,-,6.2,0.0,24,D
37939,19431028:2100,0.0,-,8.8,0.0,24,D
37939,19431029:2100,0.0,-,11.4,0.0,24,D
37939,19431030:2100,0.0,-,14.0,0.0,24,D
37939,19431031:2100,0.0,-,16.6,0.0,24,D
37939,19431101:2100,0.0,-,20.1,0.0,24,D
37939,19431102:2100,5.1,-,18.4,0.0,24,D
37939,19431103:2100,8.1,-,13.8,0.0,24,D
37939,19431104:2100,13.0,-,4.2,0.0,24,D
37939,19431105:2100,24.9,-,0.0,17.2,24,D
37939,19431106:2100,1.3,-,2.1,0.0,24,D
37939,19431107:2100,2.0,-,3.6,0.0,24,D
37939,19431108:2100,42.7,-,0.0,35.7,24,D
37939,19431109:2100,1.8,-,1.6,0.0,24,D
37939,19431110:2100,4.6,-,0.5,0.0,24,D
37939,19431111:2100,0.0,-,3.9,0.0,24,D
37939,19431112:2100,0.0,-,7.4,0.0,24,D
37939,19431113:2100,0.0,-,10.8,0.0,24,D
37939,19431114:2100,0.0,-,14.3,0.0,24,D
37939,19431115:2100,0.0,-,17.7,0.0,24,D
37939,19431116:2100,0.0,-,21.2,0.0,24,D
37939,19431117:2100,0.0,-,24.6,0.0,24,D
37939,19431118:2100,0.0,-,28.1,0.0,24,D
37939,19431119:2100,0.0,-,31.5,0.0,24,D
37939,19431120:2100,0.0,-,35.0,0.0,24,D
37939,19431121:2100,0.0,-,38.4,0.0,24,D
37939,19431122:2100,3.3,-,38.6,0.0,24,D
37939,19431123:2100,1.0,-,41.0,0.0,24,D
37939,19431124:2100,0.0,-,44.5,0.0,24,D
37939,19431125:2100,0.0,-,47.9,0.0,24,D
37939,19431126:2100,0.0,-,51.4,0.0,24,D
37939,19431127:2100,0.0,-,54.8,0.0,24,D
37939,19431128:2100,0.0,-,58.3,0.0,24,D
37939,19431129:2100,12.2,-,49.5,0.0,24,D
37939,19431130:2100,4.6,-,48.4,0.0,24,D
37939,19431201:2100,12.4,-,40.6,0.0,24,D
37939,19431202:2100,3.6,-,41.6,0.0,24,D
37939,19431203:2100,0.5,-,45.7,0.0,24,D
37939,19431204:2100,0.3,-,50.1,0.0,24,D
37939,19431205:2100,0.0,-,54.7,0.0,24,D
37939,19431206:2100,0.0,-,59.3,0.0,24,D
37939,19431207:2100,0.0,-,63.9,0.0,24,D
37939,19431208:2100,0.0,-,68.6,0.0,24,D
37939,19431209:2100,0.0,-,73.2,0.0,24,D
37939,19431210:2100,0.0,-,77.8,0.0,24,D
37939,19431211:2100,0.0,-,82.3,0.0,24,D
37939,19431212:2100,0.0,-,86.5,0.0,24,D
37939,19431213:2100,0.0,-,90.4,0.0,24,D
37939,19431214:2100,30.7,-,63.4,0.0,24,D
37939,19431215:2100,47.2,-,20.8,0.0,24,D
37939,19431216:2100,0.0,-,25.4,0.0,24,D
37939,19431217:2100,2.0,-,28.0,0.0,24,D
37939,19431218:2100,0.0,-,32.7,0.0,24,D
37939,19431219:2100,0.0,-,37.3,0.0,24,D
37939,19431220:2100,0.0,-,41.9,0.0,24,D
37939,19431221:2100,0.0,-,46.5,0.0,24,D
37939,19431222:2100,0.0,-,51.2,0.0,24,D
