Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1951,,,0,
1952,,,0,
1953,,,0,
1954,,,0,
1955,,,0,
1956,,,0,
1957,,,0,
1958,,,0,
1959,21.045856,34.000275,1,"=""005026"""
1960,19.459179,32.203014,1,"=""005026"""
1961,20.226301,33.126373,1,"=""005026"""
1962,19.542856,32.83819,1,"=""005026"""
1963,19.540274,32.408493,1,"=""005026"""
1964,19.754122,32.7,1,"=""005026"""
1965,19.956438,32.81813,1,"=""005026"""
1966,18.443682,31.844383,1,"=""005026"""
1967,19.009315,32.69452,1,"=""005026"""
1968,18.845304,31.612087,1,"=""005026"""
1969,19.36033,33.404945,1,"=""005026"""
1970,19.534794,33.050686,1,"=""005026"""
1971,18.794247,32.063835,1,"=""005026"""
1972,19.951366,33.636066,1,"=""005026"""
1973,20.338398,32.655647,1,"=""005026"""
1974,19.135616,32.197533,1,"=""005026"""
1975,19.829315,32.41589,1,"=""005026"""
1976,18.852459,32.556557,1,"=""005026"""
1977,20.301918,33.93507,1,"=""005026"""
1978,19.320845,31.924507,1,"=""005026"""
1979,20.046282,32.916714,1,"=""005026"""
1980,19.957464,32.744133,1,"=""005026"""
1981,19.713612,32.76685,1,"=""005026"""
1982,19.00137,31.993698,1,"=""005026"""
1983,20.035343,33.08493,1,"=""005026"""
1984,19.499727,32.236065,1,"=""005026"""
1985,19.934795,33.48767,1,"=""005026"""
1986,19.93233,33.068768,1,"=""005026"""
1987,19.760273,33.292877,1,"=""005026"""
1988,20.194262,32.998325,1,"=""005026"""
1989,19.746153,32.682144,1,"=""005026"""
1990,20.362465,33.526028,1,"=""005026"""
1991,20.755617,33.922466,1,"=""005026"""
1992,19.963388,32.585247,1,"=""005026"""
1993,19.891483,32.415344,1,"=""005026"""
1994,19.931232,33.881645,1,"=""005026"""
1995,19.22822,31.598356,1,"=""005026"""
1996,20.830328,34.151093,1,"=""005026"""
1997,19.406301,32.198082,1,"=""005026"""
1998,21.018082,33.68959,1,"=""005026"""
1999,18.74628,31.91956,1,"=""005026"""
2000,18.307692,31.232143,1,"=""005026"""
2001,18.362192,32.123013,1,"=""005026"""
2002,20.575275,34.193974,1,"=""005026"""
2003,20.047802,33.25769,1,"=""005026"""
2004,19.971272,32.85069,1,"=""005026"""
2005,,,0,
2006,18.796398,32.194736,1,"=""005026"""
2007,19.867218,34.20824,1,"=""005026"""
2008,19.99,33.49341,1,"=""005026"""
2009,19.854944,33.487637,1,"=""005026"""
2010,20.74137,34.075344,1,"=""005026"""
2011,19.20685,32.2137,1,"=""005026"""
2012,19.475956,33.11448,1,"=""005026"""
2013,19.95041,33.441643,1,"=""005026"""
2014,20.040548,34.21726,1,"=""005026"""
2015,,,0,
2016,20.84235,33.88388,1,"=""005026"""
