Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1950,,,0,
1951,,,0,
1952,,,0,
1953,24.226301,29.611233,1,"=""027022"""
1954,24.315891,29.463562,1,"=""027022"""
1955,24.613186,29.832693,1,"=""027022"""
1956,24.981045,30.293957,1,"=""027022"""
1957,24.35863,29.682192,1,"=""027022"""
1958,24.588768,30.394794,1,"=""027022"""
1959,24,29.043056,1,"=""027022"""
1960,23.909016,28.854918,1,"=""027022"""
1961,23.92,29.07589,1,"=""027022"""
1962,24.244383,29.108767,1,"=""027022"""
1963,23.726648,29.002747,1,"=""027022"""
1964,24.290438,29.258196,1,"=""027022"""
1965,23.34274,28.512877,1,"=""027022"""
1966,23.893425,29.077534,1,"=""027022"""
1967,23.835989,28.98132,1,"=""027022"""
1968,23.773424,28.983013,1,"=""027022"""
1969,24.029041,29.168219,1,"=""027022"""
1970,24.186575,29.515343,1,"=""027022"""
1971,24.078903,29.509863,1,"=""027022"""
1972,23.182514,28.871584,1,"=""027022"""
1973,24.332054,29.492329,1,"=""027022"""
1974,24.14274,29.290686,1,"=""027022"""
1975,24.096712,28.898083,1,"=""027022"""
1976,23.709837,28.85765,1,"=""027022"""
1977,23.610958,28.85589,1,"=""027022"""
1978,24.39726,29.508493,1,"=""027022"""
1979,23.976164,29.03726,1,"=""027022"""
1980,24.098087,29.357376,1,"=""027022"""
1981,,,0,
1982,23.63014,29.069296,1,"=""027022"""
1983,,,0,
1984,23.98411,29.156986,1,"=""027022"""
1985,24.21315,29.385206,1,"=""027022"""
1986,24.36685,29.760275,1,"=""027022"""
1987,24.317533,29.482466,1,"=""027022"""
1988,24.873425,30.010138,1,"=""027022"""
1989,24.555616,29.598356,1,"=""027022"""
1990,24.565754,29.710136,1,"=""027022"""
1991,23.987398,29.345753,1,"=""027022"""
1992,24.25847,29.714754,1,"=""027022"""
1993,,,0,
1994,,,0,
1995,,,0,
1996,,,0,
1997,,,0,
1998,,,0,
1999,,,0,
2000,,,0,
2001,24.671667,30.282022,1,"=""027058"""
2002,,,0,
2003,,,0,
2004,,,0,
2005,24.755278,30.48361,1,"=""027058"""
2006,24.414846,30.017927,1,"=""027058"""
2007,,,0,
2008,24.804932,30.521645,1,"=""027058"""
2009,24.736288,30.572653,1,"=""027058"""
2010,25.490332,31.10467,1,"=""027058"""
2011,24.39315,30.534521,1,"=""027058"""
2012,24.573498,30.687704,1,"=""027058"""
2013,24.842033,30.792837,1,"=""027058"""
2014,24.535343,30.381096,1,"=""027058"""
2015,24.626575,30.230137,1,"=""027058"""
2016,25.565847,31.267487,1,"=""027058"""
