Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1955,,,0,
1956,,,0,
1957,11.971867,26.228926,1,"=""008039"""
1958,11.9777155,25.660446,1,"=""008039"""
1959,12.013446,25.869833,1,"=""008039"""
1960,11.057222,24.862011,1,"=""008039"""
1961,12.125138,26.191484,1,"=""008039"""
1962,,,0,
1963,12.860055,25.498072,1,"=""008039"""
1964,11.810112,25.17103,1,"=""008039"""
1965,12.460497,25.521488,1,"=""008039"""
1966,11.546027,25.161983,1,"=""008039"""
1967,12.515407,26.160168,1,"=""008039"""
1968,10.95663,24.513813,1,"=""008039"""
1969,,,0,
1970,,,0,
1971,11.218663,24.708357,1,"=""008039"""
1972,12.906044,27.01511,1,"=""008039"""
1973,12.060882,25.25404,1,"=""008039"""
1974,12.28044,25.474104,1,"=""008039"""
1975,11.945027,25.418182,1,"=""008039"""
1976,12.558904,26.814247,1,"=""008039"""
1977,12.596704,26.870878,1,"=""008039"""
1978,12.712055,26.098082,1,"=""008039"""
1979,12.128809,26.235912,1,"=""008039"""
1980,12.222253,26.142582,1,"=""008039"""
1981,11.976033,25.347107,1,"=""008039"""
1982,12.197803,25.977198,1,"=""008039"""
1983,12.714641,26.164835,1,"=""008039"""
1984,11.522992,24.85357,1,"=""008039"""
1985,12.313699,26.21178,1,"=""008039"""
1986,11.551381,25.032043,1,"=""008039"""
1987,,,0,
1988,12.723809,26.009243,1,"=""008039"""
1989,11.860563,25.591574,1,"=""008039"""
1990,11.609589,25.45126,1,"=""008039"""
1991,12.438356,26.475891,1,"=""008039"""
1992,12.071781,25.068033,1,"=""008039"""
1993,11.582826,25.588675,1,"=""008039"""
1994,12.269638,27.501657,1,"=""008039"""
1995,11.98315,25.677198,1,"=""008039"""
1996,12.093425,26.543716,1,"=""008039"""
1997,12.22011,26.46584,1,"=""008039"""
1998,12.551945,26.605509,1,"=""008039"""
1999,12.636945,26.204166,1,"=""008039"""
2000,11.8586585,25.7953225,2,"=""008297;008039"""
2001,11.222166999999999,25.6848625,2,"=""008297;008039"""
2002,11.789286,26.737911,1,"=""008297"""
2003,11.9654445,26.335453,2,"=""008297;008039"""
2004,11.6917445,26.0905355,2,"=""008297;008039"""
2005,11.2894695,25.762708500000002,2,"=""008297;008039"""
2006,12.396704,26.484066,1,"=""008039"""
2007,11.850669499999999,26.278081999999998,2,"=""008297;008039"""
2008,12.0619805,25.866536500000002,2,"=""008297;008039"""
2009,12.09508125,26.5175325,2,"=""008297;008039"""
2010,11.483517,26.799452,1,"=""008297"""
2011,12.578297,26.11978,1,"=""008297"""
2012,,,0,
2013,12.298904,26.761095,1,"=""008297"""
2014,12.421488,27.111603,1,"=""008297"""
2015,12.353022,26.743288,1,"=""008297"""
2016,11.218852,25.142622,1,"=""008297"""
