Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1944,,,0,
1945,2.8905027,11.860845,1,"=""096003"""
1946,2.2671309,10.999155,1,"=""096003"""
1947,2.7884614,12.874516,1,"=""096003"""
1948,2.5907104,11.656831,1,"=""096003"""
1949,2.2456045,11.795605,1,"=""096003"""
1950,2.3821917,13.383014,1,"=""096003"""
1951,2.4660273,12.839726,1,"=""096003"""
1952,2.7661202,12.048634,1,"=""096003"""
1953,,,0,
1954,,,0,
1955,,,0,
1956,3.6054645,12.254372,1,"=""096003"""
1957,2.7860274,12.125753,1,"=""096003"""
1958,2.9027398,12.074795,1,"=""096003"""
1959,3.4361644,13.244109,1,"=""096003"""
1960,3.0434065,12.666302,1,"=""096003"""
1961,3.7049315,13.632603,1,"=""096003"""
1962,3.0586302,12.538082,1,"=""096003"""
1963,2.7347946,13.129014,1,"=""096003"""
1964,2.9333334,11.479235,1,"=""096003"""
1965,2.7126026,12.763288,1,"=""096003"""
1966,2.789315,13.110685,1,"=""096003"""
1967,1.9991758,13.142582,1,"=""096003"""
1968,2.875,12.346576,1,"=""096003"""
1969,3.1290412,12.945753,1,"=""096003"""
1970,2.8692307,12.705206,1,"=""096003"""
1971,3.2346153,13.272328,1,"=""096003"""
1972,2.989315,14.012012,1,"=""096003"""
1973,3.3497252,13.227397,1,"=""096003"""
1974,3.2567124,13.180494,1,"=""096003"""
1975,3.2443836,12.908767,1,"=""096003"""
1976,3.079609,12.422192,1,"=""096003"""
1977,,,0,
1978,2.796978,12.344505,1,"=""096003"""
1979,,,0,
1980,3.5256832,13.177591,1,"=""096003"""
1981,,,0,
1982,2.6277473,13.040659,1,"=""096003"""
1983,2.5835617,12.630494,1,"=""096003"""
1984,2.4833333,12.283934,1,"=""096003"""
1985,,,0,
1986,2.748889,12.190224,1,"=""096003"""
1987,2.3916898,12.779666,1,"=""096003"""
1988,,,0,
1989,2.1209946,13.882369,1,"=""096003"""
1990,2.7559228,13.259504,1,"=""096003"""
1991,2.4632114,12.495419,2,"=""096003;096071"""
1992,2.7187894000000004,12.439141500000002,2,"=""096003;096071"""
1993,3.0848067,13.068523,1,"=""096071"""
1994,2.2027934,12.759444,1,"=""096071"""
1995,,,0,
1996,2.0966852,12.218889,1,"=""096071"""
1997,2.1393352,13.067033,1,"=""096071"""
1998,,,0,
1999,3.0143251,13.830495,1,"=""096071"""
2000,2.7175343,13.864463,1,"=""096071"""
2001,3.3884296,13.611634,1,"=""096071"""
2002,3.2473829,12.97883,1,"=""096071"""
2003,2.8597221,13.175757,1,"=""096071"""
2004,2.6238096,12.4205475,1,"=""096071"""
2005,3.3369749,13.355462,1,"=""096071"""
2006,1.9862745,12.912291,1,"=""096071"""
2007,3.1079671,13.890959,1,"=""096071"""
2008,2.3260274,13.096438,1,"=""096071"""
2009,3.22290325,13.367951999999999,2,"=""096003;096071"""
2010,3.01738645,13.2859485,2,"=""096003;096071"""
2011,3.23846375,13.1915035,2,"=""096003;096071"""
2012,3.5248274000000004,13.19597325,2,"=""096003;096071"""
2013,3.314024,13.490797,2,"=""096003;096071"""
2014,3.461644,14.133425,1,"=""096003"""
2015,2.749863,13.459178,1,"=""096003"""
2016,3.8945355,13.448219,1,"=""096003"""
