Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1939,,,0,
1940,16.861475,32.216293,1,"=""037010"""
1941,,,0,
1942,18.549175,34.032143,1,"=""037010"""
1943,,,0,
1944,17.219671,31.942076,1,"=""037010"""
1945,17.380274,32.966576,1,"=""037010"""
1946,16.170685,32.6,1,"=""037010"""
1947,17.719727,32.720547,1,"=""037010"""
1948,17.11284,32.98661,1,"=""037010"""
1949,16.248219,31.411507,1,"=""037010"""
1950,16.690685,30.48743,1,"=""037010"""
1951,16.459452,32.489075,1,"=""037010"""
1952,,,0,
1953,16.883287,32.304108,1,"=""037010"""
1954,17.921429,32.481094,1,"=""037010"""
1955,18.843014,32.832603,1,"=""037010"""
1956,16.868853,31.08685,1,"=""037010"""
1957,17.353151,32.61397,1,"=""037010"""
1958,18.623352,33.006866,1,"=""037010"""
1959,,,0,
1960,,,0,
1961,17.837912,33.395603,1,"=""037010"""
1962,17.775274,33.17178,1,"=""037010"""
1963,18.223902,33.123417,1,"=""037010"""
1964,18.24349,33.43115,1,"=""037010"""
1965,18.21511,33.27315,1,"=""037010"""
1966,17.476439,32.3522,1,"=""037010"""
1967,17.279179,32.97041,1,"=""037010"""
1968,17.793716,32.55847,1,"=""037010"""
1969,17.576439,33.315617,1,"=""037010"""
1970,17.410166,34.15726,1,"=""037010"""
1971,,,0,
1972,17.741573,33.95618,1,"=""037010"""
1973,,,0,
1974,16.211142,31.293592,1,"=""037010"""
1975,,,0,
1976,,,0,
1977,,,0,
1978,,,0,
1979,17.580387,32.929085,1,"=""037010"""
1980,18.825,34.483612,1,"=""037010"""
1981,18.162258,33.47245,1,"=""037010"""
1982,17.083195,33.19642,1,"=""037010"""
1983,18.725754,33.394245,1,"=""037010"""
1984,17.82705,32.230873,1,"=""037010"""
1985,18.310556,33.699444,1,"=""037010"""
1986,19.360224,34.194794,1,"=""037010"""
1987,18.532055,33.58767,1,"=""037010"""
1988,19.4125,34.717354,1,"=""037010"""
1989,,,0,
1990,19.41236,34.114246,1,"=""037010"""
1991,17.7625,33.314087,1,"=""037010"""
1992,18.054016,33.432056,1,"=""037010"""
1993,,,0,
1994,,,0,
1995,,,0,
1996,,,0,
1997,,,0,
1998,,,0,
1999,,,0,
2000,17.41854,32.414326,1,"=""037010"""
2001,,,0,
2002,,,0,
2003,,,0,
2004,17.849316,33.364933,1,"=""037010"""
2005,19.00551,34.236088,1,"=""037010"""
2006,17.611813,32.78132,1,"=""037010"""
2007,18.062088,33.20879,1,"=""037010"""
2008,18.431955,34.440273,1,"=""037010"""
2009,17.452066,32.88981,1,"=""037010"""
2010,18.077961,32.238018,1,"=""037010"""
2011,16.25055,31.518955,1,"=""037010"""
2012,16.790438,33.434425,1,"=""037010"""
2013,19.358356,35.121918,1,"=""037010"""
2014,18.607397,33.739178,1,"=""037010"""
2015,18.244383,33.76137,1,"=""037010"""
2016,18.73452,33.517212,1,"=""037010"""
