Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1921,,,0,
1922,,,0,
1923,10.776751,27.48743,1,"=""016044"""
1924,,,0,
1925,,,0,
1926,8.099449,27.203081,1,"=""016044"""
1927,,,0,
1928,,,0,
1929,,,0,
1930,,,0,
1931,9.887945,25.618904,1,"=""016044"""
1932,10.992329,26.364658,1,"=""016044"""
1933,9.879178,26.343561,1,"=""016044"""
1934,11.407397,27.120821,1,"=""016044"""
1935,10.691506,26.304384,1,"=""016044"""
1936,,,0,
1937,10.986028,26.660547,1,"=""016044"""
1938,11.727672,26.799177,1,"=""016044"""
1939,11.418631,26.555069,1,"=""016044"""
1940,10.810109,27.132513,1,"=""016044"""
1941,11.499452,26.267124,1,"=""016044"""
1942,11.779452,26.692055,1,"=""016044"""
1943,10.670248,26.373972,1,"=""016044"""
1944,10.960388,27.073685,1,"=""016044"""
1945,11.142033,25.769506,1,"=""016044"""
1946,9.893664,26.054396,1,"=""016044"""
1947,11.120274,26.634247,1,"=""016044"""
1948,10.44153,26.892076,1,"=""016044"""
1949,10.517307,25.69726,1,"=""016044"""
1950,11.795605,26.536713,1,"=""016044"""
1951,11.846154,27.028572,1,"=""016044"""
1952,11.018852,25.63388,1,"=""016044"""
1953,11.177808,26.81726,1,"=""016044"""
1954,10.860882,26.331781,1,"=""016044"""
1955,11.826575,25.842033,1,"=""016044"""
1956,,,0,
1957,,,0,
1958,,,0,
1959,,,0,
1960,,,0,
1961,,,0,
1962,,,0,
1963,12.377534,26.898897,1,"=""016044"""
1964,11.112021,26.081097,1,"=""016044"""
1965,12.328571,27.329315,1,"=""016044"""
1966,11.593389,25.736538,1,"=""016044"""
1967,10.963989,27.020994,1,"=""016044"""
1968,11.965194,26.121311,1,"=""016044"""
1969,10.723416,26.472176,1,"=""016044"""
1970,10.201939,26.646133,1,"=""016044"""
1971,11.517355,26.462708,1,"=""016044"""
1972,11.019178,27.376648,1,"=""016044"""
1973,12.519452,26.8261,1,"=""016044"""
1974,,,0,
1975,,,0,
1976,,,0,
1977,11.395041,27.69641,1,"=""016044"""
1978,,,0,
1979,12.243889,26.960556,1,"=""016044"""
1980,12.200548,27.710382,1,"=""016044"""
1981,12.486351,27.58858,1,"=""016044"""
1982,11.832112,27.908451,1,"=""016044"""
1983,,,0,
1984,,,0,
1985,11.693296,27.179888,1,"=""016044"""
1986,,,0,
1987,,,0,
1988,12.289071,27.6573,1,"=""016044"""
1989,11.605753,26.430027,1,"=""016044"""
1990,12.286027,27.61726,1,"=""016044"""
1991,,,0,
1992,11.441803,25.906012,1,"=""016044"""
1993,11.676165,27.55467,1,"=""016044"""
1994,10.826722,28.287912,1,"=""016044"""
1995,11.940833,27.179224,1,"=""016044"""
1996,,,0,
1997,,,0,
1998,11.945706,26.785042,1,"=""016098"""
1999,,,0,
2000,,,0,
2001,,,0,
2002,,,0,
2003,,,0,
2004,12.041209,27.404945,1,"=""016098"""
2005,11.956984,27.98078,1,"=""016098"""
2006,,,0,
2007,,,0,
2008,11.463989,27.462881,1,"=""016098"""
2009,,,0,
2010,11.75376,26.628412,1,"=""016098"""
2011,12.499726,27.266209,1,"=""016098"""
2012,11.205738,27.934973,1,"=""016098"""
2013,13.099452,28.641918,1,"=""016098"""
2014,12.684874,28.540897,1,"=""016098"""
2015,12.397808,27.854395,1,"=""016098"""
2016,12.161096,27.088251,1,"=""016098"""
