Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1893,,,0,
1894,,,0,
1895,,,0,
1896,,,0,
1897,15.641918,32.0537,1,"=""036030"""
1898,15.961708,31.279339,1,"=""036030"""
1899,15.510685,31.553425,1,"=""036030"""
1900,15.897808,32.283012,1,"=""036030"""
1901,16.230219,31.578356,1,"=""036030"""
1902,,,0,
1903,,,0,
1904,,,0,
1905,,,0,
1906,14.444657,30.876986,1,"=""036030"""
1907,14.755069,32.327396,1,"=""036030"""
1908,,,0,
1909,14.525479,30.556461,1,"=""036030"""
1910,14.311019,30.053846,1,"=""036030"""
1911,,,0,
1912,15.917213,31.634699,1,"=""036030"""
1913,14.583287,30.109863,1,"=""036030"""
1914,16.730959,31.81178,1,"=""036030"""
1915,15.9983425,32.70329,1,"=""036030"""
1916,15.512637,30.502459,1,"=""036030"""
1917,13.82274,29.320547,1,"=""036030"""
1918,13.775068,30.712055,1,"=""036030"""
1919,,,0,
1920,15.729781,30.086613,1,"=""036030"""
1921,15.962396,30.02685,1,"=""036030"""
1922,15.044321,31.882645,1,"=""036030"""
1923,15.077747,32.088493,1,"=""036030"""
1924,14.78022,30.602732,1,"=""036030"""
1925,14.324384,31.343288,1,"=""036030"""
1926,15.567123,32.738358,1,"=""036030"""
1927,15.052809,31.82548,1,"=""036030"""
1928,16.122131,31.907104,1,"=""036030"""
1929,15.517808,31.544384,1,"=""036030"""
1930,16.016712,30.723288,1,"=""036030"""
1931,15.865479,31.50137,1,"=""036030"""
1932,,,0,
1933,16.02822,30.734247,1,"=""036030"""
1934,15.355343,31.134521,1,"=""036030"""
1935,15.001096,31.853424,1,"=""036030"""
1936,15.659289,30.986885,1,"=""036030"""
1937,15.333425,31.43589,1,"=""036030"""
1938,16.430138,32.20165,1,"=""036030"""
1939,15.554973,30.33544,1,"=""036030"""
1940,15.480726,31.510109,1,"=""036030"""
1941,14.604986,30.181644,1,"=""036030"""
1942,16.388737,33.070137,1,"=""036030"""
1943,15.243562,32.20548,1,"=""036030"""
1944,16.273224,31.469126,1,"=""036030"""
1945,16.936813,31.79863,1,"=""036030"""
1946,15.5815935,32.143288,1,"=""036030"""
1947,16.344505,31.17072,1,"=""036030"""
1948,15.634426,31.845753,1,"=""036030"""
1949,15.186351,30.307222,1,"=""036030"""
1950,,,0,
1951,14.289807,31.339554,1,"=""036030"""
1952,15.862021,32.22814,1,"=""036030"""
1953,15.521289,31.597534,1,"=""036030"""
1954,14.71726,30.823563,1,"=""036030"""
1955,15.029041,30.428493,1,"=""036030"""
1956,14.365097,29.307945,1,"=""036030"""
1957,15.524657,32.25434,1,"=""036030"""
1958,,,0,
1959,,,0,
1960,14.669748,30.644535,1,"=""036030"""
1961,15.302465,31.089315,1,"=""036030"""
1962,16.124931,31.421762,1,"=""036030"""
1963,15.658904,30.59726,1,"=""036030"""
1964,16.168034,31.462296,1,"=""036030"""
1965,16.024517,31.96704,1,"=""036030"""
1966,15.671703,30.795055,1,"=""036030"""
1967,,,0,
1968,15.9072215,30.737517500000003,2,"=""036031;036030"""
1969,16.512329,31.859589999999997,2,"=""036031;036030"""
1970,15.4679625,31.5005035,2,"=""036031;036030"""
1971,15.250411,31.018904,1,"=""036031"""
1972,,,0,
1973,16.706408,31.34234,1,"=""036031"""
1974,14.378297,30.326374,1,"=""036031"""
1975,14.999178,31.190685,1,"=""036031"""
1976,13.679508,30.455738,1,"=""036031"""
1977,14.373151,30.60548,1,"=""036031"""
1978,14.725,30.297808,1,"=""036031"""
1979,15.264606,31.63427,1,"=""036031"""
1980,,,0,
1981,,,0,
1982,15.371978,31.805206,1,"=""036031"""
1983,16.614521,31.11863,1,"=""036031"""
1984,15.256044,30.577808,1,"=""036031"""
1985,15.908219,31.270685,1,"=""036031"""
1986,16.731506,31.787672,1,"=""036031"""
1987,16.61768,31.484297,1,"=""036031"""
1988,17.236065,31.88388,1,"=""036031"""
1989,15.72137,29.950686,1,"=""036031"""
1990,15.599449,30.630686,1,"=""036031"""
1991,15.104657,31.71863,1,"=""036031"""
1992,15.7937155,31.662022,1,"=""036031"""
1993,17.369589,32,1,"=""036031"""
1994,15.194795,31.19041,1,"=""036031"""
1995,16.525206,31.624657,1,"=""036031"""
1996,16.36137,31.768852,1,"=""036031"""
1997,15.969505,31.681318,1,"=""036031"""
1998,16.94533,31.648626,1,"=""036031"""
1999,15.491989,30.693132,1,"=""036031"""
2000,15.340548,30.137432,1,"=""036031"""
2001,14.887397,31.673698,1,"=""036031"""
2002,15.450411,33.242466,1,"=""036031"""
2003,16.788492,32.675068,1,"=""036031"""
2004,16.413935,32.224865,1,"=""036031"""
2005,17.242466,32.598083,1,"=""036031"""
2006,16.5537,31.84274,1,"=""036031"""
2007,16.387398,31.567123,1,"=""036031"""
2008,15.717213,31.32978,1,"=""036031"""
2009,15.916713,32.03096,1,"=""036031"""
2010,15.638904,29.480822,1,"=""036031"""
2011,14.515659,30.766302,1,"=""036031"""
2012,14.85765,31.036612,1,"=""036031"""
2013,16.558517,32.90824,1,"=""036031"""
2014,17.222466,32.83945,1,"=""036031"""
2015,17.345028,32.58956,1,"=""036031"""
2016,17.259003,31.200556,1,"=""036031"""
