Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1870,,,0,
1871,12.701096,22.153425,1,"=""060026"""
1872,13.2625,21.945902,1,"=""060026"""
1873,13.500822,22.155342,1,"=""060026"""
1874,13.517261,22.187944,1,"=""060026"""
1875,13.592054,22.252876,1,"=""060026"""
1876,13.796721,22.527596,1,"=""060026"""
1877,13.66137,22.741644,1,"=""060026"""
1878,14.067857,22.792032,1,"=""060026"""
1879,13.673829,21.704395,1,"=""060026"""
1880,13.376776,21.971584,1,"=""060026"""
1881,13.462192,21.811506,1,"=""060026"""
1882,13.603835,22.72959,1,"=""060026"""
1883,13.150137,22.537535,1,"=""060026"""
1884,13.627322,23.119125,1,"=""060026"""
1885,13.555343,23.123562,1,"=""060026"""
1886,13.176165,22.846575,1,"=""060026"""
1887,13.20548,22.286575,1,"=""060026"""
1888,12.855191,22.147324,1,"=""060026"""
1889,13.842308,22.140934,1,"=""060026"""
1890,12.886576,22.320274,1,"=""060026"""
1891,12.789863,22.144045,1,"=""060026"""
1892,13.0185795,22.319946,1,"=""060026"""
1893,13.025206,22.498903,1,"=""060026"""
1894,12.7739725,22.493956,1,"=""060026"""
1895,12.387089,22.930555,1,"=""060026"""
1896,13.2,22.432787,1,"=""060026"""
1897,12.892603,22.384384,1,"=""060026"""
1898,12.893682,22.323835,1,"=""060026"""
1899,11.729863,21.880548,1,"=""060026"""
1900,10.493151,22.593151,1,"=""060026"""
1901,8.678022,22.291208,1,"=""060026"""
1902,9.568956,22.665384,1,"=""060026"""
1903,12.226099,22.362534,1,"=""060026"""
1904,11.891257,22.442896,1,"=""060026"""
1905,11.372602,22.784384,1,"=""060026"""
1906,12.238082,22.906868,1,"=""060026"""
1907,11.868219,22.80822,1,"=""060026"""
1908,12.424317,22.235247,1,"=""060026"""
1909,12.445479,21.489862,1,"=""060026"""
1910,13.035891,22.150412,1,"=""060026"""
1911,12.987946,21.83644,1,"=""060026"""
1912,12.945355,22.123562,1,"=""060026"""
1913,12.953151,21.890684,1,"=""060026"""
1914,14.26137,22.438904,1,"=""060026"""
1915,12.77863,22.647123,1,"=""060026"""
1916,13.248361,22.130602,1,"=""060026"""
1917,12.343836,21.75644,1,"=""060026"""
1918,12.366849,21.71863,1,"=""060026"""
1919,13.256438,22.251781,1,"=""060026"""
1920,12.721212,21.745356,1,"=""060026"""
1921,13.561644,22.361095,1,"=""060026"""
1922,12.867671,22.533972,1,"=""060026"""
1923,12.230137,22.428766,1,"=""060026"""
1924,12.382787,21.939072,1,"=""060026"""
1925,12.33452,21.866028,1,"=""060026"""
1926,12.964383,22.489296,1,"=""060026"""
1927,12.152055,21.948494,1,"=""060026"""
1928,12.8950815,22.680054,1,"=""060026"""
1929,12.944628,22.10685,1,"=""060026"""
1930,13.1380825,22.275343,1,"=""060026"""
1931,12.101096,22.074247,1,"=""060026"""
1932,12.273498,21.851639,1,"=""060026"""
1933,12.702466,21.691507,1,"=""060026"""
1934,12.970137,21.591736,1,"=""060026"""
1935,12.292055,21.80411,1,"=""060026"""
1936,12.570492,22.080328,1,"=""060026"""
1937,,,0,
1938,12.872145,21.953718,1,"=""060026"""
1939,12.619832,22.056438,1,"=""060026"""
1940,12.890437,22.117212,1,"=""060026"""
1941,12.295069,21.582191,1,"=""060026"""
1942,12.537534,21.779726,1,"=""060026"""
1943,11.7872925,21.27088,1,"=""060026"""
1944,11.956986,21.66356,1,"=""060026"""
1945,12.269973,21.995068,1,"=""060026"""
1946,10.780822,22.02137,1,"=""060026"""
1947,12.801918,21.78274,1,"=""060026"""
1948,12.242896,21.571037,1,"=""060026"""
1949,12.710411,21.784658,1,"=""060026"""
1950,14.044658,21.826576,1,"=""060026"""
1951,12.587671,21.743288,1,"=""060026"""
1952,13.026301,21.77452,1,"=""060026"""
1953,12.046027,21.556713,1,"=""060026"""
1954,13.173315,21.664932,1,"=""060026"""
1955,13.105753,21.70411,1,"=""060026"""
1956,12.406044,21.41694,1,"=""060026"""
1957,12.611602,21.913296,1,"=""060026"""
1958,13.77423,22.37787,1,"=""060026"""
1959,,,0,
1960,12.310959,21.556713,1,"=""060026"""
1961,12.690411,21.456985,1,"=""060026"""
1962,12.603014,21.545206,1,"=""060026"""
1963,13.412055,21.458082,1,"=""060026"""
1964,12.57459,21.99918,1,"=""060026"""
1965,12.928297,21.873352,1,"=""060026"""
1966,12.814246,21.641644,1,"=""060026"""
1967,13.471507,21.756077,1,"=""060026"""
1968,12.749863,22.078688,1,"=""060026"""
1969,13.3254795,21.984932,1,"=""060026"""
1970,12.578082,22.112877,1,"=""060026"""
1971,,,0,
1972,13.253425,22.086613,1,"=""060026"""
1973,14.725754,23.442467,1,"=""060026"""
1974,,,0,
1975,,,0,
1976,13.34153,22.192877,1,"=""060026"""
1977,13.218082,22.229805,1,"=""060026"""
1978,,,0,
1979,14.130194,22.496399,1,"=""060026"""
1980,,,0,
1981,14.208588,22.47569,1,"=""060026"""
1982,14.058126,22.149862,1,"=""060026"""
1983,14.292562,22.272928,1,"=""060026"""
1984,13.00765,22.14235,1,"=""060026"""
1985,13.19726,22.315617,1,"=""060026"""
1986,12.970411,22.404932,1,"=""060026"""
1987,13.597808,22.621643,1,"=""060026"""
1988,13.842623,22.928143,1,"=""060026"""
1989,13.6895895,22.385754,1,"=""060026"""
1990,13.873151,22.565207,1,"=""060026"""
1991,13.379178,23.27726,1,"=""060026"""
1992,13.44317,22.388798,1,"=""060026"""
1993,13.750137,22.572054,1,"=""060026"""
1994,12.870137,22.805754,1,"=""060026"""
1995,,,0,
1996,,,0,
1997,13.023809,23.489664,1,"=""060139"""
1998,13.702198,23.498611,1,"=""060139"""
1999,14.514006,22.542017,1,"=""060026"""
2000,12.444943,23.370985,1,"=""060139"""
2001,14.153221,23.033894,1,"=""060026"""
2002,13.904482,23.288795,1,"=""060026"""
2003,12.231389,23.490305,1,"=""060139"""
2004,12.184211,23.957222,1,"=""060139"""
2005,12.711389,23.968628,1,"=""060139"""
2006,12.356354,23.687778,1,"=""060139"""
2007,12.436111,23.75098,1,"=""060139"""
2008,,,0,
2009,12.80411,24.001648,1,"=""060139"""
2010,13.3052635,23.640608,1,"=""060139"""
2011,12.909863,23.190685,1,"=""060139"""
2012,12.664481,23.565575,1,"=""060139"""
2013,12.970685,24.27178,1,"=""060139"""
2014,12.904931,24.20822,1,"=""060139"""
2015,13.183836,23.95233,1,"=""060139"""
2016,12.7553425,24.620274,1,"=""060139"""
