Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1955,,,0,
1956,11.419126,20.361624,1,"=""068076"""
1957,,,0,
1958,,,0,
1959,,,0,
1960,,,0,
1961,,,0,
1962,,,0,
1963,,,0,
1964,,,0,
1965,10.821644,21.316711,1,"=""068076"""
1966,10.804683,20.616438,1,"=""068076"""
1967,11.336915,21.037088,1,"=""068076"""
1968,11.390082,22.106302,1,"=""068076"""
1969,11.423204,21.276987,1,"=""068076"""
1970,10.555069,21.251781,1,"=""068076"""
1971,10.548611,21.209042,1,"=""068076"""
1972,10.853279,21.389345,1,"=""068076"""
1973,11.841945,21.99315,1,"=""068076"""
1974,11.254317,20.750685,1,"=""068076"""
1975,11.296712,21.573698,1,"=""068076"""
1976,11.104645,20.976503,1,"=""068076"""
1977,11.013151,21.875069,1,"=""068076"""
1978,11.420274,21.10685,1,"=""068076"""
1979,11.500822,21.88,1,"=""068076"""
1980,11.569126,22.51612,1,"=""068076"""
1981,11.493424,21.522467,1,"=""068076"""
1982,11.091507,22.016165,1,"=""068076"""
1983,11.923836,21.109863,1,"=""068076"""
1984,11.05683,20.69071,1,"=""068076"""
1985,11.20548,20.947672,1,"=""068076"""
1986,10.959726,21.033699,1,"=""068076"""
1987,11.153699,21.04411,1,"=""068076"""
1988,11.879235,21.89235,1,"=""068076"""
1989,11.592329,20.630959,1,"=""068076"""
1990,11.521917,21.071507,1,"=""068076"""
1991,11.38137,22.051506,1,"=""068076"""
1992,11.149453,20.458197,1,"=""068076"""
1993,11.467217,21.500551,1,"=""068076"""
1994,10.808493,21.68493,1,"=""068076"""
1995,10.879178,20.797808,1,"=""068076"""
1996,10.770055,20.964209,1,"=""068076"""
1997,11.203846,21.695879,1,"=""068076"""
1998,,,0,
1999,,,0,
2000,,,0,
2001,,,0,
2002,,,0,
2003,11.481006,21.655027,1,"=""068072"""
2004,11.433983,22.14624,1,"=""068072"""
2005,,,0,
2006,,,0,
2007,,,0,
2008,,,0,
2009,11.594737,23.083471,1,"=""068072"""
2010,,,0,
2011,11.741484,21.519009,1,"=""068072"""
2012,10.716208,21.842466,1,"=""068072"""
2013,11.38843,22.76288,1,"=""068072"""
2014,12.135616,22.66099,1,"=""068072"""
2015,11.808288,22.2708,1,"=""068072"""
2016,12.45,22.870491,1,"=""068072"""
