#title = mean sea level anomaly global ocean (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 3.07 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2011.88160,,,27.14000,
2011.89520,,27.17000,,
2011.90870,,,29.85000,
2011.92200,,28.35000,,
2011.93580,,,30.54000,
2011.94950,,28.86000,,
2011.96310,,,31.34000,
2011.97650,,31.47000,,
2011.99020,,,30.96000,
2012.00370,,28.63000,,
2012.01730,,,33.05000,
2012.03090,,29.54000,,
2012.04450,,,32.95000,
2012.05800,,31.25000,,
2012.07160,,,34.32000,
2012.08490,,31.89000,,
2012.09870,,,32.84000,
2012.11190,,31.97000,,
2012.12580,,,34.22000,
2012.12700,,31.18000,,
2012.15310,,,32.26000,
2012.16720,,28.50000,,
2012.18020,,,31.58000,
2012.20730,,,32.93000,
2012.23450,,,35.13000,
2012.26160,,,32.90000,
2012.28880,,,32.46000,
2012.31590,,,32.71000,
2012.34300,,,33.44000,
2012.36450,,36.41000,,
2012.37020,,,35.62000,
2012.39440,,34.17000,,
2012.39730,,,34.82000,
2012.42420,,36.35000,,
2012.42450,,,34.19000,
2012.45170,,,37.79000,
2012.45400,,38.58000,,
2012.47450,,35.76000,,
2012.47880,,,36.19000,
2012.49490,,37.22000,,
2012.50600,,,35.76000,
2012.52470,,37.92000,,
2012.53310,,,39.09000,
2012.55460,,40.64000,,
2012.56030,,,40.31000,
2012.58440,,38.11000,,
2012.58740,,,38.23000,
2012.60480,,40.74000,,
2012.61450,,,37.73000,
2012.62520,,36.40000,,
2012.64170,,,33.85000,
2012.65520,,35.89000,,
2012.66880,,,36.50000,
2012.68490,,36.21000,,
2012.69610,,,35.44000,
2012.71470,,37.84000,,
2012.72320,,,38.87000,
2012.73500,,36.56000,,
2012.75030,,,38.76000,
2012.75550,,39.32000,,
2012.77750,,,40.15000,
2012.78520,,38.45000,,
2012.80460,,,37.38000,
2012.81510,,36.69000,,
2012.83180,,,36.76000,
2012.83550,,37.60000,,
2012.85590,,40.82000,,
2012.85890,,,38.77000,
2012.88580,,40.18000,,
2012.88610,,,38.98000,
2012.91320,,,37.52000,
2012.91560,,37.70000,,
2012.94040,,,40.53000,
2012.94540,,38.57000,,
2012.96580,,35.34000,,
2012.96750,,,37.74000,
2012.98620,,35.85000,,
2012.99460,,,38.66000,
2013.01620,,39.64000,,
2013.02180,,,38.84000,
2013.04590,,38.32000,,
2013.04890,,,38.92000,
2013.07580,,42.66000,,
2013.07610,,,41.07000,
2013.09610,,40.18000,,
2013.10310,,,40.36000,
2013.11670,,40.90000,,
2013.13040,,,37.92000,
2013.14640,,39.82000,,
2013.15750,,,39.73000,
2013.18460,,,41.35000,
2013.21180,,,40.18000,
2013.21960,,37.41000,,
2013.22650,,38.96000,,
2013.24690,,40.19000,,
2013.27650,,36.94000,,
2013.29330,,,38.00000,
2013.30660,,34.38000,,
2013.32040,,,40.75000,
2013.32690,,35.36000,,
2013.34730,,41.85000,,
2013.34750,,,40.97000,
2013.37470,,,38.94000,
2013.37710,,41.54000,,
2013.40180,,,38.22000,
2013.40700,,40.08000,,
2013.42900,,,38.07000,
2013.43680,,35.80000,,
2013.45610,,,36.74000,
2013.45720,,32.06000,,
2013.48330,,,38.30000,
2013.51040,,,37.13000,
2013.53760,,,36.93000,
2013.56480,,,38.31000,
2013.59190,,,38.11000,
2013.61900,,,33.79000,
2013.64620,,,33.81000,
2013.66960,,,37.56000,
2013.70710,,,33.34000,
2013.72760,,,35.20000,
2013.75480,,,36.33000,
2013.78190,,,36.78000,
2013.80910,,,39.77000,
2013.83620,,,41.20000,
2013.86340,,,39.27000,
2013.89050,,,38.42000,
2013.91770,,,37.50000,
2013.94480,,,35.13000,
2013.97200,,,37.14000,
2013.99920,,,38.66000,
2014.02630,,,38.53000,
2014.05340,,,38.69000,
2014.08060,,,36.71000,
2014.10770,,,38.88000,
2014.13490,,,41.41000,
2014.16200,,,41.21000,
2014.18910,,,41.61000,
2014.21630,,,40.43000,
2014.24350,,,40.22000,
2014.27050,,,40.68000,
2014.29780,,,40.74000,
2014.32490,,,38.59000,
2014.35200,,,38.31000,
2014.37910,,,38.46000,
2014.40630,,,39.42000,
2014.43340,,,38.54000,
2014.46060,,,40.68000,
2014.48780,,,42.10000,
2014.51490,,,42.90000,
2014.54210,,,42.56000,
2014.56920,,,39.51000,
2014.59640,,,41.48000,
2014.62350,,,43.04000,
2014.65070,,,43.37000,
2014.67770,,,42.74000,
2014.70500,,,42.43000,
2014.73210,,,39.64000,
2014.75930,,,41.62000,
2014.78640,,,44.92000,
2014.81360,,,44.47000,
2014.84070,,,41.86000,
2014.86790,,,41.87000,
2014.89500,,,38.46000,
2014.92220,,,39.77000,
2014.94930,,,48.12000,
2014.97760,,,45.69000,
2015.00360,,,41.86000,
2015.03080,,,45.11000,
2015.05790,,,44.95000,
2015.08500,,,46.95000,
2015.11220,,,47.50000,
2015.13940,,,49.60000,
2015.16640,,,48.78000,
2015.19360,,,47.36000,
2015.22070,,,47.08000,
2015.24790,,,48.36000,
2015.27500,,,49.53000,
2015.30230,,,48.78000,
2015.32930,,,48.33000,
2015.35650,,,47.04000,
2015.38370,,,45.48000,
2015.41080,,,47.82000,
2015.43800,,,48.91000,
2015.46500,,,49.52000,
2015.49230,,,50.40000,
2015.51940,,,49.26000,
2015.54650,,,49.48000,
2015.57360,,,49.40000,
2015.60090,,,51.15000,
2015.62800,,,49.70000,
2015.65510,,,53.53000,
2015.68230,,,53.61000,
2015.70940,,,51.84000,
2015.73660,,,53.48000,
2015.76370,,,54.02000,
2015.79090,,,54.67000,
2015.81810,,,56.77000,
2015.84520,,,53.32000,
2015.87230,,,49.79000,
2015.89950,,,52.82000,
2015.92670,,,53.56000,
2015.95380,,,52.52000,
2015.98100,,,51.75000,
2016.00800,,,48.05000,
2016.03530,,,51.79000,
2016.06240,,,55.71000,
2016.08960,,,52.38000,
2016.11670,,,55.21000,
2016.12280,,,,54.06000
2016.14380,,,54.19000,54.01000
2016.17100,,,54.65000,54.56000
2016.19590,,,,52.53000
2016.19810,,,52.72000,
2016.22520,,,55.63000,56.95000
2016.25130,,,54.00000,
2016.25240,,,,53.78000
2016.27950,,,53.37000,
2016.27960,,,,53.79000
2016.30660,,,,52.29000
2016.30670,,,52.33000,
2016.33380,,,52.26000,
2016.33390,,,,52.01000
2016.36100,,,52.17000,52.32000
2016.38810,,,50.80000,52.10000
2016.41530,,,53.61000,54.21000
2016.44240,,,53.58000,
2016.44250,,,,53.99000
2016.46960,,,55.55000,55.90000
2016.49670,,,53.30000,54.28000
2016.52380,,,52.52000,
2016.52390,,,,53.50000
2016.55110,,,52.60000,53.15000
2016.57820,,,50.18000,50.33000
2016.60530,,,49.72000,49.69000
2016.63250,,,48.76000,48.38000
2016.65960,,,52.39000,
2016.65970,,,,52.28000
2016.68680,,,53.29000,53.40000
2016.71390,,,51.85000,53.23000
2016.74110,,,49.64000,51.46000
2016.76830,,,,48.99000
2016.79050,,,48.87000,
2016.79540,,,,51.70000
2016.80890,,,52.57000,
2016.82250,,,,52.00000
2016.83610,,,52.20000,
2016.84970,,,,53.73000
2016.86330,,,53.27000,
2016.87690,,,,54.46000
2016.89040,,,54.81000,
2016.90400,,,,57.95000
2016.91750,,,55.19000,
2016.92980,,,,54.85000
2016.94460,,,54.32000,
2016.95830,,,,53.18000
2016.97180,,,53.83000,
2016.98540,,,,52.35000
2016.99900,,,51.35000,
2017.01260,,,,52.04000
2017.02610,,,53.72000,
2017.03970,,,,53.95000
2017.05320,,,54.08000,
2017.06690,,,,53.03000
2017.08040,,,52.60000,
2017.09400,,,,50.82000
2017.10750,,,49.78000,
2017.12110,,,,51.32000
2017.13470,,,52.11000,
2017.14830,,,,51.51000
2017.16190,,,51.21000,
2017.17550,,,,53.03000
2017.18890,,,53.60000,
2017.20260,,,,53.31000
2017.20350,,,54.79000,
2017.22970,,,,53.89000
2017.25070,,,55.39000,
2017.25690,,,,55.21000
2017.27040,,,53.98000,
2017.28400,,,,53.52000
2017.29760,,,55.74000,
2017.31110,,,,53.53000
2017.32470,,,54.09000,
2017.33830,,,,53.34000
2017.35210,,,53.51000,
2017.36550,,,,52.85000
2017.37140,,,52.33000,
2017.39260,,,,49.92000
2017.41980,,,,52.81000
2017.44700,,,,52.67000
2017.47410,,,,52.94000
2017.50120,,,,54.09000
2017.52840,,,,54.16000
2017.55550,,,,53.77000
2017.58270,,,,57.21000
2017.60980,,,,54.84000
2017.63700,,,,54.30000
2017.66410,,,,54.81000
2017.69130,,,,56.53000
2017.71850,,,,56.58000
2017.74560,,,,53.66000
2017.77270,,,,53.65000
2017.79990,,,,55.12000
2017.82710,,,,56.70000
2017.85420,,,,58.19000
2017.88130,,,,57.68000
2017.90850,,,,58.52000
2017.93560,,,,58.13000
2017.96280,,,,58.52000
2017.98990,,,,55.70000
2018.01700,,,,55.87000
2018.04420,,,,57.07000
2018.07130,,,,58.02000
2018.09850,,,,58.48000
2018.12560,,,,54.74000
2018.15270,,,,53.51000
2018.18000,,,,57.40000
2018.20700,,,,57.66000
2018.23420,,,,56.23000
2018.26130,,,,54.25000
2018.28860,,,,55.65000
2018.31560,,,,56.06000
2018.34280,,,,56.68000
2018.37000,,,,56.58000
2018.39710,,,,55.45000
2018.42420,,,,56.52000
2018.45130,,,,56.65000
2018.47860,,,,56.19000
2018.50570,,,,56.68000
2018.53280,,,,58.52000
2018.56000,,,,58.38000
2018.58710,,,,57.28000
2018.61430,,,,57.28000
2018.64150,,,,57.03000
2018.66860,,,,57.62000
2018.69580,,,,59.86000
2018.72290,,,,59.05000
2018.75000,,,,61.67000
2018.77720,,,,59.32000
2018.80440,,,,60.25000
2018.83150,,,,61.90000
2018.85860,,,,59.76000
2018.88580,,,,58.82000
2018.91290,,,,57.30000
2018.94010,,,,58.25000
2018.96730,,,,58.76000
2018.99440,,,,59.94000
2019.02150,,,,58.21000
2019.04860,,,,63.38000
2019.07580,,,,60.51000
2019.10300,,,,62.74000
2019.13010,,,,61.87000
2019.14630,,,,61.67000
2019.18770,,,,62.32000
2019.21150,,,,64.51000
2019.23870,,,,63.47000
2019.25960,,,,62.14000
2019.29300,,,,61.79000
2019.32020,,,,63.70000
2019.34730,,,,66.01000
2019.37450,,,,63.01000
2019.40160,,,,61.56000
2019.42870,,,,60.82000
2019.45590,,,,65.12000
2019.48300,,,,64.82000
2019.51020,,,,66.08000
2019.53740,,,,64.26000
2019.56450,,,,63.68000
2019.59170,,,,63.54000
2019.61870,,,,66.72000
2019.64590,,,,67.55000
2019.67310,,,,65.74000
2019.70020,,,,65.80000
2019.72740,,,,65.22000
2019.75450,,,,63.09000
2019.78170,,,,64.70000
2019.80880,,,,64.00000
2019.83600,,,,62.42000
2019.86310,,,,66.05000
2019.89030,,,,64.26000
2019.91740,,,,64.29000
2019.94460,,,,65.27000
2019.97170,,,,64.60000
2019.99890,,,,64.69000
2020.02600,,,,62.25000
2020.05310,,,,61.30000
2020.07490,,,,62.97000
2020.11190,,,,68.13000
2020.13460,,,,66.99000
2020.16170,,,,63.79000
2020.18890,,,,65.74000
2020.21600,,,,62.56000
2020.24320,,,,64.71000
2020.27030,,,,67.12000
2020.29750,,,,64.72000
2020.32470,,,,64.43000
2020.35180,,,,66.35000
2020.37890,,,,67.04000
2020.40610,,,,68.18000
2020.43320,,,,68.31000
2020.45950,,,,65.39000
2020.48750,,,,67.95000
2020.51470,,,,66.86000
2020.54180,,,,67.90000
2020.56900,,,,68.37000
2020.59610,,,,67.91000
2020.62320,,,,65.25000
2020.65040,,,,66.37000
2020.67760,,,,67.46000
2020.70480,,,,67.14000
2020.73190,,,,66.89000
2020.75900,,,,67.72000
2020.78620,,,,69.19000
2020.81150,,,,69.17000
2020.84130,,,,70.65000
2020.86760,,,,69.04000
2020.89480,,,,65.41000
2020.92190,,,,68.99000
2020.94900,,,,67.30000
2020.97620,,,,68.04000
2021.00330,,,,68.83000
2021.03050,,,,70.78000
2021.05760,,,,71.11000
2021.08480,,,,73.17000
2021.11190,,,,69.73000
2021.13900,,,,67.90000
2021.16620,,,,66.37000
2021.19340,,,,68.40000
2021.22050,,,,69.60000
2021.24770,,,,72.14000
2021.27480,,,,73.15000
2021.30150,,,,73.15000
2021.32910,,,,69.27000
2021.35620,,,,70.88000
2021.38340,,,,72.17000
2021.41050,,,,71.20000
2021.43770,,,,68.41000
2021.46490,,,,72.05000
2021.49200,,,,72.47000
2021.51920,,,,72.74000
2021.54630,,,,71.93000
2021.57350,,,,74.16000
2021.60050,,,,74.46000
2021.62780,,,,74.57000
2021.65490,,,,70.19000
2021.68210,,,,71.39000
2021.70920,,,,73.19000
2021.73640,,,,72.78000
2021.76350,,,,73.36000
2021.79060,,,,73.39000
2021.81780,,,,75.32000
2021.84490,,,,72.88000
2021.87210,,,,71.24000
2021.89920,,,,73.67000
2021.92640,,,,75.99000
2021.95350,,,,71.73000
2021.98070,,,,70.19000
2022.00780,,,,72.58000
2022.03500,,,,75.11000
2022.06220,,,,76.02000
2022.08920,,,,73.54000
2022.11560,,,,75.55000
2022.14270,,,,70.29000
2022.17040,,,,68.25000
2022.19710,,,,71.74000
2022.22380,,,,75.84000
2022.25210,,,,74.28000
2022.26580,,,,76.08000
2022.32000,,,,69.40000
2022.33900,,,,73.15000
2022.36610,,,,71.56000
2022.39330,,,,73.23000
2022.42040,,,,71.82000
2022.44750,,,,73.17000
2022.47470,,,,72.94000
2022.50190,,,,75.77000
2022.52910,,,,76.44000
2022.55610,,,,76.94000
2022.58330,,,,73.68000
2022.61040,,,,71.10000
2022.63760,,,,72.47000
2022.66480,,,,71.56000
2022.69190,,,,73.79000
2022.71910,,,,73.75000
2022.74630,,,,76.13000
2022.77330,,,,74.74000
2022.79920,,,,73.83000
2022.82950,,,,74.40000
2022.85380,,,,75.39000
