Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1939,,,0,
1940,,,0,
1941,,,0,
1942,,,0,
1943,10.015616,23.015343,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1944,9.238798,24.79011,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1945,9.851507,24.038904,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1946,,,0,
1947,,,0,
1948,,,0,
1949,,,0,
1950,,,0,
1951,,,0,
1952,,,0,
1953,,,0,
1954,9.773407,23.50496,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1955,10.408493,23.57096,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1956,,,0,
1957,,,0,
1958,,,0,
1959,10.675206,23.642975,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1960,9.711475,23.488525,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1961,10.129863,23.548485,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1962,9.83178,23.417261,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1963,10.871507,23.187944,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1964,9.597815,24.369946,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1965,9.539779,24.539612,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1966,9.473425,23.687672,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1967,10.311507,23.615068,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1968,10.273498,24.487705,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1969,10.738187,23.921917,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1970,9.395329,23.993425,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1971,9.542466,23.74356,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1972,10.243443,23.830873,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1973,11.121096,24.48411,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1974,10.916986,23.46959,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1975,10.901923,24.48,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1976,10.27377,23.798088,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1977,10.438904,25.12274,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1978,10.799178,23.808792,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
1979,10.815617,25.303297,1,"=""7fc8a855-bcb8-4efc-9a8e-beb8e62be047"""
