Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1940,,,0,
1941,17.096987,28.114521,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1942,19.118334,29.19726,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1943,19.64548,29.116165,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1944,18.72959,28.372952,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1945,19.396978,28.664463,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1946,18.317583,29.283562,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1947,19.793333,29.15978,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1948,19.297268,28.999725,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1949,19.087912,28.489012,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1950,19.274794,27.88,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1951,18.671782,29.803288,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1952,20.197802,29.406868,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1953,19.275824,28.638083,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1954,19.650688,28.2427,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1955,20.078903,28.35041,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1956,19.654016,28.290634,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1957,19.526028,28.83863,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1958,19.993973,29.181593,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1959,19.366028,28.628925,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1960,18.971584,28.474318,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1961,19.11233,28.848902,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1962,20.031507,29.20687,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1963,19.144875,28.708334,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1964,20.49066,29.211203,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1965,19.139286,28.635891,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1966,19.586302,28.936165,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1967,19.585989,28.748768,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1968,19.559563,28.757378,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1969,20.58356,29.313698,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1970,20.164835,29.346302,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1971,20.021154,29.515343,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1972,19.007378,28.97178,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1973,21.095068,29.495617,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1974,19.662191,28.846027,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1975,20.27041,28.92904,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1976,19.50248,29.310383,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1977,19.510138,28.616713,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1978,19.941208,28.966848,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1979,20.025833,29.07507,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1980,20.212296,29.477869,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1981,20.12445,29.066849,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1982,,,0,
1983,20.922739,29.45863,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1984,20.179781,29.07377,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1985,20.136713,29.116165,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1986,21,29.720549,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1987,21.013699,29.803013,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1988,20.925137,29.677322,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1989,20.414795,28.549864,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1990,19.999453,29.011782,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1991,19.6337,29.420275,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1992,20.540438,29.738525,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1993,20.364384,29.298357,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1994,19.751781,29.546028,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1995,20.837534,29.38959,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1996,20.562569,29.730328,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1997,19.98904,28.724657,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1998,21.427397,29.407671,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
1999,19.964657,29.096987,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2000,19.85,28.531147,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2001,20.255371,30.141644,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2002,20.328768,29.895617,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2003,20.974794,30.069862,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2004,20.512022,29.664207,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2005,21.134247,29.760548,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2006,20.309042,28.961643,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2007,20.31178,28.88,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2008,20.253826,28.968306,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2009,20.171232,29.528494,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2010,21.606028,28.975342,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2011,19.393972,28.634247,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2012,19.795082,28.76175,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2013,20.432055,29.666027,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2014,20.226301,29.112055,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2015,20.66685,30.051233,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2016,21.576923,30.098356,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2017,20.562637,29.653847,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2018,20.171154,29.736288,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2019,19.948494,29.656076,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2020,20.675617,29.783379,1,"=""8926de95-c849-405c-86c1-979f872bdd52"""
2021,,,0,
