Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1910,12.618836,24.849451,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1911,11.836438,24.659178,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1912,12.913611,24.657104,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1913,12.36,25.031233,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1914,12.447671,25.216438,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1915,13.969315,25.747107,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1916,12.613388,24.821857,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1917,,,0,
1918,13.453698,25.829887,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1919,12.297809,24.652088,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1920,12.908219,25.227123,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1921,13.4578085,25.964285,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1922,12.19589,24.884657,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1923,13.017679,24.830412,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1924,12.580874,25.479235,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1925,12.801096,25.118406,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1926,13.049315,24.978022,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1927,13.485479,25.244383,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1928,13.08137,24.787638,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1929,12.586777,24.47863,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1930,13.352603,24.74325,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1931,12.746556,25.15315,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1932,13.289344,25.269697,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1933,13.339612,25.869041,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1934,13.169505,25.268406,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1935,12.578356,24.275757,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1936,13.175623,25.090984,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1937,12.859179,24.874794,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1938,13.153022,24.703022,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1939,13.312328,24.919453,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1940,13.179781,25.588251,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1941,13.6980505,25.266947,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1942,,,0,
1943,,,0,
1944,,,0,
1945,13.877008,25.034174,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1946,,,0,
1947,,,0,
1948,,,0,
1949,13.741551,26.177563,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1950,12.702493,25.56676,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1951,12.431856,24.313297,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1952,12.814089,25.08306,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1953,12.551099,24.478771,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1954,12.427747,24.753426,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
1955,13.379726,24.809315,1,"=""0b66ebe6-c73a-4ea3-92e8-cd8c4ae39ca1"""
