Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1948,,,0,
1949,11.308865,23.5925,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1950,12.632603,23.403847,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1951,,,0,
1952,11.655738,24.363014,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1953,11.307397,24.49589,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1954,12.325,24.644384,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1955,11.426923,23.340548,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1956,10.505465,22.466576,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1957,11.498904,25.976439,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1958,12.147945,24.929316,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1959,11.800548,23.624653,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1960,11.488187,23.95863,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1961,11.901923,24.345055,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1962,11.373425,23.803572,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1963,11.793956,23.396133,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1964,11.060656,23.74137,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1965,11.823352,25.781868,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1966,11.334435,24.06088,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1967,11.988219,24.77178,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1968,11.717808,23.877686,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1969,11.970411,23.830137,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
1970,10.919178,23.737534,1,"=""b769709e-227b-4af7-adb1-ea80ed32ce7c"""
