Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Nelson,4244,G13231,-41.275,173.295,10,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
4244,19070930:2100,-,-,-0.6,24,-,-,-,-,-,D
4244,19071001:2100,16.7,24,3.3,24,-,-,-,-,-,D
4244,19071002:2100,19.4,24,3.9,24,-,-,-,-,-,D
4244,19071003:2100,13.9,24,3.9,24,-,-,-,-,-,D
4244,19071004:2100,17.2,24,3.9,24,-,-,-,-,-,D
4244,19071005:2100,17.2,24,5.0,24,-,-,-,-,-,D
4244,19071006:2100,17.2,24,-,-,-,-,-,-,-,D
4244,19071007:2100,-,-,4.4,24,-,-,-,-,-,D
4244,19071008:2100,14.4,24,5.6,24,-,-,-,-,-,D
4244,19071009:2100,13.9,24,4.4,24,-,-,-,-,-,D
4244,19071010:2100,16.1,24,4.4,24,-,-,-,-,-,D
4244,19071011:2100,12.2,24,1.7,24,-,-,-,-,-,D
4244,19071012:2100,10.6,24,5.6,24,-,-,-,-,-,D
4244,19071013:2100,17.2,24,5.8,24,-,-,-,-,-,D
4244,19071014:2100,17.8,24,5.6,24,-,-,-,-,-,D
4244,19071015:2100,11.1,24,5.0,24,-,-,-,-,-,D
4244,19071016:2100,12.8,24,9.4,24,-,-,-,-,-,D
4244,19071017:2100,16.1,24,5.6,24,-,-,-,-,-,D
4244,19071018:2100,14.4,24,8.3,24,-,-,-,-,-,D
4244,19071019:2100,17.2,24,10.0,24,-,-,-,-,-,D
4244,19071020:2100,18.9,24,11.1,24,-,-,-,-,-,D
4244,19071021:2100,17.8,24,10.6,24,-,-,-,-,-,D
4244,19071022:2100,17.8,24,6.7,24,-,-,-,-,-,D
4244,19071023:2100,18.9,24,2.8,24,-,-,-,-,-,D
4244,19071024:2100,16.1,24,2.8,24,-,-,-,-,-,D
4244,19071025:2100,19.4,24,5.6,24,-,-,-,-,-,D
4244,19071026:2100,20.0,24,7.8,24,-,-,-,-,-,D
4244,19071027:2100,19.4,24,6.1,24,-,-,-,-,-,D
4244,19071028:2100,20.6,24,6.1,24,-,-,-,-,-,D
4244,19071029:2100,19.4,24,8.3,24,-,-,-,-,-,D
4244,19071030:2100,18.3,24,12.2,24,-,-,-,-,-,D
4244,19071031:2100,19.4,24,4.4,24,-,-,-,-,-,D
4244,19071101:2100,19.4,24,6.7,24,-,-,-,-,-,D
4244,19071102:2100,19.4,24,6.7,24,-,-,-,-,-,D
