Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Dunedin, Btl Gardens,5375,I50852,-45.860,170.522,73,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
5375,19121231:2100,16.7,24,8.9,24,-,-,-,-,-,D
5375,19130101:2100,20.3,24,9.2,24,-,-,-,-,-,D
5375,19130102:2100,21.1,24,12.2,24,-,-,-,-,-,D
5375,19130103:2100,26.1,24,13.3,24,-,-,-,-,-,D
5375,19130104:2100,21.7,24,10.6,24,-,-,-,-,-,D
5375,19130105:2100,16.1,24,8.9,24,-,-,-,-,-,D
5375,19130106:2100,16.1,24,8.9,24,-,-,-,-,-,D
5375,19130107:2100,16.4,24,10.0,24,-,-,-,-,-,D
5375,19130108:2100,15.0,24,5.6,24,-,-,-,-,-,D
5375,19130109:2100,11.1,24,6.1,24,-,-,-,-,-,D
5375,19130110:2100,18.1,24,6.4,24,-,-,-,-,-,D
5375,19130111:2100,16.1,24,5.0,24,-,-,-,-,-,D
5375,19130112:2100,27.2,24,14.4,24,-,-,-,-,-,D
5375,19130113:2100,31.7,24,11.1,24,-,-,-,-,-,D
5375,19130114:2100,21.1,24,5.0,24,-,-,-,-,-,D
5375,19130115:2100,20.0,24,12.8,24,-,-,-,-,-,D
5375,19130116:2100,26.7,24,17.8,24,-,-,-,-,-,D
5375,19130117:2100,31.4,24,20.0,24,-,-,-,-,-,D
5375,19130118:2100,29.4,24,14.2,24,-,-,-,-,-,D
5375,19130119:2100,15.6,24,10.0,24,-,-,-,-,-,D
5375,19130120:2100,17.8,24,8.9,24,-,-,-,-,-,D
5375,19130121:2100,16.7,24,9.4,24,-,-,-,-,-,D
5375,19130122:2100,21.7,24,8.9,24,-,-,-,-,-,D
5375,19130123:2100,22.2,24,6.1,24,-,-,-,-,-,D
5375,19130124:2100,16.7,24,10.0,24,-,-,-,-,-,D
5375,19130125:2100,11.1,24,5.6,24,-,-,-,-,-,D
5375,19130126:2100,11.1,24,5.6,24,-,-,-,-,-,D
5375,19130127:2100,12.2,24,3.9,24,-,-,-,-,-,D
5375,19130128:2100,16.1,24,11.1,24,-,-,-,-,-,D
5375,19130129:2100,23.3,24,10.6,24,-,-,-,-,-,D
5375,19130130:2100,21.1,24,8.9,24,-,-,-,-,-,D
5375,19130131:2100,16.7,24,9.2,24,-,-,-,-,-,D
5375,19130201:2100,18.6,24,10.6,24,-,-,-,-,-,D
5375,19130202:2100,19.4,24,7.2,24,-,-,-,-,-,D
5375,19130203:2100,22.8,24,10.0,24,-,-,-,-,-,D
5375,19130204:2100,27.2,24,14.4,24,-,-,-,-,-,D
5375,19130205:2100,31.4,24,10.8,24,-,-,-,-,-,D
5375,19130206:2100,20.0,24,10.6,24,-,-,-,-,-,D
5375,19130207:2100,20.6,24,11.7,24,-,-,-,-,-,D
5375,19130208:2100,18.3,24,11.1,24,-,-,-,-,-,D
5375,19130209:2100,21.1,24,9.4,24,-,-,-,-,-,D
5375,19130210:2100,20.0,24,8.3,24,-,-,-,-,-,D
