Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Mt Ruapehu,Chateau 1,2363,C95251,-39.202,175.540,1119,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
2363,19611031:2100,-,-,-2.2,24,-,-,-,-,-,D
2363,19611101:2100,13.3,24,1.1,24,-,-,-,-,-,D
2363,19611102:2100,11.7,24,-0.6,24,-,-,-,-,-,D
2363,19611103:2100,13.9,24,2.2,24,-,-,-,-,-,D
2363,19611104:2100,17.2,24,0.0,24,-,-,-,-,-,D
2363,19611105:2100,14.4,24,5.6,24,-,-,-,-,-,D
2363,19611106:2100,16.7,24,7.8,24,-,-,-,-,-,D
2363,19611107:2100,12.8,24,8.3,24,-,-,-,-,-,D
2363,19611108:2100,12.8,24,7.2,24,-,-,-,-,-,D
2363,19611109:2100,14.4,24,8.3,24,-,-,-,-,-,D
2363,19611110:2100,13.9,24,8.3,24,-,-,-,-,-,D
2363,19611111:2100,11.1,24,3.9,24,-,-,-,-,-,D
2363,19611112:2100,11.7,24,-0.6,24,-,-,-,-,-,D
2363,19611113:2100,10.6,24,3.9,24,-,-,-,-,-,D
2363,19611114:2100,12.8,24,3.3,24,-,-,-,-,-,D
2363,19611115:2100,13.9,24,5.6,24,-,-,-,-,-,D
2363,19611116:2100,10.6,24,6.7,24,-,-,-,-,-,D
2363,19611117:2100,10.6,24,3.3,24,-,-,-,-,-,D
2363,19611118:2100,7.8,24,0.6,24,-,-,-,-,-,D
2363,19611119:2100,8.3,24,-1.7,24,-,-,-,-,-,D
2363,19611120:2100,7.2,24,-3.1,24,-,-,-,-,-,D
2363,19611121:2100,13.9,24,2.8,24,-,-,-,-,-,D
2363,19611122:2100,16.1,24,2.2,24,-,-,-,-,-,D
2363,19611123:2100,15.6,24,4.4,24,-,-,-,-,-,D
2363,19611124:2100,18.3,24,0.6,24,-,-,-,-,-,D
2363,19611125:2100,16.1,24,3.6,24,-,-,-,-,-,D
2363,19611126:2100,16.7,24,1.1,24,-,-,-,-,-,D
2363,19611127:2100,17.8,24,9.4,24,-,-,-,-,-,D
2363,19611128:2100,16.7,24,1.1,24,-,-,-,-,-,D
2363,19611129:2100,11.7,24,4.4,24,-,-,-,-,-,D
2363,19611130:2100,14.4,24,-,-,-,-,-,-,-,D
2363,19661231:2100,-,-,4.9,24,-,-,-,-,-,D
2363,19670101:2100,15.6,24,4.4,24,-,-,-,-,-,D
2363,19670102:2100,18.1,24,6.3,24,-,-,-,-,-,D
2363,19670103:2100,17.8,24,8.3,24,-,-,-,-,-,D
2363,19670104:2100,15.6,24,7.2,24,-,-,-,-,-,D
2363,19670105:2100,12.8,24,5.0,24,-,-,-,-,-,D
2363,19670106:2100,11.1,24,3.9,24,-,-,-,-,-,D
2363,19670108:2100,13.3,48,1.7,48,-,-,-,-,-,D
2363,19670109:2100,14.4,24,2.6,24,-,-,-,-,-,D
2363,19670111:2100,14.4,48,1.1,48,-,-,-,-,-,D
2363,19670112:2100,13.9,24,7.8,24,-,-,-,-,-,D
2363,19670113:2100,15.8,24,9.9,24,-,-,-,-,-,D
2363,19670114:2100,16.7,24,10.6,24,-,-,-,-,-,D
2363,19670115:2100,17.8,24,10.6,24,-,-,-,-,-,D
2363,19670116:2100,20.0,24,10.6,24,-,-,-,-,-,D
2363,19670117:2100,20.7,24,11.7,24,-,-,-,-,-,D
2363,19670118:2100,19.4,24,4.4,24,-,-,-,-,-,D
2363,19670119:2100,14.4,24,6.1,24,-,-,-,-,-,D
2363,19670120:2100,15.0,24,7.8,24,-,-,-,-,-,D
2363,19670121:2100,17.2,24,2.2,24,-,-,-,-,-,D
2363,19670122:2100,23.3,24,10.0,24,-,-,-,-,-,D
2363,19670123:2100,21.7,24,7.3,24,-,-,-,-,-,D
2363,19670124:2100,16.1,24,11.7,24,-,-,-,-,-,D
2363,19670125:2100,14.2,24,3.1,24,-,-,-,-,-,D
2363,19670126:2100,14.7,24,5.9,24,-,-,-,-,-,D
2363,19670127:2100,13.3,24,5.0,24,-,-,-,-,-,D
2363,19670129:2100,17.8,48,5.8,48,-,-,-,-,-,D
2363,19670130:2100,16.1,24,8.6,24,-,-,-,-,-,D
2363,19670131:2100,12.2,24,-,-,-,-,-,-,-,D
2363,19680131:2100,-,-,5.1,24,-,-,-,-,-,D
2363,19680201:2100,15.4,24,9.0,24,-,-,-,-,-,D
2363,19680202:2100,15.6,24,10.0,24,-,-,-,-,-,D
2363,19680203:2100,13.8,24,4.0,24,-,-,-,-,-,D
2363,19680204:2100,12.8,24,1.1,24,-,-,-,-,-,D
2363,19680205:2100,15.6,24,1.7,24,-,-,-,-,-,D
2363,19680206:2100,12.9,24,6.7,24,-,-,-,-,-,D
2363,19680207:2100,15.0,24,0.6,24,-,-,-,-,-,D
2363,19680208:2100,17.8,24,12.2,24,-,-,-,-,-,D
2363,19680209:2100,13.9,24,0.6,24,-,-,-,-,-,D
2363,19680210:2100,17.0,24,3.9,24,-,-,-,-,-,D
2363,19680211:2100,19.4,24,3.1,24,-,-,-,-,-,D
2363,19680212:2100,18.3,24,10.0,24,-,-,-,-,-,D
2363,19680213:2100,18.9,24,1.6,24,-,-,-,-,-,D
2363,19680215:2100,16.8,48,2.7,48,-,-,-,-,-,D
2363,19680216:2100,17.8,24,2.5,24,-,-,-,-,-,D
2363,19680217:2100,19.0,24,4.1,24,-,-,-,-,-,D
2363,19680218:2100,21.1,24,4.4,24,-,-,-,-,-,D
2363,19680219:2100,17.1,24,6.3,24,-,-,-,-,-,D
2363,19680220:2100,24.6,24,9.0,24,-,-,-,-,-,D
2363,19680221:2100,23.9,24,10.8,24,-,-,-,-,-,D
2363,19680222:2100,22.2,24,7.8,24,-,-,-,-,-,D
2363,19680223:2100,23.9,24,11.7,24,-,-,-,-,-,D
2363,19680224:2100,17.8,24,10.0,24,-,-,-,-,-,D
2363,19680225:2100,20.0,24,5.0,24,-,-,-,-,-,D
2363,19680226:2100,22.9,24,5.5,24,-,-,-,-,-,D
2363,19680227:2100,22.2,24,5.6,24,-,-,-,-,-,D
2363,19680228:2100,19.4,24,8.1,24,-,-,-,-,-,D
2363,19680229:2100,16.4,24,-,-,-,-,-,-,-,D
2363,19690331:2100,-,-,2.8,24,-,-,-,-,-,D
2363,19690401:2100,-,-,4.0,24,-,-,-,-,-,D
2363,19690402:2100,-,-,7.9,24,-,-,-,-,-,D
2363,19690403:2100,-,-,5.7,24,-,-,-,-,-,D
2363,19690405:2100,-,-,0.0,48,-,-,-,-,-,D
2363,19690407:2100,-,-,2.2,48,-,-,-,-,-,D
2363,19690408:2100,4.9,24,1.1,24,-,-,-,-,-,D
2363,19690409:2100,4.7,24,-2.7,24,-,-,-,-,-,D
2363,19690410:2100,6.6,24,0.7,24,-,-,-,-,-,D
2363,19690411:2100,10.6,24,3.9,24,-,-,-,-,-,D
2363,19690412:2100,11.3,24,10.0,24,-,-,-,-,-,D
2363,19690413:2100,12.2,24,3.9,24,-,-,-,-,-,D
2363,19690414:2100,8.9,24,3.3,24,-,-,-,-,-,D
2363,19690415:2100,6.7,24,3.1,24,-,-,-,-,-,D
2363,19690416:2100,9.8,24,-1.6,24,-,-,-,-,-,D
2363,19690417:2100,13.1,24,1.4,24,-,-,-,-,-,D
2363,19690418:2100,11.1,24,5.4,24,-,-,-,-,-,D
2363,19690419:2100,14.1,24,7.1,24,-,-,-,-,-,D
2363,19690420:2100,17.3,24,8.3,24,-,-,-,-,-,D
2363,19690421:2100,12.6,24,5.1,24,-,-,-,-,-,D
2363,19690422:2100,9.4,24,5.9,24,-,-,-,-,-,D
2363,19690423:2100,9.6,24,1.6,24,-,-,-,-,-,D
2363,19690424:2100,5.7,24,-0.1,24,-,-,-,-,-,D
