Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Hokitika Town,3907,F20791,-42.722,170.963,2,G,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
3907,18660207:2100,18.9,24,12.2,24,-,-,-,-,-,D
3907,18660208:2100,18.3,24,14.4,24,-,-,-,-,-,D
3907,18660209:2100,16.7,24,14.4,24,-,-,-,-,-,D
3907,18660210:2100,18.3,24,18.3,24,-,-,-,-,-,D
3907,18660211:2100,20.0,24,10.0,24,-,-,-,-,-,D
3907,18660212:2100,22.2,24,13.9,24,-,-,-,-,-,D
3907,18660213:2100,25.6,24,13.3,24,-,-,-,-,-,D
3907,18660214:2100,15.6,24,11.1,24,-,-,-,-,-,D
3907,18660215:2100,14.4,24,8.3,24,-,-,-,-,-,D
3907,18660216:2100,14.4,24,10.0,24,-,-,-,-,-,D
3907,18660217:2100,15.6,24,15.0,24,-,-,-,-,-,D
3907,18660218:2100,15.6,24,9.4,24,-,-,-,-,-,D
3907,18660219:2100,16.1,24,10.0,24,-,-,-,-,-,D
3907,18660220:2100,17.2,24,12.8,24,-,-,-,-,-,D
3907,18660221:2100,16.1,24,10.0,24,-,-,-,-,-,D
3907,18660222:2100,15.0,24,10.6,24,-,-,-,-,-,D
3907,18660223:2100,18.3,24,12.8,24,-,-,-,-,-,D
3907,18660224:2100,18.3,24,13.3,24,-,-,-,-,-,D
3907,18660225:2100,16.7,24,8.9,24,-,-,-,-,-,D
3907,18660226:2100,17.8,24,8.9,24,-,-,-,-,-,D
3907,18660227:2100,16.7,24,12.8,24,-,-,-,-,-,D
3907,18660228:2100,17.2,24,10.0,24,-,-,-,-,-,D
3907,18660301:2100,17.2,24,11.7,24,-,-,-,-,-,D
3907,18660302:2100,15.0,24,6.7,24,-,-,-,-,-,D
3907,18660303:2100,14.4,24,3.9,24,-,-,-,-,-,D
3907,18660304:2100,16.1,24,9.4,24,-,-,-,-,-,D
3907,18660305:2100,16.1,24,11.1,24,-,-,-,-,-,D
3907,18660306:2100,16.4,24,6.4,24,-,-,-,-,-,D
3907,18660307:2100,14.7,24,10.3,24,-,-,-,-,-,D
3907,18660308:2100,17.5,24,11.9,24,-,-,-,-,-,D
3907,18660309:2100,16.4,24,7.2,24,-,-,-,-,-,D
3907,18660310:2100,15.6,24,7.7,24,-,-,-,-,-,D
3907,18660311:2100,17.2,24,10.0,24,-,-,-,-,-,D
3907,18660312:2100,17.2,24,10.0,24,-,-,-,-,-,D
3907,18660313:2100,18.3,24,7.8,24,-,-,-,-,-,D
3907,18660314:2100,17.5,24,10.6,24,-,-,-,-,-,D
3907,18660315:2100,18.3,24,10.0,24,-,-,-,-,-,D
3907,18660316:2100,16.7,24,9.4,24,-,-,-,-,-,D
3907,18660317:2100,18.6,24,8.9,24,-,-,-,-,-,D
3907,18660318:2100,18.3,24,9.7,24,-,-,-,-,-,D
3907,18660319:2100,18.3,24,8.9,24,-,-,-,-,-,D
3907,18660320:2100,18.3,24,8.3,24,-,-,-,-,-,D
3907,18660321:2100,17.5,24,12.8,24,-,-,-,-,-,D
3907,18660322:2100,14.7,24,7.8,24,-,-,-,-,-,D
3907,18660323:2100,16.7,24,4.7,24,-,-,-,-,-,D
3907,18660324:2100,18.9,24,4.4,24,-,-,-,-,-,D
3907,18660325:2100,16.9,24,11.7,24,-,-,-,-,-,D
3907,18660326:2100,16.1,24,10.6,24,-,-,-,-,-,D
3907,18660327:2100,16.9,24,10.3,24,-,-,-,-,-,D
3907,18660328:2100,19.4,24,6.4,24,-,-,-,-,-,D
3907,18660329:2100,19.2,24,8.1,24,-,-,-,-,-,D
3907,18660330:2100,15.8,24,6.1,24,-,-,-,-,-,D
3907,18660331:2100,15.3,24,9.2,24,-,-,-,-,-,D
3907,18660401:2100,16.7,24,9.7,24,-,-,-,-,-,D
3907,18660402:2100,16.7,24,-,-,-,-,-,-,-,D
3907,18660404:2100,15.0,24,7.8,24,-,-,-,-,-,D
3907,18660405:2100,16.1,24,10.0,24,-,-,-,-,-,D
3907,18660406:2100,12.5,24,4.4,24,-,-,-,-,-,D
3907,18660407:2100,10.6,24,0.6,24,-,-,-,-,-,D
3907,18660408:2100,11.7,24,7.2,24,-,-,-,-,-,D
3907,18660409:2100,12.2,24,4.2,24,-,-,-,-,-,D
3907,18660410:2100,13.9,24,8.6,24,-,-,-,-,-,D
3907,18660411:2100,14.4,24,8.9,24,-,-,-,-,-,D
3907,18660412:2100,13.9,24,9.2,24,-,-,-,-,-,D
3907,18660413:2100,15.0,24,6.9,24,-,-,-,-,-,D
3907,18660414:2100,15.0,24,4.9,24,-,-,-,-,-,D
3907,18660415:2100,15.0,24,11.4,24,-,-,-,-,-,D
3907,18660416:2100,15.6,24,10.7,24,-,-,-,-,-,D
3907,18660417:2100,14.4,24,7.2,24,-,-,-,-,-,D
3907,18660418:2100,12.2,24,2.8,24,-,-,-,-,-,D
3907,18660419:2100,10.6,24,5.8,24,-,-,-,-,-,D
3907,18660420:2100,11.9,24,8.1,24,-,-,-,-,-,D
3907,18660421:2100,17.8,24,9.7,24,-,-,-,-,-,D
3907,18660422:2100,19.2,24,13.3,24,-,-,-,-,-,D
3907,18660423:2100,20.6,24,10.6,24,-,-,-,-,-,D
3907,18660424:2100,11.7,24,10.8,24,-,-,-,-,-,D
3907,18660425:2100,14.7,24,6.7,24,-,-,-,-,-,D
3907,18660426:2100,12.8,24,3.3,24,-,-,-,-,-,D
3907,18660427:2100,16.4,24,8.6,24,-,-,-,-,-,D
3907,18660428:2100,14.2,24,4.2,24,-,-,-,-,-,D
3907,18660429:2100,11.4,24,1.7,24,-,-,-,-,-,D
3907,18660430:2100,13.3,24,8.3,24,-,-,-,-,-,D
3907,18660501:2100,15.0,24,0.0,24,-,-,-,-,-,D
3907,18660502:2100,11.6,24,5.6,24,-,-,-,-,-,D
3907,18660503:2100,13.1,24,2.8,24,-,-,-,-,-,D
3907,18660504:2100,13.2,24,7.1,24,-,-,-,-,-,D
3907,18660505:2100,10.3,24,6.7,24,-,-,-,-,-,D
3907,18660506:2100,11.1,24,5.8,24,-,-,-,-,-,D
3907,18660507:2100,14.2,24,8.9,24,-,-,-,-,-,D
3907,18660508:2100,13.1,24,5.6,24,-,-,-,-,-,D
3907,18660509:2100,13.9,24,9.4,24,-,-,-,-,-,D
3907,18660510:2100,11.1,24,6.1,24,-,-,-,-,-,D
3907,18660511:2100,12.5,24,7.8,24,-,-,-,-,-,D
3907,18660512:2100,11.7,24,8.9,24,-,-,-,-,-,D
3907,18660513:2100,14.4,24,10.0,24,-,-,-,-,-,D
3907,18660514:2100,14.7,24,9.7,24,-,-,-,-,-,D
3907,18660515:2100,13.3,24,9.7,24,-,-,-,-,-,D
3907,18660516:2100,12.2,24,8.8,24,-,-,-,-,-,D
3907,18660517:2100,14.4,24,2.8,24,-,-,-,-,-,D
3907,18660518:2100,14.2,24,6.1,24,-,-,-,-,-,D
3907,18660519:2100,13.9,24,4.4,24,-,-,-,-,-,D
3907,18660520:2100,17.5,24,6.7,24,-,-,-,-,-,D
3907,18660521:2100,12.8,24,9.1,24,-,-,-,-,-,D
3907,18660522:2100,15.6,24,11.1,24,-,-,-,-,-,D
3907,18660523:2100,14.7,24,7.8,24,-,-,-,-,-,D
3907,18660524:2100,12.2,24,2.5,24,-,-,-,-,-,D
3907,18660525:2100,11.8,24,0.6,24,-,-,-,-,-,D
3907,18660526:2100,12.7,24,1.5,24,-,-,-,-,-,D
3907,18660527:2100,12.8,24,9.3,24,-,-,-,-,-,D
3907,18660528:2100,10.7,24,8.1,24,-,-,-,-,-,D
3907,18660529:2100,15.8,24,7.2,24,-,-,-,-,-,D
3907,18660530:2100,14.9,24,7.9,24,-,-,-,-,-,D
3907,18660531:2100,-,-,1.9,24,-,-,-,-,-,D
3907,18660601:2100,10.0,24,1.2,24,-,-,-,-,-,D
3907,18660602:2100,11.0,24,0.3,24,-,-,-,-,-,D
3907,18660603:2100,11.1,24,5.1,24,-,-,-,-,-,D
3907,18660604:2100,12.3,24,5.9,24,-,-,-,-,-,D
3907,18660605:2100,10.7,24,2.4,24,-,-,-,-,-,D
3907,18660606:2100,10.6,24,5.0,24,-,-,-,-,-,D
3907,18660607:2100,11.3,24,1.9,24,-,-,-,-,-,D
3907,18660608:2100,14.0,24,6.2,24,-,-,-,-,-,D
3907,18660609:2100,14.2,24,6.1,24,-,-,-,-,-,D
3907,18660610:2100,11.4,24,-1.1,24,-,-,-,-,-,D
3907,18660611:2100,9.4,24,0.0,24,-,-,-,-,-,D
3907,18660612:2100,10.0,24,4.7,24,-,-,-,-,-,D
3907,18660613:2100,11.4,24,6.7,24,-,-,-,-,-,D
3907,18660614:2100,11.4,24,2.9,24,-,-,-,-,-,D
3907,18660615:2100,11.1,24,1.1,24,-,-,-,-,-,D
3907,18660616:2100,11.1,24,2.8,24,-,-,-,-,-,D
3907,18660617:2100,9.4,24,5.1,24,-,-,-,-,-,D
3907,18660618:2100,11.9,24,7.3,24,-,-,-,-,-,D
3907,18660619:2100,13.6,24,8.8,24,-,-,-,-,-,D
3907,18660620:2100,11.0,24,9.2,24,-,-,-,-,-,D
3907,18660621:2100,13.9,24,6.1,24,-,-,-,-,-,D
3907,18660622:2100,10.2,24,0.2,24,-,-,-,-,-,D
3907,18660623:2100,12.2,24,0.6,24,-,-,-,-,-,D
3907,18660624:2100,12.2,24,3.6,24,-,-,-,-,-,D
