Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland, Albert Park,1427,A64871,-36.853,174.767,49,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
1427,19291231:2100,-,-,14.0,24,-,-,-,-,-,D
1427,19300101:2100,20.7,24,14.7,24,-,-,-,-,-,D
1427,19300102:2100,23.4,24,14.0,24,-,-,-,-,-,D
1427,19300103:2100,23.0,24,16.8,24,-,-,-,-,-,D
1427,19300104:2100,21.1,24,15.7,24,-,-,-,-,-,D
1427,19300105:2100,22.6,24,14.1,24,-,-,-,-,-,D
1427,19300106:2100,21.7,24,15.1,24,-,-,-,-,-,D
1427,19300107:2100,22.9,24,15.6,24,-,-,-,-,-,D
1427,19300108:2100,21.0,24,13.1,24,-,-,-,-,-,D
1427,19300109:2100,22.4,24,17.4,24,-,-,-,-,-,D
1427,19300110:2100,23.1,24,15.8,24,-,-,-,-,-,D
1427,19300111:2100,21.7,24,15.1,24,-,-,-,-,-,D
1427,19300112:2100,21.2,24,14.9,24,-,-,-,-,-,D
1427,19300113:2100,21.2,24,14.1,24,-,-,-,-,-,D
1427,19300114:2100,22.4,24,18.6,24,-,-,-,-,-,D
1427,19300115:2100,21.2,24,14.9,24,-,-,-,-,-,D
1427,19300116:2100,20.7,24,14.1,24,-,-,-,-,-,D
1427,19300117:2100,22.9,24,16.2,24,-,-,-,-,-,D
1427,19300118:2100,23.6,24,15.7,24,-,-,-,-,-,D
1427,19300119:2100,23.8,24,16.2,24,-,-,-,-,-,D
1427,19300120:2100,24.8,24,17.3,24,-,-,-,-,-,D
1427,19300121:2100,22.9,24,15.4,24,-,-,-,-,-,D
1427,19300122:2100,22.9,24,15.6,24,-,-,-,-,-,D
1427,19300123:2100,23.0,24,16.2,24,-,-,-,-,-,D
1427,19300124:2100,25.2,24,17.3,24,-,-,-,-,-,D
1427,19300125:2100,25.3,24,18.0,24,-,-,-,-,-,D
1427,19300126:2100,24.8,24,16.2,24,-,-,-,-,-,D
1427,19300127:2100,24.0,24,16.3,24,-,-,-,-,-,D
1427,19300128:2100,23.5,24,15.6,24,-,-,-,-,-,D
1427,19300129:2100,22.9,24,16.9,24,-,-,-,-,-,D
1427,19300130:2100,22.3,24,15.2,24,-,-,-,-,-,D
1427,19300131:2100,24.0,24,13.5,24,-,-,-,-,-,D
1427,19300201:2100,23.6,24,14.6,24,-,-,-,-,-,D
1427,19300202:2100,24.0,24,16.2,24,-,-,-,-,-,D
1427,19300203:2100,22.4,24,15.2,24,-,-,-,-,-,D
1427,19300204:2100,21.9,24,15.1,24,-,-,-,-,-,D
1427,19300205:2100,21.8,24,14.6,24,-,-,-,-,-,D
1427,19300206:2100,23.6,24,15.2,24,-,-,-,-,-,D
1427,19300207:2100,24.1,24,16.2,24,-,-,-,-,-,D
1427,19300208:2100,23.8,24,16.2,24,-,-,-,-,-,D
1427,19300209:2100,24.9,24,16.9,24,-,-,-,-,-,D
1427,19300210:2100,24.0,24,14.9,24,-,-,-,-,-,D
1427,19300211:2100,23.5,24,15.4,24,-,-,-,-,-,D
1427,19300212:2100,22.9,24,15.3,24,-,-,-,-,-,D
1427,19300213:2100,20.8,24,19.3,24,-,-,-,-,-,D
1427,19300214:2100,21.1,24,19.1,24,-,-,-,-,-,D
1427,19300215:2100,21.2,24,18.5,24,-,-,-,-,-,D
1427,19300216:2100,21.7,24,16.2,24,-,-,-,-,-,D
1427,19300217:2100,20.1,24,12.4,24,-,-,-,-,-,D
1427,19300218:2100,20.4,24,13.0,24,-,-,-,-,-,D
1427,19300219:2100,19.6,24,14.0,24,-,-,-,-,-,D
1427,19300220:2100,21.8,24,14.6,24,-,-,-,-,-,D
1427,19300221:2100,21.8,24,14.1,24,-,-,-,-,-,D
1427,19300222:2100,23.9,24,16.2,24,-,-,-,-,-,D
1427,19300223:2100,22.7,24,16.9,24,-,-,-,-,-,D
1427,19300224:2100,22.2,24,14.6,24,-,-,-,-,-,D
1427,19300225:2100,20.9,24,12.3,24,-,-,-,-,-,D
1427,19300226:2100,21.8,24,12.4,24,-,-,-,-,-,D
1427,19300227:2100,23.2,24,13.2,24,-,-,-,-,-,D
1427,19300228:2100,23.7,24,13.5,24,-,-,-,-,-,D
1427,19300301:2100,23.4,24,14.6,24,-,-,-,-,-,D
1427,19300302:2100,24.3,24,14.1,24,-,-,-,-,-,D
1427,19300303:2100,22.4,24,13.8,24,-,-,-,-,-,D
1427,19300304:2100,22.2,24,14.6,24,-,-,-,-,-,D
1427,19300305:2100,22.9,24,14.1,24,-,-,-,-,-,D
1427,19300306:2100,23.1,24,13.7,24,-,-,-,-,-,D
1427,19300307:2100,23.5,24,15.1,24,-,-,-,-,-,D
1427,19300308:2100,21.8,24,14.6,24,-,-,-,-,-,D
1427,19300309:2100,21.2,24,15.4,24,-,-,-,-,-,D
1427,19300310:2100,22.0,24,12.9,24,-,-,-,-,-,D
1427,19300311:2100,22.3,24,14.8,24,-,-,-,-,-,D
1427,19300312:2100,23.1,24,14.8,24,-,-,-,-,-,D
1427,19300313:2100,22.6,24,12.3,24,-,-,-,-,-,D
1427,19300314:2100,21.4,24,12.4,24,-,-,-,-,-,D
1427,19300315:2100,22.6,24,14.1,24,-,-,-,-,-,D
1427,19300316:2100,22.2,24,12.3,24,-,-,-,-,-,D
1427,19300317:2100,23.0,24,14.0,24,-,-,-,-,-,D
1427,19300318:2100,23.8,24,13.8,24,-,-,-,-,-,D
1427,19300319:2100,23.1,24,14.6,24,-,-,-,-,-,D
1427,19300320:2100,23.4,24,14.1,24,-,-,-,-,-,D
1427,19300321:2100,21.8,24,14.9,24,-,-,-,-,-,D
1427,19300322:2100,23.4,24,15.4,24,-,-,-,-,-,D
1427,19300323:2100,22.4,24,14.7,24,-,-,-,-,-,D
1427,19300324:2100,21.2,24,14.6,24,-,-,-,-,-,D
1427,19300325:2100,21.1,24,11.2,24,-,-,-,-,-,D
1427,19300326:2100,19.1,24,11.1,24,-,-,-,-,-,D
1427,19300327:2100,18.5,24,10.1,24,-,-,-,-,-,D
1427,19300328:2100,19.9,24,10.6,24,-,-,-,-,-,D
1427,19300329:2100,21.2,24,10.1,24,-,-,-,-,-,D
1427,19300330:2100,21.1,24,13.2,24,-,-,-,-,-,D
1427,19300331:2100,20.6,24,14.9,24,-,-,-,-,-,D
1427,19300401:2100,20.7,24,12.9,24,-,-,-,-,-,D
1427,19300402:2100,18.0,24,10.4,24,-,-,-,-,-,D
1427,19300403:2100,21.1,24,12.4,24,-,-,-,-,-,D
1427,19300404:2100,20.4,24,10.6,24,-,-,-,-,-,D
1427,19300405:2100,19.2,24,12.5,24,-,-,-,-,-,D
1427,19300406:2100,18.0,24,12.9,24,-,-,-,-,-,D
1427,19300407:2100,18.6,24,9.9,24,-,-,-,-,-,D
1427,19300408:2100,16.8,24,10.2,24,-,-,-,-,-,D
1427,19300409:2100,16.8,24,10.7,24,-,-,-,-,-,D
1427,19300410:2100,17.4,24,11.1,24,-,-,-,-,-,D
1427,19300411:2100,18.4,24,9.6,24,-,-,-,-,-,D
1427,19300412:2100,18.4,24,7.3,24,-,-,-,-,-,D
1427,19300413:2100,16.8,24,6.9,24,-,-,-,-,-,D
1427,19300414:2100,17.9,24,7.9,24,-,-,-,-,-,D
1427,19300415:2100,20.8,24,10.1,24,-,-,-,-,-,D
1427,19300416:2100,19.0,24,13.6,24,-,-,-,-,-,D
1427,19300417:2100,18.0,24,12.2,24,-,-,-,-,-,D
1427,19300418:2100,18.5,24,12.4,24,-,-,-,-,-,D
1427,19300419:2100,19.3,24,12.9,24,-,-,-,-,-,D
1427,19300420:2100,19.9,24,12.5,24,-,-,-,-,-,D
1427,19300421:2100,20.4,24,12.9,24,-,-,-,-,-,D
1427,19300422:2100,19.6,24,9.0,24,-,-,-,-,-,D
1427,19300423:2100,19.3,24,10.6,24,-,-,-,-,-,D
1427,19300424:2100,19.5,24,12.4,24,-,-,-,-,-,D
1427,19300425:2100,19.9,24,11.9,24,-,-,-,-,-,D
1427,19300426:2100,20.4,24,13.0,24,-,-,-,-,-,D
1427,19300427:2100,20.9,24,13.7,24,-,-,-,-,-,D
1427,19300428:2100,21.2,24,14.4,24,-,-,-,-,-,D
1427,19300429:2100,20.4,24,13.9,24,-,-,-,-,-,D
1427,19300430:2100,18.9,24,7.5,24,-,-,-,-,-,D
1427,19300501:2100,16.0,24,7.2,24,-,-,-,-,-,D
1427,19300502:2100,15.6,24,7.4,24,-,-,-,-,-,D
1427,19300503:2100,15.6,24,6.7,24,-,-,-,-,-,D
