Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Dunedin, Btl Gardens,5375,I50852,-45.860,170.522,73,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
5375,19400101:2100,21.3,-,92.7,0.0,24,D
5375,19400102:2100,1.0,-,94.5,0.0,24,D
5375,19400103:2100,0.0,-,97.2,0.0,24,D
5375,19400104:2100,0.5,-,99.3,0.0,24,D
5375,19400105:2100,0.0,-,101.8,0.0,24,D
5375,19400106:2100,0.0,-,104.1,0.0,24,D
5375,19400107:2100,0.0,-,106.3,0.0,24,D
5375,19400108:2100,0.0,-,108.5,0.0,24,D
5375,19400109:2100,0.0,-,110.5,0.0,24,D
5375,19400110:2100,0.3,-,112.1,0.0,24,D
5375,19400111:2100,0.0,-,114.0,0.0,24,D
5375,19400112:2100,13.7,-,102.0,0.0,24,D
5375,19400113:2100,32.0,-,72.4,0.0,24,D
5375,19400114:2100,48.5,-,27.5,0.0,24,D
5375,19400115:2100,0.0,-,31.2,0.0,24,D
5375,19400116:2100,0.0,-,34.8,0.0,24,D
5375,19400117:2100,0.0,-,38.5,0.0,24,D
5375,19400118:2100,0.0,-,42.1,0.0,24,D
5375,19400119:2100,0.0,-,45.8,0.0,24,D
5375,19400120:2100,0.0,-,49.5,0.0,24,D
5375,19400121:2100,0.3,-,52.8,0.0,24,D
5375,19400122:2100,0.3,-,56.2,0.0,24,D
5375,19400123:2100,4.3,-,55.5,0.0,24,D
5375,19400124:2100,0.0,-,59.2,0.0,24,D
5375,19400125:2100,0.0,-,62.8,0.0,24,D
5375,19400126:2100,14.7,-,51.8,0.0,24,D
5375,19400127:2100,0.0,-,55.5,0.0,24,D
5375,19400128:2100,1.5,-,57.6,0.0,24,D
5375,19400129:2100,4.6,-,56.7,0.0,24,D
5375,19400130:2100,1.5,-,58.8,0.0,24,D
5375,19400131:2100,1.3,-,61.2,0.0,24,D
5375,19400201:2100,0.0,-,64.2,0.0,24,D
5375,19400202:2100,0.3,-,67.0,0.0,24,D
5375,19400203:2100,2.3,-,67.7,0.0,24,D
5375,19400204:2100,0.0,-,70.8,0.0,24,D
5375,19400205:2100,0.0,-,73.8,0.0,24,D
5375,19400206:2100,36.6,-,40.3,0.0,24,D
5375,19400207:2100,0.0,-,43.3,0.0,24,D
5375,19400208:2100,0.3,-,46.1,0.0,24,D
5375,19400209:2100,2.0,-,47.1,0.0,24,D
5375,19400210:2100,3.0,-,47.2,0.0,24,D
5375,19400211:2100,10.7,-,39.5,0.0,24,D
5375,19400212:2100,0.3,-,42.3,0.0,24,D
