Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wellington, Kelburn Aws,25354,E1427P,-41.28445,174.76794,125,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
25354,20040429:2100,3.8,-,-,-,24,D
25354,20040430:2100,0.8,-,-,-,24,D
25354,20040501:2100,8.6,-,-,-,24,D
25354,20040502:2100,3.2,-,-,-,24,D
25354,20040503:2100,18.0,-,-,-,24,D
25354,20040504:2100,0.2,-,-,-,24,D
25354,20040505:2100,1.0,-,-,-,24,D
25354,20040506:2100,0.0,-,-,-,24,D
25354,20040507:2100,0.0,-,-,-,24,D
25354,20040508:2100,0.0,-,-,-,24,D
25354,20040509:2100,0.0,-,-,-,24,D
25354,20040510:2100,0.0,-,-,-,24,D
25354,20040511:2100,0.4,-,-,-,24,D
25354,20040512:2100,25.2,-,-,-,24,D
25354,20040513:2100,0.2,-,-,-,24,D
25354,20040514:2100,0.4,-,-,-,24,D
25354,20040515:2100,0.0,-,-,-,24,D
25354,20040516:2100,4.0,-,-,-,24,D
25354,20040517:2100,0.0,-,-,-,24,D
25354,20040518:2100,0.0,-,-,-,24,D
25354,20040519:2100,0.0,-,-,-,24,D
25354,20040520:2100,0.0,-,-,-,24,D
25354,20040521:2100,0.0,-,-,-,24,D
25354,20040522:2100,1.6,-,-,-,24,D
25354,20040523:2100,0.0,-,-,-,24,D
25354,20040524:2100,9.6,-,-,-,24,D
25354,20040525:2100,1.4,-,-,-,24,D
25354,20040526:2100,0.0,-,-,-,24,D
25354,20040527:2100,0.0,-,-,-,24,D
25354,20040528:2100,14.2,-,-,-,24,D
25354,20040529:2100,0.0,-,-,-,24,D
25354,20040530:2100,4.8,-,-,-,24,D
25354,20040531:2100,0.0,-,-,-,24,D
25354,20040601:2100,0.0,-,-,-,24,D
25354,20040602:2100,0.0,-,-,-,24,D
25354,20040603:2100,0.0,-,-,-,24,D
25354,20040604:2100,2.8,-,-,-,24,D
25354,20040605:2100,0.6,-,-,-,24,D
25354,20040606:2100,0.0,-,-,-,24,D
25354,20040607:2100,0.0,-,-,-,24,D
25354,20040608:2100,0.0,-,-,-,24,D
25354,20040609:2100,0.0,-,-,-,24,D
25354,20040610:2100,2.2,-,-,-,24,D
25354,20040611:2100,0.2,-,-,-,24,D
25354,20040612:2100,0.0,-,-,-,24,D
25354,20040613:2100,0.0,-,-,-,24,D
25354,20040614:2100,0.2,-,-,-,24,D
25354,20040615:2100,1.0,-,-,-,24,D
25354,20040616:2100,0.0,-,-,-,24,D
25354,20040617:2100,1.8,-,-,-,24,D
25354,20040618:2100,30.4,-,-,-,24,D
25354,20040619:2100,2.0,-,-,-,24,D
25354,20040620:2100,5.4,-,-,-,24,D
25354,20040621:2100,0.4,-,-,-,24,D
25354,20040622:2100,0.4,-,-,-,24,D
25354,20040623:2100,0.0,-,-,-,24,D
25354,20040624:2100,0.0,-,-,-,24,D
25354,20040625:2100,0.0,-,-,-,24,D
25354,20040626:2100,2.4,-,-,-,24,D
25354,20040627:2100,14.8,-,5.2,0.0,24,D
25354,20040628:2100,0.0,-,5.8,0.0,24,D
25354,20040629:2100,0.0,-,6.6,0.0,24,D
25354,20040630:2100,0.5,-,6.9,0.0,24,D
25354,20040701:2100,0.0,-,7.7,0.0,24,D
25354,20040702:2100,0.8,-,7.6,0.0,24,D
25354,20040703:2100,2.8,-,5.5,0.0,24,D
25354,20040704:2100,0.0,-,6.3,0.0,24,D
25354,20040705:2100,0.6,-,6.4,0.0,24,D
25354,20040706:2100,6.6,-,0.6,0.0,24,D
25354,20040707:2100,49.0,-,0.0,47.7,24,D
25354,20040708:2100,0.0,-,0.7,0.0,24,D
25354,20040709:2100,0.0,-,1.5,0.0,24,D
25354,20040710:2100,0.2,-,2.0,0.0,24,D
25354,20040711:2100,0.0,-,2.8,0.0,24,D
25354,20040712:2100,0.0,-,3.5,0.0,24,D
