Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1950,,,0,
1951,9.42274,24.064932,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1952,8.990385,24.118357,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1953,9.538082,23.97178,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1954,9.246849,24.658905,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1955,9.587362,23.139286,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1956,,,0,
1957,,,0,
1958,10.568785,24.70411,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1959,10.988154,25.066483,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1960,9.180494,23.784065,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1961,10.4897785,25.183195,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1962,10.377809,24.90548,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1963,10.987397,24.016712,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1964,9.753297,23.556198,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1965,10.551945,24.198347,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1966,9.529863,23.927671,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1967,10.289503,24.603031,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1968,8.430685,23.119726,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1969,9.744506,25.169506,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1970,10.018733,24.565384,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1971,9.162327,23.560774,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
1972,10.766111,25.909668,1,"=""13dbb455-ef47-4191-83b8-70e07fb1c77c"""
