Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1930,,,0,
1931,7.878297,24.134794,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1932,8.338525,24.551367,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1933,8.211295,24.714794,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1934,9.286302,25.662739,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1935,8.963562,24.718357,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1936,8.35164,24.82705,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1937,8.95577,24.779179,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1938,8.781644,24.972878,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1939,9.113055,24.960548,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1940,8.224317,25.313114,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1941,9.026099,24.476164,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1942,9.417403,24.468493,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1943,7.909863,23.302465,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1944,8.294808,24.373497,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1945,8.531781,24.09041,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1946,8.903288,23.749315,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1947,9.084109,24.482466,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1948,8.054372,24.531422,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1949,8.27726,23.546703,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1950,8.743288,24.395891,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1951,9.553151,24.254122,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1952,7.993094,23.50854,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
1953,8.480274,24.371704,1,"=""0989abf5-beba-490e-b650-eaefd27960c8"""
