Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1921,,,0,
1922,,,0,
1923,,,0,
1924,,,0,
1925,,,0,
1926,,,0,
1927,,,0,
1928,,,0,
1929,,,0,
1930,,,0,
1931,9.75651,25.293352,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1932,11.039011,26.029005,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1933,,,0,
1934,11.222038,26.675617,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1935,10.5063715,25.884932,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1936,,,0,
1937,10.581918,26.242424,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1938,11.336438,26.3427,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1939,10.915891,26.193388,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1940,10.32541,26.743956,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1941,11.094794,25.828218,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1942,11.453424,26.26548,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1943,10.206648,26.001928,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1944,10.486517,26.644537,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1945,10.733058,25.384022,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1946,9.449438,25.594198,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1947,10.739944,26.283747,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1948,9.97623,26.47541,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1949,9.490884,25.312088,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1950,10.788736,26.125479,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1951,10.850689,26.632418,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1952,10.006027,25.26,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1953,10.179452,26.4146,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1954,9.9146,25.93774,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1955,10.790685,25.516298,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1956,,,0,
1957,,,0,
1958,,,0,
1959,,,0,
1960,,,0,
1961,,,0,
1962,,,0,
1963,11.401374,26.510744,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1964,10.081491,25.664932,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1965,11.010894,26.911234,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1966,11.225414,25.34011,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1967,10.583102,26.536842,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1968,11.59558,25.764753,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1969,10.275482,26.0518,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1970,9.8083105,26.233702,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1971,11.079558,26.031301,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1972,10.6293955,26.926243,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1973,12.172055,26.389473,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1974,,,0,
1975,,,0,
1976,,,0,
1977,10.64573,27.30967,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1978,,,0,
1979,11.426537,26.622223,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1980,11.521917,27.247814,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1981,11.775208,27.077436,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1982,11.052958,27.476902,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1983,,,0,
1984,,,0,
1985,10.893296,26.37123,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
1986,,,0,
1987,,,0,
1988,11.595629,26.83113,1,"=""4139d157-d054-4417-bab3-f848c73b4157"""
