Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1952,,,0,
1953,,,0,
1954,,,0,
1955,,,0,
1956,5.380223,16.650688,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1957,4.1393857,17.293016,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1958,4.7407823,16.831285,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1959,5.1701407,17.536667,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1960,5.0117316,17.555647,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1961,5.4969187,18.279888,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1962,5.2920547,17.550411,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1963,4.610112,17.261667,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1964,,,0,
1965,,,0,
1966,4.702778,17.43599,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1967,4.710744,17.52964,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1968,4.8812847,17.117807,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1969,5.3575,17.166666,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1970,5.224234,16.936264,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1971,,,0,
1972,5.2468495,18.232328,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1973,5.6030726,17.8011,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1974,5.703922,17.513424,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1975,5.666482,17.27119,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1976,5.3718233,16.8,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1977,4.99972,17.311634,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1978,5.3446927,17.109945,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1979,5.055923,17.771547,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1980,6.0842104,17.863537,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1981,,,0,
1982,5.257584,17.819944,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1983,5.4185596,17.113333,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1984,5.109014,17.085636,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1985,5.4858727,17.239553,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1986,5.3472376,16.906925,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1987,,,0,
1988,,,0,
1989,,,0,
1990,,,0,
1991,5.165934,17.24959,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
1992,5.302186,16.71589,1,"=""61ec61bc-ba6e-43c4-a2dc-dc639cb672d6"""
