Date,Precipitation,TMax,TMin
19660211,51,150,106
19660212,23,154,98
19660217,25,146,106
19660321,272,98,78
19660514,15,190,144
19660925,170,262,172
19660928,531,262,186
19661007,221,202,170
19661104,610,150,104
19661111,170,152,108
19670111,89,136,56
19670206,249,108,88
19670207,290,106,80
19670212,150,78,38
19670214,61,90,56
19670216,150,114,48
19670217,66,138,88
19670218,43,158,72
19670308,15,132,122
19670309,15,144,122
19670319,61,122,64
19670418,25,162,112
19670421,76,146,118
19670428,391,122,88
19670505,33,130,98
19670617,15,210,154
19671128,150,170,126
19671129,191,166,138
19671201,470,154,100
19671202,249,160,108
19671203,46,160,128
19671212,1059,124,62
19671226,10,128,88
19680111,180,68,22
19680204,109,94,76
19680205,51,114,72
19680215,51,178,126
19680221,10,128,84
19680415,150,174,108
19681103,10,188,140
19681108,239,174,132
19681109,10,180,148
19681208,610,154,112
19681209,13,148,108
19681212,191,120,88
19681217,25,168,122
19690104,13,86,64
19690108,61,156,84
19690114,13,146,120
19690116,15,142,96
19690216,23,90,38
19690228,1031,120,80
19690304,231,122,114
19690309,23,120,88
19690319,41,152,110
19690323,51,162,112
19690405,180,164,100
19690430,99,164,132
19690903,109,262,218
19690905,165,250,206
19691001,259,220,168
19691011,300,184,146
19691016,140,188,158
19691017,234,200,160
19691019,221,206,178
19691026,300,184,152
19691027,5,186,160
19691108,10,208,156
19691126,41,138,90
19691208,10,82,60
19691210,130,94,52
19691218,41,130,90
19691223,180,108,76
19691224,89,110,76
19691227,71,98,64
19700104,23,194,94
19700119,41,150,86
19700304,36,94,26
19700925,36,264,186
19701016,300,192,150
19701017,320,168,142
19701115,10,168,88
19701209,1001,150,114
19701215,201,136,104
19701217,41,130,78
19701224,10,80,43
19701231,13,124,90
19710116,99,128,92
19710118,10,132,94
19710120,25,150,108
19710223,150,108,60
19710314,264,102,80
19710329,53,124,68
19730105,89,136,106
19730106,371,118,88
19730109,0,122,84
19730110,0,120,74
19730115,0,148,94
19730117,10,146,86
19730120,0,146,90
19730123,30,122,68
19730124,0,110,62
19730127,0,130,68
19730129,0,122,74
19730201,0,108,74
19730203,41,130,86
19730204,99,132,100
19730205,0,132,88
19730206,0,160,92
19730207,0,152,86
19730208,0,152,88
19730209,0,148,90
19730210,0,160,96
19730211,0,138,50
19730212,5,122,64
19730213,0,154,80
19730214,5,120,76
19730215,0,106,60
19730216,30,128,60
19730217,0,120,58
19730218,0,116,76
19730219,0,110,50
19730220,36,94,42
19730221,0,120,70
19730222,0,148,78
19730223,0,136,90
19730226,30,96,40
19730227,20,92,36
19730228,0,68,26
19730301,0,90,26
19730302,0,130,40
19730303,41,108,60
19730304,0,160,82
19730305,0,144,94
19730306,0,154,90
19730307,0,150,88
19730308,0,122,84
19730310,30,120,58
19730311,3,92,52
19730312,0,100,60
19730313,0,136,56
19730314,10,108,40
19730315,0,110,56
19730316,0,110,56
19730317,119,108,60
19730319,0,162,90
19730320,5,150,98
19730321,0,154,100
19730323,290,120,106
19730324,300,120,110
19730325,0,146,100
19730326,3,132,104
19730328,71,138,100
19730329,71,130,98
19730330,10,146,110
19730331,0,164,98
19730401,3,164,104
19730402,0,174,120
19730404,0,120,82
19730405,0,132,96
19730406,0,168,90
19730407,0,202,102
19730408,0,204,134
19730409,0,208,112
19730410,0,150,88
19730412,0,140,86
19730413,0,154,100
19730414,0,104,72
19730415,0,160,70
19730420,0,172,98
19730421,0,152,94
19730422,10,152,82
19730423,71,114,98
19730425,0,174,112
19730426,0,148,100
19730427,0,190,116
19730428,0,178,116
19730429,0,194,122
19730430,0,196,114
19730501,0,170,120
19730503,0,192,138
19730504,0,234,148
19730507,0,202,140
19730509,0,200,126
19730510,0,206,134
19730511,0,170,120
19730512,0,176,128
19730513,0,176,120
19730514,0,212,138
19730515,0,194,148
19730517,0,196,142
19730518,0,176,134
19730519,0,218,134
19730520,0,218,148
19730521,0,232,150
19730522,0,236,172
19730523,0,218,186
19730525,0,242,194
19730526,0,242,184
19730527,0,230,180
19730530,0,228,170
19730531,0,234,166
19730601,0,248,162
19730602,0,210,184
19730603,119,200,174
19730604,0,220,170
19730605,5,212,176
19730606,10,240,180
19730607,0,224,178
19730609,0,234,198
19730610,0,238,180
19730611,0,248,186
19730613,0,251,196
19730614,10,248,198
19730615,0,254,190
19730616,0,240,198
19730617,0,260,206
19730619,0,272,204
19730620,0,266,196
19730621,0,246,200
19730622,99,216,160
19730623,0,246,174
19730624,0,248,196
19730625,0,264,190
19730626,0,248,180
19730627,0,270,188
19730628,0,232,198
19730629,0,256,208
19730630,0,248,206
19730702,0,276,208
19730705,0,272,234
19730706,0,262,230
19730707,0,282,218
19730708,0,280,216
19730709,0,280,218
19730710,0,280,228
19730712,0,276,224
19730714,0,318,236
19730716,0,300,228
19730719,0,284,224
19730720,0,290,222
19730721,0,286,218
19730723,0,300,218
19730724,0,280,218
19730725,0,302,240
19730726,0,284,210
19730728,0,290,208
19730729,0,238,194
19730730,0,244,200
19730803,0,270,216
19730805,0,276,210
19730806,0,284,212
19730807,0,274,212
19730808,0,290,230
19730809,0,268,216
19730810,0,288,216
19730811,0,300,220
19730812,0,306,236
19730813,0,314,238
19730814,0,310,250
19730815,0,314,248
19730819,0,306,222
19730820,0,292,228
19730822,0,298,238
19730823,0,300,232
19730824,0,296,236
19730825,0,308,236
19730827,30,292,218
19730829,0,284,220
19730831,0,270,200
19730902,0,242,216
19730903,0,288,202
19730905,0,290,218
19730906,0,284,214
19730907,0,284,218
19730909,0,268,220
19730910,3,280,220
19730913,0,284,216
19730914,0,250,226
19730916,0,264,226
19730918,0,264,208
19730919,0,256,210
19730920,0,280,200
19730921,0,250,190
19730922,10,232,194
19730926,0,230,176
19730927,0,256,180
19730929,0,246,170
19730930,0,238,178
19731001,0,252,186
19731005,0,240,190
19731006,0,250,188
19731007,0,250,188
19731008,0,218,180
19731009,0,210,170
19731010,0,220,170
19731011,0,216,168
19731012,0,236,170
19731013,0,220,168
19731014,20,240,160
19731015,0,256,198
19731016,0,284,200
19731017,0,248,188
19731019,0,232,174
19731020,0,232,164
19731021,0,220,180
19731022,0,230,156
19731024,0,180,138
19731026,99,160,124
19731027,130,162,134
19731029,0,194,128
19731030,0,194,128
19731031,0,192,132
19731101,0,190,130
19731103,0,206,140
19731104,0,188,138
19731105,79,204,140
19731106,0,184,168
19731107,0,184,116
19731109,0,158,114
19731110,0,156,120
19731111,0,174,116
19731112,0,196,130
19731113,0,184,128
19731114,0,178,140
19731115,0,200,146
19731117,0,200,134
19731119,0,172,132
19731121,0,164,128
19731122,0,186,130
19731123,0,188,122
