1914,13.20
1915,12.12
1916,11.32
1917,11.00
1918,11.17
1919,12.77
1926,11.71
1927,11.66
1928,12.24
1930,12.49
1931,11.94
1935,11.59
1936,12.07
1937,12.33
1939,12.43
1940,12.61
1941,11.72
1942,12.18
1943,11.08
1944,12.10
1945,11.96
1946,11.95
1947,12.67
1948,11.53
1949,11.52
1950,12.38
1951,11.92
1952,12.11
1953,11.68
1954,12.19
1955,12.04
1956,11.27
1957,11.97
1958,12.49
1959,12.40
1960,11.78
1961,12.12
1962,11.71
1963,12.34
1964,11.83
1965,12.29
1966,11.64
1967,12.51
1968,12.64
1969,12.13
1970,11.60
1971,11.75
1972,12.28
1973,13.21
1974,11.97
