Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Westport Aero,3810,F11752,-41.740,171.578,2,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
3810,19440201:2100,0.0,-,-,-,24,D
3810,19440202:2100,1.8,-,-,-,24,D
3810,19440203:2100,21.6,-,-,-,24,D
3810,19440204:2100,1.3,-,-,-,24,D
3810,19440205:2100,5.1,-,-,-,24,D
3810,19440206:2100,14.5,-,-,-,24,D
3810,19440207:2100,0.0,-,-,-,24,D
3810,19440208:2100,5.1,-,-,-,24,D
3810,19440209:2100,80.5,-,-,-,24,D
3810,19440210:2100,4.1,-,-,-,24,D
3810,19440211:2100,0.3,-,-,-,24,D
3810,19440212:2100,0.0,-,-,-,24,D
3810,19440213:2100,3.3,-,-,-,24,D
3810,19440214:2100,0.0,-,-,-,24,D
3810,19440215:2100,0.0,-,-,-,24,D
3810,19440216:2100,7.4,-,-,-,24,D
3810,19440217:2100,19.3,-,-,-,24,D
3810,19440218:2100,1.5,-,-,-,24,D
3810,19440219:2100,4.6,-,-,-,24,D
3810,19440220:2100,20.3,-,2.6,0.0,24,D
3810,19440221:2100,86.4,-,0.0,80.4,24,D
3810,19440222:2100,0.0,-,3.4,0.0,24,D
3810,19440223:2100,0.0,-,6.7,0.0,24,D
3810,19440224:2100,1.8,-,8.3,0.0,24,D
3810,19440225:2100,10.2,-,1.5,0.0,24,D
3810,19440226:2100,16.0,-,0.0,11.2,24,D
3810,19440227:2100,2.8,-,0.6,0.0,24,D
3810,19440228:2100,0.3,-,3.6,0.0,24,D
3810,19440229:2100,6.9,-,0.1,0.0,24,D
3810,19440301:2100,14.5,-,0.0,11.7,24,D
3810,19440302:2100,0.0,-,2.7,0.0,24,D
3810,19440303:2100,1.0,-,4.4,0.0,24,D
3810,19440304:2100,0.0,-,7.1,0.0,24,D
3810,19440305:2100,0.0,-,9.8,0.0,24,D
3810,19440306:2100,0.0,-,12.5,0.0,24,D
3810,19440307:2100,0.0,-,15.2,0.0,24,D
3810,19440308:2100,0.0,-,17.9,0.0,24,D
3810,19440309:2100,1.8,-,18.8,0.0,24,D
3810,19440310:2100,0.0,-,21.5,0.0,24,D
3810,19440311:2100,4.8,-,19.4,0.0,24,D
3810,19440312:2100,27.2,-,0.0,5.1,24,D
3810,19440313:2100,12.2,-,0.0,9.5,24,D
3810,19440314:2100,27.7,-,0.0,25.0,24,D
3810,19440315:2100,33.5,-,0.0,30.8,24,D
3810,19440316:2100,2.0,-,0.7,0.0,24,D
3810,19440317:2100,0.0,-,3.4,0.0,24,D
3810,19440318:2100,2.0,-,4.1,0.0,24,D
3810,19440319:2100,0.5,-,6.3,0.0,24,D
3810,19440320:2100,0.0,-,9.0,0.0,24,D
3810,19440321:2100,0.0,-,11.7,0.0,24,D
3810,19440322:2100,0.0,-,14.4,0.0,24,D
3810,19440323:2100,0.0,-,17.1,0.0,24,D
3810,19440324:2100,16.0,-,3.8,0.0,24,D
3810,19440325:2100,13.0,-,0.0,6.5,24,D
3810,19440326:2100,2.5,-,0.2,0.0,24,D
3810,19440327:2100,7.4,-,0.0,4.5,24,D
3810,19440328:2100,0.3,-,2.4,0.0,24,D
3810,19440329:2100,0.8,-,4.3,0.0,24,D
3810,19440330:2100,0.0,-,7.0,0.0,24,D
3810,19440331:2100,0.0,-,9.7,0.0,24,D
3810,19440401:2100,0.5,-,10.7,0.0,24,D
3810,19440402:2100,0.5,-,11.6,0.0,24,D
3810,19440403:2100,2.0,-,11.1,0.0,24,D
3810,19440404:2100,17.0,-,0.0,4.5,24,D
3810,19440405:2100,40.6,-,0.0,39.1,24,D
3810,19440406:2100,19.3,-,0.0,17.8,24,D
3810,19440407:2100,1.3,-,0.2,0.0,24,D
3810,19440408:2100,18.5,-,0.0,16.9,24,D
3810,19440409:2100,1.5,-,0.0,0.0,24,D
3810,19440410:2100,0.3,-,1.2,0.0,24,D
