Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Dunedin, Musselburgh Ews,15752,I50954,-45.90129,170.51470,4,H,Niwa
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
15752,19970808:2100,0.0,-,-,-,24,D
15752,19970809:2100,0.0,-,-,-,24,D
15752,19970810:2100,0.0,-,-,-,24,D
15752,19970811:2100,0.0,-,-,-,24,D
15752,19970812:2100,10.0,-,-,-,24,D
15752,19970813:2100,0.4,-,-,-,24,D
15752,19970814:2100,0.0,-,-,-,24,D
15752,19970815:2100,0.0,-,-,-,24,D
15752,19970816:2100,0.0,-,-,-,24,D
15752,19970817:2100,0.0,-,-,-,24,D
15752,19970818:2100,0.0,-,-,-,24,D
15752,19970819:2100,3.8,-,-,-,24,D
15752,19970820:2100,0.8,-,-,-,24,D
15752,19970821:2100,3.6,-,-,-,24,D
15752,19970822:2100,0.2,-,-,-,24,D
15752,19970823:2100,0.0,-,-,-,24,D
15752,19970824:2100,0.0,-,-,-,24,D
15752,19970825:2100,0.0,-,-,-,24,D
15752,19970826:2100,0.0,-,-,-,24,D
15752,19970827:2100,0.2,-,-,-,24,D
15752,19970828:2100,0.0,-,-,-,24,D
15752,19970829:2100,0.0,-,-,-,24,D
15752,19970830:2100,0.0,-,-,-,24,D
15752,19970831:2100,0.0,-,-,-,24,D
15752,19970901:2100,1.4,-,-,-,24,D
15752,19970902:2100,3.0,-,-,-,24,D
15752,19970903:2100,0.2,-,-,-,24,D
15752,19970904:2100,2.8,-,-,-,24,D
15752,19970905:2100,0.0,-,-,-,24,D
15752,19970906:2100,0.2,-,-,-,24,D
15752,19970907:2100,0.0,-,-,-,24,D
15752,19970908:2100,0.0,-,-,-,24,D
15752,19970909:2100,0.0,-,-,-,24,D
15752,19970910:2100,5.6,-,-,-,24,D
15752,19970911:2100,4.4,-,-,-,24,D
15752,19970912:2100,0.0,-,-,-,24,D
15752,19970913:2100,0.0,-,-,-,24,D
15752,19970914:2100,0.4,-,-,-,24,D
15752,19970915:2100,0.0,-,-,-,24,D
15752,19970916:2100,4.0,-,-,-,24,D
15752,19970917:2100,0.0,-,-,-,24,D
15752,19970918:2100,0.8,-,-,-,24,D
15752,19970919:2100,0.4,-,-,-,24,D
15752,19970920:2100,0.0,-,-,-,24,D
15752,19970921:2100,3.4,-,-,-,24,D
15752,19970922:2100,1.0,-,-,-,24,D
15752,19970923:2100,1.2,-,-,-,24,D
15752,19970924:2100,0.0,-,-,-,24,D
15752,19970925:2100,0.0,-,-,-,24,D
15752,19970926:2100,0.0,-,-,-,24,D
15752,19970927:2100,0.0,-,-,-,24,D
15752,19970928:2100,1.4,-,-,-,24,D
15752,19970929:2100,0.0,-,-,-,24,D
15752,19970930:2100,0.0,-,-,-,24,D
15752,19971001:2100,0.0,-,-,-,24,D
15752,19971002:2100,0.0,-,-,-,24,D
15752,19971003:2100,0.0,-,-,-,24,D
15752,19971004:2000,0.0,-,-,-,24,D
15752,19971005:2000,0.0,-,-,-,24,D
15752,19971006:2000,1.0,-,-,-,24,D
15752,19971007:2000,3.2,-,-,-,24,D
15752,19971008:2000,0.0,-,-,-,24,D
15752,19971009:2000,2.4,-,-,-,24,D
15752,19971010:2000,0.0,-,-,-,24,D
15752,19971011:2000,0.0,-,-,-,24,D
15752,19971012:2000,3.0,-,-,-,24,D
15752,19971013:2000,2.0,-,-,-,24,D
15752,19971014:2000,0.6,-,-,-,24,D
15752,19971015:2000,0.0,-,-,-,24,D
15752,19971016:2000,0.0,-,-,-,24,D
15752,19971017:2000,12.4,-,-,-,24,D
15752,19971018:2000,9.2,-,-,-,24,D
15752,19971019:2000,3.8,-,-,-,24,D
15752,19971020:2000,4.8,-,-,-,24,D
15752,19971021:2000,0.0,-,-,-,24,D
15752,19971022:2000,0.0,-,-,-,24,D
15752,19971023:2000,0.0,-,-,-,24,D
15752,19971024:2000,0.0,-,-,-,24,D
15752,19971025:2000,0.0,-,-,-,24,D
15752,19971026:2000,0.0,-,-,-,24,D
15752,19971027:2000,0.0,-,-,-,24,D
15752,19971028:2000,13.6,-,-,-,24,D
15752,19971029:2000,0.2,-,-,-,24,D
15752,19971030:2000,0.0,-,-,-,24,D
15752,19971031:2000,5.8,-,-,-,24,D
15752,19971101:2000,0.0,-,-,-,24,D
15752,19971102:2000,0.8,-,-,-,24,D
15752,19971103:2000,0.6,-,-,-,24,D
15752,19971104:2000,0.2,-,-,-,24,D
15752,19971105:2000,0.0,-,-,-,24,D
15752,19971106:2000,0.0,-,-,-,24,D
15752,19971107:2000,9.8,-,-,-,24,D
15752,19971108:2000,1.8,-,-,-,24,D
15752,19971109:2000,7.2,-,96.6,0.0,24,D
15752,19971110:2000,2.2,-,97.5,0.0,24,D
15752,19971111:2000,0.0,-,100.5,0.0,24,D
15752,19971112:2000,2.2,-,101.2,0.0,24,D
15752,19971113:2000,0.0,-,104.0,0.0,24,D
15752,19971114:2000,11.0,-,95.6,0.0,24,D
15752,19971115:2000,3.2,-,95.6,0.0,24,D
15752,19971116:2000,0.0,-,98.7,0.0,24,D
15752,19971117:2000,0.0,-,101.6,0.0,24,D
15752,19971118:2000,0.2,-,104.2,0.0,24,D
15752,19971119:2000,0.2,-,106.7,0.0,24,D
15752,19971120:2000,3.8,-,105.3,0.0,24,D
15752,19971121:2000,2.6,-,105.3,0.0,24,D
15752,19971122:2000,0.0,-,107.9,0.0,24,D
15752,19971123:2000,0.0,-,110.3,0.0,24,D
15752,19971124:2000,19.4,-,93.2,0.0,24,D
15752,19971125:2000,0.0,-,96.5,0.0,24,D
15752,19971126:2000,0.0,-,99.5,0.0,24,D
15752,19971127:2000,8.6,-,93.8,0.0,24,D
15752,19971128:2000,13.0,-,84.1,0.0,24,D
15752,19971129:2000,0.0,-,87.9,0.0,24,D
15752,19971130:2000,1.4,-,90.0,0.0,24,D
15752,19971201:2000,4.6,-,88.8,0.0,24,D
15752,19971202:2000,1.2,-,91.0,0.0,24,D
15752,19971203:2000,3.2,-,91.0,0.0,24,D
15752,19971204:2000,0.0,-,94.3,0.0,24,D
15752,19971205:2000,9.0,-,88.4,0.0,24,D
15752,19971206:2000,2.4,-,89.4,0.0,24,D
15752,19971207:2000,0.0,-,92.8,0.0,24,D
15752,19971208:2000,0.0,-,96.0,0.0,24,D
15752,19971209:2000,6.2,-,92.8,0.0,24,D
15752,19971210:2000,9.2,-,86.7,0.0,24,D
15752,19971211:2000,0.2,-,90.1,0.0,24,D
15752,19971212:2000,0.0,-,93.4,0.0,24,D
15752,19971213:2000,0.4,-,96.1,0.0,24,D
15752,19971214:2000,0.0,-,99.1,0.0,24,D
15752,19971215:2000,3.0,-,98.9,0.0,24,D
15752,19971216:2000,17.4,-,84.4,0.0,24,D
15752,19971217:2000,0.0,-,88.0,0.0,24,D
15752,19971218:2000,0.0,-,91.5,0.0,24,D
15752,19971219:2000,0.0,-,94.7,0.0,24,D
15752,19971220:2000,6.6,-,91.2,0.0,24,D
15752,19971221:2000,0.0,-,94.5,0.0,24,D
15752,19971222:2000,0.0,-,97.5,0.0,24,D
15752,19971223:2000,4.8,-,95.6,0.0,24,D
15752,19971224:2000,0.0,-,98.7,0.0,24,D
15752,19971225:2000,0.0,-,101.5,0.0,24,D
15752,19971226:2000,0.0,-,104.2,0.0,24,D
15752,19971227:2000,6.2,-,100.6,0.0,24,D
15752,19971228:2000,5.2,-,98.1,0.0,24,D
15752,19971229:2000,1.6,-,99.4,0.0,24,D
15752,19971230:2000,4.0,-,98.2,0.0,24,D
15752,19971231:2000,0.0,-,101.1,0.0,24,D
15752,19980101:2000,0.2,-,103.8,0.0,24,D
15752,19980102:2000,0.0,-,106.5,0.0,24,D
15752,19980103:2000,0.0,-,109.1,0.0,24,D
15752,19980104:2000,0.4,-,111.1,0.0,24,D
15752,19980105:2000,0.0,-,113.5,0.0,24,D
15752,19980106:2000,0.0,-,115.6,0.0,24,D
15752,19980107:2000,0.0,-,117.7,0.0,24,D
15752,19980108:2000,2.8,-,116.8,0.0,24,D
15752,19980109:2000,4.6,-,114.2,0.0,24,D
15752,19980110:2000,0.0,-,116.3,0.0,24,D
15752,19980111:2000,0.2,-,118.1,0.0,24,D
15752,19980112:2000,0.0,-,120.0,0.0,24,D
15752,19980113:2000,0.0,-,121.8,0.0,24,D
15752,19980114:2000,0.0,-,123.5,0.0,24,D
15752,19980115:2000,0.4,-,124.6,0.0,24,D
15752,19980116:2000,0.0,-,126.2,0.0,24,D
15752,19980117:2000,0.0,-,127.6,0.0,24,D
15752,19980118:2000,0.0,-,128.9,0.0,24,D
15752,19980119:2000,0.0,-,130.2,0.0,24,D
15752,19980120:2000,0.0,-,131.3,0.0,24,D
15752,19980121:2000,0.0,-,132.5,0.0,24,D
15752,19980122:2000,0.0,-,133.5,0.0,24,D
15752,19980123:2000,0.0,-,134.5,0.0,24,D
15752,19980124:2000,0.0,-,135.4,0.0,24,D
15752,19980125:2000,0.0,-,136.3,0.0,24,D
15752,19980126:2000,0.0,-,137.1,0.0,24,D
15752,19980127:2000,0.0,-,137.9,0.0,24,D
15752,19980128:2000,1.0,-,137.6,0.0,24,D
15752,19980129:2000,0.0,-,138.3,0.0,24,D
15752,19980130:2000,0.0,-,139.0,0.0,24,D
15752,19980131:2000,0.0,-,139.7,0.0,24,D
15752,19980201:2000,0.0,-,140.2,0.0,24,D
15752,19980202:2000,0.0,-,140.7,0.0,24,D
15752,19980203:2000,0.0,-,141.2,0.0,24,D
15752,19980204:2000,0.0,-,141.7,0.0,24,D
15752,19980205:2000,0.0,-,142.2,0.0,24,D
15752,19980206:2000,8.2,-,134.4,0.0,24,D
15752,19980207:2000,57.6,-,77.6,0.0,24,D
15752,19980208:2000,0.0,-,81.5,0.0,24,D
15752,19980209:2000,0.0,-,85.2,0.0,24,D
15752,19980210:2000,0.0,-,88.7,0.0,24,D
15752,19980211:2000,0.0,-,92.0,0.0,24,D
15752,19980212:2000,0.0,-,95.1,0.0,24,D
15752,19980213:2000,1.2,-,96.9,0.0,24,D
15752,19980214:2000,0.0,-,99.8,0.0,24,D
15752,19980215:2000,0.0,-,102.5,0.0,24,D
15752,19980216:2000,0.0,-,105.0,0.0,24,D
15752,19980217:2000,7.2,-,100.3,0.0,24,D
15752,19980218:2000,0.0,-,102.9,0.0,24,D
15752,19980219:2000,0.0,-,105.5,0.0,24,D
15752,19980220:2000,0.0,-,107.9,0.0,24,D
15752,19980221:2000,0.0,-,110.1,0.0,24,D
15752,19980222:2000,1.8,-,110.5,0.0,24,D
15752,19980223:2000,18.8,-,93.8,0.0,24,D
15752,19980224:2000,0.0,-,96.9,0.0,24,D
15752,19980225:2000,0.0,-,99.7,0.0,24,D
15752,19980226:2000,2.0,-,100.4,0.0,24,D
15752,19980227:2000,2.2,-,100.9,0.0,24,D
15752,19980228:2000,2.4,-,101.1,0.0,24,D
15752,19980301:2000,1.4,-,101.5,0.0,24,D
15752,19980302:2000,0.0,-,103.3,0.0,24,D
15752,19980303:2000,0.0,-,104.9,0.0,24,D
15752,19980304:2000,0.0,-,106.6,0.0,24,D
15752,19980305:2000,0.6,-,107.5,0.0,24,D
15752,19980306:2000,17.2,-,91.9,0.0,24,D
15752,19980307:2000,0.8,-,93.2,0.0,24,D
15752,19980308:2000,0.0,-,95.2,0.0,24,D
15752,19980309:2000,0.0,-,97.2,0.0,24,D
15752,19980310:2000,0.0,-,99.1,0.0,24,D
15752,19980311:2000,0.4,-,100.5,0.0,24,D
15752,19980312:2000,0.0,-,102.3,0.0,24,D
15752,19980313:2000,0.0,-,104.0,0.0,24,D
15752,19980314:2100,19.0,-,86.7,0.0,24,D
15752,19980315:2100,2.0,-,87.0,0.0,24,D
15752,19980316:2100,0.0,-,89.3,0.0,24,D
15752,19980317:2100,0.0,-,91.5,0.0,24,D
15752,19980318:2100,4.6,-,89.0,0.0,24,D
15752,19980319:2100,3.8,-,87.4,0.0,24,D
15752,19980320:2100,0.0,-,89.6,0.0,24,D
15752,19980321:2100,3.6,-,88.2,0.0,24,D
15752,19980322:2100,0.0,-,90.4,0.0,24,D
15752,19980323:2100,0.0,-,92.6,0.0,24,D
15752,19980324:2100,2.4,-,92.3,0.0,24,D
15752,19980325:2100,0.0,-,94.3,0.0,24,D
15752,19980326:2100,0.0,-,96.3,0.0,24,D
15752,19980327:2100,0.0,-,98.3,0.0,24,D
15752,19980328:2100,1.4,-,98.8,0.0,24,D
15752,19980329:2100,3.2,-,97.4,0.0,24,D
15752,19980330:2100,0.0,-,99.3,0.0,24,D
15752,19980331:2100,0.0,-,101.1,0.0,24,D
15752,19980401:2100,4.4,-,97.8,0.0,24,D
15752,19980402:2100,0.0,-,98.9,0.0,24,D
15752,19980403:2100,7.8,-,92.2,0.0,24,D
15752,19980404:2100,0.2,-,93.2,0.0,24,D
15752,19980405:2100,0.0,-,94.4,0.0,24,D
15752,19980406:2100,0.0,-,95.6,0.0,24,D
15752,19980407:2100,0.0,-,96.8,0.0,24,D
15752,19980408:2100,0.0,-,97.9,0.0,24,D
15752,19980409:2100,0.0,-,99.0,0.0,24,D
15752,19980410:2100,0.0,-,100.1,0.0,24,D
15752,19980411:2100,0.0,-,101.2,0.0,24,D
15752,19980412:2100,0.0,-,102.2,0.0,24,D
15752,19980413:2100,0.0,-,103.2,0.0,24,D
15752,19980414:2100,2.2,-,102.0,0.0,24,D
15752,19980415:2100,1.2,-,101.8,0.0,24,D
15752,19980416:2100,0.0,-,102.9,0.0,24,D
15752,19980417:2100,6.4,-,97.5,0.0,24,D
15752,19980418:2100,0.0,-,98.6,0.0,24,D
15752,19980419:2100,11.4,-,88.3,0.0,24,D
15752,19980420:2100,1.8,-,87.8,0.0,24,D
15752,19980421:2100,0.0,-,89.1,0.0,24,D
15752,19980422:2100,0.0,-,90.4,0.0,24,D
15752,19980423:2100,4.6,-,87.1,0.0,24,D
15752,19980424:2100,0.0,-,88.5,0.0,24,D
15752,19980425:2100,0.0,-,89.8,0.0,24,D
15752,19980426:2100,0.0,-,91.0,0.0,24,D
15752,19980427:2100,9.6,-,82.7,0.0,24,D
15752,19980428:2100,1.6,-,82.5,0.0,24,D
15752,19980429:2100,0.0,-,84.0,0.0,24,D
15752,19980430:2100,0.4,-,85.0,0.0,24,D
15752,19980501:2100,3.2,-,82.5,0.0,24,D
15752,19980502:2100,0.0,-,83.2,0.0,24,D
15752,19980503:2100,0.0,-,83.9,0.0,24,D
15752,19980504:2100,0.0,-,84.6,0.0,24,D
15752,19980505:2100,0.0,-,85.3,0.0,24,D
15752,19980506:2100,0.0,-,86.0,0.0,24,D
15752,19980507:2100,7.2,-,79.5,0.0,24,D
15752,19980508:2100,0.4,-,79.8,0.0,24,D
15752,19980509:2100,0.0,-,80.6,0.0,24,D
15752,19980510:2100,0.0,-,81.3,0.0,24,D
15752,19980511:2100,0.0,-,82.1,0.0,24,D
15752,19980512:2100,5.0,-,77.8,0.0,24,D
15752,19980513:2100,18.4,-,60.2,0.0,24,D
15752,19980514:2100,0.6,-,60.4,0.0,24,D
15752,19980515:2100,0.0,-,61.2,0.0,24,D
15752,19980516:2100,0.0,-,62.0,0.0,24,D
15752,19980517:2100,0.0,-,62.8,0.0,24,D
15752,19980518:2100,0.0,-,63.6,0.0,24,D
15752,19980519:2100,0.0,-,64.4,0.0,24,D
15752,19980520:2100,0.0,-,65.2,0.0,24,D
15752,19980521:2100,0.2,-,65.8,0.0,24,D
15752,19980522:2100,0.0,-,66.6,0.0,24,D
15752,19980523:2100,0.2,-,67.2,0.0,24,D
15752,19980524:2100,0.2,-,67.8,0.0,24,D
15752,19980525:2100,5.0,-,63.6,0.0,24,D
15752,19980526:2100,13.8,-,50.6,0.0,24,D
15752,19980527:2100,4.4,-,47.0,0.0,24,D
15752,19980528:2100,0.0,-,47.8,0.0,24,D
15752,19980529:2100,0.0,-,48.6,0.0,24,D
15752,19980530:2100,5.2,-,44.2,0.0,24,D
15752,19980531:2100,1.8,-,43.2,0.0,24,D
15752,19980601:2100,0.0,-,43.9,0.0,24,D
15752,19980602:2100,3.0,-,41.7,0.0,24,D
15752,19980603:2100,0.0,-,42.4,0.0,24,D
15752,19980604:2100,0.0,-,43.2,0.0,24,D
15752,19980605:2100,0.0,-,44.0,0.0,24,D
