Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Raoul Island Aws,6170,J99701,-29.24488,-177.92913,50,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Rain: Daily
Station,Date(UTC),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
6170,19911031:2000,0.0,-,-,-,24,D
6170,19911119:2000,0.0,-,-,-,24,D
6170,19911120:2000,0.0,-,-,-,24,D
6170,19911122:2000,0.0,-,-,-,24,D
6170,19911123:2000,0.0,-,-,-,24,D
6170,19911124:2000,0.0,-,-,-,24,D
6170,19911125:2000,0.0,-,-,-,24,D
6170,19911126:2000,0.0,-,-,-,24,D
6170,19911127:2000,0.2,-,-,-,24,D
6170,19911130:2000,0.0,-,-,-,24,D
6170,19911201:2000,0.0,-,-,-,24,D
6170,19911202:2000,0.0,-,-,-,24,D
6170,19911203:2000,3.2,-,-,-,24,D
6170,19911204:2000,2.4,-,-,-,24,D
6170,19911205:2000,23.8,-,-,-,24,D
6170,19911206:2000,3.0,-,-,-,24,D
6170,19911207:2000,0.0,-,-,-,24,D
6170,19911208:2000,0.0,-,-,-,24,D
6170,19911209:2000,0.0,-,-,-,24,D
6170,19911210:2000,0.0,-,-,-,24,D
6170,19911211:2000,0.0,-,-,-,24,D
6170,19911212:2000,0.0,-,-,-,24,D
6170,19911213:2000,0.0,-,-,-,24,D
6170,19911214:2000,0.0,-,-,-,24,D
6170,19911215:2000,0.0,-,-,-,24,D
6170,19911216:2000,0.0,-,-,-,24,D
6170,19911217:2000,9.2,-,-,-,24,D
6170,19911218:2000,0.2,-,-,-,24,D
6170,19911219:2000,0.0,-,-,-,24,D
6170,19911220:2000,0.0,-,-,-,24,D
6170,19911221:2000,0.0,-,-,-,24,D
6170,19911222:2000,0.0,-,-,-,24,D
6170,19911223:2000,1.8,-,-,-,24,D
6170,19911224:2000,0.0,-,-,-,24,D
6170,19911225:2000,0.0,-,-,-,24,D
6170,19911226:2000,0.0,-,-,-,24,D
6170,19911227:2000,0.0,-,-,-,24,D
6170,19911228:2000,0.0,-,-,-,24,D
6170,19911229:2000,0.0,-,-,-,24,D
6170,19911230:2000,0.0,-,-,-,24,D
6170,19911231:2000,0.6,-,-,-,24,D
6170,19920101:2000,9.4,-,-,-,24,D
6170,19920102:2000,0.0,-,-,-,24,D
6170,19920103:2000,0.0,-,-,-,24,D
6170,19920104:2000,0.0,-,-,-,24,D
6170,19920105:2000,0.0,-,-,-,24,D
6170,19920106:2000,0.0,-,-,-,24,D
6170,19920107:2000,0.0,-,-,-,24,D
6170,19920108:2000,0.0,-,-,-,24,D
6170,19920109:2000,0.0,-,-,-,24,D
6170,19920110:2000,1.8,-,-,-,24,D
6170,19920111:2000,0.0,-,-,-,24,D
6170,19920112:2000,0.0,-,-,-,24,D
6170,19920113:2000,0.0,-,-,-,24,D
6170,19920114:2000,0.0,-,-,-,24,D
6170,19920115:2000,0.0,-,-,-,24,D
6170,19920116:2000,0.0,-,-,-,24,D
6170,19920117:2000,0.0,-,-,-,24,D
6170,19920118:2000,2.0,-,-,-,24,D
6170,19920119:2000,0.6,-,-,-,24,D
6170,19920120:2000,0.0,-,-,-,24,D
6170,19920121:2000,0.0,-,-,-,24,D
6170,19920122:2000,0.4,-,-,-,24,D
6170,19920123:2000,0.0,-,-,-,24,D
6170,19920124:2000,0.0,-,-,-,24,D
6170,19920125:2000,22.2,-,-,-,24,D
6170,19920126:2000,25.2,-,-,-,24,D
6170,19920127:2000,0.0,-,-,-,24,D
6170,19920128:2000,0.0,-,-,-,24,D
6170,19920129:2000,0.0,-,-,-,24,D
6170,19920130:2000,0.2,-,-,-,24,D
6170,19920131:2000,0.0,-,-,-,24,D
6170,19920201:2000,0.0,-,-,-,24,D
6170,19920202:2000,0.0,-,-,-,24,D
6170,19920203:2000,3.4,-,-,-,24,D
6170,19920204:2000,0.0,-,-,-,24,D
6170,19920205:2000,0.0,-,-,-,24,D
6170,19920206:2000,6.6,-,-,-,24,D
6170,19920207:2000,2.2,-,-,-,24,D
6170,19920208:2000,55.4,-,-,-,24,D
6170,19920209:2000,27.6,-,-,-,24,D
6170,19920210:2000,0.2,-,-,-,24,D
6170,19920211:2000,0.0,-,-,-,24,D
6170,19920212:2000,0.0,-,-,-,24,D
6170,19920213:2000,0.0,-,-,-,24,D
6170,19920214:2000,0.0,-,-,-,24,D
6170,19920215:2000,0.0,-,-,-,24,D
6170,19920216:2000,0.0,-,-,-,24,D
6170,19920217:2000,0.0,-,-,-,24,D
6170,19920218:2000,5.6,-,-,-,24,D
6170,19920219:2000,7.0,-,-,-,24,D
6170,19920220:2000,0.2,-,-,-,24,D
6170,19920221:2000,0.6,-,-,-,24,D
6170,19920222:2000,0.0,-,-,-,24,D
6170,19920223:2000,2.6,-,-,-,24,D
6170,19920224:2000,0.2,-,-,-,24,D
6170,19920225:2000,0.0,-,-,-,24,D
6170,19920226:2000,1.8,-,-,-,24,D
6170,19920227:2000,1.4,-,-,-,24,D
6170,19920228:2000,0.0,-,-,-,24,D
6170,19920229:2000,1.8,-,-,-,24,D
6170,19920301:2000,0.0,-,-,-,24,D
6170,19920302:2000,0.0,-,-,-,24,D
6170,19920303:2000,0.0,-,-,-,24,D
6170,19920304:2000,0.0,-,-,-,24,D
6170,19920305:2000,0.0,-,-,-,24,D
6170,19920306:2000,0.0,-,-,-,24,D
6170,19920307:2000,0.0,-,-,-,24,D
6170,19920308:2000,0.0,-,-,-,24,D
6170,19920309:2000,0.0,-,-,-,24,D
6170,19920310:2000,3.8,-,-,-,24,D
6170,19920311:2000,0.0,-,-,-,24,D
6170,19920312:2000,0.0,-,-,-,24,D
6170,19920313:2000,0.4,-,-,-,24,D
6170,19920314:2100,0.0,-,-,-,24,D
6170,19920315:2100,0.0,-,-,-,24,D
6170,19920316:2100,0.0,-,-,-,24,D
6170,19920317:2100,0.2,-,-,-,24,D
6170,19920318:2100,0.0,-,-,-,24,D
6170,19920319:2100,1.0,-,-,-,24,D
6170,19920320:2100,0.0,-,-,-,24,D
6170,19920321:2100,0.0,-,-,-,24,D
6170,19920322:2100,0.2,-,-,-,24,D
6170,19920323:2100,0.4,-,-,-,24,D
6170,19920324:2100,0.0,-,-,-,24,D
6170,19920325:2100,0.8,-,-,-,24,D
6170,19920326:2100,0.0,-,-,-,24,D
6170,19920327:2100,0.0,-,-,-,24,D
6170,19920328:2100,0.0,-,-,-,24,D
6170,19920329:2100,0.0,-,-,-,24,D
6170,19920330:2100,0.0,-,-,-,24,D
6170,19920331:2100,0.0,-,-,-,24,D
6170,19920401:2100,1.2,-,-,-,24,D
6170,19920402:2100,0.0,-,-,-,24,D
6170,19920403:2100,5.8,-,-,-,24,D
6170,19920404:2100,2.4,-,-,-,24,D
6170,19920405:2100,0.2,-,-,-,24,D
6170,19920406:2100,0.0,-,-,-,24,D
6170,19920407:2100,0.0,-,-,-,24,D
6170,19920408:2100,0.0,-,-,-,24,D
6170,19920409:2100,0.0,-,-,-,24,D
6170,19920410:2100,0.0,-,-,-,24,D
6170,19920411:2100,2.2,-,-,-,24,D
6170,19920412:2100,16.0,-,-,-,24,D
6170,19920413:2100,1.0,-,-,-,24,D
6170,19920414:2100,0.0,-,-,-,24,D
6170,19920415:2100,0.0,-,-,-,24,D
6170,19920416:2100,1.8,-,-,-,24,D
6170,19920417:2100,0.0,-,-,-,24,D
6170,19920418:2100,10.0,-,-,-,24,D
6170,19920419:2100,0.2,-,-,-,24,D
6170,19920420:2100,0.8,-,-,-,24,D
6170,19920421:2100,0.8,-,-,-,24,D
6170,19920422:2100,2.2,-,-,-,24,D
6170,19920423:2100,1.8,-,-,-,24,D
6170,19920424:2100,0.0,-,-,-,24,D
6170,19920425:2100,0.0,-,-,-,24,D
6170,19920426:2100,0.0,-,-,-,24,D
6170,19920427:2100,0.0,-,-,-,24,D
6170,19920428:2100,4.4,-,-,-,24,D
6170,19920429:2100,0.0,-,-,-,24,D
6170,19920430:2100,0.0,-,-,-,24,D
6170,19920501:2100,0.0,-,-,-,24,D
6170,19920502:2100,30.0,-,-,-,24,D
6170,19920503:2100,4.4,-,-,-,24,D
6170,19920504:2100,8.4,-,-,-,24,D
6170,19920505:2100,12.6,-,-,-,24,D
6170,19920506:2100,33.0,-,-,-,24,D
6170,19920507:2100,4.0,-,-,-,24,D
6170,19920508:2100,2.0,-,-,-,24,D
6170,19920509:2100,4.4,-,-,-,24,D
6170,19920510:2100,0.6,-,-,-,24,D
6170,19920511:2100,0.6,-,-,-,24,D
6170,19920512:2100,7.6,-,-,-,24,D
6170,19920513:2100,0.0,-,-,-,24,D
6170,19920514:2100,0.0,-,-,-,24,D
6170,19920515:2100,0.0,-,-,-,24,D
6170,19920516:2100,0.2,-,-,-,24,D
6170,19920517:2100,0.4,-,-,-,24,D
6170,19920518:2100,0.0,-,-,-,24,D
6170,19920519:2100,0.8,-,-,-,24,D
6170,19920520:2100,15.2,-,-,-,24,D
6170,19920521:2100,0.0,-,-,-,24,D
6170,19920522:2100,2.4,-,-,-,24,D
6170,19920523:2100,1.6,-,-,-,24,D
6170,19920524:2100,25.0,-,-,-,24,D
6170,19920525:2100,0.4,-,-,-,24,D
6170,19920526:2100,0.0,-,-,-,24,D
6170,19920527:2100,0.0,-,-,-,24,D
6170,19920528:2100,4.0,-,-,-,24,D
6170,19920529:2100,0.6,-,-,-,24,D
6170,19920530:2100,1.4,-,-,-,24,D
6170,19920531:2100,1.4,-,-,-,24,D
6170,19920601:2100,0.0,-,-,-,24,D
6170,19920602:2100,0.8,-,-,-,24,D
6170,19920603:2100,0.4,-,-,-,24,D
6170,19920604:2100,0.2,-,-,-,24,D
6170,19920605:2100,0.0,-,-,-,24,D
6170,19920606:2100,30.0,-,-,-,24,D
6170,19920607:2100,4.0,-,-,-,24,D
6170,19920608:2100,0.0,-,-,-,24,D
6170,19920609:2100,19.6,-,-,-,24,D
6170,19920610:2100,0.6,-,-,-,24,D
6170,19920611:2100,2.0,-,-,-,24,D
6170,19920612:2100,41.0,-,-,-,24,D
6170,19920613:2100,0.0,-,-,-,24,D
6170,19920614:2100,0.2,-,-,-,24,D
6170,19920615:2100,0.0,-,-,-,24,D
6170,19920616:2100,1.0,-,-,-,24,D
6170,19920617:2100,8.2,-,-,-,24,D
6170,19920618:2100,1.0,-,-,-,24,D
6170,19920619:2100,6.0,-,-,-,24,D
6170,19920620:2100,3.8,-,-,-,24,D
6170,19920621:2100,0.0,-,-,-,24,D
6170,19920622:2100,1.0,-,-,-,24,D
6170,19920623:2100,15.4,-,-,-,24,D
6170,19920624:2100,15.2,-,-,-,24,D
6170,19920625:2100,0.0,-,-,-,24,D
6170,19920626:2100,0.0,-,-,-,24,D
6170,19920627:2100,0.0,-,-,-,24,D
6170,19920628:2100,58.6,-,-,-,24,D
6170,19920629:2100,6.4,-,-,-,24,D
6170,19920630:2100,7.0,-,-,-,24,D
6170,19920701:2100,3.4,-,-,-,24,D
6170,19920702:2100,0.0,-,-,-,24,D
6170,19920703:2100,1.2,-,-,-,24,D
6170,19920704:2100,0.0,-,-,-,24,D
6170,19920705:2100,0.0,-,-,-,24,D
6170,19920706:2100,3.4,-,-,-,24,D
6170,19920707:2100,0.0,-,-,-,24,D
6170,19920708:2100,5.8,-,-,-,24,D
6170,19920709:2100,3.8,-,-,-,24,D
6170,19920710:2100,0.2,-,-,-,24,D
6170,19920711:2100,46.8,-,-,-,24,D
6170,19920712:2100,2.2,-,-,-,24,D
6170,19920713:2100,1.8,-,-,-,24,D
6170,19920714:2100,0.8,-,-,-,24,D
6170,19920715:2100,9.4,-,-,-,24,D
6170,19920716:2100,1.8,-,-,-,24,D
6170,19920717:2100,0.4,-,-,-,24,D
6170,19920718:2100,0.0,-,-,-,24,D
6170,19920719:2100,0.2,-,-,-,24,D
6170,19920720:2100,0.0,-,-,-,24,D
6170,19920721:2100,0.0,-,-,-,24,D
6170,19920722:2100,10.0,-,-,-,24,D
6170,19920723:2100,0.0,-,-,-,24,D
6170,19920724:2100,0.0,-,-,-,24,D
6170,19920725:2100,2.2,-,-,-,24,D
6170,19920726:2100,0.6,-,-,-,24,D
6170,19920727:2100,5.4,-,-,-,24,D
6170,19920728:2100,0.0,-,-,-,24,D
6170,19920729:2100,0.0,-,-,-,24,D
6170,19920730:2100,0.0,-,-,-,24,D
6170,19920731:2100,0.0,-,-,-,24,D
6170,19920801:2100,0.0,-,-,-,24,D
6170,19920802:2100,0.0,-,-,-,24,D
6170,19920803:2100,0.0,-,-,-,24,D
6170,19920804:2100,13.0,-,-,-,24,D
6170,19920805:2100,0.0,-,-,-,24,D
6170,19920806:2100,0.4,-,-,-,24,D
6170,19920807:2100,0.2,-,-,-,24,D
6170,19920808:2100,0.0,-,-,-,24,D
6170,19920809:2100,0.4,-,-,-,24,D
6170,19920810:2100,22.6,-,-,-,24,D
6170,19920811:2100,10.4,-,-,-,24,D
6170,19920812:2100,1.8,-,-,-,24,D
6170,19920813:2100,0.0,-,-,-,24,D
6170,19920814:2100,1.2,-,-,-,24,D
6170,19920815:2100,2.0,-,-,-,24,D
6170,19920816:2100,2.8,-,-,-,24,D
6170,19920817:2100,0.4,-,-,-,24,D
6170,19920818:2100,0.0,-,-,-,24,D
6170,19920819:2100,6.6,-,-,-,24,D
6170,19920820:2100,0.2,-,-,-,24,D
6170,19920821:2100,4.8,-,-,-,24,D
6170,19920822:2100,1.6,-,-,-,24,D
6170,19920823:2100,0.0,-,-,-,24,D
6170,19920824:2100,0.0,-,-,-,24,D
6170,19920825:2100,0.0,-,-,-,24,D
6170,19920826:2100,13.6,-,-,-,24,D
6170,19920827:2100,0.0,-,-,-,24,D
6170,19920828:2100,5.0,-,-,-,24,D
6170,19920829:2100,15.8,-,-,-,24,D
6170,19920830:2100,0.0,-,-,-,24,D
6170,19920831:2100,13.6,-,-,-,24,D
6170,19920901:2100,13.6,-,-,-,24,D
6170,19920902:2100,0.0,-,-,-,24,D
6170,19920903:2100,8.4,-,-,-,24,D
6170,19920904:2100,5.2,-,-,-,24,D
6170,19920905:2100,0.2,-,-,-,24,D
6170,19920906:2100,1.0,-,-,-,24,D
6170,19920907:2100,3.8,-,-,-,24,D
6170,19920908:2100,0.4,-,-,-,24,D
6170,19920909:2100,9.8,-,-,-,24,D
6170,19920910:2100,0.0,-,-,-,24,D
6170,19920911:2100,1.8,-,-,-,24,D
6170,19920912:2100,0.0,-,-,-,24,D
6170,19920913:2100,0.2,-,-,-,24,D
6170,19920914:2100,0.0,-,-,-,24,D
6170,19920915:2100,4.4,-,-,-,24,D
6170,19920916:2100,0.0,-,-,-,24,D
6170,19920917:2100,0.0,-,-,-,24,D
6170,19920918:2100,19.8,-,-,-,24,D
6170,19920919:2100,4.4,-,-,-,24,D
6170,19920920:2100,16.4,-,-,-,24,D
6170,19920921:2100,1.4,-,-,-,24,D
6170,19920922:2100,0.0,-,-,-,24,D
6170,19920923:2100,0.2,-,-,-,24,D
6170,19920924:2100,0.0,-,-,-,24,D
6170,19920925:2100,0.2,-,-,-,24,D
6170,19920926:2100,0.0,-,-,-,24,D
6170,19920927:2100,19.4,-,-,-,24,D
6170,19920928:2100,2.4,-,-,-,24,D
6170,19920929:2100,3.6,-,-,-,24,D
6170,19920930:2100,0.0,-,-,-,24,D
6170,19921001:2100,7.4,-,-,-,24,D
6170,19921002:2100,0.6,-,-,-,24,D
6170,19921004:2000,0.8,-,-,-,24,D
6170,19921005:2000,0.6,-,-,-,24,D
6170,19921006:2000,0.0,-,-,-,24,D
6170,19921007:2000,0.0,-,-,-,24,D
6170,19921008:2000,1.4,-,-,-,24,D
6170,19921009:2000,62.6,-,-,-,24,D
6170,19921010:2000,11.2,-,-,-,24,D
6170,19921011:2000,0.2,-,-,-,24,D
6170,19921012:2000,1.2,-,-,-,24,D
6170,19921013:2000,5.2,-,-,-,24,D
6170,19921014:2000,1.0,-,-,-,24,D
6170,19921015:2000,0.0,-,-,-,24,D
6170,19921016:2000,0.0,-,-,-,24,D
6170,19921017:2000,5.4,-,-,-,24,D
6170,19921018:2000,1.6,-,-,-,24,D
6170,19921019:2000,0.0,-,-,-,24,D
6170,19921020:2000,0.2,-,-,-,24,D
6170,19921021:2000,0.0,-,-,-,24,D
6170,19921022:2000,0.0,-,-,-,24,D
6170,19921023:2000,22.2,-,-,-,24,D
6170,19921024:2000,0.2,-,-,-,24,D
6170,19921025:2000,0.0,-,-,-,24,D
6170,19921026:2000,0.0,-,-,-,24,D
6170,19921027:2000,0.0,-,-,-,24,D
6170,19921028:2000,0.2,-,-,-,24,D
6170,19921029:2000,3.8,-,-,-,24,D
6170,19921030:2000,0.4,-,-,-,24,D
6170,19921031:2000,2.4,-,-,-,24,D
6170,19921101:2000,0.8,-,-,-,24,D
6170,19921102:2000,0.0,-,-,-,24,D
6170,19921103:2000,0.0,-,-,-,24,D
6170,19921104:2000,0.0,-,-,-,24,D
6170,19921105:2000,0.2,-,-,-,24,D
6170,19921106:2000,0.0,-,-,-,24,D
6170,19921107:2000,0.0,-,-,-,24,D
6170,19921108:2000,0.0,-,-,-,24,D
6170,19921109:2000,0.8,-,-,-,24,D
6170,19921110:2000,0.0,-,-,-,24,D
6170,19921111:2000,1.2,-,-,-,24,D
6170,19921112:2000,0.6,-,-,-,24,D
6170,19921113:2000,0.0,-,-,-,24,D
6170,19921114:2000,0.0,-,-,-,24,D
6170,19921115:2000,0.0,-,-,-,24,D
6170,19921116:2000,7.4,-,-,-,24,D
6170,19921117:2000,9.8,-,-,-,24,D
6170,19921118:2000,3.2,-,-,-,24,D
6170,19921119:2000,3.4,-,-,-,24,D
6170,19921120:2000,16.6,-,-,-,24,D
6170,19921121:2000,0.0,-,-,-,24,D
6170,19921122:2000,20.0,-,-,-,24,D
6170,19921123:2000,1.6,-,-,-,24,D
6170,19921124:2000,0.4,-,-,-,24,D
6170,19921125:2000,0.0,-,-,-,24,D
6170,19921126:2000,0.0,-,-,-,24,D
6170,19921127:2000,0.0,-,-,-,24,D
6170,19921128:2000,0.0,-,-,-,24,D
6170,19921129:2000,0.0,-,-,-,24,D
6170,19921130:2000,0.0,-,-,-,24,D
6170,19921201:2000,1.2,-,-,-,24,D
6170,19921202:2000,0.0,-,-,-,24,D
6170,19921203:2000,4.4,-,-,-,24,D
6170,19921204:2000,6.6,-,-,-,24,D
6170,19921205:2000,1.4,-,-,-,24,D
6170,19921206:2000,0.0,-,-,-,24,D
6170,19921207:2000,0.0,-,-,-,24,D
6170,19921208:2000,0.0,-,-,-,24,D
6170,19921209:2000,0.0,-,-,-,24,D
6170,19921210:2000,0.0,-,-,-,24,D
6170,19921211:2000,0.0,-,-,-,24,D
6170,19921212:2000,73.4,-,-,-,24,D
6170,19921213:2000,3.0,-,-,-,24,D
6170,19921214:2000,1.2,-,-,-,24,D
6170,19921215:2000,1.2,-,-,-,24,D
6170,19921216:2000,2.0,-,-,-,24,D
6170,19921217:2000,0.6,-,-,-,24,D
6170,19921218:2000,4.0,-,-,-,24,D
6170,19921219:2000,0.6,-,-,-,24,D
6170,19921220:2000,0.0,-,-,-,24,D
6170,19921221:2000,0.6,-,-,-,24,D
6170,19921222:2000,0.0,-,-,-,24,D
6170,19921223:2000,0.0,-,-,-,24,D
6170,19921224:2000,0.0,-,-,-,24,D
6170,19921225:2000,0.0,-,-,-,24,D
6170,19921226:2000,0.0,-,-,-,24,D
6170,19921227:2000,0.8,-,-,-,24,D
6170,19921228:2000,0.0,-,-,-,24,D
6170,19921229:2000,0.0,-,-,-,24,D
6170,19921230:2000,0.0,-,-,-,24,D
6170,19921231:2000,0.0,-,-,-,24,D
6170,19930101:2000,0.0,-,-,-,24,D
6170,19930102:2000,0.0,-,-,-,24,D
6170,19930103:2000,0.0,-,-,-,24,D
6170,19930104:2000,0.0,-,-,-,24,D
6170,19930105:2000,0.0,-,-,-,24,D
6170,19930106:2000,0.0,-,-,-,24,D
6170,19930107:2000,0.0,-,-,-,24,D
6170,19930108:2000,0.0,-,-,-,24,D
6170,19930109:2000,0.0,-,-,-,24,D
6170,19930110:2000,0.0,-,-,-,24,D
6170,19930111:2000,0.0,-,-,-,24,D
6170,19930112:2000,0.0,-,-,-,24,D
6170,19930113:2000,1.6,-,-,-,24,D
6170,19930114:2000,11.0,-,-,-,24,D
6170,19930115:2000,1.0,-,-,-,24,D
6170,19930116:2000,0.0,-,-,-,24,D
6170,19930117:2000,0.0,-,-,-,24,D
6170,19930118:2000,0.0,-,-,-,24,D
6170,19930119:2000,0.0,-,-,-,24,D
6170,19930120:2000,0.0,-,-,-,24,D
6170,19930121:2000,0.0,-,-,-,24,D
6170,19930122:2000,0.0,-,-,-,24,D
6170,19930123:2000,0.0,-,-,-,24,D
6170,19930124:2000,0.0,-,-,-,24,D
6170,19930125:2000,5.8,-,-,-,24,D
6170,19930126:2000,0.4,-,-,-,24,D
6170,19930127:2000,13.8,-,-,-,24,D
6170,19930128:2000,0.0,-,-,-,24,D
6170,19930129:2000,0.0,-,-,-,24,D
6170,19930130:2000,0.0,-,-,-,24,D
6170,19930131:2000,1.6,-,-,-,24,D
6170,19930201:2000,0.0,-,-,-,24,D
6170,19930202:2000,0.0,-,-,-,24,D
6170,19930203:2000,12.8,-,-,-,24,D
6170,19930204:2000,44.2,-,-,-,24,D
6170,19930205:2000,0.0,-,-,-,24,D
6170,19930206:2000,0.0,-,-,-,24,D
6170,19930207:2000,0.2,-,-,-,24,D
6170,19930208:2000,2.4,-,-,-,24,D
6170,19930209:2000,11.4,-,-,-,24,D
6170,19930210:2000,4.4,-,-,-,24,D
6170,19930211:2000,0.0,-,-,-,24,D
6170,19930212:2000,0.0,-,-,-,24,D
6170,19930213:2000,0.0,-,-,-,24,D
6170,19930214:2000,0.2,-,-,-,24,D
6170,19930215:2000,0.0,-,-,-,24,D
6170,19930216:2000,0.0,-,-,-,24,D
6170,19930217:2000,2.2,-,-,-,24,D
6170,19930218:2000,31.2,-,-,-,24,D
6170,19930219:2000,5.6,-,-,-,24,D
6170,19930220:2000,0.4,-,-,-,24,D
6170,19930221:2000,0.0,-,-,-,24,D
6170,19930222:2000,2.4,-,-,-,24,D
6170,19930223:2000,0.0,-,-,-,24,D
6170,19930224:2000,0.4,-,-,-,24,D
6170,19930225:2000,0.0,-,-,-,24,D
6170,19930226:2000,10.6,-,-,-,24,D
6170,19930227:2000,0.2,-,-,-,24,D
6170,19930228:2000,0.0,-,-,-,24,D
6170,19930301:2000,1.4,-,-,-,24,D
6170,19930302:2000,0.0,-,-,-,24,D
6170,19930303:2000,17.4,-,-,-,24,D
6170,19930304:2000,2.4,-,-,-,24,D
6170,19930305:2000,3.4,-,-,-,24,D
6170,19930306:2000,1.8,-,-,-,24,D
6170,19930307:2000,0.0,-,-,-,24,D
6170,19930308:2000,0.0,-,-,-,24,D
6170,19930309:2000,0.0,-,-,-,24,D
6170,19930310:2000,1.8,-,-,-,24,D
6170,19930311:2000,1.8,-,-,-,24,D
6170,19930312:2000,0.0,-,-,-,24,D
6170,19930313:2000,0.0,-,-,-,24,D
6170,19930314:2000,19.6,-,-,-,24,D
6170,19930315:2000,0.0,-,-,-,24,D
6170,19930316:2000,0.6,-,-,-,24,D
6170,19930317:2000,0.0,-,-,-,24,D
6170,19930318:2000,0.0,-,-,-,24,D
6170,19930319:2000,0.0,-,-,-,24,D
6170,19930320:2100,0.0,-,-,-,24,D
6170,19930321:2100,3.2,-,-,-,24,D
6170,19930322:2100,13.0,-,-,-,24,D
6170,19930323:2100,11.6,-,-,-,24,D
6170,19930324:2100,32.6,-,-,-,24,D
6170,19930325:2100,1.6,-,-,-,24,D
6170,19930326:2100,0.2,-,-,-,24,D
6170,19930327:2100,0.4,-,-,-,24,D
