Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1962,3.7676713,10.830028,1,"=""072091"""
1963,4.3956165,11.549444,1,"=""072091"""
1964,3.3964481,10.318306,1,"=""072091"""
1965,4.0953298,11.991484,1,"=""072091"""
1966,3.6224658,10.813425,1,"=""072091"""
1967,4.0298343,12.497796,1,"=""072091"""
1968,3.928219,11.1986265,1,"=""072091"""
1969,4.1736984,11.483014,1,"=""072091"""
1970,3.3456044,10.59588,1,"=""072091"""
1971,3.6520548,10.871233,1,"=""072091"""
1972,4.149036,12.004132,1,"=""072091"""
1973,4.5454793,12.035617,1,"=""072091"""
1974,3.6778083,10.676712,1,"=""072091"""
1975,3.9615386,11.256438,1,"=""072091"""
1976,3.347814,10.88434,1,"=""072091"""
1977,3.749315,11.683288,1,"=""072091"""
1978,3.5989041,10.868219,1,"=""072091"""
1979,4.111507,11.948493,1,"=""072091"""
1980,4.514208,12.18388,1,"=""072091"""
1981,4.400548,11.62137,1,"=""072091"""
1982,4.294134,12.6,1,"=""072091"""
1983,4.2232876,11.747397,1,"=""072091"""
1984,3.2896175,10.661475,1,"=""072091"""
1985,3.7178082,11.335891,1,"=""072091"""
1986,3.2524726,10.949448,1,"=""072091"""
1987,3.620548,11.632055,1,"=""072091"""
1988,4.624044,12.469672,1,"=""072091"""
1989,3.9775343,11.186575,1,"=""072091"""
1990,4.4057536,11.836712,1,"=""072091"""
1991,4.189041,12.043562,1,"=""072091"""
1992,3.3568306,10.543443,1,"=""072091"""
1993,4.072055,11.463014,1,"=""072091"""
1994,3.7339725,11.328767,1,"=""072091"""
1995,3.4884932,11.027397,1,"=""072091"""
1996,3.5117486,10.873771,1,"=""072091"""
1997,4.290685,12.786849,1,"=""072091"""
1998,,,0,
1999,,,0,
2000,,,0,
2001,,,0,
2002,4.930362,12.632312,1,"=""072161"""
2003,4.8534436,12.407243,1,"=""072161"""
2004,4.836813,12.235911,1,"=""072161"""
2005,5.2528768,12.6,1,"=""072161"""
2006,5.276111,13.7684355,1,"=""072161"""
2007,5.6352777,13.196936,1,"=""072161"""
2008,4.6039104,12.021727,1,"=""072161"""
2009,5.4016666,12.994199,1,"=""072161"""
2010,5.021053,12.09779,1,"=""072161"""
2011,5.01326,12.000824,1,"=""072161"""
2012,4.528415,11.768306,1,"=""072161"""
2013,5.349176,13.133425,1,"=""072161"""
2014,5.7668495,13.250958,1,"=""072161"""
2015,5.185154,12.60056,1,"=""072161"""
2016,5.3994536,12.4040985,1,"=""072161"""
