Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1948,,,0,
1949,11.308865,23.5925,1,"=""055024"""
1950,12.632603,23.403847,1,"=""055024"""
1951,,,0,
1952,11.655738,24.363014,1,"=""055024"""
1953,11.307397,24.49589,1,"=""055024"""
1954,12.325,24.644384,1,"=""055024"""
1955,11.426923,23.340548,1,"=""055024"""
1956,10.505465,22.466576,1,"=""055024"""
1957,11.498904,25.976439,1,"=""055024"""
1958,12.147945,24.929316,1,"=""055024"""
1959,11.800548,23.624653,1,"=""055024"""
1960,11.488187,23.95863,1,"=""055024"""
1961,11.901923,24.345055,1,"=""055024"""
1962,11.373425,23.803572,1,"=""055024"""
1963,11.793956,23.396133,1,"=""055024"""
1964,11.060656,23.74137,1,"=""055024"""
1965,11.823352,25.781868,1,"=""055024"""
1966,11.334435,24.06088,1,"=""055024"""
1967,11.988219,24.77178,1,"=""055024"""
1968,11.717808,23.877686,1,"=""055024"""
1969,11.970411,23.830137,1,"=""055024"""
1970,10.919178,23.737534,1,"=""055024"""
1971,11.452055,23.464384,1,"=""055024"""
1972,11.782466,24.572678,1,"=""055024"""
1973,13.299452,24.901096,1,"=""055024"""
1974,11.996438,23.817308,1,"=""055024"""
1975,12.17033,24.338186,1,"=""055024"""
1976,11.55164,23.509836,1,"=""055024"""
1977,12.071626,24.243979,1,"=""055024"""
1978,12.010959,23.279726,1,"=""055024"""
1979,12.515343,25.333973,1,"=""055024"""
1980,12.753425,25.99863,1,"=""055024"""
1981,12.746849,24.701923,1,"=""055024"""
1982,12.348219,25.64959,1,"=""055024"""
1983,12.616164,24.088493,1,"=""055024"""
1984,11.582692,23.507946,1,"=""055024"""
1985,11.90989,24.437809,1,"=""055024"""
1986,11.76978,24.647123,1,"=""055024"""
1987,12.303561,24.706028,1,"=""055024"""
1988,12.663288,24.68548,1,"=""055024"""
1989,12.395879,23.879614,1,"=""055024"""
1990,12.757534,24.32904,1,"=""055024"""
1991,12.473972,24.787397,1,"=""055024"""
1992,11.6967125,23.914207,1,"=""055024"""
1993,12.663912,24.616804,1,"=""055024"""
1994,11.977261,25.406849,1,"=""055024"""
1995,12.556044,24.552473,1,"=""055024"""
1996,11.891483,24.14137,1,"=""055024"""
1997,12.34137,25.136713,1,"=""055024"""
1998,13.212329,24.605206,1,"=""055024"""
1999,12.608493,23.92685,1,"=""055024"""
2000,12.437255,24.321068,1,"=""055024"""
2001,12.311878,24.643768,1,"=""055024"""
2002,12.70548,26.41589,1,"=""055024"""
2003,12.509066,24.859066,1,"=""055024"""
2004,12.301933,25.169422,1,"=""055024"""
2005,12.701667,25.452223,1,"=""055024"""
2006,12.585912,26.009392,1,"=""055024"""
2007,,,0,
2008,12.007438,24.22857,1,"=""055024"""
2009,13.223481,25.9719,1,"=""055024"""
2010,12.713187,23.98489,1,"=""055024"""
2011,12.549863,24.72274,1,"=""055024"""
2012,12.154371,25.13388,1,"=""055024"""
2013,12.740109,26.107418,1,"=""055024"""
2014,13.1309395,26.284658,1,"=""055024"""
2015,12.4660225,25.515068,1,"=""055024"""
2016,12.709116,25.521667,1,"=""055024"""
