Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1897,12.676165,22.556986,1,"=""009034"""
1898,13.18137,23.02274,1,"=""009034"""
1899,12.692055,22.705753,1,"=""009034"""
1900,12.855068,22.57315,1,"=""009034"""
1901,12.731507,22.600822,1,"=""009034"""
1902,12.127945,22.717808,1,"=""009034"""
1903,12.763836,22.37863,1,"=""009034"""
1904,12.981148,22.917486,1,"=""009034"""
1905,12.455069,22.58411,1,"=""009034"""
1906,13.186028,22.981369,1,"=""009034"""
1907,13.232603,23.041643,1,"=""009034"""
1908,11.989617,22.60765,1,"=""009034"""
1909,12.803836,22.845753,1,"=""009034"""
1910,13.096712,22.736712,1,"=""009034"""
1911,12.241918,22.394247,1,"=""009034"""
1912,13.153006,23.061749,1,"=""009034"""
1913,12.660822,22.621096,1,"=""009034"""
1914,12.631233,23.281096,1,"=""009034"""
1915,13.961096,23.265205,1,"=""009034"""
1916,12.674864,22.512295,1,"=""009034"""
1917,12.551233,21.72767,1,"=""009034"""
1918,13.7002735,23.21178,1,"=""009034"""
1919,12.640821,22.345205,1,"=""009034"""
1920,13.236339,23.515574,1,"=""009034"""
1921,13.86,23.900549,1,"=""009034"""
1922,12.327397,22.563288,1,"=""009034"""
1923,13.078356,22.85041,1,"=""009034"""
1924,12.60082,23.031694,1,"=""009034"""
1925,12.627123,22.829863,1,"=""009034"""
1926,13.151506,22.64274,1,"=""009034"""
1927,13.022739,23.083288,1,"=""009034"""
1928,12.880875,22.937979,1,"=""009034"""
1929,12.565206,22.533699,1,"=""009034"""
1930,13.615068,23.465754,1,"=""009034"""
1931,12.904384,23.108767,1,"=""009034"""
1932,13.27377,23.141804,1,"=""009034"""
1933,13.528768,23.702465,1,"=""009034"""
1934,13.407671,23.284931,1,"=""009034"""
1935,12.765205,22.70274,1,"=""009034"""
1936,13.6139345,23.443716,1,"=""009034"""
1937,13.186028,23.32137,1,"=""009034"""
1938,12.970137,22.903563,1,"=""009034"""
1939,12.872329,23.252054,1,"=""009034"""
1940,12.909289,23.700274,1,"=""009034"""
1941,13.133425,23.271507,1,"=""009034"""
1942,12.74,22.926027,1,"=""009034"""
1943,12.42548,22.936987,1,"=""009034"""
1944,12.897814,23.510109,1,"=""009034"""
1945,12.8259185,23.9561645,2,"=""009021;009034"""
1946,11.7858905,23.2327555,2,"=""009021;009034"""
1947,12.1061535,23.272821,2,"=""009021;009034"""
1948,12.301093000000002,23.96776,2,"=""009021;009034"""
1949,12.6358055,24.482829,2,"=""009021;009034"""
1950,12.0867125,23.886712,2,"=""009021;009034"""
1951,11.69726,22.8405475,2,"=""009021;009034"""
1952,11.695765,23.284532499999997,2,"=""009021;009034"""
1953,11.7898625,23.1154795,2,"=""009021;009034"""
1954,11.5332875,23.4562325,2,"=""009021;009034"""
1955,12.335068249999999,23.02863,2,"=""009021;009034"""
1956,11.6046445,23.301093,2,"=""009021;009034"""
