Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1957,7.1755495,21.19178,1,"=""023321"""
1958,8.121096,19.89726,1,"=""023321"""
1959,8.207438,21.497808,1,"=""023321"""
1960,8.439071,19.73634,1,"=""023321"""
1961,8.852328,21.43726,1,"=""023321"""
1962,8.632876,20.73434,1,"=""023321"""
1963,8.986301,20.493698,1,"=""023321"""
1964,8.005737,19.768307,1,"=""023321"""
1965,8.419452,21.533699,1,"=""023321"""
1966,8.3714285,20.251373,1,"=""023321"""
1967,8.262637,21.515934,1,"=""023321"""
1968,9.066575,20.417631,1,"=""023321"""
1969,8.067671,20.356987,1,"=""023321"""
1970,7.920661,20.476099,1,"=""023321"""
1971,8.899722,20.660606,1,"=""023321"""
1972,8.239071,21.667213,1,"=""023321"""
1973,9.687945,21.199451,1,"=""023321"""
1974,9.356986,20.071234,1,"=""023321"""
1975,9.16822,21.024109,1,"=""023321"""
1976,8.271233,20.770218,1,"=""023321"""
1977,8.861095,21.423288,1,"=""023321"""
1978,8.680274,20.47863,1,"=""023321"""
1979,9.258082,21.241096,1,"=""023321"""
1980,9.106558,21.844263,1,"=""023321"""
1981,9.568219,21.434795,1,"=""023321"""
1982,9.036164,22.14274,1,"=""023321"""
1983,8.859726,20.946028,1,"=""023321"""
1984,8.230601,20.393442,1,"=""023321"""
1985,8.5128765,20.832329,1,"=""023321"""
1986,8.416713,20.39507,1,"=""023321"""
1987,8.56685,20.813972,1,"=""023321"""
1988,9.564561,21.588524,1,"=""023321"""
1989,9.081644,20.620604,1,"=""023321"""
1990,,,0,
1991,9.203562,21.350138,1,"=""023321"""
1992,8.777323,19.631968,1,"=""023321"""
1993,9.100548,21.223835,1,"=""023321"""
1994,8.522192,21.308767,1,"=""023321"""
1995,9.001918,20.54822,1,"=""023321"""
1996,8.748361,20.509588,1,"=""023321"""
1997,8.873889,20.97,1,"=""023321"""
1998,8.363031,21.040905000000002,2,"=""023373;023321"""
1999,9.299438,21.364805,1,"=""023373"""
2000,9.758427,21.355711,1,"=""023373"""
2001,9.190305,21.178177,1,"=""023373"""
2002,8.637088,21.666483,1,"=""023373"""
2003,9.17033,21.048067,1,"=""023373"""
2004,8.825824,21.37857,1,"=""023373"""
2005,9.255587,21.604177,1,"=""023373"""
2006,8.478371,21.689106,1,"=""023373"""
2007,,,0,
2008,,,0,
2009,9.690833,22.14611,1,"=""023373"""
2010,9.24266,21.087603,1,"=""023373"""
2011,9.565753,21.192055,1,"=""023373"""
2012,8.96448,21.76612,1,"=""023373"""
2013,9.803022,22.180548,1,"=""023373"""
2014,9.36274,22.15589,1,"=""023373"""
2015,9.248493,21.759178,1,"=""023373"""
2016,9.280874,21.43224,1,"=""023373"""
