Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1887,,,0,
1888,17.082144,24.471703,1,"=""040043"""
1889,,,0,
1890,,,0,
1891,16.98843,24.33967,1,"=""040043"""
1892,17.463661,24.929508,1,"=""040043"""
1893,17.312088,24.721764,1,"=""040043"""
1894,,,0,
1895,16.681616,24.78061,1,"=""040043"""
1896,16.115934,25.299448,1,"=""040043"""
1897,17.03978,25.785595,1,"=""040043"""
1898,16.443132,25.039394,1,"=""040043"""
1899,,,0,
1900,17.367123,24.695593,1,"=""040043"""
1901,17.472328,23.9261,1,"=""040043"""
1902,17.83863,24.543015,1,"=""040043"""
1903,18.051239,23.774105,1,"=""040043"""
1904,17.407377,23.548906,1,"=""040043"""
1905,17.388737,23.718407,1,"=""040043"""
1906,17.859179,23.926575,1,"=""040043"""
1907,17.957535,24.140934,1,"=""040043"""
1908,,,0,
1909,17.538187,24.027473,1,"=""040043"""
1910,17.892878,24.543287,1,"=""040043"""
1911,17.618357,24.311234,1,"=""040043"""
1912,17.80164,24.4,1,"=""040043"""
1913,17.70274,23.582191,1,"=""040043"""
1914,18.39507,23.921429,1,"=""040043"""
1915,18.296919,24.174246,1,"=""040043"""
1916,18.027596,23.674864,1,"=""040043"""
1917,17.32865,22.6559,1,"=""040043"""
1918,17.557024,22.822466,1,"=""040043"""
1919,18.235342,23.39452,1,"=""040043"""
1920,17.746832,22.69726,1,"=""040043"""
1921,18.214285,23.036566,1,"=""040043"""
1922,,,0,
1923,17.757704,23.133425,1,"=""040043"""
1924,17.762535,23.178888,1,"=""040043"""
1925,,,0,
1926,17.818356,23.599453,1,"=""040043"""
1927,,,0,
1928,17.60274,23.307104,1,"=""040043"""
1929,17.226051,22.852055,1,"=""040043"""
1930,17.588768,22.935068,1,"=""040043"""
1931,17.87445,23.065754,1,"=""040043"""
1932,17.733698,22.905464,1,"=""040043"""
1933,17.568682,22.700823,1,"=""040043"""
1934,17.273973,22.426575,1,"=""040043"""
1935,17.377197,22.94137,1,"=""040043"""
1936,17.720549,23.129234,1,"=""040043"""
1937,17.50522,22.917452,1,"=""040043"""
1938,17.996685,23.229805,1,"=""040043"""
1939,17.505753,22.772877,1,"=""040043"""
1940,18.204098,23.253826,1,"=""040043"""
1941,17.53654,22.910412,1,"=""040043"""
1942,18.304384,23.357534,1,"=""040043"""
1943,17.62685,22.66978,1,"=""040043"""
1944,17.873224,22.902191,1,"=""040043"""
1945,18.10084,23.060675,1,"=""040043"""
1946,18.103014,23.276987,1,"=""040043"""
1947,18.823967,23.182417,1,"=""040043"""
1948,17.318306,22.82548,1,"=""040043"""
1949,17.317858,22.65507,1,"=""040043"""
1950,17.79918,22.823013,1,"=""040043"""
1951,17.166027,22.717033,1,"=""040043"""
1952,17.871584,23.410383,1,"=""040043"""
1953,17.832144,23.398077,1,"=""040043"""
1954,,,0,
1955,17.965206,23.315617,1,"=""040043"""
1956,,,0,
1957,18.114445,23.62959,1,"=""040043"""
1958,18.366112,23.973078,1,"=""040043"""
1959,17.76456,23.070879,1,"=""040043"""
1960,17.235891,22.839071,1,"=""040043"""
1961,17.148767,22.664658,1,"=""040043"""
1962,17.621489,22.992054,1,"=""040043"""
1963,17.82137,22.742466,1,"=""040043"""
1964,17.872177,23.24918,1,"=""040043"""
1965,,,0,
1966,17.480392,23.040934,1,"=""040043"""
1967,,,0,
1968,17.389694,23.102747,1,"=""040043"""
1969,17.808792,23.33544,1,"=""040043"""
1970,17.786516,23.142416,1,"=""040043"""
1971,,,0,
1972,,,0,
1973,,,0,
1974,,,0,
1975,18.24215,23.086575,1,"=""040043"""
1976,,,0,
1977,18.128296,23.435616,1,"=""040043"""
1978,17.437397,23.092054,1,"=""040043"""
1979,17.675556,23.25096,1,"=""040043"""
1980,,,0,
1981,18.193424,23.045479,1,"=""040043"""
1982,18.01589,22.876713,1,"=""040043"""
1983,18.245878,23.138083,1,"=""040043"""
1984,,,0,
1985,17.992857,22.81315,1,"=""040043"""
1986,18.24588,23.085754,1,"=""040043"""
1987,18.38146,23.262192,1,"=""040043"""
1988,,,0,
1989,,,0,
1990,,,0,
1991,18.582094,23.811506,1,"=""040043"""
1992,,,0,
1993,18.59636,23.276165,1,"=""040043"""
1994,18.18898,23.001648,1,"=""040043"""
1995,18.547945,23.289314,1,"=""040043"""
1996,,,0,
1997,,,0,
1998,,,0,
1999,,,0,
2000,18.388365,23.308123,1,"=""040043"""
2001,,,0,
2002,19.000557,24.242857,1,"=""040043"""
2003,19.000277,24.058126,1,"=""040043"""
2004,18.903288,24.363287,1,"=""040043"""
2005,19.136538,24.503582,1,"=""040043"""
2006,18.842857,24.168957,1,"=""040043"""
2007,18.867672,24.15726,1,"=""040043"""
2008,18.359726,23.634247,1,"=""040043"""
2009,19.06511,24.450136,1,"=""040043"""
2010,18.93233,23.99011,1,"=""040043"""
2011,18.365194,23.681318,1,"=""040043"""
2012,18.354918,23.774317,1,"=""040043"""
2013,18.784658,24.254246,1,"=""040043"""
2014,18.864012,24.294214,1,"=""040043"""
2015,18.721643,24.101917,1,"=""040043"""
2016,19.29863,24.950136,1,"=""040043"""
