Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1897,,,0,
1898,,,0,
1899,7.6972604,21.783287,1,"=""078031"""
1900,7.3336987,21.078905,1,"=""078031"""
1901,7.710137,21.78411,1,"=""078031"""
1902,6.3513737,22.545605,1,"=""078031"""
1903,6.796438,21.294794,1,"=""078031"""
1904,5.787912,24.10632,1,"=""078031"""
1905,3.859116,24.57096,1,"=""078031"""
1906,,,0,
1907,,,0,
1908,,,0,
1909,,,0,
1910,,,0,
1911,8.668493,21.21315,1,"=""078031"""
1912,8.8950815,21.596449,1,"=""078031"""
1913,9.017827,21.33644,1,"=""078031"""
1914,,,0,
1915,8.750416,20.096676,1,"=""078031"""
1916,8.321703,20.926027,1,"=""078031"""
1917,8.512431,20.632143,1,"=""078031"""
1918,8.727123,21.627672,1,"=""078031"""
1919,8.83232,22.622192,1,"=""078031"""
1920,8.3759,21.4,1,"=""078031"""
1921,9.141758,22.499725,1,"=""078031"""
1922,8.1241,21.395277,1,"=""078031"""
1923,8.582191,21.401644,1,"=""078031"""
1924,7.5937157,20.305801,1,"=""078031"""
1925,8.011699,21.571589,1,"=""078031"""
1926,,,0,
1927,,,0,
1928,,,0,
1929,,,0,
1930,,,0,
1931,,,0,
1932,,,0,
1933,,,0,
1934,,,0,
1935,,,0,
1936,,,0,
1937,,,0,
1938,,,0,
1939,,,0,
1940,,,0,
1941,,,0,
1942,,,0,
1943,,,0,
1944,,,0,
1945,,,0,
1946,,,0,
1947,,,0,
1948,,,0,
1949,,,0,
1950,,,0,
1951,8.663187,21.528297,1,"=""078031"""
1952,7.736288,20.468348,1,"=""078031"""
1953,,,0,
1954,,,0,
1955,8.354396,20.957584,1,"=""078031"""
1956,,,0,
1957,7.053022,21.317034,1,"=""078031"""
1958,7.382466,20.891506,1,"=""078031"""
1959,7.5524726,22.496704,1,"=""078031"""
1960,7.9721313,20.554794,1,"=""078031"""
1961,8.254794,22.547398,1,"=""078031"""
1962,8.032877,21.737534,1,"=""078031"""
1963,8.2517805,21.503288,1,"=""078031"""
1964,7.368033,20.498362,1,"=""078031"""
1965,7.4843836,21.862192,1,"=""078031"""
1966,7.737363,21.264658,1,"=""078031"""
1967,7.700548,22.138355,1,"=""078031"""
1968,8.47315,21.278143,1,"=""078031"""
1969,7.842466,21.236986,1,"=""078031"""
1970,7.6556163,20.87726,1,"=""078031"""
1971,8.423014,21.326849,1,"=""078031"""
1972,7.5983605,22.396448,1,"=""078031"""
1973,8.615342,21.430138,1,"=""078031"""
1974,8.746302,21.08904,1,"=""078031"""
1975,8.605479,21.838356,1,"=""078031"""
1976,7.647268,21.34153,1,"=""078031"""
1977,7.651381,22.062534,1,"=""078031"""
1978,8.274246,21.592604,1,"=""078031"""
1979,8.314959,21.827072,1,"=""078031"""
1980,,,0,
1981,8.668259,21.810112,1,"=""078031"""
1982,7.738904,22.496986,1,"=""078031"""
1983,8.396439,21.179726,1,"=""078031"""
1984,7.3961434,20.887878,1,"=""078031"""
1985,8.15863,21.506575,1,"=""078031"""
1986,7.658082,20.627398,1,"=""078031"""
1987,7.5465755,21.278082,1,"=""078031"""
1988,9.006284,22.08552,1,"=""078031"""
1989,8.682466,21.313425,1,"=""078031"""
1990,8.516712,22.050411,1,"=""078031"""
1991,8.196154,21.450275,1,"=""078031"""
1992,8.28274,20.335068,1,"=""078031"""
1993,8.070523,21.77967,1,"=""078031"""
1994,,,0,
1995,,,0,
1996,6.8141665,20.94685,1,"=""078031"""
1997,7.1117806,22.311234,1,"=""078031"""
1998,6.9132595,21.684254,1,"=""078031"""
1999,7.3316803,22.346111,1,"=""078031"""
2000,8.203571,22.493406,1,"=""078031"""
2001,7.9390583,21.83518,1,"=""078031"""
2002,6.7099447,22.595592,1,"=""078031"""
2003,7.5614324,21.732143,1,"=""078031"""
2004,7.4463402,22.048491499999997,2,"=""078015;078031"""
2005,8.26274,22.546576,1,"=""078015"""
2006,7.6150684,23.112055,1,"=""078015"""
2007,8.567888,23.0991115,2,"=""078015;078031"""
2008,8.298634,22.216393,1,"=""078015"""
2009,8.989589,23.095617,1,"=""078015"""
2010,8.6763735,21.749176,1,"=""078015"""
2011,8.9427395,22.186028,1,"=""078015"""
2012,8.595082,22.3959,1,"=""078015"""
2013,9.287397,22.568493,1,"=""078015"""
2014,8.877778,22.986073,1,"=""078015"""
2015,8.760274,22.636438,1,"=""078015"""
2016,9.244263,21.956831,1,"=""078015"""
