Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1859,12.267672,21.399452,1,"=""066062"""
1860,12.804918,20.26858,1,"=""066062"""
1861,12.742466,20.864658,1,"=""066062"""
1862,12.607123,21.353151,1,"=""066062"""
1863,12.940548,20.959179,1,"=""066062"""
1864,12.630875,20.574863,1,"=""066062"""
1865,12.635715,21.692034,1,"=""066062"""
1866,13.329315,21.217808,1,"=""066062"""
1867,14.057808,21.784658,1,"=""066062"""
1868,13.376503,21.433607,1,"=""066062"""
1869,13.443014,21.02548,1,"=""066062"""
1870,13.541096,20.617535,1,"=""066062"""
1871,12.898904,20.796164,1,"=""066062"""
1872,13.25765,20.67377,1,"=""066062"""
1873,13.443835,20.896713,1,"=""066062"""
1874,13.36274,21.034246,1,"=""066062"""
1875,13.369041,21.37863,1,"=""066062"""
1876,13.790164,21.23142,1,"=""066062"""
1877,13.8068495,21.374794,1,"=""066062"""
1878,13.69863,21.380548,1,"=""066062"""
1879,13.2775345,20.078083,1,"=""066062"""
1880,13.3549185,20.804918,1,"=""066062"""
1881,13.089041,20.421644,1,"=""066062"""
1882,13.581369,21.14219,1,"=""066062"""
1883,12.981644,20.647123,1,"=""066062"""
1884,13.560109,21.174044,1,"=""066062"""
1885,13.792876,21.585205,1,"=""066062"""
1886,13.674247,21.23863,1,"=""066062"""
1887,13.82274,20.279179,1,"=""066062"""
1888,13.375069,20.908218,1,"=""066062"""
1889,14.3068495,20.72767,1,"=""066062"""
1890,14.016986,20.513424,1,"=""066062"""
1891,13.578082,20.643835,1,"=""066062"""
1892,13.474044,20.33306,1,"=""066062"""
1893,13.412877,20.422192,1,"=""066062"""
1894,13.760274,20.874521,1,"=""066062"""
1895,13.493973,20.992329,1,"=""066062"""
1896,13.619672,20.893442,1,"=""066062"""
1897,13.721704,21.446978,1,"=""066062"""
1898,13.695068,21.289042,1,"=""066062"""
1899,13.663013,20.933973,1,"=""066062"""
1900,13.481096,20.893972,1,"=""066062"""
1901,13.213698,20.94,1,"=""066062"""
1902,13.607397,20.926027,1,"=""066062"""
1903,13.677534,20.593973,1,"=""066062"""
1904,13.38548,20.939178,1,"=""066062"""
1905,12.99726,20.819727,1,"=""066062"""
1906,13.536164,21.447672,1,"=""066062"""
1907,13.309863,21.404932,1,"=""066062"""
1908,13.2062845,21.229235,1,"=""066062"""
1909,12.871507,21.024384,1,"=""066062"""
1910,13.487397,21.319452,1,"=""066062"""
1911,13.415891,21.320274,1,"=""066062"""
1912,13.562569,21.357924,1,"=""066062"""
1913,13.733425,21.523014,1,"=""066062"""
