Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1912,,,0,
1913,6.922466,21.918259,1,"=""082039"""
1914,8.107945,23.349588,1,"=""082039"""
1915,7.627397,21.234795,1,"=""082039"""
1916,7.642896,20.783333,1,"=""082039"""
1917,8.056165,20.514246,1,"=""082039"""
1918,7.468493,21.404383,1,"=""082039"""
1919,7.8950415,22.96274,1,"=""082039"""
1920,9.057651,21.310684,1,"=""082039"""
1921,8.469316,22.087397,1,"=""082039"""
1922,7.553425,22.499176,1,"=""082039"""
1923,7.7528925,22.119179,1,"=""082039"""
1924,6.861096,20.414207,1,"=""082039"""
1925,6.236565,22.41302,1,"=""082039"""
1926,7.8646574,21.704958,1,"=""082039"""
1927,6.686538,22.029558,1,"=""082039"""
1928,,,0,
1929,5.8072624,21.7,1,"=""082039"""
1930,,,0,
1931,7.260989,20.594795,1,"=""082039"""
1932,,,0,
1933,6.576177,21.975487,1,"=""082039"""
1934,6.8776245,21.569061,1,"=""082039"""
1935,6.5830135,21.50685,1,"=""082039"""
1936,6.801111,21.746666,1,"=""082039"""
1937,7.372603,22.301096,1,"=""082039"""
1938,7.869748,23.119047,1,"=""082039"""
1939,8.731856,21.090082,1,"=""082039"""
1940,6.2874303,22.32897,1,"=""082039"""
1941,7.209863,21.252876,1,"=""082039"""
1942,8.239106,21.37675,1,"=""082039"""
1943,6.9565825,20.831268,1,"=""082039"""
1944,6.4207754,21.548477,1,"=""082039"""
1945,,,0,
1946,,,0,
1947,,,0,
1948,,,0,
1949,,,0,
1950,,,0,
1951,7.187778,21.533426,1,"=""082039"""
1952,,,0,
1953,6.6997247,21.53719,1,"=""082039"""
1954,6.6607733,21.914364,1,"=""082039"""
1955,7.7041783,20.528212,1,"=""082039"""
1956,,,0,
1957,,,0,
1958,,,0,
1959,,,0,
1960,,,0,
1961,,,0,
1962,,,0,
1963,,,0,
1964,,,0,
1965,,,0,
1966,7.032964,20.664738,1,"=""082039"""
1967,,,0,
1968,7.8653007,21.410192,1,"=""082039"""
1969,,,0,
1970,7.0550685,20.722252,1,"=""082039"""
1971,7.399726,21.417534,1,"=""082039"""
1972,,,0,
1973,8.548351,21.208864,1,"=""082039"""
1974,,,0,
1975,,,0,
1976,6.3099174,21.90879,1,"=""082039"""
1977,,,0,
1978,7.6238356,21.215342,1,"=""082039"""
1979,7.045152,22.088516,1,"=""082039"""
1980,6.673816,22.308493,1,"=""082039"""
1981,8.188483,21.624226,1,"=""082039"""
1982,,,0,
1983,8.336813,21.225754,1,"=""082039"""
1984,5.93863,20.919178,1,"=""082039"""
1985,6.599446,21.195028,1,"=""082039"""
1986,6.135989,20.793957,1,"=""082039"""
1987,6.24,21.471506,1,"=""082039"""
1988,8.06,22.10822,1,"=""082039"""
1989,7.4128766,21.101095,1,"=""082039"""
1990,7.64137,21.740547,1,"=""082039"""
1991,7.082192,22.054247,1,"=""082039"""
1992,7.4852057,20.38634,1,"=""082039"""
1993,7.0486264,21.06411,1,"=""082039"""
1994,6.5374656,21.896439,1,"=""082039"""
1995,7.287123,20.527197,1,"=""082039"""
1996,6.661157,20.610468,1,"=""082039"""
1997,6.672145,22.481667,1,"=""082039"""
1998,6.8630557,21.841389,1,"=""082039"""
1999,7.06,22.114721,1,"=""082039"""
2000,7.6617317,21.488121,1,"=""082039"""
2001,7.2868133,22.202198,1,"=""082039"""
2002,6.9189563,22.903288,1,"=""082039"""
2003,7.7201657,21.899725,1,"=""082039"""
2004,6.848077,22.001913,1,"=""082039"""
2005,7.046978,21.962088,1,"=""082039"""
2006,,,0,
2007,8.12964,23.303047,1,"=""082039"""
2008,7.44918,22.352186,1,"=""082039"""
2009,8.149315,23.1337,1,"=""082039"""
2010,7.9238358,21.798077,1,"=""082039"""
2011,7.2975345,21.71621,1,"=""082039"""
2012,6.305191,21.810928,1,"=""082039"""
2013,6.962912,22.954247,1,"=""082039"""
2014,7.2339725,23.199451,1,"=""082039"""
2015,,,0,
2016,,,0,
