Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1910,,,0,
1911,18.413425,31.822466,1,"=""015087"""
1912,18.914888,32.41629,1,"=""015087"""
1913,17.695543,31.148746,1,"=""015087"""
1914,19.357939,32.185516,1,"=""015087"""
1915,,,0,
1916,18.866667,31.665028,1,"=""015087"""
1917,17.978432,31.080338,1,"=""015087"""
1918,,,0,
1919,18.278082,31.560549,1,"=""015087"""
1920,18.899727,31.204372,1,"=""015087"""
1921,18.286028,30.859726,1,"=""015087"""
1922,18.508888,31.694723,1,"=""015087"""
1923,18.74067,31.733334,1,"=""015087"""
1924,18.840164,32.080055,1,"=""015087"""
1925,18.801918,31.82137,1,"=""015087"""
1926,18.06,32.63014,1,"=""015087"""
1927,17.88767,32.32712,1,"=""015087"""
1928,19.405737,33.657375,1,"=""015087"""
1929,17.335068,31.806576,1,"=""015087"""
1930,17.281643,31.223288,1,"=""015087"""
1931,18.549042,32.20685,1,"=""015087"""
1932,18.543716,31.343443,1,"=""015087"""
1933,17.860989,31.096153,1,"=""015087"""
1934,18.779339,31.897797,1,"=""015087"""
1935,19.14558,32.83047,1,"=""015087"""
1936,18.75,32.78989,1,"=""015087"""
1937,18.456165,32.700554,1,"=""015087"""
1938,19.082418,33.23178,1,"=""015087"""
1939,17.596437,30.896713,1,"=""015087"""
1940,18.066393,32.295628,1,"=""015087"""
1941,17.80822,31.483013,1,"=""015087"""
1942,20.252876,33.846302,1,"=""015087"""
1943,19.529589,33.42603,1,"=""015087"""
1944,18.97869,32.29235,1,"=""015087"""
1945,19.301643,32.443836,1,"=""015087"""
1946,17.935616,31.820547,1,"=""015087"""
1947,19.501644,32.489285,1,"=""015087"""
1948,19.004644,32.64317,1,"=""015087"""
1949,18.288187,31.404932,1,"=""015087"""
1950,18.640549,31.241644,1,"=""015087"""
1951,18.803013,32.696163,1,"=""015087"""
1952,,,0,
1953,18.799726,32.05315,1,"=""015087"""
1954,,,0,
1955,20.10137,32.455616,1,"=""015087"""
1956,18.661749,31.394262,1,"=""015087"""
1957,,,0,
1958,19.754795,33.507122,1,"=""015087"""
1959,19.822252,33.06868,1,"=""015087"""
1960,18.775343,32.227398,1,"=""015087"""
1961,19.13726,32.79726,1,"=""015087"""
1962,18.822865,32.16731,1,"=""015087"""
1963,19.308516,32.23589,1,"=""015087"""
1964,19.517214,32.46175,1,"=""015087"""
1965,19.332144,32.22329,1,"=""015087"""
1966,18.194445,31.317356,1,"=""015087"""
1967,18.244045,31.39588,1,"=""015087"""
1968,18.554167,31.364365,1,"=""015087"""
1969,18.821703,32.13489,1,"=""015087"""
1970,19.391506,32.314796,1,"=""015135"""
1971,19.759228,32.02259,1,"=""015135"""
1972,19.529589,32.132328,1,"=""015135"""
1973,19.95978,32.161434,1,"=""015135"""
1974,17.878082,30.165384,1,"=""015135"""
1975,19.017729,30.888643,1,"=""015135"""
1976,18.107103,30.496449,1,"=""015135"""
1977,18.3663,30.364658,1,"=""015135"""
1978,18.615385,30.892307,1,"=""015135"""
1979,19.961643,32.193974,1,"=""015135"""
1980,20.567583,33.18242,1,"=""015135"""
1981,19.845379,31.905043,1,"=""015135"""
1982,18.9854,31.106888,1,"=""015135"""
1983,19.85096,31.864384,1,"=""015135"""
1984,19.06694,30.998634,1,"=""015135"""
1985,19.867397,32.353973,1,"=""015135"""
1986,20.731781,32.72274,1,"=""015135"""
1987,20.22,31.799452,1,"=""015135"""
1988,21.121584,33.019127,1,"=""015135"""
1989,20.076164,31.627123,1,"=""015135"""
1990,20.846428,32.863564,1,"=""015135"""
1991,20.344658,32.279724,1,"=""015135"""
1992,20.740711,32.864754,1,"=""015135"""
1993,19.947123,31.196712,1,"=""015135"""
1994,19.587397,32.06466,1,"=""015135"""
1995,20.367123,32.066303,1,"=""015135"""
1996,20.70929,32.742622,1,"=""015135"""
1997,19.529041,31.275068,1,"=""015135"""
1998,20.920822,32.89041,1,"=""015135"""
1999,19.988493,31.939178,1,"=""015135"""
2000,19.234154,30.421585,1,"=""015135"""
2001,18.923561,30.62274,1,"=""015135"""
2002,19.82274,32.605206,1,"=""015135"""
2003,19.85178,31.797808,1,"=""015135"""
2004,19.982513,32.045628,1,"=""015135"""
2005,21.087124,33.02411,1,"=""015135"""
2006,19.372877,31.313698,1,"=""015135"""
2007,19.942308,31.952473,1,"=""015135"""
2008,20.438356,32.82623,1,"=""015135"""
2009,19.964931,32.339725,1,"=""015135"""
2010,19.335068,30.6263,1,"=""015135"""
2011,18.37233,30.22548,1,"=""015135"""
2012,19.080055,31.694262,1,"=""015135"""
2013,20.922739,33.704384,1,"=""015135"""
2014,19.861645,32.14685,1,"=""015135"""
2015,19.621643,32.015617,1,"=""015135"""
2016,20.37163,32.8275,1,"=""015135"""
