Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1923,,,0,
1924,8.312022,14.080874,1,"=""094010"""
1925,8.044505,13.907671,1,"=""094010"""
1926,8.542857,14.658792,1,"=""094010"""
1927,7.863736,14.045205,1,"=""094010"""
1928,8.512707,15.118032,1,"=""094010"""
1929,8.150825,14.316712,1,"=""094010"""
1930,8.640274,15.072602,1,"=""094010"""
1931,8.300824,14.035891,1,"=""094010"""
1932,8.5616665,14.645355,1,"=""094010"""
1933,8.293056,14.072603,1,"=""094010"""
1934,8.89315,15.128493,1,"=""094010"""
1935,8.73726,14.601918,1,"=""094010"""
1936,8.441758,14.52623,1,"=""094010"""
1937,8.660606,14.476165,1,"=""094010"""
1938,8.864265,15.123901,1,"=""094010"""
1939,8.889315,14.683836,1,"=""094010"""
1940,8.468056,14.479781,1,"=""094010"""
1941,8.315702,14.192603,1,"=""094010"""
1942,8.544904,14.31589,1,"=""094010"""
1943,7.989503,13.741918,1,"=""094010"""
1944,8.200275,13.985246,1,"=""094010"""
1945,8.07863,14.202466,1,"=""094010"""
1946,8.136987,13.419452,1,"=""094010"""
1947,8.860714,14.721429,1,"=""094010"""
1948,8.712055,14.082514,1,"=""094010"""
1949,7.9088397,13.664931,1,"=""094010"""
1950,8.429315,14.611506,1,"=""094010"""
1951,8.44663,14.66822,1,"=""094010"""
1952,8.024586,14.283334,1,"=""094010"""
1953,8.129315,14.249042,1,"=""094010"""
1954,8.062192,14.548767,1,"=""094010"""
1955,8.20137,14.4063015,1,"=""094010"""
1956,8.778416,14.254644,1,"=""094010"""
1957,8.042382,14.418356,1,"=""094010"""
1958,7.9553423,14.038904,1,"=""094010"""
1959,8.616299,14.748352,1,"=""094010"""
1960,,,0,
1961,,,0,
1962,8.581868,14.867582,1,"=""094010"""
1963,8.402192,14.679178,1,"=""094010"""
1964,,,0,
1965,8.380822,14.518083,1,"=""094010"""
1966,8.555899,15.27315,1,"=""094010"""
1967,,,0,
1968,,,0,
1969,,,0,
1970,8.644972,14.841483,1,"=""094010"""
1971,,,0,
1972,,,0,
1973,9.327978,15.476648,1,"=""094010"""
1974,9.518258,15.4764385,1,"=""094010"""
1975,9.304932,15.052054,1,"=""094010"""
1976,9.173151,14.788767,1,"=""094010"""
1977,9.087398,15.141096,1,"=""094010"""
1978,8.940548,14.838082,1,"=""094010"""
1979,9.152603,15.184657,1,"=""094010"""
1980,9.467945,15.294262,1,"=""094010"""
1981,9.667222,15.67589,1,"=""094010"""
1982,8.955096,15.308767,1,"=""094010"""
1983,8.968407,14.828099,1,"=""094010"""
1984,9.138737,14.875683,1,"=""094010"""
1985,,,0,
1986,8.9320545,14.736797,1,"=""094010"""
1987,,,0,
1988,9.807563,15.878611,1,"=""094010"""
1989,9.618836,15.644044,1,"=""094010"""
1990,,,0,
1991,8.728333,14.860942,1,"=""094010"""
1992,8.488643,14.544931,1,"=""094010"""
1993,,,0,
1994,,,0,
1995,8.039326,14.475978,1,"=""094010"""
1996,8.685082,14.461644,1,"=""094010"""
1997,8.940166,14.7925825,1,"=""094010"""
1998,9.105206,15.215069,1,"=""094010"""
1999,9.790083,15.753973,1,"=""094010"""
2000,9.617728,15.646174,1,"=""094010"""
2001,9.690685,15.600548,1,"=""094010"""
2002,9.782549,15.577286,1,"=""094010"""
2003,9.537396,15.368219,1,"=""094010"""
2004,8.966575,14.818852,1,"=""094010"""
2005,9.79832,15.773425,1,"=""094010"""
2006,,,0,
2007,9.718157,15.871233,1,"=""094010"""
2008,8.592603,15.26612,1,"=""094010"""
2009,9.310894,15.231781,1,"=""094010"""
2010,,,0,
2011,,,0,
2012,9.481233,15.720219,1,"=""094010"""
2013,9.476815,15.838082,1,"=""094010"""
2014,,,0,
2015,9.078512,15.443646,1,"=""094010"""
2016,9.940278,16.279282,1,"=""094010"""
