Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1957,14.660331,29.816164,1,"=""045017"""
1958,,,0,
1959,15.213536,28.40879,1,"=""045017"""
1960,,,0,
1961,14.623204,28.479177,1,"=""045017"""
1962,14.109804,28.276585,1,"=""045017"""
1963,14.264045,28.075,1,"=""045017"""
1964,14.139071,27.694262,1,"=""045017"""
1965,15.274034,29.123562,1,"=""045017"""
1966,,,0,
1967,14.9866295,28.246067,1,"=""045017"""
1968,14.88434,28.01208,1,"=""045017"""
1969,15.528453,28.944475,1,"=""045017"""
1970,,,0,
1971,14.639944,27.885479,1,"=""045017"""
1972,15.4153,29.124725,1,"=""045017"""
1973,,,0,
1974,14.276966,27.358263,1,"=""045017"""
1975,,,0,
1976,,,0,
1977,,,0,
1978,14.579615,27.580717,1,"=""045017"""
1979,15.686575,29.95055,1,"=""045017"""
1980,15.521096,30.363014,1,"=""045017"""
1981,15.503014,28.773973,1,"=""045017"""
1982,15.314561,29.919178,1,"=""045017"""
1983,15.806318,28.79589,1,"=""045017"""
1984,14.736439,28.473497,1,"=""045017"""
1985,14.901917,28.549042,1,"=""045017"""
1986,,,0,
1987,15.431318,28.547398,1,"=""045017"""
1988,15.936066,29.233334,1,"=""045017"""
1989,15.235165,28.012638,1,"=""045017"""
1990,15.7002735,28.582739,1,"=""045017"""
1991,14.769315,29.627672,1,"=""045017"""
1992,14.66137,28.376776,1,"=""045017"""
1993,16.230137,29.210686,1,"=""045017"""
1994,14.369041,28.976986,1,"=""045017"""
1995,15.088767,28.374794,1,"=""045017"""
1996,15.274044,29.038797,1,"=""045017"""
1997,15.736712,29.274246,1,"=""045017"""
1998,16.188736,28.931782,1,"=""045017"""
1999,,,0,
2000,15.455524,28.644476,1,"=""045017"""
2001,15.594751,29.408241,1,"=""045025"""
2002,15.483071500000001,30.786001499999998,2,"=""045025;045017"""
2003,15.888764,30.407324,1,"=""045017"""
2004,15.514326,30.289637,1,"=""045017"""
2005,,,0,
2006,,,0,
2007,,,0,
2008,,,0,
2009,,,0,
2010,,,0,
2011,,,0,
2012,14.74876,29.532782,1,"=""045025"""
2013,16.27033,30.807163,1,"=""045025"""
2014,16.411507,30.273151,1,"=""045025"""
2015,16.726301,30.24411,1,"=""045025"""
2016,16.998087,29.344536,1,"=""045025"""
