Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1910,13.434794,26.521704,1,"=""046037"""
1911,13.456164,26.273973,1,"=""046037"""
1912,14.209017,27.23306,1,"=""046037"""
1913,13.805479,26.75644,1,"=""046037"""
1914,15.381096,28.471506,1,"=""046037"""
1915,14.287397,27.612877,1,"=""046037"""
1916,13.817487,25.989344,1,"=""046037"""
1917,13.19011,25.933699,1,"=""046037"""
1918,13.446428,27.266302,1,"=""046037"""
1919,14.246575,28.484385,1,"=""046037"""
1920,13.674247,26.50164,1,"=""046037"""
1921,14.462637,27.652876,1,"=""046037"""
1922,13.328219,28.132877,1,"=""046037"""
1923,13.72685,27.994795,1,"=""046037"""
1924,12.563934,27.332514,1,"=""046037"""
1925,12.360548,27.96411,1,"=""046037"""
1926,12.82569,27.85989,1,"=""046037"""
1927,12.258082,27.56274,1,"=""046037"""
1928,,,0,
1929,12.961644,26.87315,1,"=""046037"""
1930,,,0,
1931,10.036667,26.085989,1,"=""046037"""
1932,,,0,
1933,13.090685,27.238462,1,"=""046037"""
1934,13.299721,27.37542,1,"=""046037"""
1935,,,0,
1936,,,0,
1937,13.432231,27.789286,1,"=""046037"""
1938,,,0,
1939,,,0,
1940,,,0,
1941,,,0,
1942,,,0,
1943,,,0,
1944,,,0,
1945,,,0,
1946,,,0,
1947,,,0,
1948,,,0,
1949,,,0,
1950,,,0,
1951,,,0,
1952,,,0,
1953,,,0,
1954,,,0,
1955,,,0,
1956,12.635069,24.588333,1,"=""046037"""
1957,,,0,
1958,13.906044,27.382967,1,"=""046037"""
1959,14.112431,28.196419,1,"=""046037"""
1960,13.57863,26.894262,1,"=""046037"""
1961,14.033973,27.389357,1,"=""046037"""
1962,13.790137,26.925753,1,"=""046037"""
1963,,,0,
1964,13.540274,26.893972,1,"=""046037"""
1965,14.574795,27.81726,1,"=""046037"""
1966,13.680274,26.231506,1,"=""046037"""
1967,14.109366,26.901928,1,"=""046037"""
1968,14.068306,26.525137,1,"=""046037"""
1969,14.037535,27.474794,1,"=""046037"""
1970,13.21452,26.693151,1,"=""046037"""
1971,13.357808,26.436712,1,"=""046037"""
1972,13.938524,27.966394,1,"=""046037"""
1973,15.076164,27.548767,1,"=""046037"""
1974,13.306027,25.811506,1,"=""046037"""
1975,,,0,
1976,,,0,
1977,13.418356,28.135616,1,"=""046037"""
1978,13.204109,26.46685,1,"=""046037"""
1979,14.24066,27.858517,1,"=""046037"""
1980,14.397541,28.598907,1,"=""046037"""
1981,14.103324,27.105263,1,"=""046037"""
1982,13.547945,27.779451,1,"=""046037"""
1983,14.676165,27.135342,1,"=""046037"""
1984,13.006027,26.052732,1,"=""046037"""
1985,13.625205,26.832603,1,"=""046037"""
1986,13.798904,26.91863,1,"=""046037"""
1987,13.85,26.88767,1,"=""046037"""
1988,14.828689,27.749454,1,"=""046037"""
1989,14.028926,26.787123,1,"=""046037"""
1990,14.91178,27.82274,1,"=""046037"""
1991,14.652603,28.4737,1,"=""046037"""
1992,13.896721,26.93224,1,"=""046037"""
1993,14.700548,27.60822,1,"=""046037"""
1994,13.938356,27.96822,1,"=""046037"""
1995,14.4720545,27.139177,1,"=""046037"""
1996,14.414481,27.644535,1,"=""046037"""
1997,14.87863,27.81452,1,"=""046037"""
1998,15.20577,27.200548,1,"=""046037"""
1999,14.980548,27.726849,1,"=""046037"""
2000,14.960548,27.562296,1,"=""046037"""
2001,14.7442745,27.952015000000003,2,"=""046126;046037"""
2002,14.893407,28.82761,2,"=""046126;046037"""
2003,15.141729999999999,28.144292999999998,2,"=""046126;046037"""
2004,14.9584195,28.2867415,2,"=""046126;046037"""
2005,15.188154,29.020937,1,"=""046037"""
2006,15.2158625,28.453769,2,"=""046126;046037"""
2007,15.034847,28.042528,2,"=""046126;046037"""
2008,14.5688525,27.737159,2,"=""046126;046037"""
2009,15.5195055,28.84137,1,"=""046037"""
2010,14.1163275,25.8224735,2,"=""046126;046037"""
2011,14.2838355,27.549589,2,"=""046126;046037"""
2012,13.792364,27.886581999999997,2,"=""046126;046037"""
2013,14.9634715,29.13366,2,"=""046126;046037"""
2014,15.546576,28.872328,1,"=""046126"""
2015,15.1456585,27.986835,1,"=""046126"""
2016,15.615574,27.88907,1,"=""046126"""
