Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1949,,,0,
1950,11.88,25.362465,1,"=""016001"""
1951,12.236639,26.063736,1,"=""016001"""
1952,11.552472,24.811539,1,"=""016001"""
1953,11.848343,25.769588,1,"=""016001"""
1954,11.870685,25.093681,1,"=""016001"""
1955,12.430769,24.412329,1,"=""016001"""
1956,11.83232,24.157852,1,"=""016001"""
1957,12.333795,26.009588,1,"=""016001"""
1958,12.2934065,24.36978,1,"=""016001"""
1959,12.695317,25.821096,1,"=""016001"""
1960,,,0,
1961,12.650411,25.83589,1,"=""016001"""
1962,12.430685,25.411781,1,"=""016001"""
1963,12.809615,25.385714,1,"=""016001"""
1964,11.947541,24.953825,1,"=""016001"""
1965,12.681918,26.307123,1,"=""016001"""
1966,11.912912,24.789314,1,"=""016001"""
1967,12.260715,25.83452,1,"=""016001"""
1968,12.732055,25.053425,1,"=""016001"""
1969,12.145329,25.17967,1,"=""016001"""
1970,11.9063015,25.24904,1,"=""016001"""
1971,12.575342,25.044384,1,"=""016001"""
1972,12.585519,25.98907,1,"=""016001"""
1973,13.643561,25.467945,1,"=""016001"""
1974,12.933972,24.550959,1,"=""016001"""
1975,12.585753,25.793972,1,"=""016001"""
1976,11.944809,25.109837,1,"=""016001"""
1977,12.821644,26.5537,1,"=""016001"""
1978,12.319452,24.90548,1,"=""016001"""
1979,13.163013,25.887398,1,"=""016001"""
1980,12.919126,26.762022,1,"=""016001"""
1981,13.1967125,26.145754,1,"=""016001"""
1982,13.073699,26.283014,1,"=""016001"""
1983,13.204931,26.055342,1,"=""016001"""
1984,12.460656,25.010109,1,"=""016001"""
1985,12.73863,25.420822,1,"=""016001"""
1986,12.369863,25.201643,1,"=""016001"""
1987,12.517355,25.391233,1,"=""016001"""
1988,13.094536,26.129509,1,"=""016001"""
1989,12.524384,24.673151,1,"=""016001"""
1990,13.02865,26.178904,1,"=""016001"""
1991,13.224654,26.817808,1,"=""016001"""
1992,12.232513,24.58552,1,"=""016001"""
1993,12.873698,26.049314,1,"=""016001"""
1994,12.331233,26.527397,1,"=""016001"""
1995,12.711781,25.508493,1,"=""016001"""
1996,12.512022,25.968578,1,"=""016001"""
1997,13.035165,25.792877,1,"=""016001"""
1998,12.9,25.337261,1,"=""016001"""
1999,13.32,26.153973,1,"=""016001"""
2000,13.707104,26.158743,1,"=""016001"""
2001,12.97863,25.683289,1,"=""016001"""
2002,12.63589,26.729315,1,"=""016001"""
2003,13.10137,26.481918,1,"=""016001"""
2004,13.179781,26.462841,1,"=""016001"""
2005,13.070959,26.981096,1,"=""016001"""
2006,12.989863,26.767397,1,"=""016001"""
2007,13.529315,27.044931,1,"=""016001"""
2008,12.849589,26.127197,1,"=""016001"""
2009,13.713973,26.947123,1,"=""016001"""
2010,12.939726,25.40904,1,"=""016001"""
2011,13.44478,26.315659,1,"=""016001"""
2012,12.604372,26.500546,1,"=""016001"""
2013,13.820879,27.423077,1,"=""016001"""
2014,13.727945,27.529589,1,"=""016001"""
2015,13.476165,26.552328,1,"=""016001"""
2016,13.360109,26.474863,1,"=""016001"""
