Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1913,,,0,
1914,14.092054,27.883148,1,"=""043034"""
1915,13.489041,29.030685,1,"=""043034"""
1916,13.795355,26.731491,1,"=""043034"""
1917,11.748627,25.942265,1,"=""043034"""
1918,12.496986,27.556713,1,"=""043034"""
1919,13.756165,28.954794,1,"=""043034"""
1920,13.444972,26.622906,1,"=""043034"""
1921,,,0,
1922,,,0,
1923,,,0,
1924,,,0,
1925,,,0,
1926,,,0,
1927,,,0,
1928,,,0,
1929,,,0,
1930,,,0,
1931,,,0,
1932,,,0,
1933,,,0,
1934,,,0,
1935,,,0,
1936,,,0,
1937,,,0,
1938,,,0,
1939,14.1275,27.234444,1,"=""043034"""
1940,,,0,
1941,12.993664,26.816254,1,"=""043034"""
1942,,,0,
1943,12.903835,27.181318,1,"=""043034"""
1944,13.876373,27.958357,1,"=""043034"""
1945,14.177839,27.529282,1,"=""043034"""
1946,12.744109,28.116987,1,"=""043034"""
1947,13.072877,26.103836,1,"=""043034"""
1948,12.868853,27.019125,1,"=""043034"""
1949,13.143014,26.684383,1,"=""043034"""
1950,14.077473,25.640549,1,"=""043034"""
1951,12.15126,27.183836,1,"=""043034"""
1952,13.5737705,27.162022,1,"=""043034"""
1953,13.16,26.92088,1,"=""043034"""
1954,13.064836,26.584358,1,"=""043034"""
1955,,,0,
1956,12.981148,25.403305,1,"=""043034"""
1957,,,0,
1958,,,0,
1959,,,0,
1960,,,0,
1961,,,0,
1962,13.054521,27.20822,1,"=""043034"""
1963,13.541918,27.073425,1,"=""043034"""
1964,13.552186,27.910555,1,"=""043034"""
1965,14.2,28.430138,1,"=""043034"""
1966,13.47535,26.963562,1,"=""043034"""
1967,14.206425,27.521763,1,"=""043034"""
1968,13.92486,27.281044,1,"=""043034"""
1969,14.68489,27.552603,1,"=""043034"""
1970,13.113187,27.432966,1,"=""043034"""
1971,13.465754,26.927946,1,"=""043034"""
1972,,,0,
1973,,,0,
1974,13.5903845,26.627472,1,"=""043034"""
1975,,,0,
1976,,,0,
1977,,,0,
1978,,,0,
1979,,,0,
1980,14.843407,28.81956,1,"=""043034"""
1981,14.330137,27.529863,1,"=""043034"""
1982,13.921096,27.832054,1,"=""043034"""
1983,14.656077,26.545303,1,"=""043034"""
1984,,,0,
1985,13.903296,27.425274,1,"=""043034"""
1986,13.969316,27.75096,1,"=""043034"""
1987,14.527397,27.680166,1,"=""043034"""
1988,14.609289,27.62137,1,"=""043034"""
1989,14.284109,26.913973,1,"=""043034"""
1990,,,0,
1991,14.288462,28.473352,1,"=""043034"""
1992,13.962088,27.608767,1,"=""043034"""
1993,14.866484,28.313536,1,"=""043034"""
1994,13.55457,28.027653,1,"=""043034"""
1995,14.505219,28.17493,1,"=""043034"""
1996,14.198357,27.845205,1,"=""043034"""
1997,,,0,
1998,,,0,
1999,13.194182,26.598616,1,"=""043109"""
2000,,,0,
2001,13.324033,27.726795,1,"=""043109"""
2002,13.576713,29.027197,1,"=""043109"""
2003,14.331005,27.942223,1,"=""043109"""
2004,,,0,
2005,14.114006,28.877653,1,"=""043109"""
2006,14.144903,28.820055,1,"=""043109"""
2007,14.567493,28.072176,1,"=""043109"""
2008,13.039495,27.070913,1,"=""043109"""
2009,14.403601,29.042936,1,"=""043109"""
2010,13.661602,25.750689,1,"=""043109"""
2011,13.1994505,27.099176,1,"=""043109"""
2012,12.768033,27.436886,1,"=""043109"""
2013,13.80274,29.04822,1,"=""043109"""
2014,14.4649315,28.78822,1,"=""043109"""
2015,14.28548,28.147398,1,"=""043109"""
2016,14.632514,27.919127,1,"=""043109"""
