Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1912,,,0,
1913,,,0,
1914,8.763736,25.969698,1,"=""010093"""
1915,10.832055,24.616438,1,"=""010093"""
1916,8.8972225,24.410109,1,"=""010093"""
1917,,,0,
1918,10.438397,24.586187,1,"=""010093"""
1919,9.763561,24.688494,1,"=""010093"""
1920,10.136612,24.60847,1,"=""010093"""
1921,10.677534,25.289042,1,"=""010093"""
1922,9.734521,24.447672,1,"=""010093"""
1923,,,0,
1924,9.793443,23.707104,1,"=""010093"""
1925,,,0,
1926,10.657692,23.975275,1,"=""010093"""
1927,10.684066,24.083836,1,"=""010093"""
1928,10.424109,24.433607,1,"=""010093"""
1929,10.234246,23.461708,1,"=""010093"""
1930,11.459178,24.923561,1,"=""010093"""
1931,10.097808,23.494247,1,"=""010093"""
1932,10.664207,24.517809,1,"=""010093"""
1933,10.581369,24.187569,1,"=""010093"""
1934,10.650685,24.931507,1,"=""010093"""
1935,10.321644,24.617535,1,"=""010093"""
1936,11.109563,25.523497,1,"=""010093"""
1937,10.647945,25.181644,1,"=""010093"""
1938,11.118904,25.201643,1,"=""010093"""
1939,10.742192,24.70137,1,"=""010093"""
1940,10.671311,25.922405,1,"=""010093"""
1941,10.843014,25.158905,1,"=""010093"""
1942,10.184383,24.257534,1,"=""010093"""
1943,10.01863,23.99116,1,"=""010093"""
1944,10.203279,25.347397,1,"=""010093"""
1945,11.235617,25.06099,1,"=""010093"""
1946,10.498904,24.506575,1,"=""010093"""
1947,10.0986185,24.014795,1,"=""010093"""
1948,10.755191,25.454918,1,"=""010093"""
1949,10.833427,25.361326,1,"=""010093"""
1950,10.1126375,25.282143,1,"=""010093"""
1951,10.492602,24.28685,1,"=""010093"""
1952,9.8398905,24.489532,1,"=""010093"""
1953,10.145754,24.53361,1,"=""010093"""
1954,10.125205,25.087946,1,"=""010093"""
1955,,,0,
1956,9.940437,24.644932,1,"=""010093"""
1957,10.975616,25.425068,1,"=""010093"""
1958,11.23589,24.677473,1,"=""010093"""
1959,11.898904,25.13863,1,"=""010093"""
1960,9.766389,23.576164,1,"=""010093"""
1961,11.061157,25.322191,1,"=""010093"""
1962,,,0,
1963,,,0,
1964,,,0,
1965,11.686072,24.47479,1,"=""010093"""
1966,10.677009,23.657778,1,"=""010092"""
1967,11.398873,24.755648,1,"=""010092"""
1968,,,0,
1969,10.885715,25.091877,1,"=""010092"""
1970,10.9692615,24.605181,2,"=""010092;010093"""
1971,10.310112,23.772625,1,"=""010092"""
1972,,,0,
1973,11.0288565,24.129452999999998,2,"=""010092;010093"""
1974,10.917873,24.270013,2,"=""010092;010093"""
1975,11.033203499999999,24.361552500000002,2,"=""010092;010093"""
1976,11.6426765,25.281754499999998,2,"=""010092;010093"""
1977,11.949313,25.7356835,2,"=""010092;010093"""
1978,11.631868,25.091484,1,"=""010093"""
1979,11.2765275,25.003204,2,"=""010092;010093"""
1980,11.588507750000002,25.356715,2,"=""010092;010093"""
1981,11.142192,24.140274,2,"=""010092;010093"""
1982,11.4165745,24.92685,1,"=""010092"""
1983,12.015007,25.2178565,2,"=""010092;010093"""
1984,10.853719,23.692896,1,"=""010092"""
1985,11.809315,24.975069,1,"=""010092"""
1986,10.606575,23.84862,1,"=""010092"""
1987,11.380548,24.915342,1,"=""010092"""
1988,11.665847,24.73306,1,"=""010092"""
1989,11.048219,24.465479,1,"=""010092"""
1990,10.872055,24.12959,1,"=""010092"""
1991,11.97863,25.515068,1,"=""010092"""
1992,11.666393,23.716393,1,"=""010092"""
1993,11.061917,24.490137,1,"=""010092"""
1994,11.2002735,26.264658,1,"=""010092"""
1995,11.440822,24.316164,1,"=""010092"""
1996,11.587705,25.24235,1,"=""010092"""
1997,11.5643835,25.269588,1,"=""010092"""
1998,11.9205475,25.572603,1,"=""010092"""
1999,,,0,
2000,11.185205,25.066668,1,"=""010092"""
2001,10.63726,24.60822,1,"=""010092"""
2002,11.345329,25.76566,1,"=""010092"""
2003,11.862466,25.255068,1,"=""010092"""
2004,11.390909,25.380716,1,"=""010092"""
2005,10.945152,24.903324,1,"=""010092"""
2006,11.234349,25.484211,1,"=""010092"""
2007,10.903621,25.918837,1,"=""010092"""
2008,11.496944,25.383888,1,"=""010092"""
2009,11.536164,25.907946,1,"=""010092"""
2010,11.4370165,26.562326,1,"=""010092"""
2011,,,0,
2012,11.920995,26.278728,1,"=""010092"""
2013,12.02259,26.446005,1,"=""010092"""
2014,12.552066,26.655096,1,"=""010092"""
2015,12.557851,26.226967,1,"=""010092"""
2016,11.014364,24.559557,1,"=""010092"""
