Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Hamilton, Ruakura 2 Ews,26117,C75734,-37.77389,175.30517,45,H,Niwa/Agresearch
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
26117,20051110:2000,22.8,24,7.3,24,3.8,24,-,-,-,D
26117,20051111:2000,24.4,24,12.4,24,8.6,24,-,-,-,D
26117,20051112:2000,22.4,24,11.0,24,6.1,24,-,-,-,D
26117,20051113:2000,20.1,24,10.4,24,6.9,24,-,-,-,D
26117,20051114:2000,18.3,24,5.1,24,1.7,24,-,-,-,D
26117,20051115:2000,20.7,24,7.1,24,4.1,24,-,-,-,D
26117,20051116:2000,20.5,24,8.7,24,5.8,24,-,-,-,D
26117,20051117:2000,19.7,24,6.9,24,3.6,24,-,-,-,D
26117,20051118:2000,21.3,24,5.5,24,2.7,24,-,-,-,D
26117,20051119:2000,22.3,24,8.0,24,4.4,24,-,-,-,D
26117,20051120:2000,20.7,24,7.7,24,3.9,24,-,-,-,D
26117,20051121:2000,20.8,24,6.8,24,4.5,24,-,-,-,D
26117,20051122:2000,19.9,24,3.7,24,0.4,24,-,-,-,D
26117,20051123:2000,18.9,24,11.4,24,9.0,24,-,-,-,D
26117,20051124:2000,18.2,24,6.5,24,0.9,24,-,-,-,D
26117,20051125:2000,20.4,24,9.1,24,9.2,24,-,-,-,D
26117,20051126:2000,12.6,24,8.2,24,6.3,24,-,-,-,D
26117,20051127:2000,19.9,24,8.3,24,5.2,24,-,-,-,D
26117,20051128:2000,19.1,24,11.0,24,7.9,24,-,-,-,D
26117,20051129:2000,22.8,24,9.4,24,5.5,24,-,-,-,D
26117,20051130:2000,24.1,24,8.8,24,4.2,24,-,-,-,D
26117,20051201:2000,22.4,24,6.7,24,2.7,24,-,-,-,D
26117,20051202:2000,20.1,24,10.0,24,3.5,24,-,-,-,D
26117,20051203:2000,21.7,24,11.4,24,8.2,24,-,-,-,D
26117,20051204:2000,23.1,24,15.1,24,13.8,24,-,-,-,D
26117,20051205:2000,21.6,24,12.0,24,8.5,24,-,-,-,D
26117,20051206:2000,23.5,24,14.3,24,13.0,24,-,-,-,D
26117,20051207:2000,23.0,24,9.9,24,5.8,24,-,-,-,D
26117,20051208:2000,22.2,24,16.5,24,15.6,24,-,-,-,D
26117,20051209:2000,24.8,24,18.6,24,18.1,24,-,-,-,D
26117,20051210:2000,23.9,24,16.4,24,13.6,24,-,-,-,D
26117,20051211:2000,25.3,24,17.7,24,16.0,24,-,-,-,D
26117,20051212:2000,25.0,24,14.9,24,11.1,24,-,-,-,D
26117,20051213:2000,25.4,24,17.7,24,16.6,24,-,-,-,D
26117,20051214:2000,23.4,24,15.3,24,12.4,24,-,-,-,D
26117,20051215:2000,22.2,24,16.7,24,14.9,24,-,-,-,D
26117,20051216:2000,23.3,24,16.1,24,14.4,24,-,-,-,D
26117,20051217:2000,19.0,24,13.5,24,10.9,24,-,-,-,D
26117,20051218:2000,23.8,24,11.5,24,8.6,24,-,-,-,D
26117,20051219:2000,23.1,24,16.4,24,15.4,24,-,-,-,D
26117,20051220:2000,22.6,24,13.3,24,11.3,24,-,-,-,D
26117,20051221:2000,20.8,24,12.3,24,10.5,24,-,-,-,D
26117,20051222:2000,22.1,24,16.5,24,15.2,24,-,-,-,D
26117,20051223:2000,20.6,24,13.0,24,12.0,24,-,-,-,D
26117,20051224:2000,22.0,24,8.0,24,3.2,24,-,-,-,D
26117,20051225:2000,21.4,24,16.3,24,16.7,24,-,-,-,D
26117,20051226:2000,23.6,24,9.8,24,5.2,24,-,-,-,D
26117,20051227:2000,23.4,24,11.4,24,8.1,24,-,-,-,D
26117,20051228:2000,24.5,24,12.8,24,9.8,24,-,-,-,D
26117,20051229:2000,25.0,24,10.1,24,7.3,24,-,-,-,D
26117,20051230:2000,23.2,24,15.4,24,13.0,24,-,-,-,D
26117,20051231:2000,24.0,24,16.5,24,12.8,24,-,-,-,D
26117,20060101:2000,23.4,24,14.8,24,13.3,24,-,-,-,D
26117,20060102:2000,24.2,24,10.8,24,7.6,24,-,-,-,D
26117,20060103:2000,22.2,24,16.5,24,14.7,24,-,-,-,D
26117,20060104:2000,22.1,24,10.7,24,8.2,24,-,-,-,D
26117,20060105:2000,21.0,24,9.3,24,6.6,24,-,-,-,D
26117,20060106:2000,20.0,24,5.8,24,1.2,24,-,-,-,D
26117,20060107:2000,21.2,24,8.4,24,4.3,24,-,-,-,D
26117,20060108:2000,22.1,24,12.5,24,6.9,24,-,-,-,D
26117,20060109:2000,25.0,24,14.4,24,12.3,24,-,-,-,D
26117,20060110:2000,25.7,24,11.4,24,6.4,24,-,-,-,D
26117,20060111:2000,25.8,24,10.3,24,6.2,24,-,-,-,D
26117,20060112:2000,24.6,24,14.7,24,9.8,24,-,-,-,D
26117,20060113:2000,26.0,24,16.3,24,12.3,24,-,-,-,D
26117,20060114:2000,26.3,24,17.1,24,14.1,24,-,-,-,D
26117,20060115:2000,23.5,24,11.7,24,6.3,24,-,-,-,D
26117,20060116:2000,21.6,24,7.4,24,1.9,24,-,-,-,D
26117,20060117:2000,25.4,24,9.6,24,5.1,24,-,-,-,D
26117,20060118:2000,22.7,24,15.1,24,16.2,24,-,-,-,D
26117,20060119:2000,19.9,24,9.0,24,5.5,24,-,-,-,D
26117,20060120:2000,23.2,24,13.0,24,-,-,-,-,-,D
26117,20060121:2000,24.7,24,10.4,24,-,-,-,-,-,D
26117,20060122:2000,26.1,24,11.5,24,-,-,-,-,-,D
26117,20060123:2000,25.0,24,17.2,24,-,-,-,-,-,D
26117,20060124:2000,23.4,24,18.9,24,-,-,-,-,-,D
26117,20060125:2000,24.5,24,16.4,24,-,-,-,-,-,D
26117,20060126:2000,24.8,24,13.3,24,-,-,-,-,-,D
26117,20060127:2000,25.4,24,15.8,24,-,-,-,-,-,D
26117,20060128:2000,28.1,24,19.3,24,-,-,-,-,-,D
26117,20060129:2000,27.8,24,19.6,24,-,-,-,-,-,D
26117,20060130:2000,28.0,24,18.2,24,-,-,-,-,-,D
26117,20060131:2000,28.0,24,20.0,24,20.1,24,-,-,-,D
26117,20060201:2000,27.4,24,17.4,24,17.0,24,-,-,-,D
26117,20060202:2000,26.7,24,17.6,24,15.7,24,-,-,-,D
26117,20060203:2000,27.2,24,12.5,24,10.3,24,-,-,-,D
26117,20060204:2000,26.7,24,14.9,24,13.0,24,-,-,-,D
26117,20060205:2000,25.0,24,14.5,24,12.0,24,-,-,-,D
26117,20060206:2000,25.3,24,10.4,24,8.0,24,-,-,-,D
26117,20060207:2000,25.4,24,13.4,24,9.6,24,-,-,-,D
26117,20060208:2000,24.6,24,9.7,24,6.2,24,-,-,-,D
26117,20060209:2000,21.9,24,13.0,24,9.2,24,-,-,-,D
26117,20060210:2000,22.2,24,14.9,24,13.1,24,-,-,-,D
26117,20060211:2000,26.4,24,14.7,24,11.0,24,-,-,-,D
26117,20060212:2000,24.2,24,11.5,24,7.7,24,-,-,-,D
26117,20060213:2000,24.3,24,9.9,24,6.6,24,-,-,-,D
26117,20060214:2000,23.1,24,13.5,24,9.8,24,-,-,-,D
26117,20060215:2000,23.3,24,10.9,24,6.7,24,-,-,-,D
26117,20060227:2000,21.4,24,12.4,24,7.3,24,-,-,-,D
26117,20060228:2000,22.4,24,6.6,24,2.8,24,-,-,-,D
26117,20060301:2000,21.6,24,12.3,24,12.0,24,-,-,-,D
26117,20060302:2000,20.7,24,13.7,24,11.4,24,-,-,-,D
26117,20060303:2000,19.6,24,8.0,24,2.1,24,-,-,-,D
26117,20060304:2000,20.0,24,2.6,24,-2.6,24,-,-,-,D
26117,20060305:2000,20.1,24,10.3,24,13.2,24,-,-,-,D
26117,20060306:2000,20.4,24,12.2,24,8.5,24,-,-,-,D
26117,20060307:2000,23.5,24,12.4,24,8.6,24,-,-,-,D
26117,20060308:2000,23.0,24,9.0,24,5.8,24,-,-,-,D
26117,20060309:2000,19.3,24,3.4,24,-1.1,24,-,-,-,D
26117,20060310:2000,20.0,24,9.9,24,5.6,24,-,-,-,D
26117,20060311:2000,22.4,24,14.1,24,14.6,24,-,-,-,D
26117,20060312:2000,20.1,24,9.9,24,5.5,24,-,-,-,D
26117,20060313:2000,22.8,24,5.9,24,0.9,24,-,-,-,D
26117,20060314:2000,21.3,24,5.2,24,-0.6,24,-,-,-,D
26117,20060315:2000,24.2,24,10.2,24,5.0,24,-,-,-,D
26117,20060316:2000,24.5,24,12.8,24,9.6,24,-,-,-,D
26117,20060317:2000,24.6,24,8.7,24,4.8,24,-,-,-,D
26117,20060318:2100,24.1,24,14.2,24,11.5,24,-,-,-,D
26117,20060319:2100,24.7,24,13.0,24,8.5,24,-,-,-,D
26117,20060320:2100,26.3,24,12.8,24,10.1,24,-,-,-,D
26117,20060321:2100,25.3,24,14.3,24,10.2,24,-,-,-,D
26117,20060322:2100,24.0,24,15.0,24,12.6,24,-,-,-,D
26117,20060323:2100,22.7,24,15.2,24,14.6,24,-,-,-,D
26117,20060324:2100,21.0,24,8.2,24,5.4,24,-,-,-,D
26117,20060325:2100,20.4,24,12.3,24,10.3,24,-,-,-,D
26117,20060326:2100,20.2,24,14.2,24,14.3,24,-,-,-,D
26117,20060327:2100,25.9,24,17.8,24,17.8,24,-,-,-,D
26117,20060328:2100,24.5,24,14.1,24,12.3,24,-,-,-,D
26117,20060329:2100,24.6,24,10.5,24,8.2,24,-,-,-,D
26117,20060330:2100,21.7,24,13.2,24,11.5,24,-,-,-,D
26117,20060331:2100,22.9,24,11.1,24,7.5,24,-,-,-,D
26117,20060401:2100,23.5,24,15.8,24,15.6,24,-,-,-,D
26117,20060402:2100,19.7,24,14.2,24,12.3,24,-,-,-,D
26117,20060403:2100,24.3,24,14.4,24,11.8,24,-,-,-,D
26117,20060404:2100,21.0,24,14.3,24,11.5,24,-,-,-,D
26117,20060405:2100,21.7,24,9.8,24,7.0,24,-,-,-,D
26117,20060406:2100,21.5,24,14.7,24,12.5,24,-,-,-,D
26117,20060407:2100,21.4,24,14.3,24,12.9,24,-,-,-,D
26117,20060408:2100,20.8,24,13.6,24,11.6,24,-,-,-,D
26117,20060409:2100,20.3,24,12.0,24,7.3,24,-,-,-,D
26117,20060410:2100,19.8,24,11.8,24,8.9,24,-,-,-,D
26117,20060411:2100,18.4,24,7.6,24,3.5,24,-,-,-,D
26117,20060412:2100,18.6,24,5.7,24,2.4,24,-,-,-,D
26117,20060413:2100,19.7,24,9.1,24,5.5,24,-,-,-,D
26117,20060414:2100,21.8,24,5.8,24,1.7,24,-,-,-,D
26117,20060415:2100,20.9,24,10.4,24,7.6,24,-,-,-,D
26117,20060416:2100,20.4,24,11.5,24,8.6,24,-,-,-,D
26117,20060417:2100,21.7,24,14.9,24,13.4,24,-,-,-,D
26117,20060418:2100,18.8,24,9.3,24,8.0,24,-,-,-,D
26117,20060419:2100,20.6,24,7.8,24,5.3,24,-,-,-,D
26117,20060420:2100,20.7,24,9.8,24,5.7,24,-,-,-,D
26117,20060421:2100,21.8,24,8.9,24,6.7,24,-,-,-,D
26117,20060422:2100,21.7,24,13.9,24,10.3,24,-,-,-,D
26117,20060423:2100,21.8,24,13.9,24,10.6,24,-,-,-,D
26117,20060424:2100,22.8,24,16.5,24,16.5,24,-,-,-,D
26117,20060425:2100,21.2,24,10.0,24,7.4,24,-,-,-,D
26117,20060426:2100,19.7,24,8.4,24,4.9,24,-,-,-,D
26117,20060427:2100,20.6,24,12.7,24,12.3,24,-,-,-,D
26117,20060428:2100,20.8,24,11.1,24,7.4,24,-,-,-,D
26117,20060429:2100,16.3,24,11.7,24,10.1,24,-,-,-,D
26117,20060430:2100,20.9,24,8.0,24,4.7,24,-,-,-,D
26117,20060501:2100,20.8,24,6.1,24,3.6,24,-,-,-,D
26117,20060502:2100,19.0,24,9.6,24,11.8,24,-,-,-,D
