Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,009999,2012,01,01,,,
IDCJAC0009,009999,2012,01,02,,,
IDCJAC0009,009999,2012,01,03,,,
IDCJAC0009,009999,2012,01,04,,,
IDCJAC0009,009999,2012,01,05,,,
IDCJAC0009,009999,2012,01,06,,,
IDCJAC0009,009999,2012,01,07,,,
IDCJAC0009,009999,2012,01,08,,,
IDCJAC0009,009999,2012,01,09,,,
IDCJAC0009,009999,2012,01,10,,,
IDCJAC0009,009999,2012,01,11,,,
IDCJAC0009,009999,2012,01,12,,,
IDCJAC0009,009999,2012,01,13,,,
IDCJAC0009,009999,2012,01,14,0.0,,Y
IDCJAC0009,009999,2012,01,15,0.0,,Y
IDCJAC0009,009999,2012,01,16,0.8,1,Y
IDCJAC0009,009999,2012,01,17,0.0,1,Y
IDCJAC0009,009999,2012,01,18,0.0,,Y
IDCJAC0009,009999,2012,01,19,0.0,,Y
IDCJAC0009,009999,2012,01,20,0.0,,Y
IDCJAC0009,009999,2012,01,21,0.0,,Y
IDCJAC0009,009999,2012,01,22,0.0,1,Y
IDCJAC0009,009999,2012,01,23,0.0,1,Y
IDCJAC0009,009999,2012,01,24,0.0,1,Y
IDCJAC0009,009999,2012,01,25,0.0,1,Y
IDCJAC0009,009999,2012,01,26,0.0,,Y
IDCJAC0009,009999,2012,01,27,0.0,,Y
IDCJAC0009,009999,2012,01,28,0.0,,Y
IDCJAC0009,009999,2012,01,29,0.8,1,Y
IDCJAC0009,009999,2012,01,30,0.0,,Y
IDCJAC0009,009999,2012,01,31,0.0,,Y
IDCJAC0009,009999,2012,02,01,0.0,,Y
IDCJAC0009,009999,2012,02,02,0.6,1,Y
IDCJAC0009,009999,2012,02,03,0.8,1,Y
IDCJAC0009,009999,2012,02,04,0.0,1,Y
IDCJAC0009,009999,2012,02,05,0.0,1,Y
IDCJAC0009,009999,2012,02,06,0.2,1,Y
IDCJAC0009,009999,2012,02,07,0.0,1,Y
IDCJAC0009,009999,2012,02,08,0.0,,Y
IDCJAC0009,009999,2012,02,09,0.0,,Y
IDCJAC0009,009999,2012,02,10,0.0,,Y
IDCJAC0009,009999,2012,02,11,0.2,1,Y
IDCJAC0009,009999,2012,02,12,0.0,1,Y
IDCJAC0009,009999,2012,02,13,0.0,1,Y
IDCJAC0009,009999,2012,02,14,0.0,,Y
IDCJAC0009,009999,2012,02,15,0.0,1,Y
IDCJAC0009,009999,2012,02,16,0.0,,Y
IDCJAC0009,009999,2012,02,17,0.0,,Y
IDCJAC0009,009999,2012,02,18,0.0,,Y
IDCJAC0009,009999,2012,02,19,0.0,,Y
IDCJAC0009,009999,2012,02,20,0.0,,Y
IDCJAC0009,009999,2012,02,21,0.0,,Y
IDCJAC0009,009999,2012,02,22,0.0,,Y
IDCJAC0009,009999,2012,02,23,0.0,,Y
IDCJAC0009,009999,2012,02,24,0.0,1,Y
IDCJAC0009,009999,2012,02,25,0.0,1,Y
IDCJAC0009,009999,2012,02,26,1.6,1,Y
IDCJAC0009,009999,2012,02,27,1.6,1,Y
IDCJAC0009,009999,2012,02,28,0.2,1,Y
IDCJAC0009,009999,2012,02,29,0.0,1,Y
IDCJAC0009,009999,2012,03,01,0.0,1,Y
IDCJAC0009,009999,2012,03,02,0.0,1,Y
IDCJAC0009,009999,2012,03,03,0.0,,Y
IDCJAC0009,009999,2012,03,04,0.0,,Y
IDCJAC0009,009999,2012,03,05,0.0,,Y
IDCJAC0009,009999,2012,03,06,0.0,,Y
IDCJAC0009,009999,2012,03,07,0.0,,Y
IDCJAC0009,009999,2012,03,08,0.0,,Y
IDCJAC0009,009999,2012,03,09,0.0,,Y
IDCJAC0009,009999,2012,03,10,0.0,1,Y
IDCJAC0009,009999,2012,03,11,0.0,,Y
IDCJAC0009,009999,2012,03,12,0.0,,Y
IDCJAC0009,009999,2012,03,13,3.0,1,Y
IDCJAC0009,009999,2012,03,14,0.0,,Y
IDCJAC0009,009999,2012,03,15,0.0,1,Y
IDCJAC0009,009999,2012,03,16,0.0,,Y
IDCJAC0009,009999,2012,03,17,0.0,,Y
IDCJAC0009,009999,2012,03,18,0.0,,Y
IDCJAC0009,009999,2012,03,19,0.0,1,Y
IDCJAC0009,009999,2012,03,20,0.2,1,Y
IDCJAC0009,009999,2012,03,21,1.4,1,Y
IDCJAC0009,009999,2012,03,22,0.0,,Y
IDCJAC0009,009999,2012,03,23,0.0,,Y
IDCJAC0009,009999,2012,03,24,0.0,,Y
IDCJAC0009,009999,2012,03,25,0.0,,Y
