Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,094029,2007,01,01,25.2
IDCJAC0016,094029,2007,01,02,24.8
IDCJAC0016,094029,2007,01,03,29.8
IDCJAC0016,094029,2007,01,04,33.2
IDCJAC0016,094029,2007,01,05,5.9
IDCJAC0016,094029,2007,01,06,2.6
IDCJAC0016,094029,2007,01,07,7.9
IDCJAC0016,094029,2007,01,08,26.4
IDCJAC0016,094029,2007,01,09,34.0
IDCJAC0016,094029,2007,01,10,26.6
IDCJAC0016,094029,2007,01,11,32.9
IDCJAC0016,094029,2007,01,12,22.9
IDCJAC0016,094029,2007,01,13,26.7
IDCJAC0016,094029,2007,01,14,25.6
IDCJAC0016,094029,2007,01,15,24.8
IDCJAC0016,094029,2007,01,16,32.5
IDCJAC0016,094029,2007,01,17,15.0
IDCJAC0016,094029,2007,01,18,23.3
IDCJAC0016,094029,2007,01,19,13.2
IDCJAC0016,094029,2007,01,20,4.8
IDCJAC0016,094029,2007,01,21,12.6
IDCJAC0016,094029,2007,01,22,31.6
IDCJAC0016,094029,2007,01,23,24.3
IDCJAC0016,094029,2007,01,24,27.0
IDCJAC0016,094029,2007,01,25,16.9
IDCJAC0016,094029,2007,01,26,15.5
IDCJAC0016,094029,2007,01,27,28.2
IDCJAC0016,094029,2007,01,28,23.4
IDCJAC0016,094029,2007,01,29,15.9
IDCJAC0016,094029,2007,01,30,28.6
IDCJAC0016,094029,2007,01,31,22.3
IDCJAC0016,094029,2007,02,01,30.8
IDCJAC0016,094029,2007,02,02,21.6
IDCJAC0016,094029,2007,02,03,21.3
IDCJAC0016,094029,2007,02,04,30.5
IDCJAC0016,094029,2007,02,05,26.4
IDCJAC0016,094029,2007,02,06,28.2
IDCJAC0016,094029,2007,02,07,23.1
IDCJAC0016,094029,2007,02,08,18.4
IDCJAC0016,094029,2007,02,09,19.4
IDCJAC0016,094029,2007,02,10,20.1
IDCJAC0016,094029,2007,02,11,17.7
IDCJAC0016,094029,2007,02,12,20.2
IDCJAC0016,094029,2007,02,13,28.2
IDCJAC0016,094029,2007,02,14,22.4
IDCJAC0016,094029,2007,02,15,19.6
IDCJAC0016,094029,2007,02,16,25.6
IDCJAC0016,094029,2007,02,17,19.3
IDCJAC0016,094029,2007,02,18,23.8
IDCJAC0016,094029,2007,02,19,12.0
IDCJAC0016,094029,2007,02,20,18.0
IDCJAC0016,094029,2007,02,21,21.6
IDCJAC0016,094029,2007,02,22,5.5
IDCJAC0016,094029,2007,02,23,19.4
