Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,027042,1959,01,01,,,
IDCJAC0010,027042,1959,01,02,32.7,,Y
IDCJAC0010,027042,1959,01,03,31.4,1,Y
IDCJAC0010,027042,1959,01,04,,,
IDCJAC0010,027042,1959,01,05,33.7,,Y
IDCJAC0010,027042,1959,01,06,32.5,1,Y
IDCJAC0010,027042,1959,01,07,32.5,1,Y
IDCJAC0010,027042,1959,01,08,,,
IDCJAC0010,027042,1959,01,09,,,
IDCJAC0010,027042,1959,01,10,27.2,,Y
IDCJAC0010,027042,1959,01,11,,,
IDCJAC0010,027042,1959,01,12,30.8,,Y
IDCJAC0010,027042,1959,01,13,31.8,1,Y
IDCJAC0010,027042,1959,01,14,30.8,1,Y
IDCJAC0010,027042,1959,01,15,30.8,1,Y
IDCJAC0010,027042,1959,01,16,30.8,1,Y
IDCJAC0010,027042,1959,01,17,30.4,1,Y
IDCJAC0010,027042,1959,01,18,,,
IDCJAC0010,027042,1959,01,19,29.1,,Y
IDCJAC0010,027042,1959,01,20,30.6,1,Y
IDCJAC0010,027042,1959,01,21,27.4,1,Y
IDCJAC0010,027042,1959,01,22,29.6,1,Y
IDCJAC0010,027042,1959,01,23,31.8,1,Y
IDCJAC0010,027042,1959,01,24,32.3,1,Y
IDCJAC0010,027042,1959,01,25,,,
IDCJAC0010,027042,1959,01,26,,,
IDCJAC0010,027042,1959,01,27,32.6,,Y
IDCJAC0010,027042,1959,01,28,32.1,1,Y
IDCJAC0010,027042,1959,01,29,31.7,1,Y
IDCJAC0010,027042,1959,01,30,30.8,1,Y
IDCJAC0010,027042,1959,01,31,32.8,1,Y
IDCJAC0010,027042,1959,02,01,,,
IDCJAC0010,027042,1959,02,02,29.8,,Y
IDCJAC0010,027042,1959,02,03,31.4,1,Y
IDCJAC0010,027042,1959,02,04,33.7,1,Y
IDCJAC0010,027042,1959,02,05,32.9,1,Y
IDCJAC0010,027042,1959,02,06,32.9,1,Y
IDCJAC0010,027042,1959,02,07,33.9,1,Y
IDCJAC0010,027042,1959,02,08,,,
IDCJAC0010,027042,1959,02,09,34.2,,Y
IDCJAC0010,027042,1959,02,10,32.4,1,Y
IDCJAC0010,027042,1959,02,11,32.8,1,Y
IDCJAC0010,027042,1959,02,12,32.6,1,Y
IDCJAC0010,027042,1959,02,13,32.8,1,Y
IDCJAC0010,027042,1959,02,14,33.6,1,Y
IDCJAC0010,027042,1959,02,15,,,
IDCJAC0010,027042,1959,02,16,28.8,,Y
IDCJAC0010,027042,1959,02,17,30.1,1,Y
IDCJAC0010,027042,1959,02,18,32.5,1,Y
IDCJAC0010,027042,1959,02,19,33.6,1,Y
IDCJAC0010,027042,1959,02,20,34.7,1,Y
IDCJAC0010,027042,1959,02,21,35.2,1,Y
IDCJAC0010,027042,1959,02,22,,,
IDCJAC0010,027042,1959,02,23,33.1,,Y
IDCJAC0010,027042,1959,02,24,31.6,1,Y
IDCJAC0010,027042,1959,02,25,31.5,1,Y
IDCJAC0010,027042,1959,02,26,,1,
IDCJAC0010,027042,1959,02,27,32.2,,Y
IDCJAC0010,027042,1959,02,28,31.7,1,Y
IDCJAC0010,027042,1959,03,01,,,
IDCJAC0010,027042,1959,03,02,33.2,,Y
IDCJAC0010,027042,1959,03,03,26.9,1,Y
IDCJAC0010,027042,1959,03,04,26.3,1,Y
IDCJAC0010,027042,1959,03,05,27.7,1,Y
IDCJAC0010,027042,1959,03,06,30.6,1,Y
IDCJAC0010,027042,1959,03,07,30.4,1,Y
IDCJAC0010,027042,1959,03,08,,,
IDCJAC0010,027042,1959,03,09,29.8,,Y
IDCJAC0010,027042,1959,03,10,28.8,1,Y
IDCJAC0010,027042,1959,03,11,30.6,1,Y
IDCJAC0010,027042,1959,03,12,31.1,1,Y
