Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Hamilton, Ruakura Ews,12616,C75733,-37.77879,175.31271,40,H,Niwa
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
12616,19961025:2000,19.2,24,6.6,24,3.0,24,-,-,-,D
12616,19961026:2000,17.4,24,12.4,24,14.3,24,-,-,-,D
12616,19961027:2000,17.7,24,12.6,24,12.2,24,-,-,-,D
12616,19961028:2000,17.4,24,12.2,24,12.3,24,-,-,-,D
12616,19961029:2000,19.0,24,9.8,24,5.5,24,-,-,-,D
12616,19961030:2000,18.8,24,5.7,24,1.0,24,-,-,-,D
12616,19961031:2000,19.2,24,6.3,24,1.4,24,-,-,-,D
12616,19961101:2000,18.2,24,8.2,24,7.8,24,-,-,-,D
12616,19961102:2000,18.1,24,4.6,24,0.3,24,-,-,-,D
12616,19961103:2000,17.5,24,3.6,24,-0.9,24,-,-,-,D
12616,19961104:2000,18.0,24,5.5,24,1.2,24,-,-,-,D
12616,19961105:2000,17.9,24,4.4,24,-0.1,24,-,-,-,D
12616,19961106:2000,17.9,24,11.5,24,7.7,24,-,-,-,D
12616,19961107:2000,19.0,24,4.4,24,-0.3,24,-,-,-,D
12616,19961108:2000,17.2,24,3.0,24,-0.5,24,-,-,-,D
12616,19961109:2000,17.6,24,4.5,24,0.1,24,-,-,-,D
12616,19961110:2000,17.6,24,5.2,24,0.7,24,-,-,-,D
12616,19961111:2000,17.6,24,10.8,24,8.0,24,-,-,-,D
12616,19961112:2000,18.2,24,11.1,24,9.1,24,-,-,-,D
12616,19961113:2000,17.1,24,9.3,24,7.3,24,-,-,-,D
12616,19961114:2000,18.3,24,12.8,24,11.0,24,-,-,-,D
12616,19961115:2000,18.3,24,10.0,24,6.0,24,-,-,-,D
12616,19961116:2000,19.4,24,8.9,24,5.4,24,-,-,-,D
12616,19961117:2000,20.4,24,7.9,24,4.2,24,-,-,-,D
12616,19961118:2000,19.1,24,11.0,24,12.2,24,-,-,-,D
12616,19961119:2000,20.4,24,10.3,24,8.0,24,-,-,-,D
12616,19961120:2000,17.2,24,6.4,24,2.3,24,-,-,-,D
12616,19961121:2000,18.6,24,8.2,24,5.0,24,-,-,-,D
12616,19961122:2000,19.8,24,10.2,24,6.4,24,-,-,-,D
12616,19961123:2000,17.5,24,9.4,24,4.3,24,-,-,-,D
12616,19961124:2000,17.3,24,11.7,24,9.9,24,-,-,-,D
12616,19961125:2000,17.3,24,12.6,24,10.9,24,-,-,-,D
12616,19961126:2000,19.0,24,11.3,24,11.0,24,-,-,-,D
12616,19961127:2000,18.8,24,1.9,24,-0.9,24,-,-,-,D
12616,19961128:2000,19.5,24,10.6,24,6.6,24,-,-,-,D
12616,19961129:2000,17.9,24,9.8,24,6.1,24,-,-,-,D
12616,19961130:2000,18.8,24,13.2,24,13.5,24,-,-,-,D
12616,19961201:2000,20.5,24,8.5,24,4.6,24,-,-,-,D
12616,19961202:2000,22.0,24,14.2,24,14.3,24,-,-,-,D
12616,19961203:2000,19.3,24,12.8,24,12.1,24,-,-,-,D
12616,19961204:2000,18.6,24,5.9,24,1.9,24,-,-,-,D
12616,19961205:2000,18.7,24,5.3,24,1.6,24,-,-,-,D
12616,19961206:2000,18.6,24,7.3,24,5.5,24,-,-,-,D
12616,19961207:2000,19.9,24,6.1,24,1.5,24,-,-,-,D
12616,19961208:2000,20.8,24,4.7,24,0.5,24,-,-,-,D
12616,19961209:2000,21.0,24,9.6,24,5.2,24,-,-,-,D
12616,19961210:2000,22.3,24,10.3,24,7.0,24,-,-,-,D
12616,19961211:2000,23.2,24,8.6,24,3.9,24,-,-,-,D
12616,19961212:2000,20.7,24,8.2,24,4.9,24,-,-,-,D
12616,19961213:2000,17.2,24,12.3,24,13.4,24,-,-,-,D
12616,19961214:2000,20.6,24,10.3,24,6.8,24,-,-,-,D
12616,19961215:2000,19.8,24,6.2,24,2.0,24,-,-,-,D
12616,19961216:2000,18.2,24,5.5,24,1.8,24,-,-,-,D
12616,19961217:2000,18.2,24,8.7,24,5.1,24,-,-,-,D
12616,19961218:2000,21.6,24,10.9,24,7.4,24,-,-,-,D
12616,19961219:2000,20.7,24,14.4,24,14.6,24,-,-,-,D
12616,19961220:2000,21.9,24,10.9,24,11.1,24,-,-,-,D
12616,19961221:2000,17.2,24,10.1,24,8.2,24,-,-,-,D
12616,19961222:2000,19.0,24,5.6,24,3.1,24,-,-,-,D
12616,19961223:2000,18.9,24,10.5,24,6.7,24,-,-,-,D
12616,19961224:2000,23.8,24,11.8,24,8.1,24,-,-,-,D
12616,19961225:2000,24.0,24,12.6,24,9.4,24,-,-,-,D
12616,19961226:2000,22.8,24,10.6,24,6.1,24,-,-,-,D
12616,19961227:2000,23.2,24,13.3,24,9.3,24,-,-,-,D
12616,19961228:2000,23.7,24,15.3,24,14.0,24,-,-,-,D
12616,19961229:2000,20.9,24,16.4,24,16.1,24,-,-,-,D
12616,19961230:2000,18.5,24,15.9,24,16.3,24,-,-,-,D
12616,19961231:2000,23.5,24,11.4,24,8.3,24,-,-,-,D
12616,19970101:2000,24.7,24,17.2,24,15.4,24,-,-,-,D
12616,19970102:2000,23.7,24,17.7,24,16.8,24,-,-,-,D
12616,19970103:2000,24.7,24,14.5,24,11.8,24,-,-,-,D
12616,19970104:2000,21.7,24,8.4,24,7.9,24,-,-,-,D
12616,19970105:2000,17.5,24,6.4,24,1.0,24,-,-,-,D
12616,19970106:2000,21.1,24,7.3,24,4.9,24,-,-,-,D
12616,19970107:2000,21.2,24,9.3,24,6.2,24,-,-,-,D
12616,19970108:2000,23.3,24,12.2,24,9.5,24,-,-,-,D
12616,19970109:2000,22.3,24,15.6,24,14.2,24,-,-,-,D
12616,19970110:2000,19.8,24,16.9,24,16.6,24,-,-,-,D
