Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Mt Ruapehu,Chateau 2,2357,C95152,-39.198,175.544,1097,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
2357,19810301:2100,22.5,24,7.0,24,-3.5,24,-,-,-,D
2357,19810302:2100,19.5,24,10.5,24,8.5,24,-,-,-,D
2357,19810303:2100,20.0,24,10.6,24,6.6,24,-,-,-,D
2357,19810304:2100,-,-,9.2,24,6.7,24,-,-,-,D
2357,19810305:2100,-,-,12.0,24,12.5,24,-,-,-,D
2357,19810306:2100,13.0,72,8.0,24,5.6,24,-,-,-,D
2357,19810308:2100,19.7,48,7.9,48,5.5,48,-,-,-,D
2357,19810309:2100,19.2,24,15.5,24,15.6,24,-,-,-,D
2357,19810310:2100,16.7,24,5.7,24,3.0,24,-,-,-,D
2357,19810311:2100,15.0,24,6.5,24,0.5,24,-,-,-,D
2357,19810312:2100,17.0,24,4.2,24,0.5,24,-,-,-,D
2357,19810313:2100,14.0,24,9.5,24,-3.0,24,-,-,-,D
2357,19810314:2100,17.3,24,6.8,24,2.5,24,-,-,-,D
2357,19810315:2100,16.5,24,7.4,24,4.9,24,-,-,-,D
2357,19810316:2100,12.5,24,10.2,24,10.3,24,-,-,-,D
2357,19810317:2100,15.5,24,10.5,24,11.0,24,-,-,-,D
2357,19810318:2100,12.2,24,7.5,24,6.5,24,-,-,-,D
2357,19810319:2100,12.4,24,6.3,24,3.9,24,-,-,-,D
2357,19810320:2100,16.0,24,8.4,24,5.9,24,-,-,-,D
2357,19810321:2100,18.6,24,10.2,24,7.9,24,-,-,-,D
2357,19810322:2100,20.0,24,10.0,24,7.0,24,-,-,-,D
2357,19810323:2100,21.0,24,9.0,24,7.0,24,-,-,-,D
2357,19810324:2100,18.0,24,5.3,24,5.5,24,-,-,-,D
2357,19810325:2100,15.0,24,12.5,24,12.7,24,-,-,-,D
2357,19810326:2100,17.0,24,8.5,24,10.0,24,-,-,-,D
2357,19810327:2100,13.0,24,7.0,24,7.0,24,-,-,-,D
2357,19810328:2100,12.0,24,2.0,24,-1.4,24,-,-,-,D
2357,19810329:2100,12.0,24,0.6,24,-2.5,24,-,-,-,D
2357,19810330:2100,13.5,24,2.0,24,-0.1,24,-,-,-,D
2357,19810331:2100,17.5,24,4.3,24,0.1,24,-,-,-,D
2357,19810401:2100,15.6,24,5.7,24,2.5,24,-,-,-,D
2357,19810402:2100,16.0,24,5.5,24,1.0,24,-,-,-,D
2357,19810403:2100,15.4,24,4.3,24,0.9,24,-,-,-,D
2357,19810404:2100,18.9,24,3.4,24,0.3,24,-,-,-,D
2357,19810405:2100,16.0,24,4.0,24,1.0,24,-,-,-,D
2357,19810406:2100,15.2,24,2.5,24,-1.0,24,-,-,-,D
2357,19810407:2100,14.1,24,3.0,24,-1.0,24,-,-,-,D
2357,19810408:2100,14.0,24,4.9,24,0.5,24,-,-,-,D
2357,19810409:2100,14.6,24,8.4,24,5.2,24,-,-,-,D
2357,19810410:2100,13.4,24,8.9,24,6.5,24,-,-,-,D
2357,19810411:2100,13.7,24,8.8,24,8.7,24,-,-,-,D
2357,19810412:2100,12.0,24,6.2,24,-,-,-,-,-,D
2357,19810413:2100,13.4,24,8.7,24,7.2,48,-,-,-,D
2357,19810414:2100,16.5,24,11.2,24,11.0,24,-,-,-,D
2357,19810415:2100,13.0,24,8.9,24,6.5,24,-,-,-,D
2357,19810416:2100,14.5,24,7.7,24,6.2,24,-,-,-,D
2357,19810417:2100,13.1,24,0.7,24,2.0,24,-,-,-,D
2357,19810418:2100,12.9,24,0.5,24,-1.0,24,-,-,-,D
2357,19810419:2100,13.1,24,1.5,24,2.0,24,-,-,-,D
2357,19810420:2100,9.5,24,6.5,24,6.0,24,-,-,-,D
2357,19810421:2100,9.9,24,5.5,24,3.5,24,-,-,-,D
2357,19810422:2100,12.6,24,1.5,24,-2.5,24,-,-,-,D
2357,19810423:2100,13.1,24,5.9,24,4.0,24,-,-,-,D
2357,19810424:2100,11.8,24,4.1,24,0.0,24,-,-,-,D
2357,19810425:2100,11.9,24,1.8,24,-2.0,24,-,-,-,D
2357,19810426:2100,11.6,24,3.7,24,1.0,24,-,-,-,D
2357,19810427:2100,9.2,24,3.4,24,1.0,24,-,-,-,D
2357,19810428:2100,9.1,24,5.0,24,3.5,24,-,-,-,D
2357,19810429:2100,9.4,24,6.9,24,6.0,24,-,-,-,D
2357,19810430:2100,11.2,24,1.6,24,-1.7,24,-,-,-,D
2357,19810501:2100,12.9,24,1.2,24,-3.0,24,-,-,-,D
2357,19810502:2100,12.4,24,1.3,24,-2.5,24,-,-,-,D
2357,19810503:2100,14.5,24,2.0,24,-1.5,24,-,-,-,D
2357,19810504:2100,13.4,24,3.5,24,-1.7,24,-,-,-,D
2357,19810505:2100,13.9,24,5.5,24,-0.5,24,-,-,-,D
2357,19810506:2100,15.5,24,1.5,24,-3.5,24,-,-,-,D
2357,19810507:2100,13.3,24,7.6,24,7.5,24,-,-,-,D
2357,19810508:2100,14.5,24,7.6,24,3.8,24,-,-,-,D
2357,19810509:2100,15.0,24,8.2,24,4.2,24,-,-,-,D
2357,19810510:2100,10.0,24,5.5,24,1.5,24,-,-,-,D
2357,19810511:2100,8.8,24,1.5,24,-3.0,24,-,-,-,D
2357,19810512:2100,7.5,24,0.0,24,-1.3,24,-,-,-,D
2357,19810513:2100,3.0,24,-3.6,24,-8.9,24,-,-,-,D
2357,19810514:2100,5.7,24,-3.8,24,-7.0,24,-,-,-,D
2357,19810515:2100,9.6,24,-1.0,24,-6.3,24,-,-,-,D
2357,19810516:2100,8.5,24,-3.0,24,-7.7,24,-,-,-,D
2357,19810517:2100,10.6,24,-0.5,24,-4.5,24,-,-,-,D
2357,19810518:2100,10.7,24,3.0,24,-0.2,24,-,-,-,D
2357,19810519:2100,8.9,24,4.3,24,1.4,24,-,-,-,D
2357,19810520:2100,11.0,24,3.5,24,-0.9,24,-,-,-,D
2357,19810521:2100,10.2,24,3.0,24,0.6,24,-,-,-,D
2357,19810522:2100,12.4,24,-0.6,24,-5.0,24,-,-,-,D
2357,19810523:2100,8.6,24,-1.6,24,-5.8,24,-,-,-,D
2357,19810524:2100,7.4,24,-2.6,24,-7.5,24,-,-,-,D
2357,19810525:2100,9.4,24,-0.1,24,-5.5,24,-,-,-,D
2357,19810526:2100,9.6,24,-0.6,24,-5.2,24,-,-,-,D
2357,19810527:2100,10.3,24,0.5,24,-5.3,24,-,-,-,D
2357,19810528:2100,10.2,24,-1.8,24,-6.3,24,-,-,-,D
2357,19810601:2100,9.3,96,0.6,96,-5.7,96,-,-,-,D
2357,19810602:2100,11.9,24,8.6,24,-,-,-,-,-,D
2357,19810603:2100,12.0,24,7.6,24,-,-,-,-,-,D
2357,19810605:2100,-,-,4.0,48,-,-,-,-,-,D
2357,19810606:2100,-,-,2.5,24,-,-,-,-,-,D
2357,19810607:2100,-,-,2.4,24,-,-,-,-,-,D
2357,19810608:2100,8.7,120,2.3,24,0.9,168,-,-,-,D
2357,19810609:2100,5.9,24,2.6,24,-,-,-,-,-,D
2357,19810610:2100,8.2,24,0.5,24,-,-,-,-,-,D
2357,19810611:2100,8.4,24,0.5,24,-,-,-,-,-,D
2357,19810612:2100,10.5,24,4.8,24,-,-,-,-,-,D
2357,19810613:2100,9.4,24,7.4,24,-,-,-,-,-,D
2357,19810614:2100,9.4,24,-,-,-,-,-,-,-,D
2357,19810615:2100,8.6,24,-,-,-,-,-,-,-,D
2357,19810616:2100,7.7,24,-,-,-,-,-,-,-,D
2357,19810617:2100,5.8,24,-,-,-,-,-,-,-,D
2357,19810618:2100,3.2,24,-,-,-,-,-,-,-,D
2357,19810619:2100,3.0,24,-,-,-,-,-,-,-,D
2357,19810620:2100,7.5,24,-,-,-,-,-,-,-,D
2357,19810621:2100,7.1,24,-,-,-,-,-,-,-,D
2357,19810622:2100,6.2,24,-,-,-,-,-,-,-,D
2357,19810623:2100,7.3,24,-1.8,240,-,-,-,-,-,D
2357,19810624:2100,6.8,24,-6.5,24,-,-,-,-,-,D
2357,19810626:2100,7.5,48,0.8,48,-,-,-,-,-,D
2357,19810627:2100,8.2,24,4.4,24,-,-,-,-,-,D
2357,19810628:2100,8.8,24,-,-,-,-,-,-,-,D
2357,19810629:2100,4.9,24,0.3,48,-,-,-,-,-,D
2357,19810630:2100,7.4,24,-,-,-,-,-,-,-,D
2357,19810701:2100,9.5,24,-,-,-,-,-,-,-,D
2357,19810702:2100,5.5,24,-,-,-,-,-,-,-,D
2357,19810703:2100,4.1,24,-,-,-,-,-,-,-,D
2357,19810704:2100,5.1,24,-,-,-,-,-,-,-,D
2357,19810705:2100,7.2,24,-,-,-,-,-,-,-,D
2357,19810706:2100,7.2,24,-,-,-,-,-,-,-,D
2357,19810707:2100,4.3,24,-,-,-,-,-,-,-,D
2357,19810708:2100,2.0,24,-,-,-,-,-,-,-,D
2357,19810709:2100,2.6,24,-,-,-,-,-,-,-,D
2357,19810712:2100,6.2,72,-,-,-,-,-,-,-,D
2357,19810713:2100,4.2,24,-,-,-,-,-,-,-,D
2357,19810714:2100,3.9,24,-,-,-,-,-,-,-,D
2357,19810715:2100,7.0,24,-,-,-,-,-,-,-,D
2357,19810716:2100,6.4,24,-,-,-,-,-,-,-,D
2357,19810717:2100,8.9,24,-,-,-,-,-,-,-,D
2357,19810718:2100,3.2,24,-,-,-,-,-,-,-,D
2357,19810719:2100,7.9,24,-,-,-,-,-,-,-,D
2357,19810720:2100,7.5,24,-,-,-,-,-,-,-,D
2357,19810721:2100,7.5,24,-,-,-,-,-,-,-,D
2357,19810722:2100,8.4,24,-,-,-,-,-,-,-,D
2357,19810723:2100,7.0,24,-,-,-,-,-,-,-,D
2357,19810724:2100,6.0,24,-,-,-,-,-,-,-,D
2357,19810725:2100,6.5,24,-,-,-,-,-,-,-,D
2357,19810726:2100,6.0,24,-,-,-,-,-,-,-,D
2357,19810727:2100,8.5,24,-,-,-,-,-,-,-,D
2357,19810728:2100,4.5,24,-,-,-,-,-,-,-,D
2357,19810729:2100,6.6,24,-,-,-,-,-,-,-,D
2357,19810730:2100,6.6,24,-,-,-,-,-,-,-,D
2357,19810731:2100,3.2,24,-0.1,24,-1.1,24,-,-,-,D
2357,19810801:2100,2.7,24,-2.0,24,-4.9,24,-,-,-,D
2357,19810802:2100,5.7,24,-1.5,24,-,-,-,-,-,D
2357,19810803:2100,2.2,24,-4.6,24,-8.2,48,-,-,-,D
