Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Gisborne Aws,2810,D87695,-38.65860,177.98513,5,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
2810,19891212:2000,-,-,16.2,24,-,-,-,-,-,D
2810,19891213:2000,24.9,24,13.2,24,-,-,-,-,-,D
2810,19891214:2000,27.1,24,17.4,24,-,-,-,-,-,D
2810,19891215:2000,25.8,24,18.6,24,-,-,-,-,-,D
2810,19891216:2000,24.4,24,13.1,24,-,-,-,-,-,D
2810,19891217:2000,24.5,24,10.4,24,-,-,-,-,-,D
2810,19891218:2000,21.1,24,8.0,24,-,-,-,-,-,D
2810,19891219:2000,15.6,24,8.4,24,-,-,-,-,-,D
2810,19891220:2000,17.5,24,11.8,24,-,-,-,-,-,D
2810,19891221:2000,18.2,24,10.5,24,-,-,-,-,-,D
2810,19891222:2000,19.9,24,16.0,24,-,-,-,-,-,D
2810,19891223:2000,24.2,24,10.6,24,-,-,-,-,-,D
2810,19891224:2000,24.0,24,8.5,24,-,-,-,-,-,D
2810,19891225:2000,20.3,24,14.5,24,-,-,-,-,-,D
2810,19891226:2000,22.3,24,15.7,24,-,-,-,-,-,D
2810,19891227:2000,24.2,24,18.5,24,-,-,-,-,-,D
2810,19891228:2000,25.4,24,18.0,24,-,-,-,-,-,D
2810,19891229:2000,25.1,24,16.3,24,-,-,-,-,-,D
2810,19891230:2000,24.6,24,16.1,24,-,-,-,-,-,D
2810,19891231:2000,23.7,24,18.2,24,-,-,-,-,-,D
2810,19900101:2000,22.9,24,15.4,24,-,-,-,-,-,D
2810,19900102:2000,25.3,24,15.2,24,-,-,-,-,-,D
2810,19900103:2000,24.1,24,12.6,24,-,-,-,-,-,D
2810,19900104:2000,26.8,24,20.0,24,-,-,-,-,-,D
2810,19900105:2000,26.2,24,9.8,24,-,-,-,-,-,D
2810,19900106:2000,25.3,24,9.1,24,-,-,-,-,-,D
2810,19900107:2000,21.5,24,9.1,24,-,-,-,-,-,D
2810,19900108:2000,20.0,24,11.9,24,-,-,-,-,-,D
2810,19900109:2000,25.2,24,13.7,24,-,-,-,-,-,D
2810,19900110:2000,22.5,24,9.8,24,-,-,-,-,-,D
2810,19900111:2000,19.2,24,13.0,24,-,-,-,-,-,D
2810,19900112:2000,27.9,24,15.2,24,-,-,-,-,-,D
2810,19900113:2000,23.3,24,13.3,24,-,-,-,-,-,D
2810,19900114:2000,31.5,24,16.9,24,-,-,-,-,-,D
2810,19900115:2000,28.4,24,19.7,24,-,-,-,-,-,D
2810,19900116:2000,28.1,24,18.7,24,-,-,-,-,-,D
2810,19900117:2000,26.2,24,21.9,24,-,-,-,-,-,D
2810,19900118:2000,27.3,24,14.1,24,-,-,-,-,-,D
2810,19900119:2000,24.8,24,15.2,24,-,-,-,-,-,D
2810,19900120:2000,23.3,24,18.0,24,-,-,-,-,-,D
2810,19900121:2000,25.5,24,16.5,24,-,-,-,-,-,D
2810,19900122:2000,25.6,24,19.2,24,-,-,-,-,-,D
2810,19900123:2000,24.6,24,15.9,24,-,-,-,-,-,D
2810,19900124:2000,19.9,24,13.6,24,-,-,-,-,-,D
2810,19900125:2000,21.0,24,11.5,24,-,-,-,-,-,D
2810,19900126:2000,22.7,24,12.9,24,-,-,-,-,-,D
2810,19900127:2000,25.5,24,12.0,24,-,-,-,-,-,D
2810,19900128:2000,23.8,24,18.1,24,-,-,-,-,-,D
2810,19900129:2000,27.8,24,20.5,24,-,-,-,-,-,D
2810,19900130:2000,28.3,24,14.7,24,-,-,-,-,-,D
2810,19900131:2000,28.2,24,8.8,24,-,-,-,-,-,D
2810,19900201:2000,21.8,24,12.2,24,-,-,-,-,-,D
2810,19900202:2000,24.3,24,11.5,24,-,-,-,-,-,D
2810,19900203:2000,24.7,24,15.2,24,-,-,-,-,-,D
2810,19900204:2000,29.5,24,17.9,24,-,-,-,-,-,D
2810,19900205:2000,24.5,24,16.2,24,-,-,-,-,-,D
2810,19900206:2000,32.4,24,17.7,24,-,-,-,-,-,D
2810,19900207:2000,30.6,24,17.1,24,-,-,-,-,-,D
2810,19900208:2000,30.9,24,16.4,24,-,-,-,-,-,D
2810,19900209:2000,25.8,24,16.1,24,-,-,-,-,-,D
2810,19900210:2000,20.5,24,16.4,24,-,-,-,-,-,D
2810,19900211:2000,27.0,24,18.3,24,-,-,-,-,-,D
2810,19900212:2000,24.6,24,16.7,24,-,-,-,-,-,D
2810,19900213:2000,25.5,24,16.3,24,-,-,-,-,-,D
2810,19900214:2000,20.9,24,14.2,24,-,-,-,-,-,D
2810,19900215:2000,25.4,24,15.1,24,-,-,-,-,-,D
2810,19900216:2000,26.6,24,12.7,24,-,-,-,-,-,D
2810,19900217:2000,25.3,24,14.8,24,-,-,-,-,-,D
2810,19900218:2000,26.7,24,15.0,24,-,-,-,-,-,D
2810,19900219:2000,28.4,24,19.4,24,-,-,-,-,-,D
2810,19900220:2000,29.3,24,18.7,24,-,-,-,-,-,D
2810,19900221:2000,28.6,24,12.8,24,-,-,-,-,-,D
2810,19900222:2000,24.5,24,13.0,24,-,-,-,-,-,D
2810,19900223:2000,25.6,24,17.7,24,-,-,-,-,-,D
2810,19900224:2000,29.1,24,17.2,24,-,-,-,-,-,D
2810,19900225:2000,29.2,24,16.6,24,-,-,-,-,-,D
2810,19900226:2000,31.0,24,15.1,24,-,-,-,-,-,D
2810,19900227:2000,26.5,24,8.3,24,-,-,-,-,-,D
2810,19900228:2000,25.5,24,13.5,24,-,-,-,-,-,D
2810,19900301:2000,25.8,24,12.2,24,-,-,-,-,-,D
2810,19900302:2000,27.1,24,12.1,24,-,-,-,-,-,D
2810,19900303:2000,24.3,24,14.2,24,-,-,-,-,-,D
2810,19900304:2000,24.3,24,13.1,24,-,-,-,-,-,D
2810,19900305:2000,23.3,24,11.1,24,-,-,-,-,-,D
2810,19900306:2000,25.3,24,11.8,24,-,-,-,-,-,D
2810,19900307:2000,28.6,24,15.1,24,-,-,-,-,-,D
2810,19900308:2000,30.6,24,18.8,24,-,-,-,-,-,D
2810,19900309:2000,24.6,24,19.5,24,-,-,-,-,-,D
2810,19900310:2000,28.8,24,23.9,24,-,-,-,-,-,D
2810,19900311:2000,26.8,24,20.1,24,-,-,-,-,-,D
2810,19900312:2000,30.0,24,22.6,24,-,-,-,-,-,D
2810,19900313:2000,29.6,24,18.1,24,-,-,-,-,-,D
2810,19900314:2000,18.5,24,13.3,24,-,-,-,-,-,D
2810,19900315:2000,20.6,24,9.6,24,-,-,-,-,-,D
2810,19900316:2000,26.8,24,15.2,24,-,-,-,-,-,D
2810,19900317:2100,19.9,24,17.5,24,-,-,-,-,-,D
2810,19900318:2100,21.5,24,14.9,24,-,-,-,-,-,D
2810,19900319:2100,24.4,24,16.9,24,-,-,-,-,-,D
2810,19900320:2100,23.3,24,15.5,24,-,-,-,-,-,D
2810,19900321:2100,22.0,24,15.4,24,-,-,-,-,-,D
2810,19900322:2100,24.5,24,10.9,24,-,-,-,-,-,D
2810,19900323:2100,16.3,24,11.7,24,-,-,-,-,-,D
2810,19900324:2100,17.4,24,5.6,24,-,-,-,-,-,D
2810,19900325:2100,21.6,24,11.7,24,-,-,-,-,-,D
2810,19900326:2100,17.5,24,8.9,24,-,-,-,-,-,D
2810,19900327:2100,20.7,24,12.6,24,-,-,-,-,-,D
2810,19900328:2100,24.6,24,8.8,24,-,-,-,-,-,D
2810,19900329:2100,28.9,24,15.2,24,-,-,-,-,-,D
2810,19900330:2100,21.9,24,10.7,24,-,-,-,-,-,D
2810,19900331:2100,22.3,24,12.0,24,-,-,-,-,-,D
2810,19900401:2100,21.9,24,13.5,24,-,-,-,-,-,D
2810,19900402:2100,23.5,24,12.8,24,-,-,-,-,-,D
2810,19900403:2100,22.8,24,7.7,24,-,-,-,-,-,D
2810,19900404:2100,19.5,24,6.3,24,-,-,-,-,-,D
2810,19900405:2100,18.9,24,8.0,24,-,-,-,-,-,D
2810,19900406:2100,19.5,24,13.5,24,-,-,-,-,-,D
2810,19900407:2100,20.3,24,7.1,24,-,-,-,-,-,D
2810,19900408:2100,24.1,24,15.9,24,-,-,-,-,-,D
2810,19900409:2100,18.5,24,14.9,24,-,-,-,-,-,D
2810,19900410:2100,20.7,24,13.7,24,-,-,-,-,-,D
2810,19900411:2100,18.3,24,9.3,24,-,-,-,-,-,D
2810,19900412:2100,19.5,24,9.3,24,-,-,-,-,-,D
2810,19900413:2100,21.1,24,9.8,24,-,-,-,-,-,D
2810,19900414:2100,22.8,24,9.7,24,-,-,-,-,-,D
2810,19900415:2100,23.5,24,11.3,24,-,-,-,-,-,D
2810,19900416:2100,23.1,24,15.9,24,-,-,-,-,-,D
2810,19900417:2100,22.9,24,14.3,24,-,-,-,-,-,D
2810,19900418:2100,23.7,24,5.3,24,-,-,-,-,-,D
2810,19900419:2100,16.9,24,10.5,24,-,-,-,-,-,D
2810,19900420:2100,20.9,24,13.6,24,-,-,-,-,-,D
2810,19900421:2100,22.3,24,5.2,24,-,-,-,-,-,D
2810,19900422:2100,14.0,24,5.4,24,-,-,-,-,-,D
2810,19900423:2100,17.1,24,9.1,24,-,-,-,-,-,D
2810,19900424:2100,21.0,24,12.5,24,-,-,-,-,-,D
2810,19900425:2100,25.3,24,11.9,24,-,-,-,-,-,D
2810,19900426:2100,23.9,24,9.8,24,-,-,-,-,-,D
2810,19900427:2100,24.8,24,14.4,24,-,-,-,-,-,D
2810,19900428:2100,24.3,24,15.7,24,-,-,-,-,-,D
2810,19900429:2100,22.1,24,14.5,24,-,-,-,-,-,D
2810,19900430:2100,23.3,24,12.4,24,-,-,-,-,-,D
2810,19900501:2100,19.5,24,10.7,24,-,-,-,-,-,D
2810,19900502:2100,19.4,24,8.1,24,-,-,-,-,-,D
2810,19900503:2100,21.2,24,10.2,24,-,-,-,-,-,D
2810,19900504:2100,17.4,24,4.3,24,-,-,-,-,-,D
2810,19900505:2100,16.9,24,4.2,24,-,-,-,-,-,D
2810,19900506:2100,20.6,24,9.0,24,-,-,-,-,-,D
2810,19900507:2100,20.3,24,12.0,24,-,-,-,-,-,D
2810,19900508:2100,20.3,24,5.0,24,-,-,-,-,-,D
2810,19900509:2100,15.4,24,4.0,24,-,-,-,-,-,D
2810,19900510:2100,15.9,24,2.9,24,-,-,-,-,-,D
2810,19900511:2100,20.5,24,4.2,24,-,-,-,-,-,D
2810,19900512:2100,17.4,24,4.2,24,-,-,-,-,-,D
2810,19900513:2100,19.2,24,4.7,24,-,-,-,-,-,D
2810,19900514:2100,19.3,24,6.7,24,-,-,-,-,-,D
2810,19900515:2100,18.2,24,2.3,24,-,-,-,-,-,D
2810,19900516:2100,17.3,24,3.1,24,-,-,-,-,-,D
2810,19900517:2100,17.6,24,2.9,24,-,-,-,-,-,D
2810,19900518:2100,17.4,24,1.9,24,-,-,-,-,-,D
2810,19900519:2100,19.2,24,5.3,24,-,-,-,-,-,D
2810,19900520:2100,21.5,24,5.8,24,-,-,-,-,-,D
2810,19900521:2100,16.4,24,3.8,24,-,-,-,-,-,D
2810,19900522:2100,18.0,24,10.5,24,-,-,-,-,-,D
2810,19900523:2100,19.5,24,13.5,24,-,-,-,-,-,D
2810,19900524:2100,20.1,24,16.0,24,-,-,-,-,-,D
2810,19900525:2100,24.9,24,15.2,24,-,-,-,-,-,D
2810,19900526:2100,17.9,24,10.1,24,-,-,-,-,-,D
2810,19900527:2100,20.5,24,1.9,24,-,-,-,-,-,D
2810,19900528:2100,16.0,24,3.1,24,-,-,-,-,-,D
2810,19900529:2100,19.1,24,5.1,24,-,-,-,-,-,D
2810,19900530:2100,19.3,24,2.6,24,-,-,-,-,-,D
2810,19900531:2100,-,-,6.5,24,-,-,-,-,-,D
2810,19900601:2100,16.7,24,9.7,24,-,-,-,-,-,D
2810,19900602:2100,21.0,24,5.3,24,-,-,-,-,-,D
2810,19900603:2100,20.3,24,6.7,24,-,-,-,-,-,D
2810,19900604:2100,17.4,24,3.9,24,-,-,-,-,-,D
2810,19900605:2100,11.1,24,6.9,24,-,-,-,-,-,D
2810,19900606:2100,11.6,24,3.6,24,-,-,-,-,-,D
2810,19900607:2100,11.5,24,6.0,24,-,-,-,-,-,D
2810,19900608:2100,11.9,24,6.2,24,-,-,-,-,-,D
2810,19900609:2100,11.5,24,7.4,24,-,-,-,-,-,D
2810,19900610:2100,14.1,24,9.4,24,-,-,-,-,-,D
2810,19900611:2100,13.7,24,8.7,24,-,-,-,-,-,D
2810,19900612:2100,14.6,24,6.0,24,-,-,-,-,-,D
2810,19900613:2100,14.6,24,1.6,24,-,-,-,-,-,D
2810,19900614:2100,14.6,24,2.2,24,-,-,-,-,-,D
2810,19900615:2100,16.1,24,0.9,24,-,-,-,-,-,D
2810,19900616:2100,16.1,24,0.9,24,-,-,-,-,-,D
2810,19900617:2100,-,-,3.1,24,-,-,-,-,-,D
2810,19900618:2100,16.0,48,9.3,24,-,-,-,-,-,D
2810,19900619:2100,12.6,24,10.0,24,-,-,-,-,-,D
2810,19900620:2100,12.5,24,8.4,24,-,-,-,-,-,D
2810,19900621:2100,15.9,24,6.9,24,-,-,-,-,-,D
2810,19900622:2100,16.1,24,5.7,24,-,-,-,-,-,D
2810,19900624:2100,-,-,4.2,48,-,-,-,-,-,D
2810,19900625:2100,17.9,72,1.8,24,-,-,-,-,-,D
2810,19900626:2100,17.9,24,1.8,24,-,-,-,-,-,D
2810,19900627:2100,15.9,24,6.9,24,-,-,-,-,-,D
2810,19900628:2100,17.3,24,3.5,24,-,-,-,-,-,D
2810,19900629:2100,17.7,24,7.7,24,-,-,-,-,-,D
2810,19900630:2100,15.6,24,9.3,24,-,-,-,-,-,D
2810,19900701:2100,13.8,24,6.0,24,-,-,-,-,-,D
2810,19900702:2100,13.2,24,4.1,24,-,-,-,-,-,D
2810,19900703:2100,11.0,24,2.3,24,-,-,-,-,-,D
2810,19900704:2100,15.6,24,6.5,24,-,-,-,-,-,D
2810,19900705:2100,13.5,24,5.0,24,-,-,-,-,-,D
2810,19900706:2100,17.4,24,3.2,24,-,-,-,-,-,D
2810,19900707:2100,12.1,24,6.5,24,-,-,-,-,-,D
2810,19900708:2100,16.4,24,10.0,24,-,-,-,-,-,D
2810,19900709:2100,17.5,24,9.1,24,-,-,-,-,-,D
2810,19900710:2100,16.2,24,1.5,24,-,-,-,-,-,D
2810,19900711:2100,12.7,24,0.1,24,-,-,-,-,-,D
2810,19900712:2100,13.5,24,4.2,24,-,-,-,-,-,D
2810,19900713:2100,14.4,24,2.8,24,-,-,-,-,-,D
2810,19900714:2100,14.6,24,1.7,24,-,-,-,-,-,D
2810,19900715:2100,15.8,24,1.2,24,-,-,-,-,-,D
2810,19900716:2100,15.4,24,2.8,24,-,-,-,-,-,D
2810,19900717:2100,14.4,24,3.8,24,-,-,-,-,-,D
2810,19900718:2100,15.2,24,-,-,-,-,-,-,-,D
2810,19900719:2100,10.0,24,0.2,48,-,-,-,-,-,D
2810,19900720:2100,6.5,24,-2.3,24,-,-,-,-,-,D
2810,19900721:2100,10.1,24,1.6,24,-,-,-,-,-,D
2810,19900722:2100,13.6,24,0.0,24,-,-,-,-,-,D
