Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Invercargill Aero,5814,I68433,-46.41741,168.33052,1,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
5814,19480531:2100,-,-,-2.8,24,-,-,-,-,-,D
5814,19480601:2100,9.0,24,1.4,24,-,-,5.2,-,24,D
5814,19480602:2100,9.3,24,1.0,24,-,-,5.2,-,24,D
5814,19480603:2100,8.8,24,-3.2,24,-,-,2.8,-,24,D
5814,19480604:2100,9.4,24,1.2,24,-,-,5.3,-,24,D
5814,19480605:2100,8.4,24,1.7,24,-,-,5.1,-,24,D
5814,19480606:2100,10.0,24,-0.4,24,-,-,4.8,-,24,D
5814,19480607:2100,9.3,24,-6.1,24,-,-,1.6,-,24,D
5814,19480608:2100,7.2,24,-2.2,24,-,-,2.5,-,24,D
5814,19480609:2100,9.2,24,4.5,24,-,-,6.9,-,24,D
5814,19480610:2100,10.6,24,-0.2,24,-,-,5.2,-,24,D
5814,19480611:2100,11.4,24,0.8,24,-,-,6.1,-,24,D
5814,19480612:2100,11.7,24,3.8,24,-,-,7.8,-,24,D
5814,19480613:2100,8.9,24,-3.9,24,-,-,2.5,-,24,D
5814,19480614:2100,8.8,24,-4.4,24,-,-,2.2,-,24,D
5814,19480615:2100,10.6,24,2.2,24,-,-,6.4,-,24,D
5814,19480616:2100,9.7,24,0.2,24,-,-,5.0,-,24,D
5814,19480617:2100,10.0,24,-0.9,24,-,-,4.6,-,24,D
5814,19480618:2100,9.4,24,0.6,24,-,-,5.0,-,24,D
5814,19480619:2100,6.1,24,1.7,24,-,-,3.9,-,24,D
5814,19480620:2100,8.7,24,0.7,24,-,-,4.7,-,24,D
5814,19480621:2100,8.9,24,4.7,24,-,-,6.8,-,24,D
5814,19480622:2100,10.7,24,0.5,24,-,-,5.6,-,24,D
5814,19480623:2100,12.8,24,1.6,24,-,-,7.2,-,24,D
5814,19480624:2100,8.3,24,3.2,24,-,-,5.8,-,24,D
5814,19480625:2100,7.9,24,3.6,24,-,-,5.8,-,24,D
5814,19480626:2100,8.1,24,-2.7,24,-,-,2.7,-,24,D
5814,19480627:2100,8.6,24,0.4,24,-,-,4.5,-,24,D
5814,19480628:2100,12.2,24,-0.8,24,-,-,5.7,-,24,D
5814,19480629:2100,8.9,24,1.9,24,-,-,5.4,-,24,D
5814,19480630:2100,7.2,24,2.2,24,-,-,4.7,-,24,D
5814,19480701:2100,7.3,24,4.3,24,-,-,5.8,-,24,D
5814,19480702:2100,8.8,24,-0.6,24,-,-,4.1,-,24,D
5814,19480703:2100,8.2,24,0.7,24,-,-,4.5,-,24,D
5814,19480704:2100,10.6,24,1.7,24,-,-,6.2,-,24,D
5814,19480705:2100,12.1,24,-1.1,24,-,-,5.5,-,24,D
5814,19480706:2100,13.3,24,2.3,24,-,-,7.8,-,24,D
5814,19480707:2100,10.6,24,4.2,24,-,-,7.4,-,24,D
5814,19480708:2100,10.6,24,-2.2,24,-,-,4.2,-,24,D
5814,19480709:2100,11.2,24,-1.3,24,-,-,5.0,-,24,D
5814,19480710:2100,7.7,24,2.1,24,-,-,4.9,-,24,D
5814,19480711:2100,9.7,24,3.6,24,-,-,6.7,-,24,D
5814,19480712:2100,12.9,24,1.1,24,-,-,7.0,-,24,D
5814,19480713:2100,10.6,24,3.7,24,-,-,7.2,-,24,D
5814,19480714:2100,8.4,24,3.6,24,-,-,6.0,-,24,D
5814,19480715:2100,9.6,24,0.4,24,-,-,5.0,-,24,D
5814,19480716:2100,10.7,24,0.8,24,-,-,5.8,-,24,D
5814,19480717:2100,9.1,24,-4.3,24,-,-,2.4,-,24,D
5814,19480718:2100,7.7,24,-5.9,24,-,-,0.9,-,24,D
5814,19480719:2100,8.2,24,-3.1,24,-,-,2.6,-,24,D
5814,19480720:2100,9.9,24,-1.9,24,-,-,4.0,-,24,D
5814,19480721:2100,7.8,24,1.8,24,-,-,4.8,-,24,D
5814,19480722:2100,9.7,24,3.1,24,-,-,6.4,-,24,D
5814,19480723:2100,8.9,24,6.4,24,-,-,7.7,-,24,D
5814,19480724:2100,10.1,24,5.2,24,-,-,7.7,-,24,D
5814,19480725:2100,11.1,24,0.9,24,-,-,6.0,-,24,D
5814,19480726:2100,12.2,24,-2.9,24,-,-,4.7,-,24,D
