Max_min: Daily
Station	Date(NZST)	Tmax(C)	Per(Hrs)	Tmin(C)	Per(Hrs)	Tgmin(C)	Per(Hrs)	Tmean(C)	RHmean(%)	Per(Hrs)	Freq
6169	19410323:0900	23.8	24	18.1	24	14.7	24	-	-	-	D
6169	19410324:0900	25.6	24	20.6	24	18.3	24	-	-	-	D
6169	19410325:0900	25.2	24	19.8	24	16.3	24	-	-	-	D
6169	19410326:0900	25.6	24	17.3	24	15.3	24	-	-	-	D
6169	19410327:0900	24.4	24	17.1	24	14.1	24	-	-	-	D
6169	19410328:0900	25.1	24	18.3	24	16.3	24	-	-	-	D
6169	19410329:0900	24.0	24	18.5	24	15.4	24	-	-	-	D
6169	19410330:0900	25.5	24	19.1	24	18.3	24	-	-	-	D
6169	19410331:0900	22.1	24	17.1	24	16.8	24	-	-	-	D
6169	19410401:0900	23.2	24	19.9	24	18.3	24	-	-	-	D
6169	19410402:0900	22.7	24	17.1	24	12.8	24	-	-	-	D
6169	19410403:0900	22.8	24	17.9	24	13.9	24	-	-	-	D
6169	19410404:0900	23.6	24	18.4	24	14.6	24	-	-	-	D
6169	19410405:0900	24.9	24	17.2	24	13.8	24	-	-	-	D
6169	19410406:0900	25.0	24	16.7	24	13.6	24	-	-	-	D
6169	19410407:0900	24.7	24	20.8	24	19.4	24	-	-	-	D
6169	19410408:0900	23.4	24	19.6	24	17.7	24	-	-	-	D
6169	19410409:0900	23.1	24	17.0	24	14.8	24	-	-	-	D
6169	19410410:0900	22.9	24	16.8	24	13.1	24	-	-	-	D
6169	19410411:0900	22.9	24	15.3	24	11.8	24	-	-	-	D
6169	19410412:0900	21.7	24	16.8	24	13.8	24	-	-	-	D
6169	19410413:0900	21.7	24	18.2	24	16.2	24	-	-	-	D
6169	19410414:0900	22.8	24	18.0	24	15.5	24	-	-	-	D
6169	19410415:0900	23.1	24	17.5	24	14.2	24	-	-	-	D
6169	19410416:0900	22.7	24	16.1	24	13.1	24	-	-	-	D
6169	19410417:0900	22.7	24	18.5	24	17.1	24	-	-	-	D
6169	19410418:0900	22.3	24	19.1	24	17.8	24	-	-	-	D
6169	19410419:0900	23.6	24	19.7	24	18.8	24	-	-	-	D
6169	19410420:0900	23.1	24	19.7	24	18.9	24	-	-	-	D
6169	19410421:0900	22.2	24	20.0	24	18.3	24	-	-	-	D
6169	19410422:0900	21.7	24	18.3	24	17.2	24	-	-	-	D
6169	19410423:0900	22.9	24	19.4	24	18.0	24	-	-	-	D
6169	19410424:0900	23.3	24	18.5	24	17.1	24	-	-	-	D
6169	19410425:0900	22.6	24	17.2	24	16.1	24	-	-	-	D
6169	19410426:0900	20.4	24	15.2	24	13.9	24	-	-	-	D
6169	19410427:0900	21.7	24	16.7	24	16.4	24	-	-	-	D
6169	19410428:0900	22.2	24	19.1	24	18.9	24	-	-	-	D
6169	19410429:0900	23.1	24	20.2	24	19.1	24	-	-	-	D
6169	19410430:0900	23.3	24	19.9	24	18.2	24	-	-	-	D
6169	19410501:0900	24.2	24	20.5	24	19.4	24	-	-	-	D
6169	19410502:0900	24.4	24	20.9	24	20.8	24	-	-	-	D
6169	19410503:0900	21.9	24	18.4	24	16.3	24	-	-	-	D
6169	19410504:0900	23.2	24	16.4	24	14.4	24	-	-	-	D
6169	19410505:0900	23.7	24	16.3	24	15.2	24	-	-	-	D
6169	19410506:0900	22.9	24	15.9	24	12.8	24	-	-	-	D
6169	19410507:0900	21.6	24	15.0	24	12.8	24	-	-	-	D
6169	19410508:0900	21.6	24	14.3	24	11.0	24	-	-	-	D
6169	19410509:0900	20.9	24	15.8	24	14.8	24	-	-	-	D
6169	19410510:0900	19.5	24	16.6	24	15.4	24	-	-	-	D
6169	19410511:0900	20.5	24	16.6	24	14.9	24	-	-	-	D
6169	19410512:0900	21.7	24	18.2	24	17.5	24	-	-	-	D
6169	19410513:0900	21.6	24	18.3	24	17.9	24	-	-	-	D
6169	19410514:0900	22.3	24	17.2	24	17.2	24	-	-	-	D
6169	19410515:0900	23.7	24	18.3	24	17.4	24	-	-	-	D
6169	19410516:0900	23.2	24	17.2	24	15.0	24	-	-	-	D
6169	19410517:0900	22.9	24	16.3	24	13.3	24	-	-	-	D
6169	19410518:0900	21.7	24	14.6	24	11.7	24	-	-	-	D
6169	19410519:0900	22.2	24	13.9	24	11.8	24	-	-	-	D
6169	19410520:0900	21.4	24	13.4	24	11.5	24	-	-	-	D
6169	19410521:0900	20.1	24	12.9	24	10.0	24	-	-	-	D
6169	19410522:0900	20.4	24	12.8	24	9.3	24	-	-	-	D
6169	19410523:0900	20.7	24	13.3	24	10.4	24	-	-	-	D
6169	19410524:0900	18.2	24	13.0	24	12.2	24	-	-	-	D
6169	19410525:0900	18.9	24	13.8	24	13.7	24	-	-	-	D
6169	19410526:0900	20.0	24	14.4	24	13.1	24	-	-	-	D
6169	19410527:0900	20.0	24	14.4	24	13.6	24	-	-	-	D
6169	19410528:0900	19.6	24	16.1	24	13.8	24	-	-	-	D
6169	19410529:0900	20.9	24	15.5	24	12.8	24	-	-	-	D
6169	19410530:0900	19.2	24	13.6	24	10.1	24	-	-	-	D
6169	19410531:0900	19.8	24	14.7	24	10.5	24	-	-	-	D
6169	19410601:0900	18.3	24	12.8	24	10.0	24	-	-	-	D
6169	19410602:0900	19.1	24	11.8	24	7.2	24	-	-	-	D
6169	19410603:0900	19.6	24	15.0	24	11.5	24	-	-	-	D
6169	19410604:0900	20.9	24	16.0	24	13.0	24	-	-	-	D
6169	19410605:0900	22.6	24	18.7	24	17.0	24	-	-	-	D
6169	19410606:0900	21.7	24	14.8	24	11.6	24	-	-	-	D
6169	19410607:0900	18.4	24	12.9	24	11.8	24	-	-	-	D
6169	19410608:0900	18.3	24	11.3	24	8.7	24	-	-	-	D
6169	19410609:0900	20.1	24	12.4	24	9.9	24	-	-	-	D
6169	19410610:0900	20.2	24	13.7	24	10.2	24	-	-	-	D
6169	19410611:0900	20.7	24	15.2	24	11.8	24	-	-	-	D
6169	19410612:0900	18.9	24	14.4	24	13.3	24	-	-	-	D
6169	19410613:0900	19.8	24	12.8	24	9.2	24	-	-	-	D
6169	19410614:0900	20.0	24	17.4	24	15.9	24	-	-	-	D
6169	19410615:0900	20.6	24	15.0	24	14.6	24	-	-	-	D
6169	19410616:0900	17.8	24	12.6	24	9.9	24	-	-	-	D
6169	19410617:0900	16.9	24	14.9	24	10.9	24	-	-	-	D
6169	19410618:0900	17.7	24	12.9	24	8.2	24	-	-	-	D
6169	19410619:0900	17.7	24	11.3	24	7.4	24	-	-	-	D
6169	19410620:0900	17.8	24	11.3	24	8.5	24	-	-	-	D
6169	19410621:0900	18.7	24	14.4	24	14.0	24	-	-	-	D
6169	19410622:0900	20.2	24	17.1	24	15.2	24	-	-	-	D
6169	19410623:0900	20.9	24	15.6	24	13.3	24	-	-	-	D
6169	19410624:0900	20.5	24	17.0	24	14.4	24	-	-	-	D
6169	19410625:0900	20.5	24	13.9	24	9.7	24	-	-	-	D
6169	19410626:0900	18.8	24	14.4	24	12.1	24	-	-	-	D
6169	19410627:0900	17.5	24	15.6	24	13.6	24	-	-	-	D
6169	19410628:0900	19.5	24	13.0	24	10.1	24	-	-	-	D
6169	19410629:0900	20.5	24	15.0	24	14.7	24	-	-	-	D
6169	19410630:0900	17.7	24	12.1	24	8.8	24	-	-	-	D
6169	19410701:0900	19.1	24	13.2	24	11.3	24	-	-	-	D
6169	19410702:0900	18.2	24	11.3	24	7.7	24	-	-	-	D
6169	19410703:0900	15.9	24	12.1	24	7.8	24	-	-	-	D
6169	19410704:0900	17.2	24	11.1	24	6.6	24	-	-	-	D
6169	19410705:0900	17.8	24	11.0	24	6.0	24	-	-	-	D
6169	19410706:0900	17.4	24	13.6	24	8.8	24	-	-	-	D
6169	19410707:0900	18.5	24	12.8	24	8.3	24	-	-	-	D
6169	19410708:0900	19.6	24	12.8	24	10.2	24	-	-	-	D
6169	19410709:0900	19.8	24	14.4	24	12.2	24	-	-	-	D
6169	19410710:0900	19.3	24	13.3	24	9.6	24	-	-	-	D
6169	19410711:0900	18.9	24	12.6	24	8.9	24	-	-	-	D
6169	19410712:0900	19.1	24	12.8	24	10.6	24	-	-	-	D
6169	19410713:0900	18.9	24	13.9	24	14.4	24	-	-	-	D
6169	19410714:0900	20.0	24	13.0	24	9.9	24	-	-	-	D
6169	19410715:0900	17.7	24	9.4	24	8.7	24	-	-	-	D
6169	19410716:0900	17.3	24	10.0	24	5.7	24	-	-	-	D
6169	19410717:0900	17.2	24	9.7	24	7.1	24	-	-	-	D
6169	19410718:0900	16.4	24	12.2	24	6.4	24	-	-	-	D
6169	19410719:0900	16.8	24	11.6	24	7.8	24	-	-	-	D
6169	19410720:0900	17.1	24	12.1	24	9.8	24	-	-	-	D
6169	19410721:0900	16.8	24	13.8	24	12.6	24	-	-	-	D
6169	19410722:0900	17.4	24	15.4	24	14.6	24	-	-	-	D
6169	19410723:0900	17.3	24	15.0	24	14.9	24	-	-	-	D
6169	19410724:0900	17.8	24	16.0	24	15.6	24	-	-	-	D
6169	19410725:0900	19.1	24	13.6	24	10.6	24	-	-	-	D
6169	19410726:0900	21.1	24	13.3	24	10.2	24	-	-	-	D
6169	19410727:0900	21.1	24	16.3	24	13.5	24	-	-	-	D
6169	19410728:0900	19.9	24	15.6	24	15.5	24	-	-	-	D
6169	19410729:0900	18.6	24	13.8	24	11.1	24	-	-	-	D
6169	19410730:0900	18.9	24	11.0	24	8.5	24	-	-	-	D
6169	19410731:0900	18.2	24	11.1	24	9.1	24	-	-	-	D
6169	19410801:0900	17.8	24	12.8	24	9.5	24	-	-	-	D
6169	19410802:0900	18.2	24	11.3	24	10.6	24	-	-	-	D
6169	19410803:0900	18.4	24	9.0	24	7.3	24	-	-	-	D
6169	19410804:0900	18.1	24	12.0	24	10.6	24	-	-	-	D
6169	19410805:0900	17.8	24	12.6	24	-	-	-	-	-	D
6169	19410806:0900	16.9	24	12.6	24	7.7	48	-	-	-	D
6169	19410807:0900	17.1	24	11.8	24	8.7	24	-	-	-	D
6169	19410808:0900	17.4	24	13.9	24	10.8	24	-	-	-	D
6169	19410809:0900	17.9	24	15.7	24	14.3	24	-	-	-	D
6169	19410810:0900	17.7	24	14.8	24	12.1	24	-	-	-	D
6169	19410811:0900	19.3	24	14.3	24	12.1	24	-	-	-	D
6169	19410812:0900	18.3	24	11.0	24	7.2	24	-	-	-	D
6169	19410813:0900	18.9	24	10.7	24	6.8	24	-	-	-	D
6169	19410814:0900	18.8	24	15.8	24	15.3	24	-	-	-	D
6169	19410815:0900	18.6	24	16.6	24	15.1	24	-	-	-	D
6169	19410816:0900	18.8	24	14.9	24	14.1	24	-	-	-	D
6169	19410817:0900	16.9	24	13.6	24	12.8	24	-	-	-	D
6169	19410818:0900	19.0	24	13.1	24	9.5	24	-	-	-	D
6169	19410819:0900	18.2	24	10.6	24	7.2	24	-	-	-	D
6169	19410820:0900	18.1	24	10.4	24	7.4	24	-	-	-	D
6169	19410821:0900	18.7	24	12.7	24	10.0	24	-	-	-	D
6169	19410822:0900	17.1	24	13.3	24	11.1	24	-	-	-	D
6169	19410823:0900	17.1	24	12.8	24	9.1	24	-	-	-	D
6169	19410824:0900	16.8	24	11.4	24	8.3	24	-	-	-	D
6169	19410825:0900	17.3	24	10.7	24	6.1	24	-	-	-	D
6169	19410826:0900	18.3	24	13.0	24	8.3	24	-	-	-	D
6169	19410827:0900	18.2	24	10.8	24	6.7	24	-	-	-	D
6169	19410828:0900	18.3	24	14.9	24	12.7	24	-	-	-	D
6169	19410829:0900	18.4	24	13.6	24	11.3	24	-	-	-	D
6169	19410830:0900	18.9	24	14.3	24	11.0	24	-	-	-	D
6169	19410831:0900	19.0	24	12.2	24	8.9	24	-	-	-	D
6169	19410901:0900	17.2	24	12.7	24	10.0	24	-	-	-	D
6169	19410902:0900	17.7	24	12.2	24	9.4	24	-	-	-	D
6169	19410903:0900	18.3	24	13.5	24	10.7	24	-	-	-	D
6169	19410904:0900	19.4	24	11.8	24	7.1	24	-	-	-	D
6169	19410905:0900	18.9	24	13.9	24	10.2	24	-	-	-	D
6169	19410906:0900	18.7	24	11.9	24	6.3	24	-	-	-	D
6169	19410907:0900	19.7	24	13.2	24	9.4	24	-	-	-	D
6169	19410908:0900	20.7	24	15.2	24	12.8	24	-	-	-	D
6169	19410909:0900	19.9	24	12.1	24	9.3	24	-	-	-	D
6169	19410910:0900	17.2	24	12.1	24	7.6	24	-	-	-	D
6169	19410911:0900	16.8	24	12.1	24	7.0	24	-	-	-	D
6169	19410912:0900	17.6	24	11.9	24	7.3	24	-	-	-	D
6169	19410913:0900	17.4	24	12.7	24	9.8	24	-	-	-	D
6169	19410914:0900	17.4	24	13.3	24	13.2	24	-	-	-	D
6169	19410915:0900	19.1	24	14.2	24	12.6	24	-	-	-	D
6169	19410916:0900	18.1	24	13.4	24	9.8	24	-	-	-	D
6169	19410917:0900	17.3	24	13.4	24	11.8	24	-	-	-	D
6169	19410918:0900	18.4	24	11.7	24	9.2	24	-	-	-	D
6169	19410919:0900	19.6	24	11.1	24	7.3	24	-	-	-	D
6169	19410920:0900	18.9	24	15.8	24	13.3	24	-	-	-	D
6169	19410921:0900	19.9	24	15.4	24	15.1	24	-	-	-	D
6169	19410922:0900	21.6	24	15.6	24	15.6	24	-	-	-	D
6169	19410923:0900	17.0	24	15.4	24	13.8	24	-	-	-	D
6169	19410924:0900	17.1	24	14.0	24	12.3	24	-	-	-	D
6169	19410925:0900	18.4	24	13.9	24	12.1	24	-	-	-	D
6169	19410926:0900	18.4	24	14.1	24	12.9	24	-	-	-	D
6169	19410927:0900	18.8	24	14.4	24	12.5	24	-	-	-	D
6169	19410928:0900	19.9	24	14.1	24	9.5	24	-	-	-	D
6169	19410929:0900	18.6	24	8.8	24	7.2	24	-	-	-	D
6169	19410930:0900	17.2	24	10.9	24	7.2	24	-	-	-	D
6169	19411001:0900	19.1	24	10.0	24	6.7	24	-	-	-	D
6169	19411002:0900	19.1	24	14.3	24	12.7	24	-	-	-	D
6169	19411003:0900	18.0	24	14.5	24	13.9	24	-	-	-	D
6169	19411004:0900	19.2	24	16.6	24	14.4	24	-	-	-	D
6169	19411005:0900	20.4	24	15.4	24	13.9	24	-	-	-	D
6169	19411006:0900	20.8	24	12.2	24	10.6	24	-	-	-	D
6169	19411007:0900	17.8	24	11.1	24	7.7	24	-	-	-	D
6169	19411008:0900	17.7	24	11.6	24	7.8	24	-	-	-	D
6169	19411009:0900	16.9	24	12.1	24	10.1	24	-	-	-	D
6169	19411010:0900	18.1	24	9.3	24	6.1	24	-	-	-	D
6169	19411011:0900	19.4	24	12.1	24	11.4	24	-	-	-	D
6169	19411012:0900	19.3	24	11.9	24	9.7	24	-	-	-	D
6169	19411013:0900	20.1	24	12.8	24	11.1	24	-	-	-	D
6169	19411014:0900	20.3	24	12.9	24	12.0	24	-	-	-	D
6169	19411015:0900	19.9	24	10.9	24	8.3	24	-	-	-	D
6169	19411016:0900	19.2	24	12.9	24	9.8	24	-	-	-	D
6169	19411017:0900	21.0	24	15.7	24	14.0	24	-	-	-	D
6169	19411018:0900	20.8	24	15.4	24	15.2	24	-	-	-	D
6169	19411019:0900	21.6	24	13.8	24	11.8	24	-	-	-	D
6169	19411020:0900	18.8	24	12.1	24	9.2	24	-	-	-	D
6169	19411021:0900	19.4	24	12.6	24	12.1	24	-	-	-	D
6169	19411022:0900	19.6	24	11.6	24	9.3	24	-	-	-	D
6169	19411023:0900	20.2	24	15.1	24	13.9	24	-	-	-	D
6169	19411024:0900	20.7	24	12.8	24	11.2	24	-	-	-	D
6169	19411025:0900	20.6	24	16.8	24	15.7	24	-	-	-	D
6169	19411026:0900	19.2	24	13.7	24	12.2	24	-	-	-	D
6169	19411027:0900	18.6	24	11.3	24	9.7	24	-	-	-	D
6169	19411028:0900	18.9	24	13.1	24	11.1	24	-	-	-	D
6169	19411029:0900	20.2	24	14.9	24	16.4	24	-	-	-	D
6169	19411030:0900	21.1	24	14.9	24	15.6	24	-	-	-	D
6169	19411031:0900	20.1	24	15.3	24	14.2	24	-	-	-	D
6169	19411101:0900	20.5	24	15.6	24	14.4	24	-	-	-	D
6169	19411102:0900	19.4	24	14.0	24	13.8	24	-	-	-	D
6169	19411103:0900	19.8	24	13.2	24	10.6	24	-	-	-	D
6169	19411104:0900	20.4	24	13.0	24	11.6	24	-	-	-	D
6169	19411105:0900	20.0	24	13.2	24	10.8	24	-	-	-	D
6169	19411106:0900	20.9	24	12.0	24	10.0	24	-	-	-	D
6169	19411107:0900	20.8	24	12.9	24	10.0	24	-	-	-	D
6169	19411108:0900	21.1	24	12.7	24	10.4	24	-	-	-	D
6169	19411109:0900	21.1	24	15.3	24	13.7	24	-	-	-	D
6169	19411110:0900	22.2	24	13.0	24	11.3	24	-	-	-	D
6169	19411111:0900	21.1	24	12.2	24	10.0	24	-	-	-	D
6169	19411112:0900	21.1	24	13.7	24	13.0	24	-	-	-	D
6169	19411113:0900	22.1	24	15.0	24	15.6	24	-	-	-	D
6169	19411114:0900	21.6	24	13.5	24	11.8	24	-	-	-	D
6169	19411115:0900	21.7	24	15.1	24	13.6	24	-	-	-	D
6169	19411116:0900	22.0	24	14.6	24	12.7	24	-	-	-	D
6169	19411117:0900	22.8	24	17.8	24	16.2	24	-	-	-	D
6169	19411118:0900	24.3	24	19.7	24	19.7	24	-	-	-	D
6169	19411119:0900	22.1	24	16.0	24	15.2	24	-	-	-	D
6169	19411120:0900	23.8	24	18.8	24	18.3	24	-	-	-	D
6169	19411121:0900	23.3	24	18.6	24	18.1	24	-	-	-	D
6169	19411122:0900	23.2	24	17.3	24	16.3	24	-	-	-	D
6169	19411123:0900	22.0	24	17.1	24	15.4	24	-	-	-	D
6169	19411124:0900	23.2	24	17.3	24	16.7	24	-	-	-	D
6169	19411125:0900	23.7	24	17.6	24	16.8	24	-	-	-	D
6169	19411126:0900	23.9	24	15.7	24	14.4	24	-	-	-	D
6169	19411127:0900	23.9	24	16.7	24	14.9	24	-	-	-	D
6169	19411128:0900	23.1	24	16.4	24	15.0	24	-	-	-	D
6169	19411129:0900	24.2	24	16.9	24	15.4	24	-	-	-	D
6169	19411130:0900	23.6	24	13.8	24	14.2	24	-	-	-	D
6169	19411201:0900	20.0	24	12.8	24	11.4	24	-	-	-	D
6169	19411202:0900	20.5	24	14.2	24	12.8	24	-	-	-	D
6169	19411203:0900	20.5	24	16.6	24	15.7	24	-	-	-	D
6169	19411204:0900	22.1	24	17.4	24	17.2	24	-	-	-	D
6169	19411205:0900	22.1	24	16.5	24	14.1	24	-	-	-	D
6169	19411206:0900	22.7	24	18.1	24	17.0	24	-	-	-	D
6169	19411207:0900	22.8	24	17.7	24	17.3	24	-	-	-	D
6169	19411208:0900	24.5	24	17.8	24	17.1	24	-	-	-	D
6169	19411209:0900	23.3	24	17.9	24	17.1	24	-	-	-	D
6169	19411210:0900	23.0	24	18.8	24	18.5	24	-	-	-	D
6169	19411211:0900	23.7	24	18.0	24	17.4	24	-	-	-	D
6169	19411212:0900	23.9	24	18.8	24	18.5	24	-	-	-	D
6169	19411213:0900	24.0	24	19.7	24	19.0	24	-	-	-	D
6169	19411214:0900	24.2	24	20.0	24	19.8	24	-	-	-	D
6169	19411215:0900	24.7	24	20.3	24	20.2	24	-	-	-	D
6169	19411216:0900	22.8	24	20.3	24	20.1	24	-	-	-	D
6169	19411217:0900	23.3	24	19.5	24	19.8	24	-	-	-	D
6169	19411218:0900	25.0	24	17.6	24	16.8	24	-	-	-	D
6169	19411219:0900	22.2	24	14.4	24	12.7	24	-	-	-	D
6169	19411220:0900	23.4	24	15.1	24	13.5	24	-	-	-	D
6169	19411221:0900	23.2	24	15.7	24	13.4	24	-	-	-	D
6169	19411222:0900	23.3	24	15.8	24	13.8	24	-	-	-	D
6169	19411223:0900	24.8	24	16.7	24	15.3	24	-	-	-	D
6169	19411224:0900	24.0	24	20.1	24	19.1	24	-	-	-	D
6169	19411225:0900	25.6	24	19.9	24	18.8	24	-	-	-	D
6169	19411226:0900	25.2	24	17.2	24	15.4	24	-	-	-	D
6169	19411227:0900	23.8	24	16.7	24	14.9	24	-	-	-	D
6169	19411228:0900	21.6	24	-	-	14.4	24	-	-	-	D
6169	19411229:0900	21.4	24	17.0	48	16.1	24	-	-	-	D
6169	19411230:0900	22.7	24	18.1	24	17.1	24	-	-	-	D
6169	19411231:0900	23.8	24	19.1	24	18.0	24	-	-	-	D
6169	19420101:0900	24.6	24	20.9	24	20.4	24	-	-	-	D
6169	19420102:0900	23.6	24	15.7	24	15.2	24	-	-	-	D
6169	19420103:0900	22.7	24	18.0	24	16.2	24	-	-	-	D
6169	19420104:0900	23.3	24	14.8	24	12.8	24	-	-	-	D
6169	19420105:0900	22.8	24	14.3	24	12.8	24	-	-	-	D
6169	19420106:0900	23.3	24	15.0	24	13.4	24	-	-	-	D
6169	19420107:0900	24.4	24	16.6	24	15.0	24	-	-	-	D
6169	19420108:0900	25.6	24	20.1	24	19.1	24	-	-	-	D
6169	19420109:0900	25.0	24	15.3	24	13.5	24	-	-	-	D
6169	19420110:0900	22.0	24	14.6	24	12.8	24	-	-	-	D
6169	19420111:0900	22.9	24	16.4	24	14.3	24	-	-	-	D
6169	19420112:0900	24.7	24	16.7	24	15.6	24	-	-	-	D
6169	19420113:0900	22.8	24	17.9	24	16.9	24	-	-	-	D
6169	19420114:0900	23.9	24	18.3	24	16.9	24	-	-	-	D
6169	19420115:0900	23.8	24	18.8	24	17.6	24	-	-	-	D
6169	19420116:0900	24.0	24	18.9	24	18.1	24	-	-	-	D
6169	19420117:0900	23.7	24	20.2	24	19.7	24	-	-	-	D
6169	19420118:0900	24.3	24	20.7	24	19.9	24	-	-	-	D
6169	19420119:0900	24.7	24	19.3	24	19.2	24	-	-	-	D
6169	19420120:0900	25.1	24	20.4	24	19.7	24	-	-	-	D
6169	19420121:0900	24.9	24	17.9	24	17.4	24	-	-	-	D
6169	19420122:0900	21.8	24	13.6	24	12.0	24	-	-	-	D
6169	19420123:0900	22.7	24	18.5	24	17.3	24	-	-	-	D
6169	19420124:0900	24.8	24	16.7	24	15.2	24	-	-	-	D
6169	19420125:0900	25.2	24	17.0	24	15.2	24	-	-	-	D
6169	19420126:0900	26.6	24	16.1	24	14.4	24	-	-	-	D
6169	19420127:0900	23.9	24	18.2	24	17.5	24	-	-	-	D
6169	19420128:0900	23.3	24	18.2	24	17.0	24	-	-	-	D
6169	19420129:0900	22.8	24	17.9	24	16.9	24	-	-	-	D
6169	19420130:0900	22.2	24	17.7	24	17.0	24	-	-	-	D
6169	19420131:0900	23.7	24	17.1	24	15.8	24	-	-	-	D
6169	19420201:0900	24.1	24	17.6	24	16.7	24	-	-	-	D
6169	19420202:0900	24.4	24	16.5	24	17.7	24	-	-	-	D
6169	19420203:0900	25.2	24	19.0	24	17.8	24	-	-	-	D
6169	19420204:0900	25.6	24	21.6	24	20.6	24	-	-	-	D
6169	19420205:0900	26.9	24	19.8	24	17.0	24	-	-	-	D
6169	19420206:0900	24.9	24	21.3	24	20.4	24	-	-	-	D
6169	19420207:0900	23.7	24	18.1	24	15.5	24	-	-	-	D
6169	19420208:0900	22.5	24	18.3	24	16.5	24	-	-	-	D
6169	19420209:0900	22.8	24	15.5	24	13.2	24	-	-	-	D
6169	19420210:0900	23.0	24	15.4	24	13.3	24	-	-	-	D
6169	19420211:0900	23.4	24	14.7	24	13.9	24	-	-	-	D
6169	19420212:0900	20.3	24	16.1	24	15.9	24	-	-	-	D
6169	19420213:0900	23.0	24	17.4	24	16.9	24	-	-	-	D
6169	19420214:0900	25.9	24	19.9	24	18.8	24	-	-	-	D
6169	19420215:0900	24.9	24	20.8	24	19.6	24	-	-	-	D
6169	19420216:0900	26.5	24	19.6	24	18.3	24	-	-	-	D
6169	19420217:0900	26.2	24	18.9	24	18.6	24	-	-	-	D
6169	19420218:0900	26.8	24	19.2	24	17.9	24	-	-	-	D
6169	19420219:0900	26.7	24	20.3	24	19.2	24	-	-	-	D
6169	19420220:0900	24.1	24	19.4	24	18.1	24	-	-	-	D
6169	19420221:0900	23.6	24	20.3	24	19.4	24	-	-	-	D
6169	19420222:0900	24.4	24	18.7	24	16.1	24	-	-	-	D
6169	19420223:0900	23.9	24	17.8	24	15.4	24	-	-	-	D
6169	19420224:0900	24.4	24	18.7	24	16.2	24	-	-	-	D
6169	19420225:0900	24.4	24	20.1	24	18.5	24	-	-	-	D
6169	19420226:0900	24.9	24	18.1	24	15.8	24	-	-	-	D
6169	19420227:0900	24.9	24	17.6	24	15.0	24	-	-	-	D
6169	19420228:0900	23.6	24	18.9	24	17.0	24	-	-	-	D
6169	19420301:0900	23.9	24	20.3	24	18.3	24	-	-	-	D
6169	19420302:0900	25.5	24	18.1	24	15.4	24	-	-	-	D
6169	19420303:0900	26.7	24	20.3	24	18.2	24	-	-	-	D
6169	19420304:0900	23.9	24	18.8	24	17.1	24	-	-	-	D
6169	19420305:0900	23.2	24	18.8	24	17.1	24	-	-	-	D
6169	19420306:0900	24.3	24	16.1	24	14.0	24	-	-	-	D
6169	19420307:0900	24.2	24	17.8	24	15.6	24	-	-	-	D
6169	19420308:0900	23.7	24	16.4	24	13.8	24	-	-	-	D
6169	19420309:0900	24.3	24	16.3	24	13.2	24	-	-	-	D
6169	19420310:0900	25.3	24	17.9	24	14.3	24	-	-	-	D
6169	19420311:0900	26.5	24	18.0	24	8.1	24	-	-	-	D
6169	19420312:0900	26.7	24	17.2	24	14.6	24	-	-	-	D
6169	19420313:0900	25.1	24	20.7	24	19.3	24	-	-	-	D
6169	19420314:0900	26.0	24	20.2	24	18.3	24	-	-	-	D
6169	19420315:0900	25.6	24	20.4	24	19.1	24	-	-	-	D
6169	19420316:0900	25.5	24	20.9	24	19.8	24	-	-	-	D
6169	19420317:0900	26.8	24	21.0	24	13.3	24	-	-	-	D
6169	19420318:0900	25.3	24	19.7	24	18.4	24	-	-	-	D
6169	19420319:0900	24.4	24	19.4	24	18.3	24	-	-	-	D
6169	19420320:0900	23.8	24	19.2	24	17.0	24	-	-	-	D
6169	19420321:0900	24.9	24	20.3	24	18.4	24	-	-	-	D
6169	19420322:0900	25.0	24	19.2	24	17.1	24	-	-	-	D
6169	19420323:0900	23.9	24	19.2	24	18.3	24	-	-	-	D
6169	19420324:0900	23.9	24	18.7	24	16.9	24	-	-	-	D
6169	19420325:0900	24.4	24	19.7	24	17.8	24	-	-	-	D
6169	19420326:0900	24.3	24	18.7	24	17.6	24	-	-	-	D
6169	19420327:0900	24.7	24	20.3	24	18.9	24	-	-	-	D
6169	19420328:0900	26.6	24	19.9	24	18.7	24	-	-	-	D
6169	19420329:0900	24.9	24	19.0	24	16.4	24	-	-	-	D
6169	19420330:0900	25.4	24	19.2	24	17.8	24	-	-	-	D
6169	19420331:0900	23.7	24	20.0	24	19.3	24	-	-	-	D
6169	19420401:0900	25.6	24	20.4	24	18.9	24	-	-	-	D
6169	19420402:0900	24.7	24	18.7	24	17.6	24	-	-	-	D
6169	19420403:0900	23.5	24	19.2	24	17.5	24	-	-	-	D
6169	19420404:0900	23.9	24	18.9	24	16.8	24	-	-	-	D
6169	19420405:0900	24.4	24	19.6	24	17.8	24	-	-	-	D
6169	19420406:0900	24.6	24	19.3	24	17.8	24	-	-	-	D
6169	19420407:0900	24.1	24	20.8	24	16.7	24	-	-	-	D
6169	19420408:0900	26.1	24	20.3	24	19.4	24	-	-	-	D
6169	19420409:0900	26.6	24	19.2	24	17.7	24	-	-	-	D
6169	19420410:0900	25.5	24	18.1	24	16.7	24	-	-	-	D
6169	19420411:0900	22.7	24	18.4	24	16.9	24	-	-	-	D
6169	19420412:0900	22.8	24	19.6	24	18.4	24	-	-	-	D
