Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,017024,1908,01,01,37.7,1,Y
IDCJAC0010,017024,1908,01,02,38.9,1,Y
IDCJAC0010,017024,1908,01,03,40.6,1,Y
IDCJAC0010,017024,1908,01,04,39.9,1,Y
IDCJAC0010,017024,1908,01,05,38.7,1,Y
IDCJAC0010,017024,1908,01,06,40.0,1,Y
IDCJAC0010,017024,1908,01,07,41.7,1,Y
IDCJAC0010,017024,1908,01,08,42.8,1,Y
IDCJAC0010,017024,1908,01,09,29.3,1,Y
IDCJAC0010,017024,1908,01,10,31.1,1,Y
IDCJAC0010,017024,1908,01,11,32.8,1,Y
IDCJAC0010,017024,1908,01,12,37.8,1,Y
IDCJAC0010,017024,1908,01,13,41.1,1,Y
IDCJAC0010,017024,1908,01,14,41.4,1,Y
IDCJAC0010,017024,1908,01,15,41.9,1,Y
IDCJAC0010,017024,1908,01,16,40.8,1,Y
IDCJAC0010,017024,1908,01,17,41.3,1,Y
IDCJAC0010,017024,1908,01,18,40.8,1,Y
IDCJAC0010,017024,1908,01,19,43.9,1,Y
IDCJAC0010,017024,1908,01,20,40.9,1,Y
IDCJAC0010,017024,1908,01,21,32.3,1,Y
IDCJAC0010,017024,1908,01,22,33.6,1,Y
IDCJAC0010,017024,1908,01,23,35.7,1,Y
IDCJAC0010,017024,1908,01,24,38.5,1,Y
IDCJAC0010,017024,1908,01,25,38.3,1,Y
IDCJAC0010,017024,1908,01,26,40.3,1,Y
IDCJAC0010,017024,1908,01,27,40.0,1,Y
IDCJAC0010,017024,1908,01,28,38.9,1,Y
IDCJAC0010,017024,1908,01,29,36.8,1,Y
IDCJAC0010,017024,1908,01,30,36.8,1,Y
IDCJAC0010,017024,1908,01,31,26.1,1,Y
IDCJAC0010,017024,1908,02,01,31.5,1,Y
IDCJAC0010,017024,1908,02,02,33.9,1,Y
IDCJAC0010,017024,1908,02,03,37.5,1,Y
IDCJAC0010,017024,1908,02,04,39.8,1,Y
IDCJAC0010,017024,1908,02,05,40.1,1,Y
IDCJAC0010,017024,1908,02,06,41.1,1,Y
IDCJAC0010,017024,1908,02,07,43.7,1,Y
IDCJAC0010,017024,1908,02,08,27.3,1,Y
IDCJAC0010,017024,1908,02,09,30.4,1,Y
IDCJAC0010,017024,1908,02,10,32.4,1,Y
IDCJAC0010,017024,1908,02,11,34.8,1,Y
IDCJAC0010,017024,1908,02,12,35.8,1,Y
IDCJAC0010,017024,1908,02,13,38.8,1,Y
IDCJAC0010,017024,1908,02,14,35.1,1,Y
IDCJAC0010,017024,1908,02,15,30.4,1,Y
IDCJAC0010,017024,1908,02,16,30.6,1,Y
IDCJAC0010,017024,1908,02,17,35.6,1,Y
IDCJAC0010,017024,1908,02,18,34.1,1,Y
IDCJAC0010,017024,1908,02,19,30.6,1,Y
IDCJAC0010,017024,1908,02,20,35.2,1,Y
IDCJAC0010,017024,1908,02,21,35.7,1,Y
IDCJAC0010,017024,1908,02,22,34.2,1,Y
IDCJAC0010,017024,1908,02,23,35.0,1,Y
IDCJAC0010,017024,1908,02,24,36.8,1,Y
IDCJAC0010,017024,1908,02,25,38.5,1,Y
IDCJAC0010,017024,1908,02,26,38.0,1,Y
IDCJAC0010,017024,1908,02,27,37.2,1,Y
IDCJAC0010,017024,1908,02,28,37.7,1,Y
IDCJAC0010,017024,1908,02,29,32.5,1,Y
IDCJAC0010,017024,1908,03,01,35.8,1,Y
IDCJAC0010,017024,1908,03,02,32.4,1,Y
IDCJAC0010,017024,1908,03,03,22.6,1,Y
IDCJAC0010,017024,1908,03,04,27.0,1,Y
IDCJAC0010,017024,1908,03,05,25.2,1,Y
IDCJAC0010,017024,1908,03,06,31.8,1,Y
IDCJAC0010,017024,1908,03,07,33.8,1,Y
IDCJAC0010,017024,1908,03,08,32.0,1,Y
IDCJAC0010,017024,1908,03,09,23.9,1,Y
IDCJAC0010,017024,1908,03,10,27.7,1,Y
IDCJAC0010,017024,1908,03,11,31.1,1,Y
IDCJAC0010,017024,1908,03,12,30.1,1,Y
IDCJAC0010,017024,1908,03,13,28.8,1,Y
IDCJAC0010,017024,1908,03,14,28.3,1,Y
IDCJAC0010,017024,1908,03,15,28.2,1,Y
IDCJAC0010,017024,1908,03,16,21.7,1,Y
IDCJAC0010,017024,1908,03,17,25.7,1,Y
IDCJAC0010,017024,1908,03,18,27.2,1,Y
IDCJAC0010,017024,1908,03,19,30.0,1,Y
IDCJAC0010,017024,1908,03,20,32.2,1,Y
IDCJAC0010,017024,1908,03,21,30.8,1,Y
IDCJAC0010,017024,1908,03,22,30.6,1,Y
IDCJAC0010,017024,1908,03,23,31.7,1,Y
IDCJAC0010,017024,1908,03,24,33.6,1,Y
IDCJAC0010,017024,1908,03,25,35.0,1,Y
IDCJAC0010,017024,1908,03,26,31.8,1,Y
IDCJAC0010,017024,1908,03,27,25.4,1,Y
IDCJAC0010,017024,1908,03,28,27.2,1,Y
IDCJAC0010,017024,1908,03,29,30.6,1,Y
IDCJAC0010,017024,1908,03,30,31.7,1,Y
IDCJAC0010,017024,1908,03,31,27.2,1,Y
IDCJAC0010,017024,1908,04,01,27.0,1,Y
IDCJAC0010,017024,1908,04,02,29.1,1,Y
IDCJAC0010,017024,1908,04,03,30.7,1,Y
IDCJAC0010,017024,1908,04,04,32.9,1,Y
IDCJAC0010,017024,1908,04,05,33.9,1,Y
IDCJAC0010,017024,1908,04,06,34.4,1,Y
IDCJAC0010,017024,1908,04,07,31.7,1,Y
IDCJAC0010,017024,1908,04,08,30.0,1,Y
IDCJAC0010,017024,1908,04,09,30.1,1,Y
IDCJAC0010,017024,1908,04,10,31.1,1,Y
IDCJAC0010,017024,1908,04,11,31.7,1,Y
IDCJAC0010,017024,1908,04,12,31.8,1,Y
