Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,070099,1921,01,01,34.0,,N
IDCJAC0010,070099,1921,01,02,33.9,1,N
IDCJAC0010,070099,1921,01,03,16.9,1,N
IDCJAC0010,070099,1921,01,04,17.7,1,N
IDCJAC0010,070099,1921,01,05,22.2,1,N
IDCJAC0010,070099,1921,01,06,24.2,1,N
IDCJAC0010,070099,1921,01,07,24.7,1,N
IDCJAC0010,070099,1921,01,08,28.2,1,N
IDCJAC0010,070099,1921,01,09,30.4,1,N
IDCJAC0010,070099,1921,01,10,28.8,1,N
IDCJAC0010,070099,1921,01,11,26.4,1,N
IDCJAC0010,070099,1921,01,12,21.8,1,N
IDCJAC0010,070099,1921,01,13,25.3,1,N
IDCJAC0010,070099,1921,01,14,23.2,1,N
IDCJAC0010,070099,1921,01,15,24.6,1,N
IDCJAC0010,070099,1921,01,16,26.9,1,N
IDCJAC0010,070099,1921,01,17,27.8,1,N
IDCJAC0010,070099,1921,01,18,28.9,1,N
IDCJAC0010,070099,1921,01,19,27.1,1,N
IDCJAC0010,070099,1921,01,20,27.1,1,N
IDCJAC0010,070099,1921,01,21,26.2,1,N
IDCJAC0010,070099,1921,01,22,28.2,1,N
IDCJAC0010,070099,1921,01,23,31.0,1,N
IDCJAC0010,070099,1921,01,24,33.2,1,N
IDCJAC0010,070099,1921,01,25,33.1,1,N
IDCJAC0010,070099,1921,01,26,29.6,1,N
IDCJAC0010,070099,1921,01,27,16.8,1,N
IDCJAC0010,070099,1921,01,28,22.8,1,N
IDCJAC0010,070099,1921,01,29,22.4,1,N
IDCJAC0010,070099,1921,01,30,25.7,1,N
IDCJAC0010,070099,1921,01,31,29.3,1,N
IDCJAC0010,070099,1921,02,01,30.9,1,N
IDCJAC0010,070099,1921,02,02,27.8,1,N
IDCJAC0010,070099,1921,02,03,26.2,1,N
IDCJAC0010,070099,1921,02,04,24.4,1,N
IDCJAC0010,070099,1921,02,05,22.9,1,N
