Year, Month, Day,     Extent,    Missing, Source Data
1990,    12,  05,     12.643,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.05/nt_19901205_f08_v1.1_n.bin']
1990,    12,  06,     12.653,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.06/nt_19901206_f08_v1.1_n.bin']
1990,    12,  07,     12.613,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.07/nt_19901207_f08_v1.1_n.bin']
1990,    12,  08,     12.683,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.08/nt_19901208_f08_v1.1_n.bin']
1990,    12,  09,     12.756,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.09/nt_19901209_f08_v1.1_n.bin']
1990,    12,  10,     12.818,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.10/nt_19901210_f08_v1.1_n.bin']
1990,    12,  11,     12.845,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.11/nt_19901211_f08_v1.1_n.bin']
1990,    12,  12,     12.915,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.12/nt_19901212_f08_v1.1_n.bin']
1990,    12,  13,     13.019,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.13/nt_19901213_f08_v1.1_n.bin']
1990,    12,  14,     13.106,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.14/nt_19901214_f08_v1.1_n.bin']
1990,    12,  15,     13.158,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.15/nt_19901215_f08_v1.1_n.bin']
1990,    12,  16,     13.226,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.16/nt_19901216_f08_v1.1_n.bin']
1990,    12,  17,     13.353,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.17/nt_19901217_f08_v1.1_n.bin']
1990,    12,  18,     13.280,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.18/nt_19901218_f08_v1.1_n.bin']
1990,    12,  19,     13.324,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.19/nt_19901219_f08_v1.1_n.bin']
1990,    12,  20,     13.417,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.20/nt_19901220_f08_v1.1_n.bin']
1990,    12,  21,     13.525,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.21/nt_19901221_f08_v1.1_n.bin']
1990,    12,  22,     13.563,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.22/nt_19901222_f08_v1.1_n.bin']
1990,    12,  23,     13.620,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.23/nt_19901223_f08_v1.1_n.bin']
1990,    12,  24,     13.620,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.24/nt_19901224_f08_v1.1_n.bin']
1990,    12,  25,     13.601,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.25/nt_19901225_f08_v1.1_n.bin']
1990,    12,  26,     13.541,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.26/nt_19901226_f08_v1.1_n.bin']
1990,    12,  27,     13.480,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.27/nt_19901227_f08_v1.1_n.bin']
1990,    12,  28,     13.432,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.28/nt_19901228_f08_v1.1_n.bin']
1990,    12,  29,     13.439,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.29/nt_19901229_f08_v1.1_n.bin']
1990,    12,  30,     13.437,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.30/nt_19901230_f08_v1.1_n.bin']
1990,    12,  31,     13.486,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1990.12.31/nt_19901231_f08_v1.1_n.bin']
1991,    01,  01,     13.634,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.01/nt_19910101_f08_v1.1_n.bin']
1991,    01,  02,     13.831,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.02/nt_19910102_f08_v1.1_n.bin']
1991,    01,  03,     13.847,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.03/nt_19910103_f08_v1.1_n.bin']
1991,    01,  04,     13.858,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.04/nt_19910104_f08_v1.1_n.bin']
1991,    01,  05,     13.872,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.05/nt_19910105_f08_v1.1_n.bin']
1991,    01,  06,     13.958,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.06/nt_19910106_f08_v1.1_n.bin']
1991,    01,  07,     13.976,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.07/nt_19910107_f08_v1.1_n.bin']
1991,    01,  08,     13.985,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.08/nt_19910108_f08_v1.1_n.bin']
1991,    01,  09,     14.071,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.09/nt_19910109_f08_v1.1_n.bin']
1991,    01,  10,     14.141,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.10/nt_19910110_f08_v1.1_n.bin']
1991,    01,  11,     14.205,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.11/nt_19910111_f08_v1.1_n.bin']
1991,    01,  12,     14.212,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.12/nt_19910112_f08_v1.1_n.bin']
1991,    01,  13,     14.348,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.13/nt_19910113_f08_v1.1_n.bin']
1991,    01,  14,     14.346,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.14/nt_19910114_f08_v1.1_n.bin']
1991,    01,  15,     14.389,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.15/nt_19910115_f08_v1.1_n.bin']
1991,    01,  16,     14.404,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.16/nt_19910116_f08_v1.1_n.bin']
1991,    01,  17,     14.468,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.17/nt_19910117_f08_v1.1_n.bin']
1991,    01,  18,     14.458,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.18/nt_19910118_f08_v1.1_n.bin']
1991,    01,  19,     14.561,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.19/nt_19910119_f08_v1.1_n.bin']
1991,    01,  20,     14.577,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.20/nt_19910120_f08_v1.1_n.bin']
1991,    01,  21,     14.635,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.21/nt_19910121_f08_v1.1_n.bin']
1991,    01,  22,     14.642,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.22/nt_19910122_f08_v1.1_n.bin']
1991,    01,  23,     14.711,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.23/nt_19910123_f08_v1.1_n.bin']
1991,    01,  24,     14.715,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.24/nt_19910124_f08_v1.1_n.bin']
1991,    01,  25,     14.789,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.25/nt_19910125_f08_v1.1_n.bin']
1991,    01,  26,     14.742,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.26/nt_19910126_f08_v1.1_n.bin']
1991,    01,  27,     14.753,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.27/nt_19910127_f08_v1.1_n.bin']
1991,    01,  28,     14.762,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.28/nt_19910128_f08_v1.1_n.bin']
1991,    01,  29,     14.744,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.29/nt_19910129_f08_v1.1_n.bin']
1991,    01,  30,     14.813,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.30/nt_19910130_f08_v1.1_n.bin']
1991,    01,  31,     14.831,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.01.31/nt_19910131_f08_v1.1_n.bin']
1991,    02,  01,     14.852,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.01/nt_19910201_f08_v1.1_n.bin']
1991,    02,  02,     14.840,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.02/nt_19910202_f08_v1.1_n.bin']
1991,    02,  03,     14.860,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.03/nt_19910203_f08_v1.1_n.bin']
1991,    02,  04,     14.779,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.04/nt_19910204_f08_v1.1_n.bin']
1991,    02,  05,     14.855,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.05/nt_19910205_f08_v1.1_n.bin']
1991,    02,  06,     14.849,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.06/nt_19910206_f08_v1.1_n.bin']
1991,    02,  07,     14.886,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.07/nt_19910207_f08_v1.1_n.bin']
1991,    02,  08,     14.955,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.08/nt_19910208_f08_v1.1_n.bin']
1991,    02,  09,     15.018,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.09/nt_19910209_f08_v1.1_n.bin']
1991,    02,  10,     15.066,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.10/nt_19910210_f08_v1.1_n.bin']
1991,    02,  11,     15.120,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.11/nt_19910211_f08_v1.1_n.bin']
1991,    02,  12,     15.169,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.12/nt_19910212_f08_v1.1_n.bin']
1991,    02,  13,     15.280,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.13/nt_19910213_f08_v1.1_n.bin']
1991,    02,  14,     15.347,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.14/nt_19910214_f08_v1.1_n.bin']
1991,    02,  15,     15.372,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.15/nt_19910215_f08_v1.1_n.bin']
1991,    02,  16,     15.388,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.16/nt_19910216_f08_v1.1_n.bin']
1991,    02,  17,     15.412,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.17/nt_19910217_f08_v1.1_n.bin']
1991,    02,  18,     15.417,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.18/nt_19910218_f08_v1.1_n.bin']
1991,    02,  19,     15.499,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.19/nt_19910219_f08_v1.1_n.bin']
1991,    02,  20,     15.560,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.20/nt_19910220_f08_v1.1_n.bin']
1991,    02,  21,     15.467,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.21/nt_19910221_f08_v1.1_n.bin']
1991,    02,  22,     15.459,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.22/nt_19910222_f08_v1.1_n.bin']
1991,    02,  23,     15.596,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.23/nt_19910223_f08_v1.1_n.bin']
1991,    02,  24,     15.575,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.24/nt_19910224_f08_v1.1_n.bin']
1991,    02,  25,     15.647,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.25/nt_19910225_f08_v1.1_n.bin']
1991,    02,  26,     15.586,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.26/nt_19910226_f08_v1.1_n.bin']
1991,    02,  27,     15.600,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.27/nt_19910227_f08_v1.1_n.bin']
1991,    02,  28,     15.529,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.02.28/nt_19910228_f08_v1.1_n.bin']
1991,    03,  01,     15.488,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.01/nt_19910301_f08_v1.1_n.bin']
1991,    03,  02,     15.509,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.02/nt_19910302_f08_v1.1_n.bin']
1991,    03,  03,     15.422,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.03/nt_19910303_f08_v1.1_n.bin']
1991,    03,  04,     15.326,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.04/nt_19910304_f08_v1.1_n.bin']
1991,    03,  05,     15.352,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.05/nt_19910305_f08_v1.1_n.bin']
1991,    03,  06,     15.437,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.06/nt_19910306_f08_v1.1_n.bin']
1991,    03,  07,     15.390,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.07/nt_19910307_f08_v1.1_n.bin']
1991,    03,  08,     15.510,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.08/nt_19910308_f08_v1.1_n.bin']
1991,    03,  09,     15.487,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.09/nt_19910309_f08_v1.1_n.bin']
1991,    03,  10,     15.472,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.10/nt_19910310_f08_v1.1_n.bin']
1991,    03,  11,     15.454,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.11/nt_19910311_f08_v1.1_n.bin']
1991,    03,  12,     15.436,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.12/nt_19910312_f08_v1.1_n.bin']
1991,    03,  13,     15.459,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.13/nt_19910313_f08_v1.1_n.bin']
1991,    03,  14,     15.501,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.14/nt_19910314_f08_v1.1_n.bin']
1991,    03,  15,     15.472,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.15/nt_19910315_f08_v1.1_n.bin']
1991,    03,  16,     15.521,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.16/nt_19910316_f08_v1.1_n.bin']
1991,    03,  17,     15.480,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.17/nt_19910317_f08_v1.1_n.bin']
1991,    03,  18,     15.499,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.18/nt_19910318_f08_v1.1_n.bin']
1991,    03,  19,     15.536,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.19/nt_19910319_f08_v1.1_n.bin']
1991,    03,  20,     15.448,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.20/nt_19910320_f08_v1.1_n.bin']
1991,    03,  21,     15.379,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.21/nt_19910321_f08_v1.1_n.bin']
1991,    03,  22,     15.361,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.22/nt_19910322_f08_v1.1_n.bin']
1991,    03,  23,     15.270,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.23/nt_19910323_f08_v1.1_n.bin']
1991,    03,  24,     15.325,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.24/nt_19910324_f08_v1.1_n.bin']
1991,    03,  25,     15.388,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.25/nt_19910325_f08_v1.1_n.bin']
1991,    03,  26,     15.371,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.26/nt_19910326_f08_v1.1_n.bin']
1991,    03,  27,     15.221,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.27/nt_19910327_f08_v1.1_n.bin']
1991,    03,  28,     15.221,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.28/nt_19910328_f08_v1.1_n.bin']
1991,    03,  29,     15.282,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.29/nt_19910329_f08_v1.1_n.bin']
1991,    03,  30,     15.432,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.30/nt_19910330_f08_v1.1_n.bin']
1991,    03,  31,     15.451,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.03.31/nt_19910331_f08_v1.1_n.bin']
1991,    04,  01,     15.482,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.01/nt_19910401_f08_v1.1_n.bin']
1991,    04,  02,     15.463,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.02/nt_19910402_f08_v1.1_n.bin']
1991,    04,  03,     15.410,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.03/nt_19910403_f08_v1.1_n.bin']
1991,    04,  04,     15.363,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.04/nt_19910404_f08_v1.1_n.bin']
1991,    04,  05,     15.372,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.05/nt_19910405_f08_v1.1_n.bin']
1991,    04,  06,     15.355,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.06/nt_19910406_f08_v1.1_n.bin']
1991,    04,  07,     15.278,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.07/nt_19910407_f08_v1.1_n.bin']
1991,    04,  08,     15.265,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.08/nt_19910408_f08_v1.1_n.bin']
1991,    04,  09,     15.196,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.09/nt_19910409_f08_v1.1_n.bin']
1991,    04,  10,     15.116,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.10/nt_19910410_f08_v1.1_n.bin']
1991,    04,  11,     14.983,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.11/nt_19910411_f08_v1.1_n.bin']
1991,    04,  12,     14.939,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.12/nt_19910412_f08_v1.1_n.bin']
1991,    04,  13,     14.891,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.13/nt_19910413_f08_v1.1_n.bin']
1991,    04,  14,     14.899,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.14/nt_19910414_f08_v1.1_n.bin']
1991,    04,  15,     14.850,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.15/nt_19910415_f08_v1.1_n.bin']
1991,    04,  16,     14.787,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.16/nt_19910416_f08_v1.1_n.bin']
1991,    04,  17,     14.810,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.17/nt_19910417_f08_v1.1_n.bin']
1991,    04,  18,     14.753,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.18/nt_19910418_f08_v1.1_n.bin']
1991,    04,  19,     14.635,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.19/nt_19910419_f08_v1.1_n.bin']
1991,    04,  20,     14.630,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.20/nt_19910420_f08_v1.1_n.bin']
1991,    04,  21,     14.620,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.21/nt_19910421_f08_v1.1_n.bin']
1991,    04,  22,     14.606,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.22/nt_19910422_f08_v1.1_n.bin']
1991,    04,  23,     14.583,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.23/nt_19910423_f08_v1.1_n.bin']
1991,    04,  24,     14.519,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.24/nt_19910424_f08_v1.1_n.bin']
1991,    04,  25,     14.478,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.25/nt_19910425_f08_v1.1_n.bin']
1991,    04,  26,     14.418,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.26/nt_19910426_f08_v1.1_n.bin']
1991,    04,  27,     14.340,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.27/nt_19910427_f08_v1.1_n.bin']
1991,    04,  28,     14.249,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.28/nt_19910428_f08_v1.1_n.bin']
1991,    04,  29,     14.273,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.29/nt_19910429_f08_v1.1_n.bin']
1991,    04,  30,     14.229,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.04.30/nt_19910430_f08_v1.1_n.bin']
1991,    05,  01,     14.068,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.01/nt_19910501_f08_v1.1_n.bin']
1991,    05,  02,     14.010,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.02/nt_19910502_f08_v1.1_n.bin']
1991,    05,  03,     13.944,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.03/nt_19910503_f08_v1.1_n.bin']
1991,    05,  04,     13.945,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.04/nt_19910504_f08_v1.1_n.bin']
1991,    05,  05,     13.862,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.05/nt_19910505_f08_v1.1_n.bin']
1991,    05,  06,     13.815,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.06/nt_19910506_f08_v1.1_n.bin']
1991,    05,  07,     13.801,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.07/nt_19910507_f08_v1.1_n.bin']
1991,    05,  08,     13.756,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.08/nt_19910508_f08_v1.1_n.bin']
1991,    05,  09,     13.702,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.09/nt_19910509_f08_v1.1_n.bin']
1991,    05,  10,     13.677,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.10/nt_19910510_f08_v1.1_n.bin']
1991,    05,  11,     13.612,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.11/nt_19910511_f08_v1.1_n.bin']
1991,    05,  12,     13.667,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.12/nt_19910512_f08_v1.1_n.bin']
1991,    05,  13,     13.620,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.13/nt_19910513_f08_v1.1_n.bin']
1991,    05,  14,     13.560,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.14/nt_19910514_f08_v1.1_n.bin']
1991,    05,  15,     13.474,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.15/nt_19910515_f08_v1.1_n.bin']
1991,    05,  16,     13.495,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.16/nt_19910516_f08_v1.1_n.bin']
1991,    05,  17,     13.480,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.17/nt_19910517_f08_v1.1_n.bin']
1991,    05,  18,     13.394,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.18/nt_19910518_f08_v1.1_n.bin']
1991,    05,  19,     13.350,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.19/nt_19910519_f08_v1.1_n.bin']
1991,    05,  20,     13.314,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.20/nt_19910520_f08_v1.1_n.bin']
1991,    05,  21,     13.266,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.21/nt_19910521_f08_v1.1_n.bin']
1991,    05,  22,     13.192,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.22/nt_19910522_f08_v1.1_n.bin']
1991,    05,  23,     13.196,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.23/nt_19910523_f08_v1.1_n.bin']
1991,    05,  24,     13.144,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.24/nt_19910524_f08_v1.1_n.bin']
1991,    05,  25,     13.122,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.25/nt_19910525_f08_v1.1_n.bin']
1991,    05,  26,     13.104,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.26/nt_19910526_f08_v1.1_n.bin']
1991,    05,  27,     13.073,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.27/nt_19910527_f08_v1.1_n.bin']
1991,    05,  28,     13.038,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.28/nt_19910528_f08_v1.1_n.bin']
1991,    05,  29,     13.051,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.29/nt_19910529_f08_v1.1_n.bin']
1991,    05,  30,     12.970,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.30/nt_19910530_f08_v1.1_n.bin']
1991,    05,  31,     12.965,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.05.31/nt_19910531_f08_v1.1_n.bin']
1991,    06,  01,     12.781,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.01/nt_19910601_f08_v1.1_n.bin']
1991,    06,  02,     12.756,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.02/nt_19910602_f08_v1.1_n.bin']
1991,    06,  03,     12.755,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.03/nt_19910603_f08_v1.1_n.bin']
1991,    06,  04,     12.707,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.04/nt_19910604_f08_v1.1_n.bin']
1991,    06,  05,     12.667,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.05/nt_19910605_f08_v1.1_n.bin']
1991,    06,  06,     12.623,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.06/nt_19910606_f08_v1.1_n.bin']
1991,    06,  07,     12.556,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.07/nt_19910607_f08_v1.1_n.bin']
1991,    06,  08,     12.526,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.08/nt_19910608_f08_v1.1_n.bin']
1991,    06,  09,     12.425,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.09/nt_19910609_f08_v1.1_n.bin']
1991,    06,  10,     12.346,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.10/nt_19910610_f08_v1.1_n.bin']
1991,    06,  11,     12.251,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.11/nt_19910611_f08_v1.1_n.bin']
1991,    06,  12,     12.271,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.12/nt_19910612_f08_v1.1_n.bin']
1991,    06,  13,     12.263,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.13/nt_19910613_f08_v1.1_n.bin']
1991,    06,  14,     12.197,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.14/nt_19910614_f08_v1.1_n.bin']
1991,    06,  15,     12.116,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.15/nt_19910615_f08_v1.1_n.bin']
1991,    06,  16,     12.063,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1991.06.16/nt_19910616_f08_v1.1_n.bin']
