03906620030128   363 -999
03906620030625   190   93
03906620030626   221  130
03906620030627   209  120
03906620030628   253   76
03906620030629   307   95
03906620030630   272  106
03906620030701   201   87
03906620030702   205  123
03906620030703   201   68
03906620030704   199   57
03906620030705   213   26
03906620030706   226   64
03906620030707   237   55
03906620030708   237   52
03906620030709   249  100
03906620030710   238  131
03906620030711   241   84
03906620030712   215   87
03906620030713   245  133
03906620030714   233  108
03906620030715   240   63
03906620030716   248   80
03906620030717   244   65
03906620030718   249   79
03906620030719   210   79
03906620030720   238  124
03906620030721   208  131
03906620030722   244   82
03906620030723   248   77
03906620030724   180  127
03906620030725   199    5
03906620030726   206    6
03906620030727   198    0
03906620030728   215  -14
03906620030729   224   24
03906620030730   217    2
03906620030731   173   38
03906620030801   211    6
03906620030802   228   20
03906620030803   239   19
03906620030804   243   77
03906620030805   236   99
03906620030806   292   76
03906620030807   293   90
03906620030808   248  151
03906620030809   218  140
03906620030810   238   25
03906620030811   245   58
03906620030812   281   92
03906620030813   294  102
03906620030814   291  112
03906620030815   244  153
03906620030816   167  158
03906620030817   201  128
03906620030818   245   86
03906620030819   223   84
03906620030820   221   47
03906620030821   229   57
03906620030822   241  115
03906620030823   253  110
03906620030824   161  149
03906620030825   240   85
03906620030826   242   64
03906620030827   229   82
03906620030828   236   70
03906620030829   241   98
03906620030830   245   96
03906620030831   279   93
03906620030901  -999  137
03906620030902   232 -999
03906620030903   226   66
03906620030904   250   41
03906620030905   256   79
03906620030906   274   74
03906620030907   283   67
03906620030908   276   82
03906620030909   276  134
03906620030910   322  135
03906620030911   338  114
03906620030912   333  108
03906620030913   320  125
03906620030914   316  140
03906620030915   279  137
03906620030916   253   64
03906620030917   291   68
03906620030918   302  100
03906620030919   319   90
03906620030920   329  117
03906620030921   307  129
03906620030922   326  143
03906620030923   325  137
03906620030924   319  126
03906620030925   339  147
03906620030926   327  158
03906620030927   356  160
03906620030928   285   96
03906620030929   306  105
03906620030930   323  142
03906620031001   310  185
03906620031002   284  198
03906620031003   294  124
03906620031004   269  107
03906620031005   288  125
03906620031006   289  155
03906620031007   196  168
03906620031008   270  130
03906620031009   297  128
03906620031010   284  159
03906620031011   254  128
03906620031012   261   81
03906620031013   272  113
03906620031014   279  102
03906620031015   288  104
03906620031016   289  116
03906620031017   283  134
03906620031018   293  129
03906620031019   308  128
03906620031020   235  144
03906620031021   323  127
03906620031022   346  139
03906620031023   362  129
03906620031024   328  168
03906620031025   323  167
03906620031026   354  179
03906620031027   330  169
03906620031028   342  183
03906620031029   366  217
03906620031030   327  134
03906620031031   385  147
03906620031101   304  198
03906620031102   303  168
03906620031103   277  120
03906620031104   274  123
03906620031105   285  107
03906620031106   294  116
03906620031107   305  140
03906620031108   298  154
03906620031109   300  157
03906620031110   308  161
03906620031111   311  152
03906620031112   329  159
03906620031113   321  170
03906620031114   289  178
03906620031115   320  147
03906620031116   324  149
03906620031117   342  164
03906620031118   315  191
03906620031119   344  199
03906620031120   333  216
03906620031121   351  193
03906620031122   361  190
03906620031123   342  211
03906620031124   317  177
03906620031125   307  150
03906620031126   303  138
03906620031127   306  158
03906620031128   302  184
03906620031129   313  140
03906620031130   311  147
03906620031201   323  164
03906620031202   313  180
03906620031203   305  186
03906620031204   308  205
03906620031205   307  230
03906620031206   325  208
03906620031207   272  176
03906620031208   307  206
03906620031209   311  221
03906620031210   317  172
03906620031211   327  195
03906620031212   337  208
03906620031213   329  241
03906620031214   347  231
03906620031215   316  210
03906620031216   315  213
03906620031217   299  196
03906620031218   302  184
03906620031219   322  170
03906620031220   329  165
03906620031221   347  188
03906620031222   366  188
03906620031223   378  198
03906620031224   353  215
03906620031225   368  244
03906620031226   366  220
03906620031227   314  231
03906620031228   322  231
03906620031229   315  187
03906620031230   321  153
03906620031231   321  155
03906620040101   326  159
03906620040102   339  162
03906620040103   336  205
03906620040104   332  229
03906620040105   349  232
03906620040106   374  235
03906620040107   393  227
03906620040108   396  242
03906620040109   307  229
03906620040110   347  240
03906620040111   313  244
03906620040112   344  227
03906620040113   313  215
03906620040114   328  228
03906620040115   309  236
03906620040116   313  237
03906620040117   331  256
03906620040118   359  211
03906620040119   303  234
03906620040120   304  182
03906620040121   315  175
03906620040122   330  189
03906620040123   346  193
03906620040124   357  214
03906620040125   356  212
03906620040126   365  219
03906620040127   358  213
03906620040128   371  213
03906620040129   372  213
03906620040130   359  211
03906620040131   363  188
03906620040201   360  158
03906620040202   311  229
03906620040203   237  204
03906620040204   288  194
03906620040205   300  177
03906620040206   305  178
03906620040207   313  177
03906620040208   318  190
03906620040209   321  203
03906620040210   341  225
03906620040211   346  222
03906620040212   355  232
03906620040213   355  232
03906620040214   353  221
03906620040215   369  226
03906620040216   381  236
03906620040217   312  222
03906620040218   332  198
03906620040219   347  222
03906620040220   371  227
03906620040221   393  241
03906620040222   393  265
03906620040223   373  258
03906620040224   333  226
03906620040225   357  242
03906620040226   286  212
03906620040227   324  199
03906620040228   322  214
03906620040229   331  175
03906620040301   319  190
03906620040302   303  207
03906620040303   282  182
03906620040304   305  187
03906620040305   209  190
03906620040306   270  174
03906620040307   339  192
03906620040308   349  205
03906620040309   339  228
03906620040310   344  224
03906620040311   310  214
03906620040312   311  234
03906620040313   322  213
03906620040314   318  204
03906620040315   323  195
03906620040316   317  212
03906620040317   320  219
03906620040318   310  173
03906620040319   306  182
03906620040320   291  181
03906620040321   306  209
03906620040322   245  203
03906620040323   294  204
03906620040324   284  176
03906620040325   294  155
03906620040326   307  146
03906620040327   303  158
03906620040328   289  194
03906620040329   303  185
03906620040330   300  166
03906620040331   306  139
03906620040401   317  143
03906620040402   312  155
03906620040403   306  172
03906620040404   302  190
03906620040405   288  184
03906620040406   294  154
03906620040407   292  173
03906620040408   287  132
03906620040409   295  128
03906620040410   293  122
03906620040411   290  117
03906620040412   300  105
03906620040413   310  119
03906620040414   307  125
03906620040415   292  154
03906620040416   305  172
03906620040417   276  148
03906620040418   325  178
03906620040419   313  158
03906620040420   301  170
03906620040421   299  154
03906620040422   291  146
03906620040423   300  122
03906620040424   302  136
03906620040425   283  171
03906620040426   274  191
03906620040427   305  162
03906620040428   238  181
03906620040429   231  168
03906620040430   232  139
03906620040501   261   85
03906620040502   266   97
03906620040503   250   93
03906620040504   278  112
03906620040505   277  105
03906620040506   248  111
03906620040507   259  143
03906620040508   225  176
03906620040509   244  131
03906620040510   263  134
03906620040511   254  105
03906620040512   243   77
03906620040513   253   44
03906620040514   262   52
03906620040515   275   87
03906620040516   279   53
03906620040517   268   32
03906620040518   266   25
03906620040519   277   86
03906620040520   262  122
03906620040521   266   86
03906620040522   256   94
03906620040523   257  122
03906620040524   265  114
03906620040525   251  122
03906620040526   273  151
03906620040527   205  136
03906620040528   202   63
03906620040529   208   61
03906620040530   228   55
03906620040531   248   15
03906620040601   260  115
03906620040602   261  115
03906620040603   270   99
03906620040604   256   99
03906620040605   249  100
03906620040606   252  130
03906620040607   231  152
03906620040608   250   98
03906620040609   250   83
03906620040610   250   86
03906620040611   255   98
03906620040612   250   48
03906620040613   255   47
03906620040614   258   55
03906620040615   262   61
03906620040616   224   79
03906620040617   190   56
03906620040618   200   37
03906620040619   232   16
03906620040620   192   45
03906620040621   194    7
03906620040622   226    0
03906620040623   247   30
03906620040624   245   47
03906620040625   249   40
03906620040626   223   45
03906620040627   217    5
03906620040628   238   40
03906620040629   243   22
03906620040630   239    5
03906620040701   251   28
03906620040702   247   44
03906620040703   237  110
03906620040704   255  151
03906620040705   254  107
03906620040706   235   92
03906620040707   202   64
03906620040708   198   33
03906620040709   221   -8
03906620040710   244   24
03906620040711   251   60
03906620040712   257   83
03906620040713   244   72
03906620040714   222   46
03906620040715   236   65
03906620040716   247   37
03906620040717   238   71
03906620040718   178   51
03906620040719  -999   31
03906620040720   223 -999
03906620040721   243   35
03906620040722   214   62
03906620040723   237   48
03906620040724   234   62
03906620040725   255   71
03906620040726   273   82
03906620040727   205  152
03906620040728   232   69
03906620040729   218   27
03906620040730   243   28
03906620040731   248   54
03906620040801   251   74
03906620040802   278   52
03906620040803   287  117
03906620040804   224  116
03906620040805   230   44
03906620040806   218   26
03906620040807   226   14
03906620040808   229   18
03906620040809   220   21
03906620040810   224   33
03906620040811   238   52
03906620040812   247   52
03906620040813   270   35
03906620040814   269   68
03906620040815   212   75
03906620040816   237    7
03906620040817   251   58
03906620040818   219  131
03906620040819   225   53
03906620040820   242   43
03906620040821   249   41
03906620040822   272   34
03906620040823   278   51
03906620040824   273   67
03906620040825   270   81
03906620040826   263   79
03906620040827   272   72
03906620040828   290   70
03906620040829   294   87
03906620040830   285   79
03906620040831   234  140
03906620040901   206  132
03906620040902   237   69
03906620040903   251   69
03906620040904   241   95
03906620040905   258   59
03906620040906   261   75
03906620040907   280  104
03906620040908   283  162
03906620040909   202  177
03906620040910   253   81
03906620040911   268   64
03906620040912   250   91
03906620040913   236   75
03906620040914   250   60
03906620040915   261   59
03906620040916   293   59
03906620040917   284   81
03906620040918   288   88
03906620040919   292   99
03906620040920   304  105
03906620040921   288  135
03906620040922   278   94
03906620040923   298  102
03906620040924   342  108
03906620040925   302  161
03906620040926   310  163
03906620040927   314  152
03906620040928   324  154
03906620040929   314  142
03906620040930   319  136
03906620041001   336  147
03906620041002   320  162
03906620041003   315  123
03906620041004   321  138
03906620041005   298  150
03906620041006   333  124
03906620041007   344  112
03906620041008   380  148
03906620041009   316   93
03906620041010   300  143
03906620041011   305  138
03906620041012   320  109
03906620041013   328  129
03906620041014   335  118
03906620041015   361  118
03906620041016   330  150
03906620041017   259  189
03906620041018   278  176
03906620041019   281  164
03906620041020   231  149
03906620041021   281  131
03906620041022   338  132
03906620041023   383  175
03906620041024   387  183
03906620041025   380  188
03906620041026   307  229
03906620041027   338  210
03906620041028   324  211
03906620041029   256  191
03906620041030   266  174
03906620041031   290  132
03906620041101   299  126
03906620041102   319  155
03906620041103   327  190
03906620041104   326  195
03906620041105  -999  213
03906620041109   288 -999
03906620041110   293  184
03906620041111   303  211
03906620041112   327  207
03906620041113   362  218
03906620041114   330  180
03906620041115   327  166
03906620041116   344  205
03906620041117   319  221
03906620041118   312  189
03906620041119   316  197
03906620041120   326  168
03906620041121   291  196
03906620041122   300  185
03906620041123   277  174
03906620041124   286  145
03906620041125   286  155
03906620041126   292  131
03906620041127   312  133
03906620041128   327  138
03906620041129   336  146
03906620041130   347  161
03906620041201   341  160
03906620041202   355  176
03906620041203   347  201
03906620041204   290  214
03906620041205   285  198
03906620041206   308  177
03906620041207   304  178
03906620041208   298  165
03906620041209   281  217
03906620041210   291  217
03906620041211   331  226
03906620041212   353  217
03906620041213   351  232
03906620041214   384  215
03906620041215   356  207
03906620041216   298  223
03906620041217   319  182
03906620041218   312  194
03906620041219   318  190
03906620041220   367  178
03906620041221   307  211
03906620041222   326  190
03906620041223   334  213
03906620041224   355  211
03906620041225   314  219
03906620041226   293  213
03906620041227   323  200
03906620041228   329  198
03906620041229   300  124
03906620041230   296  181
03906620041231   300  159
03906620050101   315  165
03906620050102   325  172
03906620050103   340  184
03906620050104   353  192
03906620050105   352  243
03906620050106   301  246
03906620050107   303  229
03906620050108   307  221
03906620050109   302  187
03906620050110   290  175
03906620050111   310  166
03906620050112   306  158
03906620050113   308  145
03906620050114   317  189
03906620050115   350  209
03906620050116   376  209
03906620050117   362  224
03906620050118   316  234
03906620050119   319  219
03906620050120   349  184
03906620050121   378  211
03906620050122   363  223
03906620050123   347  217
03906620050124   316  237
03906620050125   341  233
03906620050126   237  215
03906620050127   289  206
03906620050128   349  200
03906620050129   376  219
03906620050130   378  236
03906620050131   357  246
03906620050201   345  248
03906620050202   381  251
03906620050203   318  187
03906620050204   347  171
03906620050205   363  214
03906620050206   377  227
03906620050207   385  228
03906620050208   383  237
03906620050209   369  245
03906620050210   286  259
03906620050211   317  200
03906620050212   322  215
03906620050213   322  174
03906620050214   308  193
03906620050215   305  207
03906620050216   355  196
03906620050217   343  197
03906620050218   345  191
03906620050219   348  181
03906620050220   347  182
03906620050221   353  189
03906620050222   362  191
03906620050223   343  231
03906620050224   330  197
03906620050225   353  184
03906620050226   341  196
03906620050227   346  194
03906620050228   344  190
03906620050301   330  205
03906620050302   348  169
03906620050303   326  169
03906620050304   345  158
03906620050305   352  178
03906620050306   378  189
03906620050307   333  234
03906620050308   335  201
03906620050309   335  173
03906620050310   350  152
03906620050311   337  197
03906620050312   311  171
03906620050313   328  178
03906620050314   327  177
03906620050315   341  187
03906620050316   340  178
03906620050317   304  184
03906620050318   315  193
03906620050319   319  173
03906620050320   340  178
03906620050321   335  220
03906620050322   333  198
03906620050323   328  142
03906620050324   336  160
03906620050325   341  177
03906620050326   332  151
03906620050327   313  166
03906620050328   324  143
03906620050329   309  202
03906620050330   302  161
03906620050331   263  191
03906620050401   304  139
03906620050402   300  126
03906620050403   308  139
03906620050404   327  136
03906620050405   304  200
03906620050406   322  180
03906620050407   304  195
03906620050408   284  200
03906620050409   271  207
03906620050410   302  190
03906620050411   305  174
03906620050412   296  151
03906620050413   301  161
03906620050414   288  137
03906620050415   305  128
03906620050416   315  142
03906620050417   316  128
03906620050418   324  136
03906620050419   337  155
03906620050420   328  153
03906620050421   301  190
03906620050422   277  173
03906620050423   299  188
03906620050424   308  167
03906620050425   301  121
03906620050426   294  126
03906620050427   284  139
03906620050428   289  182
03906620050429   288  115
03906620050430   305  111
03906620050501   311  110
03906620050502   282  161
03906620050503   264  148
03906620050504   284  146
03906620050505   282  151
03906620050506   285  126
03906620050507   254  183
03906620050508   260  173
03906620050509   264  173
03906620050510   256  156
03906620050511   216  169
03906620050512   233  162
03906620050513   238  149
03906620050514   261  132
03906620050515   263   94
03906620050516   257   74
03906620050517   247   73
03906620050518   254   82
03906620050519   239   88
03906620050520   224   78
03906620050521   251   84
03906620050522   253   61
03906620050523   257   55
03906620050524   257   75
03906620050525   266   89
03906620050526   269   63
03906620050527   238   65
03906620050528   233   55
03906620050529   247   69
03906620050530   251   71
03906620050531   260  112
03906620050601   258   50
03906620050602   241   68
03906620050603   243  123
03906620050604   254  111
03906620050605   253   91
03906620050606   246   96
03906620050607   251   92
03906620050608   240   96
03906620050609   265  104
03906620050610   261   99
03906620050611   256  109
03906620050612   264  132
03906620050613   268  124
03906620050614   263  149
03906620050615   176  163
03906620050616   206  113
03906620050617   199   57
03906620050618   204   44
03906620050619   182   98
03906620050620   184  151
03906620050621   197  147
03906620050622   147  100
03906620050623   179   30
03906620050624   172   39
03906620050625   217   40
03906620050626   216   97
03906620050627   228  107
03906620050628   235  143
03906620050629   226  169
03906620050630   257  175
03906620050701   248  160
03906620050702   258  152
03906620050703   193  109
03906620050704   233   50
03906620050705   217  130
03906620050706   234  118
03906620050707   232   91
03906620050708   227   72
03906620050709   245   90
03906620050710   181  102
03906620050711   208   49
03906620050712   203   81
03906620050713   245  118
03906620050714   239  133
03906620050715   224   90
03906620050716   200   47
03906620050717   207   20
03906620050718   216   16
03906620050719   220   99
03906620050720   197  114
03906620050721   232  118
03906620050722   220  101
03906620050723   230   82
03906620050724   230  120
03906620050725   232   54
03906620050726   245   44
03906620050727   250   79
03906620050728   245   54
03906620050729   246   65
03906620050730   251   64
03906620050731   249   73
03906620050801   239  107
03906620050802   210  150
03906620050803   251   81
03906620050804   257   87
03906620050805   198  106
03906620050806   225   58
03906620050807   236   65
03906620050808   234   66
03906620050809   232   46
03906620050810   239   41
03906620050811   236   30
03906620050812   102   85
03906620050813   199   28
03906620050814   229   60
03906620050815   238   44
03906620050816   252   88
03906620050817   246   94
03906620050818   243   73
03906620050819   241   70
03906620050820   259   86
03906620050821   241  127
03906620050822   237   57
03906620050823   243   74
03906620050824   235   56
03906620050825   250   50
03906620050826   250   63
03906620050827   250   74
03906620050828   246  102
03906620050829   233  108
03906620050830   254   98
03906620050831   272   83
03906620050901   276  134
03906620050902   272  107
03906620050903   280  114
03906620050904   300  116
03906620050905   259  134
03906620050906   250  153
03906620050907   267  102
03906620050908   262   93
03906620050909   269   83
03906620050910   275   81
03906620050911   265  142
03906620050912   240  116
03906620050913   258   75
03906620050914   286   73
03906620050915   289   97
03906620050916   296  144
03906620050917   228  131
03906620050918   268   37
03906620050919   290   47
03906620050920   289  106
03906620050921   298   90
03906620050922   276  111
03906620050923   293   88
03906620050924   299  107
03906620050925   302  115
03906620050926   302  119
03906620050927   314  142
03906620050928   313  162
03906620050929   322  156
03906620050930   331  161
03906620051001   342  177
03906620051002   342  163
03906620051003   371  157
03906620051004   335  189
03906620051005   336  176
03906620051006   374  150
03906620051007   389  152
03906620051008   378  158
03906620051009   313  206
03906620051010   331  107
03906620051011   340  171
03906620051012   376  188
03906620051013   338  224
03906620051014   291  187
03906620051015   285  210
03906620051016   250  174
03906620051017   289  190
03906620051018   220  190
03906620051019   232  182
03906620051020   221  179
03906620051021   277  185
03906620051022   319  150
03906620051023   332  126
03906620051024   311  195
03906620051025   308  182
03906620051026   314  210
03906620051027   312  205
03906620051028   306  188
03906620051029   307  185
03906620051030   292  176
03906620051031   308  190
03906620051101   297  181
03906620051102   297  182
03906620051103   303  167
03906620051104   286  169
03906620051105   302  194
03906620051106   326  207
03906620051107   301  212
03906620051108   313  203
03906620051109   327  205
03906620051110   320  217
03906620051111   324  209
03906620051112   308  202
03906620051113   312  190
03906620051114   316  173
03906620051115   320  198
03906620051116   325  185
03906620051117   294  125
03906620051118   292  133
03906620051119   318  143
03906620051120   338  183
03906620051121   315  189
03906620051122   304  194
03906620051123   307  186
03906620051124   290  183
03906620051125   307  193
03906620051126   321  198
03906620051127   320  208
03906620051128   299  146
03906620051129   307  166
03906620051130   301  190
03906620051201   308  218
03906620051202   275  180
03906620051203   319  182
03906620051204   337  171
03906620051205   352  215
03906620051206   348  204
03906620051207   340  220
03906620051208   334  234
03906620051209   355  210
03906620051210   356  193
03906620051211   347  149
03906620051212   333  212
03906620051213   372  214
03906620051214   387  247
03906620051215   349  217
03906620051216   340  235
03906620051217   354  219
03906620051218   329  215
03906620051219   333  123
03906620051220   329  146
03906620051221   341  194
03906620051222   344  189
03906620051223   361  183
03906620051224   370  179
03906620051225   398  218
03906620051226   357  204
03906620051227   353  224
03906620051228   362  215
03906620051229   377  216
03906620051230   368  225
03906620051231   339  219
03906620060101   348  193
03906620060102   366  204
03906620060103   378  218
03906620060104   379  229
03906620060105   365  244
03906620060106   402  238
03906620060107   363  248
03906620060108   338  218
03906620060109   327  229
03906620060110   333  219
03906620060111   353  209
03906620060112   348  230
03906620060113   353  208
03906620060114   350  196
03906620060115   345  203
03906620060116   330  232
03906620060117   351  200
03906620060118   357  210
03906620060119   343  233
03906620060120   331  220
03906620060121   334  216
03906620060122   341  208
03906620060123   353  216
03906620060124   369  213
03906620060125   355  223
03906620060126   322  209
03906620060127   319  222
03906620060128   340  204
03906620060129   342  202
03906620060130   355  186
03906620060131   357  177
03906620060201   365  191
03906620060202   388  202
03906620060203   371  205
03906620060204   403  215
03906620060205   374  264
03906620060206   352  247
03906620060207   372  201
03906620060208   312  232
03906620060209   340  191
03906620060210   382  197
03906620060211   364  248
03906620060212   356  234
03906620060213   372  209
03906620060214   375  234
03906620060215   360  243
03906620060216   332  219
03906620060217   361  210
03906620060218   368  215
03906620060219   367  199
03906620060220   364  205
03906620060221   345  216
03906620060222   351  220
03906620060223   338  201
03906620060224   346  197
03906620060225   346  178
03906620060226   356  188
03906620060227   358  197
03906620060228   291  224
03906620060301   273  226
03906620060302   265  204
03906620060303   281  206
03906620060304   331  183
03906620060305   357  167
03906620060306   340  229
03906620060307   331  222
03906620060308   359  227
03906620060309   354  213
03906620060310   348  183
03906620060311   341  175
03906620060312   338  181
03906620060313   336  193
03906620060314   327  171
03906620060315   316  166
03906620060316   337  172
03906620060317   356  173
03906620060318   338  173
03906620060319   340  198
03906620060320   309  229
03906620060321   326  228
03906620060322   292  216
03906620060323   310  200
03906620060324   305  188
03906620060325   327  170
03906620060326   323  140
03906620060327   321  151
03906620060328   312  151
03906620060329   298  154
03906620060330   329  142
03906620060331   261  217
03906620060401   338  179
03906620060402   340  131
03906620060403   351  193
03906620060404   380  226
03906620060405   320  251
03906620060406   263  220
03906620060407   222  166
03906620060408   296   75
03906620060409   270  102
03906620060410   304   94
03906620060411   302  133
03906620060412   294  173
03906620060413   311  149
03906620060414   334  182
03906620060415   336  155
03906620060416   330  163
03906620060417   273  196
03906620060418   293  212
03906620060419   335  142
03906620060420   298  153
03906620060421   332  164
03906620060422   304  104
03906620060423   297  157
03906620060424   295  116
03906620060425   289  110
03906620060426   282  115
03906620060427   297  111
03906620060428   296  185
03906620060429   316  160
03906620060430   289  182
03906620060501   288  161
03906620060502   265   90
03906620060503   263   61
03906620060504   281   59
03906620060505   282   74
03906620060506   287   88
03906620060507   295  105
03906620060508   292  117
03906620060509   268   98
03906620060510   281  101
03906620060511   272  119
03906620060512   209  107
03906620060513   273  148
03906620060514   267   94
03906620060515   280   84
03906620060516   249  132
03906620060517   269   96
03906620060518   265  124
03906620060519   275  126
03906620060520   284  106
03906620060521   277  108
03906620060522   244  124
03906620060523   242  144
03906620060524   234   35
03906620060525   244    6
03906620060526   254   60
03906620060527   260   65
03906620060528   256   58
03906620060529   244  118
03906620060530   236   45
03906620060531   236   23
03906620060601   256   19
03906620060602   243   19
03906620060603   215   48
03906620060604   232   39
03906620060605   235   23
03906620060606   239   74
03906620060607   237   60
03906620060608   233  118
03906620060609   265   90
03906620060610   221  165
03906620060611   208  166
03906620060612   215   54
03906620060613   221   80
03906620060614   244   94
03906620060615   239   83
03906620060616   236   77
03906620060617   227   32
03906620060618   223  107
03906620060619   236  146
03906620060620   205  139
03906620060621   231  142
03906620060622   235  126
03906620060623   237  117
03906620060624   255  145
03906620060625   248  101
03906620060626   240  128
03906620060627   237   63
03906620060628  -999   49
03906620060703   237 -999
03906620060704   236   77
03906620060705   246   97
03906620060706   249   65
03906620060707   241   46
03906620060708   238   67
03906620060709   235   37
03906620060710   242   41
03906620060711   244   68
03906620060712   268   93
03906620060713   223  110
03906620060714   205  142
03906620060715   194  134
03906620060716   194  158
03906620060717   214  101
03906620060718   192   50
03906620060719   230   81
03906620060720   224   60
03906620060721   229   77
03906620060722   234   72
03906620060723   216   97
03906620060724   234   90
03906620060725   243  107
03906620060726   251   95
03906620060727   263   94
03906620060728   241  148
03906620060729   261  104
03906620060730   262   74
03906620060731   239   87
03906620060801   226  112
03906620060802   229   45
03906620060803   230   49
03906620060804   225   50
03906620060805   211   39
03906620060806   242  100
03906620060807   232   81
03906620060808   238   76
03906620060809   256   48
03906620060810   239   34
03906620060811   242   31
03906620060812   246   63
03906620060813   251   80
03906620060814   262   67
03906620060815   273   51
03906620060816   256   42
03906620060817   249   72
03906620060818   255   88
03906620060819   277   67
03906620060820   278   77
03906620060821   287   75
03906620060822   314   70
03906620060823   289   75
03906620060824   291   79
03906620060825   328  119
03906620060826   309  138
03906620060827   279  178
03906620060828   278  150
03906620060829   238  154
03906620060830   264  112
03906620060831   223  162
03906620060901   259  170
03906620060902   271  153
03906620060903   264  146
03906620060904   299  159
03906620060905   264  171
03906620060906   281  188
03906620060907   247  164
03906620060908   246   65
03906620060909   259   74
03906620060910   224  106
03906620060911   208  113
03906620060912   241  107
03906620060913   243   92
03906620060914   242  125
03906620060915   247  109
03906620060916   238  101
03906620060917   264  101
03906620060918   272   93
03906620060919   261   95
03906620060920   276   86
03906620060921   292  110
03906620060922   297  117
03906620060923   294  144
03906620060924   288  133
03906620060925   312  148
03906620060926   286  176
03906620060927   294  165
03906620060928   312  161
03906620060929   309  153
03906620060930   314  135
03906620061001   293  172
03906620061002   301  120
03906620061003   325  127
03906620061004   288  190
03906620061005   298  128
03906620061006   321  119
03906620061007   303  141
03906620061008   321  148
03906620061009   293  140
03906620061010   278  167
03906620061011   277  127
03906620061012   275  120
03906620061013   283  120
03906620061014   309  103
03906620061015   326  135
03906620061016   315  144
03906620061017   263  204
03906620061018   299  152
03906620061019   328  149
03906620061020   316  177
03906620061021   325  175
03906620061022   258  196
03906620061023   281  171
03906620061024   282   93
03906620061025   297  105
03906620061026   321  126
03906620061027   329  151
03906620061028   352  166
03906620061029   314  179
03906620061030   276  189
03906620061031   256  171
03906620061101   292  164
03906620061102   291  199
03906620061103   272  196
03906620061104   293  191
03906620061105   305  147
03906620061106   338  165
03906620061107   330  177
03906620061108   316  207
03906620061109   280  170
03906620061110   283  187
03906620061111   313  151
03906620061112   341  184
03906620061113   349  186
03906620061114   349  203
03906620061115   312  183
03906620061116   232  159
03906620061117   277   70
03906620061118   288  124
03906620061119   297  131
03906620061120   299  141
03906620061121   306  139
03906620061122   322  145
03906620061123   332  152
03906620061124   342  182
03906620061125   330  179
03906620061126   355  180
03906620061127   348  189
03906620061128   348  195
03906620061129   390  181
03906620061130   290  239
03906620061201   326  203
