Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,003002,1897,01,01,25.6,1,Y
IDCJAC0011,003002,1897,01,02,26.1,1,Y
IDCJAC0011,003002,1897,01,03,26.7,1,Y
IDCJAC0011,003002,1897,01,04,23.9,1,Y
IDCJAC0011,003002,1897,01,05,28.3,1,Y
IDCJAC0011,003002,1897,01,06,27.8,1,Y
IDCJAC0011,003002,1897,01,07,28.3,1,Y
IDCJAC0011,003002,1897,01,08,29.4,1,Y
IDCJAC0011,003002,1897,01,09,27.8,1,Y
IDCJAC0011,003002,1897,01,10,31.7,1,Y
IDCJAC0011,003002,1897,01,11,24.4,1,Y
IDCJAC0011,003002,1897,01,12,27.2,1,Y
IDCJAC0011,003002,1897,01,13,28.3,1,Y
IDCJAC0011,003002,1897,01,14,29.4,1,Y
IDCJAC0011,003002,1897,01,15,28.3,1,Y
IDCJAC0011,003002,1897,01,16,28.9,1,Y
IDCJAC0011,003002,1897,01,17,28.9,1,Y
IDCJAC0011,003002,1897,01,18,27.2,1,Y
IDCJAC0011,003002,1897,01,19,27.2,1,Y
IDCJAC0011,003002,1897,01,20,27.2,1,Y
IDCJAC0011,003002,1897,01,21,25.6,1,Y
IDCJAC0011,003002,1897,01,22,28.9,1,Y
IDCJAC0011,003002,1897,01,23,28.9,1,Y
IDCJAC0011,003002,1897,01,24,28.3,1,Y
IDCJAC0011,003002,1897,01,25,27.8,1,Y
IDCJAC0011,003002,1897,01,26,28.3,1,Y
IDCJAC0011,003002,1897,01,27,26.1,1,Y
IDCJAC0011,003002,1897,01,28,25.0,1,Y
IDCJAC0011,003002,1897,01,29,28.9,1,Y
IDCJAC0011,003002,1897,01,30,25.0,1,Y
IDCJAC0011,003002,1897,01,31,28.9,1,Y
IDCJAC0011,003002,1897,02,01,28.9,1,Y
IDCJAC0011,003002,1897,02,02,29.4,1,Y
IDCJAC0011,003002,1897,02,03,27.2,1,Y
IDCJAC0011,003002,1897,02,04,28.9,1,Y
IDCJAC0011,003002,1897,02,05,27.2,1,Y
IDCJAC0011,003002,1897,02,06,26.1,1,Y
IDCJAC0011,003002,1897,02,07,26.1,1,Y
IDCJAC0011,003002,1897,02,08,26.1,1,Y
IDCJAC0011,003002,1897,02,09,26.7,1,Y
IDCJAC0011,003002,1897,02,10,26.7,1,Y
IDCJAC0011,003002,1897,02,11,28.3,1,Y
IDCJAC0011,003002,1897,02,12,29.4,1,Y
IDCJAC0011,003002,1897,02,13,29.4,1,Y
IDCJAC0011,003002,1897,02,14,25.6,1,Y
IDCJAC0011,003002,1897,02,15,25.6,1,Y
IDCJAC0011,003002,1897,02,16,28.9,1,Y
IDCJAC0011,003002,1897,02,17,28.3,1,Y
IDCJAC0011,003002,1897,02,18,26.1,1,Y
IDCJAC0011,003002,1897,02,19,23.9,1,Y
IDCJAC0011,003002,1897,02,20,23.3,1,Y
IDCJAC0011,003002,1897,02,21,24.4,1,Y
IDCJAC0011,003002,1897,02,22,24.4,1,Y
IDCJAC0011,003002,1897,02,23,23.9,1,Y
IDCJAC0011,003002,1897,02,24,23.9,1,Y
IDCJAC0011,003002,1897,02,25,24.4,1,Y
IDCJAC0011,003002,1897,02,26,27.2,1,Y
IDCJAC0011,003002,1897,02,27,27.8,1,Y
IDCJAC0011,003002,1897,02,28,28.3,1,Y
IDCJAC0011,003002,1897,03,01,25.6,1,Y
IDCJAC0011,003002,1897,03,02,25.6,1,Y
IDCJAC0011,003002,1897,03,03,26.6,1,Y
IDCJAC0011,003002,1897,03,04,25.7,1,Y
IDCJAC0011,003002,1897,03,05,25.6,1,Y
IDCJAC0011,003002,1897,03,06,25.6,1,Y
IDCJAC0011,003002,1897,03,07,25.8,1,Y
IDCJAC0011,003002,1897,03,08,25.0,1,Y
IDCJAC0011,003002,1897,03,09,29.6,1,Y
IDCJAC0011,003002,1897,03,10,25.0,1,Y
IDCJAC0011,003002,1897,03,11,24.4,1,Y
IDCJAC0011,003002,1897,03,12,23.3,1,Y
IDCJAC0011,003002,1897,03,13,20.7,1,Y
IDCJAC0011,003002,1897,03,14,22.8,1,Y
IDCJAC0011,003002,1897,03,15,26.2,1,Y
IDCJAC0011,003002,1897,03,16,23.9,1,Y
IDCJAC0011,003002,1897,03,17,21.1,1,Y
IDCJAC0011,003002,1897,03,18,23.9,1,Y
IDCJAC0011,003002,1897,03,19,24.2,1,Y
IDCJAC0011,003002,1897,03,20,25.1,1,Y
IDCJAC0011,003002,1897,03,21,26.6,1,Y
IDCJAC0011,003002,1897,03,22,26.7,1,Y
IDCJAC0011,003002,1897,03,23,26.1,1,Y
IDCJAC0011,003002,1897,03,24,23.9,1,Y
IDCJAC0011,003002,1897,03,25,25.3,1,Y
IDCJAC0011,003002,1897,03,26,24.4,1,Y
IDCJAC0011,003002,1897,03,27,25.0,1,Y
IDCJAC0011,003002,1897,03,28,25.1,1,Y
IDCJAC0011,003002,1897,03,29,26.2,1,Y
IDCJAC0011,003002,1897,03,30,27.7,1,Y
IDCJAC0011,003002,1897,03,31,26.2,1,Y
IDCJAC0011,003002,1897,04,01,26.1,1,Y
IDCJAC0011,003002,1897,04,02,25.6,1,Y
IDCJAC0011,003002,1897,04,03,26.7,1,Y
IDCJAC0011,003002,1897,04,04,25.0,1,Y
IDCJAC0011,003002,1897,04,05,25.0,1,Y
IDCJAC0011,003002,1897,04,06,22.2,1,Y
IDCJAC0011,003002,1897,04,07,22.3,1,Y
IDCJAC0011,003002,1897,04,08,21.6,1,Y
IDCJAC0011,003002,1897,04,09,22.7,1,Y
IDCJAC0011,003002,1897,04,10,22.2,1,Y
IDCJAC0011,003002,1897,04,11,24.1,1,Y
IDCJAC0011,003002,1897,04,12,25.4,1,Y
IDCJAC0011,003002,1897,04,13,26.9,1,Y
IDCJAC0011,003002,1897,04,14,23.3,1,Y
IDCJAC0011,003002,1897,04,15,23.9,1,Y
IDCJAC0011,003002,1897,04,16,23.1,1,Y
IDCJAC0011,003002,1897,04,17,23.3,1,Y
IDCJAC0011,003002,1897,04,18,21.7,1,Y
IDCJAC0011,003002,1897,04,19,21.7,1,Y
IDCJAC0011,003002,1897,04,20,26.6,1,Y
IDCJAC0011,003002,1897,04,21,24.4,1,Y
IDCJAC0011,003002,1897,04,22,24.4,1,Y
IDCJAC0011,003002,1897,04,23,20.9,1,Y
IDCJAC0011,003002,1897,04,24,21.9,1,Y
IDCJAC0011,003002,1897,04,25,23.0,1,Y
IDCJAC0011,003002,1897,04,26,20.6,1,Y
IDCJAC0011,003002,1897,04,27,20.6,1,Y
IDCJAC0011,003002,1897,04,28,18.9,1,Y
IDCJAC0011,003002,1897,04,29,18.9,1,Y
IDCJAC0011,003002,1897,04,30,13.9,1,Y
IDCJAC0011,003002,1897,05,01,16.2,1,Y
IDCJAC0011,003002,1897,05,02,14.2,1,Y
IDCJAC0011,003002,1897,05,03,15.7,1,Y
IDCJAC0011,003002,1897,05,04,15.6,1,Y
IDCJAC0011,003002,1897,05,05,15.6,1,Y
IDCJAC0011,003002,1897,05,06,15.0,1,Y
IDCJAC0011,003002,1897,05,07,15.7,1,Y
IDCJAC0011,003002,1897,05,08,15.0,1,Y
IDCJAC0011,003002,1897,05,09,12.7,1,Y
IDCJAC0011,003002,1897,05,10,14.8,1,Y
IDCJAC0011,003002,1897,05,11,17.2,1,Y
IDCJAC0011,003002,1897,05,12,17.7,1,Y
IDCJAC0011,003002,1897,05,13,19.3,1,Y
IDCJAC0011,003002,1897,05,14,19.3,1,Y
IDCJAC0011,003002,1897,05,15,17.8,1,Y
IDCJAC0011,003002,1897,05,16,16.9,1,Y
IDCJAC0011,003002,1897,05,17,20.7,1,Y
IDCJAC0011,003002,1897,05,18,20.0,1,Y
IDCJAC0011,003002,1897,05,19,22.3,1,Y
IDCJAC0011,003002,1897,05,20,17.7,1,Y
IDCJAC0011,003002,1897,05,21,17.7,1,Y
IDCJAC0011,003002,1897,05,22,16.3,1,Y
IDCJAC0011,003002,1897,05,23,11.7,1,Y
IDCJAC0011,003002,1897,05,24,13.9,1,Y
IDCJAC0011,003002,1897,05,25,13.9,1,Y
IDCJAC0011,003002,1897,05,26,13.9,1,Y
IDCJAC0011,003002,1897,05,27,13.5,1,Y
IDCJAC0011,003002,1897,05,28,12.4,1,Y
IDCJAC0011,003002,1897,05,29,11.6,1,Y
IDCJAC0011,003002,1897,05,30,13.1,1,Y
IDCJAC0011,003002,1897,05,31,11.1,1,Y
IDCJAC0011,003002,1897,06,01,9.9,1,Y
IDCJAC0011,003002,1897,06,02,10.6,1,Y
IDCJAC0011,003002,1897,06,03,11.2,1,Y
IDCJAC0011,003002,1897,06,04,11.2,1,Y
IDCJAC0011,003002,1897,06,05,11.2,1,Y
IDCJAC0011,003002,1897,06,06,11.1,1,Y
IDCJAC0011,003002,1897,06,07,11.2,1,Y
IDCJAC0011,003002,1897,06,08,11.3,1,Y
IDCJAC0011,003002,1897,06,09,13.3,1,Y
IDCJAC0011,003002,1897,06,10,12.9,1,Y
IDCJAC0011,003002,1897,06,11,14.3,1,Y
IDCJAC0011,003002,1897,06,12,14.6,1,Y
IDCJAC0011,003002,1897,06,13,12.9,1,Y
IDCJAC0011,003002,1897,06,14,13.9,1,Y
IDCJAC0011,003002,1897,06,15,13.9,1,Y
IDCJAC0011,003002,1897,06,16,,,
IDCJAC0011,003002,1897,06,17,13.9,2,Y
IDCJAC0011,003002,1897,06,18,11.1,1,Y
IDCJAC0011,003002,1897,06,19,14.4,1,Y
IDCJAC0011,003002,1897,06,20,,,
IDCJAC0011,003002,1897,06,21,,,
IDCJAC0011,003002,1897,06,22,19.1,3,Y
IDCJAC0011,003002,1897,06,23,18.3,1,Y
IDCJAC0011,003002,1897,06,24,18.3,1,Y
IDCJAC0011,003002,1897,06,25,16.6,1,Y
IDCJAC0011,003002,1897,06,26,17.8,1,Y
IDCJAC0011,003002,1897,06,27,21.4,1,Y
IDCJAC0011,003002,1897,06,28,18.9,1,Y
IDCJAC0011,003002,1897,06,29,21.1,1,Y
IDCJAC0011,003002,1897,06,30,20.8,1,Y
IDCJAC0011,003002,1897,07,01,18.4,1,Y
IDCJAC0011,003002,1897,07,02,21.2,1,Y
IDCJAC0011,003002,1897,07,03,18.3,1,Y
IDCJAC0011,003002,1897,07,04,18.5,1,Y
IDCJAC0011,003002,1897,07,05,18.4,1,Y
IDCJAC0011,003002,1897,07,06,15.5,1,Y
IDCJAC0011,003002,1897,07,07,15.6,1,Y
IDCJAC0011,003002,1897,07,08,15.8,1,Y
IDCJAC0011,003002,1897,07,09,16.1,1,Y
IDCJAC0011,003002,1897,07,10,18.9,1,Y
IDCJAC0011,003002,1897,07,11,16.1,1,Y
IDCJAC0011,003002,1897,07,12,16.4,1,Y
IDCJAC0011,003002,1897,07,13,13.9,1,Y
IDCJAC0011,003002,1897,07,14,14.4,1,Y
IDCJAC0011,003002,1897,07,15,19.6,1,Y
IDCJAC0011,003002,1897,07,16,15.6,1,Y
IDCJAC0011,003002,1897,07,17,17.9,1,Y
