Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1908,11.721858,26.578962,1,"=""017024"""
1909,10.656986,25.935068,1,"=""017024"""
1910,11.815068,26.352055,1,"=""017024"""
1911,11.071233,27.312876,1,"=""017024"""
1912,11.719945,27.563389,1,"=""017024"""
1913,11.5572605,27.162739,1,"=""017024"""
1914,13.579666,28.931232,1,"=""017024"""
1915,12.467313,27.606302,1,"=""017024"""
1916,12.228255,26.443443,1,"=""017024"""
1917,12.311049,26.22274,1,"=""017024"""
1918,12.930137,27.565205,1,"=""017024"""
1919,12.991233,28.017534,1,"=""017024"""
1920,12.505737,26.415848,1,"=""017024"""
1921,12.364931,27.576439,1,"=""017024"""
1922,11.945753,27.559177,1,"=""017024"""
1923,12.634794,27.406576,1,"=""017024"""
1924,11.418853,26.36858,1,"=""017024"""
1925,12.2331505,27.24411,1,"=""017024"""
1926,12.249315,27.198357,1,"=""017024"""
1927,,,0,
1928,12.861475,27.553278,1,"=""017024"""
1929,11.147672,26.549314,1,"=""017024"""
1930,13.058083,27.304384,1,"=""017024"""
1931,11.58274,25.97863,1,"=""017024"""
1932,12.739891,26.45328,1,"=""017024"""
1933,12.211781,26.516438,1,"=""017024"""
1934,12.480274,27.25315,1,"=""017024"""
1935,,,0,
1936,12.49153,26.670765,1,"=""017024"""
1937,12.326575,26.623014,1,"=""017024"""
1938,12.589863,27.084658,1,"=""017024"""
1939,,,0,
1940,12.202459,28.521038,1,"=""017031"""
1941,12.610685,27.45315,1,"=""017031"""
1942,13.546849,28.459116,1,"=""017031"""
1943,12.090884,27.724384,1,"=""017031"""
1944,11.923287,28.15765,1,"=""017031"""
1945,12.470959,27.52822,1,"=""017031"""
1946,11.744904,27.514795,1,"=""017031"""
1947,12.987988,27.903343,1,"=""017031"""
1948,12.011202,28.257378,1,"=""017031"""
1949,12.271507,27.02822,1,"=""017031"""
1950,13.089589,27.404932,1,"=""017031"""
1951,13.092033,28.57315,1,"=""017031"""
1952,12.645355,27.507103,1,"=""017031"""
1953,12.6709585,28.191233,1,"=""017031"""
1954,12.585205,27.961096,1,"=""017031"""
1955,13.223288,27.167946,1,"=""017031"""
1956,12.596448,26.928415,1,"=""017031"""
1957,12.953973,28.970137,1,"=""017031"""
1958,13.153151,27.571781,1,"=""017031"""
1959,13.299726,28.710686,1,"=""017031"""
1960,,,0,
1961,12.892055,28.86685,1,"=""017031"""
1962,12.878082,28.387123,1,"=""017031"""
1963,13.7065935,28.169315,1,"=""017031"""
1964,12.461644,27.759289,1,"=""017031"""
1965,13.16923,28.967308,1,"=""017031"""
1966,12.086538,27.300549,1,"=""017031"""
1967,12.457851,28.504932,1,"=""017031"""
1968,13.690984,28.009289,1,"=""017031"""
1969,12.627398,29.168493,1,"=""017031"""
1970,,,0,
1971,12.587123,28.972603,1,"=""017031"""
1972,12.441644,30.125479,1,"=""017031"""
1973,14.418784,29.381767,1,"=""017031"""
1974,13.657692,28.05097,1,"=""017031"""
1975,13.2153425,28.696987,1,"=""017031"""
1976,12.202186,27.886066,1,"=""017031"""
1977,13.296712,29.737534,1,"=""017031"""
1978,13.254121,28.069862,1,"=""017031"""
1979,14.079395,29.13434,1,"=""017031"""
1980,13.900548,29.935812,1,"=""017031"""
1981,14.041161,29.668232,1,"=""017031"""
1982,,,0,
1983,,,0,
1984,12.8626375,28.327473,1,"=""017031"""
1985,12.963187,28.610714,1,"=""017031"""
1986,13.066205,28.575346,1,"=""017031"""
1987,,,0,
1988,14.241713,29.770718,1,"=""017031"""
1989,13.051648,28.190556,1,"=""017031"""
1990,13.971507,29.43041,1,"=""017031"""
1991,13.919061,29.625967,1,"=""017031"""
1992,13.351239,27.91099,1,"=""017031"""
1993,14.047658,28.933151,1,"=""017031"""
1994,12.985165,29.237087,1,"=""017031"""
1995,13.53726,28.091232,1,"=""017031"""
1996,13.463836,28.998903,1,"=""017031"""
1997,13.912672,29.001928,1,"=""017031"""
1998,14.394198,28.703857,1,"=""017031"""
1999,,,0,
2000,14.3993375,28.95266,2,"=""017126;017031"""
2001,14.0787115,28.934734,1,"=""017031"""
2002,13.381005,30.142897,1,"=""017031"""
2003,,,0,
2004,,,0,
2005,13.974157,30.127855,1,"=""017031"""
2006,14.286078,29.902546,2,"=""017126;017031"""
2007,14.5575175,29.83395,2,"=""017126;017031"""
2008,13.824266,28.731998,2,"=""017126;017031"""
2009,14.707313,29.770362,2,"=""017126;017031"""
2010,13.818836,27.337673,1,"=""017126"""
2011,13.732782,28.67135,1,"=""017126"""
2012,12.989315,28.857143,1,"=""017126"""
2013,14.224309,30.089808,1,"=""017126"""
2014,14.36137,29.92493,1,"=""017126"""
2015,14.055069,29.055494,1,"=""017126"""
2016,14.033702,28.592737,1,"=""017126"""
