Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1871,,,0,
1872,9.877869,20.772404,1,"=""072151"""
1873,10.184657,20.856987,1,"=""072151"""
1874,,,0,
1875,,,0,
1876,,,0,
1877,,,0,
1878,,,0,
1879,,,0,
1880,,,0,
1881,,,0,
1882,,,0,
1883,,,0,
1884,,,0,
1885,,,0,
1886,,,0,
1887,,,0,
1888,,,0,
1889,,,0,
1890,,,0,
1891,,,0,
1892,,,0,
1893,6.8938546,24.481844,1,"=""072151"""
1894,8.93094,23.607967,1,"=""072151"""
1895,8.566851,24.169062,1,"=""072151"""
1896,9.366302,25.10308,1,"=""072151"""
1897,8.673425,25.274796,1,"=""072151"""
1898,,,0,
1899,,,0,
1900,,,0,
1901,,,0,
1902,,,0,
1903,,,0,
1904,,,0,
1905,,,0,
1906,,,0,
1907,,,0,
1908,,,0,
1909,,,0,
1910,,,0,
1911,9.318785,22.19558,1,"=""072151"""
1912,9.780769,23.48634,1,"=""072151"""
1913,9.653995,22.996986,1,"=""072151"""
1914,10.540896,25.18324,1,"=""072151"""
1915,,,0,
1916,8.956749,22.349863,1,"=""072151"""
1917,8.392033,21.839285,1,"=""072151"""
1918,6.74337,22.892056,1,"=""072151"""
1919,,,0,
1920,9.933058,23.077747,1,"=""072151"""
1921,10.016986,23.515617,1,"=""072151"""
1922,,,0,
1923,9.641226,23.239452,1,"=""072151"""
1924,8.411295,21.93726,1,"=""072151"""
1925,9.059834,22.512188,1,"=""072151"""
1926,9.454571,22.475206,1,"=""072151"""
1927,8.7044325,22.479395,1,"=""072151"""
1928,9.7890415,23.11694,1,"=""072151"""
1929,8.9255495,22.933973,1,"=""072151"""
1930,10.097479,23.821918,1,"=""072151"""
1931,9.626447,22.567123,1,"=""072151"""
1932,9.231681,23.174864,1,"=""072151"""
1933,9.34022,23.299452,1,"=""072151"""
1934,9.9104395,23.085754,1,"=""072151"""
1935,9.419452,22.54274,1,"=""072151"""
1936,9.44478,22.764208,1,"=""072151"""
1937,9.6380825,23.622192,1,"=""072151"""
1938,10.392603,24.21178,1,"=""072151"""
1939,,,0,
1940,9.048361,24.312569,1,"=""072151"""
1941,9.162466,22.858356,1,"=""072151"""
1942,10.7375345,23.304932,1,"=""072151"""
1943,9.319863250000001,21.7389085,2,"=""072150;072151"""
1944,9.075420999999999,22.8285335,2,"=""072150;072151"""
1945,9.6543835,22.5349595,2,"=""072150;072151"""
1946,9.4498255,22.225484,2,"=""072150;072151"""
1947,10.245068499999999,22.031779999999998,2,"=""072150;072151"""
1948,9.203149,21.7968575,2,"=""072150;072151"""
1949,9.241918,21.541917499999997,2,"=""072150;072151"""
1950,10.13585275,21.860526999999998,2,"=""072150;072151"""
1951,8.425205,21.875069,1,"=""072150"""
1952,8.953973,21.326302,1,"=""072150"""
1953,8.264383,21.49863,1,"=""072150"""
1954,9.141096,21.739452,1,"=""072150"""
1955,9.246027,21.079725,1,"=""072150"""
1956,8.210714,20.036264,1,"=""072150"""
1957,7.9167123,22.443562,1,"=""072150"""
1958,9.298351,21.348352,1,"=""072150"""
1959,9.42137,22.303835,1,"=""072150"""
1960,9.2002735,20.99836,1,"=""072150"""
1961,9.170411,22.21726,1,"=""072150"""
1962,8.733699,21.39507,1,"=""072150"""
1963,10.030137,21.70411,1,"=""072150"""
1964,8.678688,20.843988,1,"=""072150"""
1965,8.609315,22.287123,1,"=""072150"""
1966,8.135616,20.95041,1,"=""072150"""
1967,8.705206,23.064384,1,"=""072150"""
1968,9.443989,21.70328,1,"=""072150"""
1969,8.661918,21.496712,1,"=""072150"""
1970,8.253151,20.915342,1,"=""072150"""
1971,8.229315,21.361917,1,"=""072150"""
1972,8.2745905,22.331966,1,"=""072150"""
1973,9.551507,21.821918,1,"=""072150"""
1974,8.747945,21.065205,1,"=""072150"""
1975,8.83178,22.131233,1,"=""072150"""
1976,8.186885,21.97869,1,"=""072150"""
1977,8.199452,22.56959,1,"=""072150"""
1978,9.422465,21.552328,1,"=""072150"""
1979,8.945206,22.803835,1,"=""072150"""
1980,8.5497265,22.928415,1,"=""072150"""
1981,9.321849,22.121288,1,"=""072150"""
1982,8.504658,23.407396,1,"=""072150"""
1983,9.847123,21.693424,1,"=""072150"""
1984,7.9464483,21.370218,1,"=""072150"""
1985,8.633151,21.67863,1,"=""072150"""
1986,8.110959,21.281096,1,"=""072150"""
1987,8.211813,22.13726,1,"=""072150"""
1988,9.86776,22.739618,1,"=""072150"""
1989,9.095616,21.398355,1,"=""072150"""
1990,9.598083,22.613972,1,"=""072150"""
1991,9.26274,22.782192,1,"=""072150"""
1992,8.720765,20.810383,1,"=""072150"""
1993,9.0195055,21.90934,1,"=""072150"""
1994,8.342192,22.524384,1,"=""072150"""
1995,9.358904,21.19178,1,"=""072150"""
1996,8.638525,21.35601,1,"=""072150"""
1997,8.9764385,23.184383,1,"=""072150"""
1998,9.323288,22.475069,1,"=""072150"""
1999,9.27589,22.339453,1,"=""072150"""
2000,9.547268,21.965302,1,"=""072150"""
2001,8.822466,22.950686,1,"=""072150"""
2002,8.663836,23.606302,1,"=""072150"""
2003,9.72137,22.860823,1,"=""072150"""
2004,8.699181,22.90683,1,"=""072150"""
2005,9.053425,23.141644,1,"=""072150"""
2006,8.362192,24.330137,1,"=""072150"""
2007,10.043014,23.776165,1,"=""072150"""
2008,9.054098,22.87377,1,"=""072150"""
2009,10.022192,24.194246,1,"=""072150"""
2010,9.868493,22.110958,1,"=""072150"""
2011,9.010685,22.260548,1,"=""072150"""
2012,8.369125,22.359562,1,"=""072150"""
2013,9.749042,23.65315,1,"=""072150"""
2014,9.886576,23.70822,1,"=""072150"""
2015,9.804658,22.85726,1,"=""072150"""
2016,10.506284,22.869673,1,"=""072150"""
