Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1943,,,0,
1944,,,0,
1945,,,0,
1946,,,0,
1947,,,0,
1948,,,0,
1949,,,0,
1950,,,0,
1951,,,0,
1952,12.971038,23.648361,1,"=""059040"""
1953,12.337534,23.621096,1,"=""059040"""
1954,13.955524,23.118507,1,"=""059040"""
1955,13.621096,23.125753,1,"=""059040"""
1956,12.591233,22.970959,1,"=""059040"""
1957,12.87726,23.74548,1,"=""059040"""
1958,14.080274,23.698082,1,"=""059040"""
1959,14.141644,22.789314,1,"=""059040"""
1960,12.697541,22.924316,1,"=""059040"""
1961,12.553151,22.41644,1,"=""059040"""
1962,12.658904,22.60685,1,"=""059040"""
1963,13.615617,22.490412,1,"=""059040"""
1964,13.111202,23.183607,1,"=""059040"""
1965,13.547671,23.107944,1,"=""059040"""
1966,13.131507,22.732056,1,"=""059040"""
1967,13.966849,22.80137,1,"=""059040"""
1968,13.348361,23.38989,1,"=""059040"""
1969,14.393972,23.08,1,"=""059040"""
1970,13.533608,23.12822,1,"=""059040"""
1971,13.416986,22.997808,1,"=""059040"""
1972,13.87726,22.885206,1,"=""059040"""
1973,15.272177,23.97033,1,"=""059040"""
1974,13.763014,22.922192,1,"=""059040"""
1975,14.045205,23.100548,1,"=""059040"""
1976,14.098087,23.003551,1,"=""059040"""
1977,14.046302,23.38822,1,"=""059040"""
1978,13.864931,22.92904,1,"=""059040"""
1979,14.500548,23.453152,1,"=""059040"""
1980,14.663388,24.13989,1,"=""059040"""
1981,14.359178,23.449863,1,"=""059040"""
1982,14.461264,23.035343,1,"=""059040"""
1983,15.109863,23.071234,1,"=""059040"""
1984,14.202459,22.789345,1,"=""059040"""
1985,14.218356,22.835068,1,"=""059040"""
1986,14.245206,23.171232,1,"=""059040"""
1987,14.7517805,23.233973,1,"=""059040"""
1988,15.17135,23.558743,1,"=""059040"""
1989,14.367671,22.915342,1,"=""059040"""
1990,14.451781,23.335617,1,"=""059040"""
1991,13.942192,23.94822,1,"=""059040"""
1992,14.094809,23.05082,1,"=""059040"""
1993,14.4542465,23.470684,1,"=""059040"""
1994,13.448493,23.645754,1,"=""059040"""
1995,14.176165,23.487946,1,"=""059040"""
1996,13.911202,23.296448,1,"=""059040"""
1997,14.636712,23.484657,1,"=""059040"""
1998,15.066028,23.666027,1,"=""059040"""
1999,14.657692,22.787123,1,"=""059040"""
2000,14.400548,23.031422,1,"=""059040"""
2001,14.372252,23.450686,1,"=""059040"""
2002,14.055343,24.106575,1,"=""059040"""
2003,13.918356,23.719727,1,"=""059040"""
2004,13.940437,24.13989,1,"=""059040"""
2005,14.594794,24.133425,1,"=""059040"""
2006,14.050137,23.679453,1,"=""059040"""
2007,14.132329,23.802465,1,"=""059040"""
2008,13.785519,23.309563,1,"=""059040"""
2009,14.416484,24.075,1,"=""059040"""
2010,14.663013,23.529863,1,"=""059040"""
2011,14.195068,23.24548,1,"=""059040"""
2012,14.098361,23.548088,1,"=""059040"""
2013,14.453973,24.162191,1,"=""059040"""
2014,14.594794,24.120548,1,"=""059040"""
2015,14.450274,24.077747,1,"=""059151"""
2016,14.396721,24.760607,1,"=""059151"""
